# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=12
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 5a_halfnormal_uni - draws_12.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
-54.1106,0.993684,0.216835,4,15,0,64.2645,0.302149,0.231786,0.69576,0.0397934,0.201883,0.199011,0.100096,0.0154355,0.0587426,0.0346278,0.341837,0.0631257,0.093731,0.0766465,0.0139995,0.0737415,0.360909,0.163389,0.0492566,0.0994403,0.541526,0.855437,0.221387,0.217699,0.270575,0.201585,0.129694,0.00602937,0.124773,0.24108
-59.2661,0.922234,0.216835,4,15,0,71.0771,0.255285,0.0770203,0.790815,0.00792277,0.1096,0.204863,0.142405,0.0193825,0.367534,0.244254,0.325376,0.244963,0.191788,0.0363252,0.00548783,0.0111858,0.343436,0.100921,0.144282,0.075747,0.145025,0.507994,0.237804,0.120641,0.3132,0.160025,0.100264,0.785831,0.327697,0.203688
-51.3982,0.687722,0.216835,4,15,0,72.1894,0.279897,0.248514,0.866493,0.028679,0.240422,0.281949,0.0567842,0.0383094,0.147473,0.0413609,0.410627,0.107882,0.135294,0.0517373,0.0205192,0.0265782,0.353799,0.0772973,0.124303,0.029714,0.28143,0.643648,0.332123,0.184964,0.235038,0.213825,0.187999,0.0440926,0.295716,0.223325
-51.8057,0.955771,0.216835,4,15,0,62.928,0.263341,0.108838,0.691498,0.0224433,0.146215,0.136806,0.242935,0.025187,0.261113,0.0267966,0.187918,0.0464705,0.130899,0.107012,0.0306294,0.0849598,0.320172,0.0966687,0.0596141,0.119817,0.106903,0.735672,0.180529,0.201088,0.207122,0.195184,0.190053,0.450273,0.215908,0.210116
-55.4655,0.735624,0.216835,4,15,0,66.4859,0.250747,0.133698,0.659012,0.0315178,0.0977627,0.138996,0.0476692,0.0185332,0.0746236,0.0253651,0.186925,0.113931,0.0983028,0.101221,0.0246506,0.0812763,0.335919,0.15192,0.142864,0.109554,0.125691,0.853937,0.247094,0.0911104,0.180056,0.0397821,0.276005,0.276619,0.267864,0.200068
-59.2542,0.959338,0.216835,4,15,0,70.126,0.238092,0.207591,0.894356,0.0757527,0.2451,0.152536,0.0170658,0.0556077,0.159749,0.116455,0.160282,0.098662,0.201581,0.0187085,0.011951,0.0426355,0.307306,0.112387,0.0492113,0.028067,0.0155792,0.429623,0.243389,0.219912,0.230923,0.287585,0.113231,0.131193,0.0475664,0.18997
-60.4773,0.945305,0.216835,4,15,0,70.9038,0.234801,0.120434,0.558434,0.0186953,0.118897,0.273024,0.0396352,0.0446711,0.165537,0.00871856,0.0640125,0.0167672,0.156412,0.147829,0.0906399,0.0884824,0.199356,0.142861,0.0535528,0.0437292,0.0264208,0.686695,0.232062,0.0474004,0.304092,0.0544996,0.255273,0.215593,0.2506,0.187345
-52.0972,0.933985,0.216835,4,15,0,79.1969,0.285476,0.202732,0.902001,0.0518887,0.183474,0.173775,0.12606,0.0725704,0.116877,0.367748,0.387861,0.166546,0.13258,0.0428403,0.0339326,0.0744028,0.477229,0.0800803,0.215313,0.060311,0.17907,0.532081,0.172442,0.17003,0.318166,0.0510539,0.111372,0.273813,0.213881,0.227777
-53.3885,0.992426,0.216835,4,15,0,62.827,0.254828,0.257064,0.805319,0.0557114,0.165184,0.30969,0.181643,0.0869518,0.0828315,0.0666129,0.272962,0.271951,0.118722,0.0711839,0.0248186,0.0980495,0.318475,0.0378556,0.0688551,0.214482,0.14025,0.480047,0.223515,0.105554,0.238535,0.0591243,0.176428,0.04575,0.461275,0.203323
-53.1872,0.983937,0.216835,4,15,0,64.1181,0.317713,0.238163,0.748356,0.042854,0.167282,0.23041,0.263866,0.0522471,0.0960677,0.0414251,0.305454,0.225963,0.0937846,0.0638518,0.0167745,0.129042,0.266697,0.0408491,0.0406298,0.129168,0.195868,0.543797,0.172765,0.135594,0.268314,0.0873824,0.14045,0.0358034,0.288563,0.253498
-57.1285,0.942162,0.216835,4,15,0,65.6354,0.327767,0.187818,0.792735,0.0584197,0.114947,0.132322,0.0734447,0.0593626,0.43501,0.0271733,0.392132,0.137383,0.201842,0.0465601,0.0241092,0.234281,0.227464,0.0560844,0.0623456,0.142409,0.11952,0.582267,0.127205,0.115899,0.214489,0.0708449,0.274585,0.0282758,0.473364,0.261521
-56.5894,0.996623,0.216835,4,15,0,67.7792,0.240695,0.0893276,0.790203,0.0508869,0.136852,0.38364,0.153531,0.0814111,0.0974483,0.0994477,0.235144,0.21943,0.205006,0.0474714,0.0131071,0.0303257,0.282374,0.0421972,0.00738714,0.0714593,0.61032,0.543012,0.145104,0.16067,0.336627,0.0903462,0.128228,0.0177364,0.221689,0.192047
-59.5624,0.972309,0.216835,4,15,0,70.4033,0.29489,0.280676,0.734573,0.049621,0.10932,0.0650602,0.111652,0.0275502,0.185357,0.0700776,0.401807,0.102499,0.157698,0.135505,0.124311,0.0200453,0.27587,0.0482948,0.309769,0.0588487,0.0601157,0.78995,0.312989,0.18485,0.168064,0.0185506,0.197211,0.692529,0.344999,0.235288
-60.3704,0.996496,0.216835,4,15,0,71.0618,0.299592,0.087472,0.830305,0.0504446,0.162889,0.231405,0.168798,0.0891292,0.133496,0.112115,0.252892,0.182951,0.231614,0.0452711,0.0267751,0.281653,0.16739,0.0143558,0.00366601,0.0746636,0.028808,0.523384,0.123651,0.090823,0.313768,0.0774873,0.126204,0.0201602,0.13975,0.23904
-52.7657,1,0.216835,4,15,0,69.4455,0.31256,0.16424,0.86121,0.0566065,0.181595,0.243426,0.112513,0.0307827,0.0574203,0.138291,0.346699,0.103256,0.168382,0.0725238,0.0632026,0.0223698,0.54348,0.0450359,0.214663,0.060918,0.993585,0.758004,0.385005,0.283781,0.294784,0.224222,0.158994,0.284914,0.513804,0.249387
-54.7621,0.991071,0.216835,4,15,0,64.174,0.268928,0.17511,0.838572,0.0393523,0.201763,0.323942,0.185331,0.065108,0.170847,0.161544,0.420722,0.0306212,0.0754694,0.115256,0.0207308,0.139371,0.339353,0.00868155,0.0410909,0.096096,0.0247418,0.785777,0.134575,0.0951111,0.236037,0.217255,0.16759,0.135629,0.305799,0.214574
-59.819,0.793687,0.216835,4,15,0,71.9223,0.293757,0.120952,0.719294,0.0282494,0.120123,0.154189,0.099806,0.0276241,0.213125,0.0941227,0.0474113,0.0284795,0.249463,0.0321539,0.0104802,0.0114847,0.360997,0.239422,0.094758,0.0929503,0.904762,0.538485,0.331803,0.169327,0.300007,0.066386,0.162762,0.278017,0.236057,0.234384
-67.0502,0.962241,0.216835,4,31,0,85.5896,0.176091,0.176631,0.66545,0.0343691,0.237192,0.433769,0.231878,0.0318267,0.275866,0.200753,0.0420212,0.126363,0.0823773,0.0366059,0.00860872,0.00414575,0.255201,0.0869955,0.299387,0.0229084,0.104457,0.408051,0.138584,0.0904908,0.180105,0.19115,0.130583,0.350835,0.0784939,0.1405
-62.5031,0.990166,0.216835,4,15,0,82.0537,0.263286,0.10293,0.629712,0.0874562,0.123122,0.0631639,0.0666339,0.00928654,0.0685783,0.0668626,0.337341,0.120595,0.313732,0.0264696,0.0060482,0.00509787,0.366823,0.021621,0.00987601,0.075323,0.5997,0.454829,0.171135,0.27789,0.27588,0.136004,0.150165,0.0370644,0.476472,0.210072
-58.7389,0.978648,0.216835,4,15,0,76.5858,0.293551,0.0766777,0.982104,0.0077859,0.123653,0.329579,0.224765,0.15918,0.262862,0.109292,0.287879,0.202283,0.0629995,0.120951,0.056217,0.00981767,0.236975,0.108834,0.028683,0.100535,0.192667,0.271579,0.259598,0.093152,0.322379,0.17018,0.219667,0.5426,0.141398,0.23422
-54.3085,0.875699,0.216835,4,15,0,74.9643,0.286277,0.141798,0.821754,0.10053,0.227831,0.149175,0.0764835,0.0162157,0.17222,0.11383,0.399866,0.0154365,0.267684,0.0639749,0.0834242,0.129608,0.328613,0.167752,0.0938172,0.0887413,0.265883,0.780209,0.0212754,0.0462494,0.325469,0.175041,0.154741,0.107101,0.152328,0.228416
-61.6505,0.932991,0.216835,4,15,0,68.0054,0.2791,0.0366371,0.822068,0.0247882,0.21605,0.163079,0.0745939,0.036025,0.230464,0.17358,0.179833,0.0155244,0.193649,0.0190479,0.0464613,0.0425788,0.307959,0.118304,0.0208254,0.0559198,0.14729,0.669098,0.533518,0.364634,0.241807,0.206864,0.242925,0.100274,0.555048,0.22269
-57.871,0.717766,0.216835,4,15,0,75.5508,0.327216,0.0323071,1.00586,0.0241089,0.127008,0.264876,0.157047,0.0749587,0.202308,0.14121,0.179295,0.0285515,0.193183,0.0229708,0.0432598,0.0702031,0.530833,0.127871,0.0244409,0.0564581,0.147446,0.776986,0.114244,0.125993,0.387729,0.265112,0.220065,0.0536337,0.397945,0.26108
-56.2866,0.993082,0.216835,3,15,0,65.672,0.366155,0.0449996,0.995693,0.0287316,0.124535,0.196492,0.165895,0.0590446,0.153968,0.169229,0.213926,0.0365398,0.0997919,0.0393063,0.0495051,0.132472,0.573616,0.0917251,0.0254237,0.0442596,0.169767,0.695099,0.102334,0.124659,0.352766,0.19471,0.220284,0.106277,0.52456,0.29215
-56.7858,0.998669,0.216835,4,15,0,66.7711,0.218686,0.132246,0.589238,0.0643751,0.128123,0.176224,0.0453857,0.0166003,0.0582651,0.0759775,0.419117,0.00676541,0.0165941,0.0391547,0.0900248,0.0827151,0.161676,0.164878,0.168179,0.0901064,0.179616,0.565538,0.369426,0.0916161,0.221839,0.174967,0.149961,0.381665,0.13331,0.174486
-56.051,0.899183,0.216835,4,15,0,66.0054,0.241397,0.141892,0.582053,0.078933,0.115451,0.275182,0.0783806,0.0436734,0.0503808,0.118043,0.288624,0.0179193,0.0161977,0.16353,0.0751541,0.226653,0.343124,0.127551,0.0433672,0.132266,0.492945,0.491228,0.198389,0.143282,0.179489,0.0561673,0.130935,0.0929006,0.1473,0.192607
-58.4982,0.988233,0.216835,4,15,0,69.4246,0.240465,0.229355,0.677666,0.0320148,0.268217,0.116665,0.209823,0.0202012,0.290793,0.0524704,0.38796,0.0210832,0.0167012,0.0408357,0.0354749,0.0549693,0.313935,0.0745224,0.198537,0.0733483,0.199153,0.461705,0.083504,0.133815,0.191773,0.036236,0.272927,0.259303,0.143849,0.191864
-67.6835,0.829167,0.216835,4,15,0,78.7505,0.203521,0.0414583,0.64343,0.0121814,0.0740568,0.133279,0.066804,0.0753281,0.00644643,0.0316988,0.163542,0.336021,0.25582,0.028157,0.108717,0.00969774,0.224866,0.0663016,0.032402,0.0958481,0.149388,0.706422,0.387552,0.217038,0.360999,0.0297891,0.0855746,0.0269115,0.294803,0.162386
-66.3,0.999193,0.216835,4,15,0,83.14,0.28973,0.087019,0.802253,0.0678999,0.205459,0.254174,0.204058,0.00890097,0.303227,0.0256585,0.431292,0.0167491,0.130454,0.00295137,0.0467541,0.0068417,0.158357,0.086833,0.0043061,0.0448864,0.289422,0.314388,0.0578717,0.109682,0.186067,0.0592629,0.197423,0.279374,0.175839,0.231171
-67.7505,0.963761,0.216835,4,15,0,80.9675,0.267739,0.0675108,0.757854,0.054704,0.22748,0.282699,0.14942,0.0115746,0.401566,0.0274383,0.275742,0.0187479,0.134433,0.00470667,0.0953077,0.00251613,0.252774,0.0955128,0.00512249,0.0459224,0.19563,0.306331,0.0517969,0.107401,0.206306,0.0461015,0.255137,0.113289,0.0773885,0.213625
-72.7219,0.968726,0.216835,4,15,0,84.8807,0.182425,0.0325806,0.695167,0.0719093,0.148889,0.0676016,0.0252355,0.0706447,0.0814071,0.0552808,0.250748,0.0526398,0.115723,0.00281139,0.0563015,0.0655154,0.106665,0.07988,0.00346957,0.0564501,0.107297,0.979648,0.0951373,0.0719253,0.133266,0.0293641,0.147489,0.133427,0.343606,0.145554
-70.1422,1,0.216835,4,15,0,86.0922,0.326484,0.31199,0.745948,0.0436016,0.158328,0.426468,0.119886,0.0405357,0.00503182,0.0469632,0.416271,0.22609,0.284816,0.0113175,0.0115482,0.0908848,0.0395685,0.184297,0.00529173,0.138986,0.130807,0.295415,0.260959,0.0879028,0.398354,0.028847,0.13076,0.0802285,0.128503,0.260497
-75.0594,0.753851,0.216835,4,15,0,96.327,0.315622,0.403694,0.680545,0.0381511,0.180497,0.537942,0.0930883,0.0281454,0.00376802,0.0775804,0.420861,0.213957,0.244748,0.0143314,0.0143729,0.0739071,0.0468497,0.237381,0.00295464,0.211095,0.193369,0.328608,0.251355,0.0777811,0.400691,0.0259429,0.184034,0.0672569,0.141437,0.25183
-68.233,1,0.216835,4,15,0,88.1287,0.290805,0.0139897,0.800467,0.0158122,0.184406,0.0132926,0.0851251,0.0973114,0.0136314,0.196095,0.226271,0.154023,0.0283967,0.0708132,0.0462003,0.155949,0.15611,0.0192529,0.0382957,0.00490845,0.148869,0.667074,0.151028,0.117081,0.17478,0.0543695,0.0822662,0.0529354,0.0827737,0.232029
-58.9223,0.984011,0.216835,4,15,0,80.0048,0.243522,0.182503,0.775115,0.0457157,0.147623,0.0818709,0.0288689,0.0221135,0.248953,0.0558206,0.4014,0.156217,0.435427,0.0945176,0.0896114,0.0378005,0.497528,0.0825792,0.00403329,0.0379621,0.55389,0.667602,0.316776,0.0319751,0.32042,0.241584,0.305288,0.172337,0.422679,0.194302
-63.5332,0.820079,0.216835,4,15,0,72.7687,0.225271,0.166029,0.773307,0.031743,0.143877,0.0728178,0.0508106,0.116533,0.138174,0.209734,0.252766,0.0773476,0.00319651,0.119249,0.0391485,0.19623,0.203244,0.0625754,0.313415,0.00636896,0.0712109,0.473467,0.136272,0.339088,0.256219,0.21687,0.0512534,0.311045,0.0483415,0.17974
