# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=11
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 5a_halfnormal_uni - draws_11.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
-37.9166,0.947921,0.12725,4,31,0,50.1823,0.0915409,0.0869605,0.0521623,0.0427976,0.0168812,0.00539848,0.0163729,0.034837,0.111373,0.0774167,0.054792,0.142792,0.114698,0.0978839,0.0932069,0.0594255,0.134751,0.0171356,0.020496,0.215447,0.118943,0.0370773,0.0469759,0.0109343,0.0730391
-39.3402,0.882353,0.12725,4,15,0,51.2669,0.0943554,0.0556178,0.0624123,0.0468033,0.108006,0.00956744,0.0893281,0.120964,0.00723403,0.0732933,0.0867547,0.0254893,0.040623,0.0472543,0.0335871,0.0115081,0.0158497,0.023524,0.0936343,0.0496639,0.0207941,0.0345011,0.155621,0.0681502,0.0752848
-41.8106,0.984958,0.12725,4,31,0,52.9342,0.0883595,0.0347063,0.0524722,0.096704,0.00893519,0.143889,0.0193023,0.0185166,0.035817,0.0501009,0.00245677,0.00910589,0.0545859,0.0451573,0.108054,0.173927,0.131516,0.150646,0.0111236,0.148027,0.0704255,0.104225,0.0140391,0.0217431,0.0705007
-36.9175,0.986304,0.12725,4,15,0,52.1083,0.0424334,0.0487002,0.0114664,0.0406793,0.0340229,0.00831023,0.0530467,0.025733,0.0243226,0.0338321,0.0142517,0.0952516,0.0433338,0.0511407,0.0209325,0.00741965,0.0138813,0.017522,0.0398609,0.0589782,0.00467397,0.0298212,0.107933,0.0351572,0.033857
-38.5829,0.791104,0.12725,5,31,0,51.2848,0.0856299,0.0332767,0.00150501,0.0676911,0.0943898,0.0124652,0.0353635,0.103,0.048199,0.0886176,0.0141996,0.0302728,0.0420291,0.0533288,0.161106,0.019236,0.114509,0.134393,0.0180811,0.133308,0.0765288,0.0911504,0.016222,0.0241498,0.0683228
-40.5507,0.816439,0.12725,4,15,0,52.624,0.101367,0.0392835,0.00252514,0.0281884,0.035015,0.0208401,0.0486582,0.0595862,0.0353661,0.163114,0.0710571,0.0621861,0.0989645,0.148796,0.0117383,0.0260805,0.071225,0.133986,0.0886511,0.13627,0.065369,0.100242,0.00609293,0.266269,0.0808794
-44.2288,0.875299,0.12725,5,31,0,52.083,0.194208,0.188577,0.209163,0.2403,0.119476,0.114296,0.109592,0.111958,0.0418167,0.0169093,0.0779245,0.127698,0.0522767,0.0112938,0.0174916,0.214189,0.040359,0.0538487,0.0299807,0.0700331,0.0537646,0.0411512,0.382959,0.00384308,0.154956
-42.4538,0.997314,0.12725,4,31,0,59.2863,0.0821484,0.0804114,0.0265874,0.0609348,0.0716112,0.0903907,0.074824,0.0643888,0.000258694,0.0167449,0.138849,0.0565108,0.100711,0.0233695,0.10819,0.0314988,0.0643876,0.212283,0.00852795,0.193694,0.0659792,0.0327176,0.0143986,0.00546314,0.0655449
-42.4612,1,0.12725,4,15,0,50.2669,0.0625409,0.0422241,0.0445278,0.119972,0.0832463,0.0542144,0.0747891,0.0895741,0.000629154,0.00396066,0.0423609,0.103867,0.0498286,0.0391356,0.0786479,0.0160039,0.0590146,0.0259424,0.0142354,0.0476479,0.0531962,0.00427143,0.143798,0.00394399,0.0499005
-45.8716,0.515575,0.12725,5,31,0,61.7575,0.0794103,0.0418143,0.0446779,0.0491705,0.0453952,0.0801976,0.0449654,0.0684024,7.75667e-05,0.0642925,0.0219334,0.0419954,0.023823,0.0550967,0.0833562,0.0334245,0.00251785,0.0103386,0.0751556,0.173345,0.0251852,0.201629,0.0271172,0.0103064,0.0633602
-44.2797,0.901828,0.12725,4,15,0,61.6836,0.0629173,0.0114681,0.0296696,0.0937472,0.149469,0.110766,0.0398137,0.0847047,9.33409e-05,0.0955163,0.134042,0.0470341,0.0368376,0.0976644,0.0889127,0.0437471,0.00362164,0.00983204,0.0951134,0.0894153,0.0310551,0.0800949,0.0241482,0.0164412,0.0502007
-45.2288,0.997402,0.12725,4,15,0,51.0913,0.0701668,0.00901662,0.0105729,0.0529506,0.0324223,0.0524553,0.0358306,0.112218,3.97718e-05,0.132745,0.0839605,0.0808504,0.0313217,0.0403327,0.0715815,0.036445,0.0084336,0.00861408,0.0577384,0.173395,0.0468708,0.0938655,0.00926106,0.00993281,0.055985
-46.6236,0.920418,0.12725,4,31,0,59.1208,0.0717167,0.0304123,0.0886014,0.0668138,0.00545576,0.0717111,0.00921117,0.0311326,0.00097938,0.00774803,0.0162808,0.0549801,0.100109,0.0142074,0.0622662,0.0222764,0.146276,0.00423627,0.0393137,0.0235092,0.0356874,0.0365908,0.177133,0.0417658,0.0572216
-38.2438,0.964245,0.12725,4,31,0,54.7389,0.0437989,0.0539026,0.014975,0.0249555,0.0332729,0.0238019,0.0217683,0.0386647,0.0467361,0.029877,0.0464405,0.0309857,0.0142638,0.00920378,0.034671,0.0636238,0.00566981,0.098974,0.00153235,0.0335883,0.0358739,0.048208,0.00368887,0.0451357,0.0349465
-42.3017,0.764938,0.12725,4,15,0,55.7581,0.0580127,0.0399713,0.0175348,0.0286106,0.0263685,0.00304548,0.0639296,0.0621746,0.00455473,0.0159144,0.0644614,0.0753582,0.01483,0.00859559,0.0303114,0.0469016,0.0105951,0.0231269,0.00182814,0.0500041,0.0627188,0.0465816,0.0159982,0.0164435,0.0462875
-43.3314,0.968577,0.12725,4,31,0,53.8687,0.0238098,0.0033576,0.0351439,0.0165705,0.0368244,0.0050723,0.00812108,0.00829599,0.00663902,0.0161992,0.0113344,0.0109368,0.046848,0.0251804,0.0310057,0.022741,0.0507577,0.00271943,0.000500568,0.0452835,0.011261,0.0126627,0.0266537,0.0551109,0.0189975
-45.1171,0.906054,0.12725,4,15,0,57.3043,0.020045,0.0230972,0.0180901,0.0214146,0.0205269,0.0601441,0.0425545,0.0396022,0.0346864,0.00652255,0.00219112,0.0248429,0.00762879,0.0285397,0.0136528,0.00531116,0.00160874,0.00337599,0.00114261,0.0341557,0.0119466,0.0124676,0.0268704,0.00389986,0.0159936
-43.3196,0.975002,0.12725,5,31,0,59.7896,0.016514,0.0195722,0.00580271,0.0228371,0.0273384,0.00190553,0.00715611,0.00890234,0.0161385,0.00266882,0.0123054,0.0017661,0.00992773,0.0228298,0.0338746,0.010582,0.000361534,0.0108551,0.00964239,0.0349332,0.0126724,0.0335316,0.0244537,0.0393317,0.0131763
-40.0475,0.971047,0.12725,4,15,0,50.2948,0.0204541,0.0210543,0.0361465,0.0190802,0.00783244,0.00597345,0.032499,0.0305714,0.0158194,0.0026214,0.0286388,0.00311291,0.011427,0.0178048,0.00992364,0.031747,0.00655668,0.0299479,0.0083199,0.0135745,0.0202962,0.00833744,0.00296024,0.00295691,0.01632
-36.0759,0.970682,0.12725,4,15,0,46.703,0.0168367,0.0134646,0.00606816,0.0187596,0.0163165,0.000971144,0.00530716,0.00462131,0.00731423,0.0283276,0.012149,0.015336,0.0257235,0.0188826,0.0286426,0.010279,0.0222443,0.00982477,0.0150336,0.0292808,0.0171267,0.0287355,0.00824356,0.0180291,0.0134338
-39.486,0.983553,0.12725,5,31,0,43.7509,0.0179233,0.0231782,0.00637787,0.00961239,0.00862397,0.000124845,0.0311163,0.00676388,0.013763,0.00811222,0.00429167,0.0204711,0.0144177,0.0145999,0.0039933,0.0188981,0.0167067,0.0200143,0.0168378,0.0142658,0.0044322,0.00993377,0.0278289,0.0158564,0.0143007
-39.9761,0.975444,0.12725,4,15,0,49.3013,0.0148437,0.0137827,0.0253996,0.0120593,0.0143274,0.00036441,0.00712278,0.0300381,0.0122932,0.00666784,0.00373937,0.0223238,0.0287129,0.0154518,0.00834284,0.00951299,0.010647,0.0212512,0.0112844,0.0247161,0.00773001,0.000843224,0.00798335,0.00838809,0.0118436
-39.8424,0.855899,0.12725,5,31,0,52.7337,0.0593346,0.103879,0.0583169,0.0378938,0.00354404,0.0072846,0.0179051,0.0928562,0.0562392,0.122874,0.013648,0.106716,0.0528745,0.164221,0.0584356,0.0350086,0.0466369,0.132152,0.0474074,0.115401,0.080241,0.0108585,0.0171823,0.0436064,0.0473421
-41.3592,1,0.12725,5,31,0,49.9354,0.150946,0.209738,0.095255,0.0644827,0.0161914,0.181237,0.0588541,0.201685,0.125149,0.133758,0.0680222,0.158774,0.000648608,0.216993,0.277732,0.0488933,0.00157725,0.246832,0.100674,0.124082,0.0912852,0.022804,0.0912738,0.132726,0.120437
-43.7586,0.98446,0.12725,5,31,0,55.3127,0.0839622,0.145975,0.0620524,0.089154,0.00817824,0.0459971,0.0198925,0.0908966,0.0966902,0.0234644,0.0104743,0.127995,0.286662,0.0778813,0.0791962,0.127367,0.102284,0.117049,0.0865585,0.0616622,0.0266052,0.000403099,0.10314,0.0730785,0.0669922
-43.7467,1,0.12725,5,31,0,51.7372,0.0881919,0.0298793,0.062971,0.015388,0.0203024,0.0899152,0.119738,0.0666717,0.0556872,0.110638,0.0254377,0.0305705,0.000759912,0.0620384,0.0906632,0.0361129,0.0282213,0.0479893,0.0342321,0.154896,0.07255,0.000333119,0.0716604,0.00819029,0.070367
-42.1485,0.99937,0.12725,5,31,0,49.5132,0.0569683,0.0543254,0.0894632,0.0227916,0.0126416,0.0689202,0.0927305,0.0386958,0.0730745,0.105129,0.0181089,0.0438097,0.00098491,0.0641728,0.0462803,0.043767,0.0445383,0.0309913,0.0796954,0.136995,0.0397788,0.000120617,0.0944995,0.0149933,0.0454542
-38.0159,0.955555,0.12725,4,31,0,50.8167,0.112878,0.0648456,0.0301254,0.0983162,0.078546,0.084538,0.0517548,0.0143039,0.0458559,0.0726782,0.0264027,0.0894894,0.00142112,0.102394,0.126317,0.145375,0.0824347,0.169206,0.0602053,0.10682,0.079789,0.00385467,0.0520789,0.203714,0.0900637
-38.4921,0.929517,0.12725,4,31,0,50.1666,0.0829234,0.0764577,0.0497332,0.0545047,0.0270803,0.0377486,0.0169206,0.140409,0.104058,0.0694961,0.049988,0.0887028,0.00164452,0.026594,0.0497065,0.0102763,0.0653677,0.037222,0.0709181,0.138052,0.00980614,0.0157823,0.107084,0.0124762,0.0661634
-36.9892,0.951459,0.12725,4,31,0,54.4478,0.057078,0.0699025,0.100226,0.141936,0.0170197,0.0693457,0.0151,0.083934,0.0921135,0.03565,0.010662,0.090942,0.00284831,0.0416202,0.0917564,0.0269486,0.0333394,0.0409925,0.053433,0.0588818,0.0115247,0.0541167,0.0700915,0.0211589,0.0455417
-37.3464,0.909205,0.12725,4,15,0,47.03,0.0523886,0.0615069,0.00660758,0.00650539,0.109085,0.0433881,0.0727779,0.0445811,0.043547,0.0894876,0.0751147,0.0282675,0.00789596,0.0533728,0.0335369,0.0294882,0.0119579,0.0733759,0.0607513,0.0431955,0.0118633,0.0622347,0.0756554,0.110639,0.0418001
-45.1103,0.774754,0.12725,4,15,0,53.026,0.099757,0.105369,0.00681221,0.010091,0.0321476,0.0335176,0.023188,0.140028,0.022072,0.026302,0.00581274,0.0302332,0.0332035,0.0278433,0.130798,0.180717,0.0115257,0.0882607,0.0172232,0.136095,0.0119248,0.0412473,0.0183257,0.0133604,0.0795946
-41.6683,0.994783,0.12725,5,31,0,57.1126,0.054054,0.0397852,0.00839722,0.0169812,0.0691718,0.0282768,0.0233304,0.119846,0.0185838,0.0533345,0.00405993,0.0512247,0.0270845,0.0882538,0.0583617,0.069936,0.00287387,0.0646177,0.0260641,0.151933,0.0208142,0.0116215,0.0153565,0.00449621,0.0431289
-41.3699,0.681766,0.12725,4,31,0,55.6025,0.0437891,0.0674421,0.0361861,0.109191,0.0333016,0.0363954,0.0848549,0.00845351,0.0176943,0.0328364,0.0715033,0.0051256,0.0779948,0.00575925,0.0574771,0.0202046,0.0117021,0.0327484,0.0230277,0.0110364,0.0542298,0.0064135,0.0522851,0.0140355,0.0349386
-36.9472,0.922189,0.12725,4,31,0,52.4679,0.077993,0.0613583,0.0123454,0.0318291,0.0938108,0.0576208,0.0122936,0.0103996,0.154662,0.04089,0.056251,0.145756,0.0387104,0.026825,0.0933035,0.0473662,0.0515963,0.128055,0.0509062,0.0533784,0.0177921,0.161968,0.102835,0.115069,0.0622294
-36.3463,0.997752,0.12725,4,15,0,45.9081,0.0959448,0.119276,0.116558,0.190188,0.0449912,0.0302981,0.144577,0.0414666,0.0378093,0.0647367,0.0482388,0.0344521,0.116874,0.00770219,0.0826211,0.090589,0.011454,0.0638134,0.0471317,0.217973,0.072863,0.0222239,0.0749384,0.017264,0.0765529
-35.9256,0.993689,0.12725,4,31,0,44.6885,0.0644472,0.0500834,0.0334394,0.0252252,0.0771863,0.0585428,0.0117041,0.0968755,0.0455255,0.033869,0.106502,0.00457027,0.0433165,0.017958,0.0785065,0.058476,0.0545806,0.0461734,0.0797724,0.0494273,0.0182744,0.0427712,0.0929003,0.00686664,0.0514214
-39.8237,0.945751,0.12725,4,15,0,48.5715,0.0659918,0.109564,0.0483472,0.0133754,0.0608417,0.0314714,0.0162193,0.0612411,0.107264,0.0439476,0.0218165,0.0057408,0.00924259,0.0996432,0.0496845,0.0527245,0.0284296,0.0543029,0.0459565,0.0472508,0.00890756,0.0852694,0.0206025,0.00368184,0.0526538
-41.5715,0.918982,0.12725,4,15,0,50.7764,0.0865727,0.0167578,0.0298348,0.188548,0.051799,0.118555,0.148352,0.0343253,0.0153128,0.0126,0.0467947,0.0362632,0.00538253,0.0219539,0.102321,0.0473936,0.0790963,0.0997157,0.0687895,0.160454,0.170814,0.0334727,0.148331,0.00425109,0.069075
-37.9253,0.72167,0.12725,4,15,0,60.3086,0.128028,0.0222389,0.0442386,0.115992,0.123406,0.0938338,0.0532426,0.00895495,0.0675841,0.0217818,0.0318263,0.142204,0.0539643,0.147386,0.165888,0.0934365,0.027441,0.0765487,0.0194914,0.154012,0.0167301,0.145369,0.140673,0.00866725,0.102152
-43.9485,0.97757,0.12725,4,15,0,52.447,0.137535,0.0197667,0.0405246,0.19059,0.0367125,0.114628,0.0647901,0.0650608,0.183713,0.010532,0.030118,0.0707836,0.0272299,0.0805152,0.0177012,0.155501,0.0217125,0.0977696,0.00559418,0.120619,0.238983,0.0554026,0.172747,0.00968357,0.109737
-38.5937,0.97994,0.12725,4,15,0,54.3997,0.080166,0.00982434,0.113425,0.184794,0.0495191,0.147822,0.10425,0.0632154,0.0765249,0.0218864,0.0277964,0.122852,0.0308351,0.0795877,0.0438666,0.196612,0.0341499,0.059134,0.0086093,0.103598,0.129668,0.0644369,0.0955616,0.00826853,0.0639633
-43.0811,0.853518,0.12725,5,31,0,55.644,0.0328218,0.00189749,0.0419234,0.0154519,0.0149733,0.0217133,0.0434865,0.0345378,0.00260215,0.0474763,0.0392787,0.0528483,0.0432139,0.00633545,0.0729073,0.00207212,0.0188056,0.0150621,0.00327745,0.0722978,0.00499508,0.0149252,0.0538466,0.0575977,0.026188
-40.6411,0.935608,0.12725,5,31,0,56.0736,0.037304,0.0836906,0.0426602,0.013345,0.0449307,0.0538536,0.0396273,0.00272518,0.0383794,0.0427664,0.0205417,0.0316212,0.00571301,0.00490071,0.0128114,0.0125819,0.0152792,0.00763519,0.0164114,0.0619698,0.0276491,0.00596561,0.0458785,0.0079096,0.0297643
-38.8717,0.953051,0.12725,4,15,0,49.2901,0.0335302,0.0305034,0.0496519,0.0416216,0.0275738,0.0115531,0.0273096,0.00363642,0.0533787,0.0585705,0.0310102,0.0591117,0.0185278,0.00494673,0.00786259,0.0417252,0.0308124,0.0162365,0.0241215,0.0203255,0.0153853,0.00292712,0.0685924,0.0107757,0.0267532
-46.27,0.960074,0.12725,4,31,0,53.4936,0.0428838,0.0273127,0.0223163,0.0579005,0.0657976,0.0530688,0.0602151,0.0031184,0.0394559,0.00713027,0.0650802,0.0286706,0.0039263,0.000511173,0.00628006,0.0544674,0.0402872,0.0951243,0.0138419,0.0101876,0.080395,0.030072,0.0219305,0.0034259,0.0342163
-42.8373,0.993723,0.12725,4,31,0,52.9823,0.0511794,0.0385637,0.139897,0.0914378,0.0629778,0.0374197,0.0366213,0.0101117,0.0405079,0.00826787,0.0685589,0.0775693,0.0031091,0.000509365,0.0236995,0.0330051,0.0280643,0.060963,0.0657543,0.0349072,0.0577471,0.0720661,0.0578318,0.00434765,0.0408353
-42.6623,0.958257,0.12725,5,63,0,55.8996,0.0376877,0.00752081,0.0669324,0.0848378,0.0648033,0.0134492,0.0554115,0.03551,0.0376181,0.00910018,0.0476547,0.0299248,0.0193993,0.016681,0.0571117,0.00668569,0.00618881,0.0679692,0.0480448,0.000165969,0.0436575,0.0373321,0.0538641,0.0237497,0.0300704
-36.4406,0.998161,0.12725,5,31,0,47.4114,0.0787247,0.124314,0.0322344,0.0350065,0.0516754,0.0143794,0.0617948,0.0357757,0.0650577,0.0232121,0.0715397,0.0534601,0.0311262,0.12841,0.101652,0.0167722,0.121556,0.0803149,0.0238516,0.0146675,0.00947151,0.100125,0.0908966,0.067191,0.0628133
-34.7545,0.933858,0.12725,4,15,0,44.8378,0.0687644,0.0442002,0.110227,0.0841928,0.0998834,0.0774843,0.0153471,0.0689071,0.0937535,0.0577664,0.0883289,0.0816141,0.0474597,0.037088,0.0588864,0.0283693,0.0151191,0.0933268,0.0173856,0.217472,0.0475858,0.0512707,0.00736261,0.09873,0.054866
-37.7025,0.929949,0.12725,4,15,0,46.0583,0.154219,0.120257,0.0278969,0.142588,0.0377905,0.100907,0.00498729,0.143524,0.069171,0.0970452,0.0989972,0.0946811,0.102808,0.157217,0.171059,0.217017,0.021569,0.0791367,0.00942107,0.0229371,0.107493,0.116264,0.280533,0.0930072,0.123049
-37.3121,0.983234,0.12725,5,31,0,47.4667,0.102232,0.108058,0.0147411,0.101075,0.126268,0.0432621,0.0299474,0.0995438,0.0409471,0.0483392,0.0851693,0.121707,0.0780496,0.155544,0.100873,0.152489,0.027395,0.0236817,0.136969,0.00822434,0.0718589,0.108896,0.259015,0.0374926,0.081569
-41.1672,0.947472,0.12725,4,15,0,53.6802,0.101823,0.0626347,0.00394832,0.113844,0.0479802,0.0166825,0.196915,0.117036,0.113553,0.0998598,0.0525494,0.0519537,0.0307997,0.0447673,0.015566,0.0622348,0.0948101,0.0145252,0.0420667,0.219513,0.0266438,0.00454422,0.0245697,0.166372,0.0812428
-41.4639,0.977557,0.12725,5,31,0,54.1568,0.0644678,0.0472786,0.000129449,0.0165814,0.0695571,0.013217,0.00584011,0.0775831,0.0645416,0.0802373,0.11366,0.0702088,0.0486972,0.139958,0.0401546,0.117484,0.0455783,0.0758385,0.0349495,0.088571,0.0927292,0.127776,0.0619331,0.0042802,0.0514379
-40.3689,0.70132,0.12725,4,31,0,55.4694,0.0572559,0.0130504,0.000142197,0.0616785,0.00218785,0.107092,0.113608,0.0178175,0.0753168,0.0812451,0.0496601,0.0882383,0.0425981,0.0459205,0.094787,0.025261,0.0406751,0.0599909,0.0377764,0.15227,0.0266892,0.0316439,0.0719305,0.0682702,0.0456836
-40.1017,0.997242,0.12725,4,31,0,51.907,0.029973,0.00214948,0.000602109,0.030208,0.0497537,0.0169047,0.0168861,0.00419861,0.0218327,0.0133244,0.028723,0.03583,0.00438166,0.0187617,0.0287048,0.00692734,0.023445,0.0449308,0.0394708,0.0478251,0.0515633,0.061813,0.0320941,0.0315753,0.023915
-38.6838,0.961655,0.12725,4,15,0,48.7244,0.0343466,0.00498158,0.00058602,0.0265339,0.0232424,0.0128627,0.0105966,0.00541315,0.0431153,0.0282263,0.0484911,0.0390052,0.00410458,0.0452229,0.0330587,0.00916306,0.0367869,0.0233947,0.0289319,0.0815129,0.0295879,0.0369871,0.0568808,0.0380725,0.0274046
-35.3854,0.944427,0.12725,4,15,0,43.8382,0.0332753,0.00345268,0.00229905,0.0221229,0.0458121,0.0308905,0.0110705,0.00707545,0.0195915,0.0416066,0.0405608,0.0154743,0.0255474,0.0353889,0.0197387,0.0257221,0.0456766,0.0308165,0.0539105,0.0410251,0.0377179,0.0193958,0.0345482,0.0451626,0.0265498
-36.9879,0.897685,0.12725,4,15,0,46.62,0.0360275,0.0139135,0.031615,0.0282987,0.023358,0.0172328,0.0486714,0.0102823,0.0082982,0.0357761,0.025448,0.0416593,0.0612702,0.0375545,0.0805902,0.056222,0.0266035,0.00223187,0.0144528,0.0756387,0.0392534,0.0380571,0.00422879,0.0234152,0.0287458
-38.4971,0.951736,0.12725,4,15,0,49.1939,0.0462436,0.013672,0.0250005,0.0194495,0.0309182,0.00968277,0.05118,0.00989077,0.0135747,0.0214987,0.0511987,0.0346342,0.0490364,0.0410958,0.0713289,0.0446481,0.0415156,0.00210295,0.0212281,0.081788,0.0878357,0.0292673,0.00405958,0.0190232,0.0368971
-35.9183,0.997257,0.12725,4,31,0,43.3622,0.0497426,0.0503125,0.0100961,0.0880494,0.0493815,0.0272778,0.0187494,0.0544376,0.0223582,0.0224721,0.0468909,0.0603944,0.0515398,0.0441754,0.0318706,0.0473269,0.0417025,0.00436079,0.0704299,0.0488481,0.02058,0.0760009,0.00263448,0.0161516,0.0396889
-40.3374,0.968888,0.12725,4,15,0,46.7373,0.0897612,0.0586332,0.00716884,0.0486533,0.0516832,0.101043,0.00535896,0.0378234,0.121353,0.149539,0.0980224,0.063861,0.0269753,0.0815127,0.0381362,0.0727919,0.0860117,0.00702575,0.0305497,0.213486,0.0221076,0.0471051,0.00624832,0.197484,0.0716191
-38.8661,0.983847,0.12725,5,31,0,49.2457,0.0664898,0.109665,0.115631,0.133205,0.0899632,0.0395807,0.0588461,0.0345198,0.0338631,0.0182108,0.0333254,0.0883184,0.0288994,0.0480294,0.0751937,0.0657251,0.048542,0.000698873,0.0973633,0.120675,0.115681,0.045067,0.16908,0.00735715,0.0530512
-35.153,0.992518,0.12725,4,31,0,46.8065,0.0845209,0.0439264,0.0478977,0.0857433,0.0560283,0.116389,0.0613212,0.0269882,0.145632,0.16412,0.107999,0.0271565,0.0397822,0.0206921,0.0624355,0.115303,0.0472722,0.00214899,0.0456039,0.138128,0.0438022,0.115916,0.0557803,0.115388,0.067438
-37.2721,0.976483,0.12725,4,15,0,48.0154,0.143046,0.19854,0.00651148,0.168648,0.0739503,0.0717751,0.034001,0.0315907,0.0638604,0.0443945,0.0601229,0.204691,0.181997,0.262285,0.132695,0.0896743,0.0689149,0.265117,0.140967,0.177825,0.015873,0.0204454,0.207479,0.0512043,0.114134
-38.3478,0.931783,0.12725,4,15,0,49.9988,0.116554,0.0900621,0.114895,0.245371,0.0333318,0.0286043,0.0347683,0.0194061,0.0446226,0.0928009,0.0183181,0.0714943,0.0953716,0.109888,0.211185,0.305456,0.0544361,0.166779,0.0648883,0.143502,0.0233526,0.00412448,0.151395,0.228693,0.0929969
-39.978,0.981851,0.12725,4,15,0,49.9948,0.0725763,0.0886591,0.0221059,0.0375223,0.0612362,0.0326181,0.10876,0.173474,0.00531117,0.00801109,0.018861,0.0855876,0.0255561,0.0405069,0.0614005,0.00963768,0.0796881,0.0526867,0.0677889,0.0448779,0.0590938,0.00638057,0.104658,0.0194625,0.0579075
-39.4831,0.997617,0.12725,5,31,0,49.3382,0.080105,0.0237715,0.0968484,0.0617895,0.0585889,0.119766,0.0308788,0.0181935,0.164433,0.00789383,0.00303392,0.071497,0.0449006,0.0248653,0.0876762,0.175391,0.0547133,0.0162748,0.0526517,0.110124,0.0617812,0.015013,0.082403,0.163097,0.0639146
-41.7623,0.927876,0.12725,4,31,0,50.9544,0.109662,0.026601,0.0529309,0.0279931,0.128926,0.134288,0.0893433,0.0139124,0.062703,0.00346889,0.00989795,0.159445,0.0238193,0.072114,0.132285,0.0284297,0.173643,0.0265681,0.0391618,0.170874,0.0160088,0.0272577,0.253828,0.112574,0.0874978
