statname,mean,sd,X2.5.,X25.,X50.,X75.,X97.5,den_below_zero,mean_conditional_on_neg,mean_conditional_on_pos
mu,0.13313383413876073,0.4321694857647015,-0.6191412330329598,-0.21254018545485093,0.10951527992526017,0.4698990234734183,0.9242691779599885,0.45765,-0.26965694963473724,0.47301988962680597
tau,0.5643343074547369,0.31068192321099186,0.18027887731932993,0.35240001901524376,0.4918935870177655,0.6943419740484083,1.3921264919208134,0,NA,0.5643343074547369
theta_raw[1],-0.7301683901998893,0.9106139656961577,-2.4402485720929383,-1.4929790869357358,-0.7035577602773391,0.09855177608722329,0.5347757356080268,0.6582333333333333,-1.2299317113853396,0.23236221581289593
theta_raw[2],-0.1672587772577223,0.7902523206876199,-1.6327329739559753,-0.8041338813665841,-0.09583371824897016,0.465916332324677,1.1789753459150807,0.52135,-0.8157513294318522,0.5390852989482374
theta_raw[3],-0.0384824332766648,0.7708899043803829,-1.4121473536059215,-0.6727318291449477,-0.004296047454141338,0.5872080440777824,1.303963361676989,0.50075,-0.7075172015065204,0.6325624544371062
theta_raw[4],0.5950900260901364,0.9382494591429067,-0.8391084536362857,-0.19111206754954638,0.5002831716460578,1.3538330010077821,2.395025429363588,0.3828666666666667,-0.3523078027315476,1.182851258770587
theta_raw[5],-0.06936090449643303,0.7583642686957048,-1.3009911997988004,-0.7459561027707063,-0.03346755215286655,0.6062616596839403,1.1433171125580155,0.5025666666666667,-0.7607554116105797,0.6291685455980514
theta_raw[6],0.5584039368202149,0.8284327385616624,-0.6590738844134195,-0.18124641165788574,0.589838324485086,1.2242272271015813,2.1329691389499947,0.38565,-0.29763727379237626,1.0957723634056236
theta_raw[7],-0.10970193799312385,0.7569496109154995,-1.365841490783632,-0.7795531974237702,-0.07726555978800215,0.561755290426776,1.095014965884963,0.5066166666666667,-0.7905831354132495,0.5894415865813977
theta_new_raw,0.00536557366622285,1.0012241187532813,-1.9581806183153545,-0.6720842940059216,0.00681115841223146,0.6763833104092221,1.9798866013844767,0.4972666666666667,-0.7979080051552779,0.7999044444299908
alpha,0.10513997077486241,10.012017885634066,-19.36922166353598,-6.733863706908665,0.14527431357203374,6.92654795800066,19.494103940202525,0.49555,-8.045875364359397,8.112347125747172
theta[1],-0.22260216724152745,0.16006924839852144,-0.5439699682114838,-0.33105475419208746,-0.21887772630112456,-0.10969347748592681,0.07552640670289981,0.91985,-0.24722884143550036,0.06002847851425542
theta[2],0.04690850663129925,0.18057802934419775,-0.31289182400808985,-0.07334441214317373,0.04823987698260482,0.16951879611969606,0.3957149994373933,0.3924666666666667,-0.1299724971011034,0.16117367386192083
theta[3],0.11135445216691578,0.162480991548607,-0.20786135359097072,0.0022351503465220905,0.11220127917814784,0.22195769790285158,0.42657009820956304,0.24573333333333333,-0.09713124245201937,0.17927722663796006
theta[4],0.4499790594121155,0.2646870257470124,-0.004320559352905342,0.2688942713673174,0.4194409316642972,0.6078517265297083,1.0444990898551432,0.026333333333333334,-0.07667779297069707,0.46422277435160275
theta[5],0.10115084245111265,0.057578631860932324,-0.010427431079045434,0.06239777808189547,0.10118047237595418,0.13993656101196356,0.21421134191242314,0.038533333333333336,-0.02302193237825026,0.10612739659418377
theta[6],0.38216765025346633,0.0650013287452117,0.25531570895380146,0.3377983340886893,0.3823545916389961,0.42606694838468573,0.5090764807266562,0,NA,0.38216765025346633
theta[7],0.08242075833918698,0.0688759886351973,-0.05238978146700312,0.03583307196797268,0.08183067736438707,0.12961953856821518,0.21621968921841067,0.11515,-0.03380054755947996,0.09754522392570615
theta_new,0.1339931233710284,0.44335536844064277,-0.7445141677493099,-0.08096232222629711,0.13339903241773482,0.34918300514888617,1.0329442068684402,0.3342833333333333,-0.2879353491699781,0.34586051875332235
mean_effect,0.13684083707491673,0.1880552464316907,-0.24298176217817918,0.044133322130852554,0.1346353183390841,0.22786717270154838,0.530353105037618,0.16988333333333333,-0.12874723705248917,0.19119342284761232
lp__,-4.53608665379176,3.3054843723557514,-11.768173562987224,-6.566697915796466,-4.233740059467429,-2.161679307733456,1.0005638298501855,0.9333,-4.9257364322908535,0.9160893323132423
