# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=11
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/Haemoglobin (g per dL) - 6a_skewnormal_uni - draws_11.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0837659
# Diagonal elements of inverse mass matrix:
# 0.00803194, 1.20328, 0.781493, 0.798883, 0.786469, 0.962868, 0.881558, 0.934489, 0.896984, 1.01123, 0.89778, 0.8788, 0.894129, 0.871343, 0.964836, 0.991422, 102.79
-10.4417,0.834152,0.0837659,4,15,0,28.1403,0.0686181,0.00451445,-1.07006,-0.137407,-0.0805682,-1.23194,-1.03461,-0.18229,-1.40999,-1.80988,-1.74288,-1.1403,-0.181675,-0.842073,-0.13714,-0.195302,-11.821,0.0637874,0.0679978,0.0682544,0.0630566,0.0639474,0.0677952,0.0622528,0.0604475,0.0607499,0.0634703,0.0677979,0.0648166,0.067999,0.0677364,0.0650289
-13.122,0.904513,0.0837659,5,31,0,21.5407,-0.015415,0.00742514,0.158154,-0.498999,-0.647451,-0.363267,-1.06111,-0.701877,-0.105461,-0.629849,-0.156439,0.525286,-0.642341,-1.50471,-1.71668,-0.887748,-3.92368,-0.0142407,-0.0191201,-0.0202224,-0.0181123,-0.0232939,-0.0206265,-0.0161981,-0.0200917,-0.0165766,-0.0115147,-0.0201845,-0.0265877,-0.0281616,-0.0220067,-0.0211559
-10.7536,0.991892,0.0837659,5,31,0,20.3897,0.0597596,0.0176845,-0.453356,-0.00575989,-0.953049,-0.328267,0.233019,-1.09723,-0.542401,-0.84276,-1.09871,-0.0596978,-0.317181,-2.02739,-2.33631,-0.358775,-3.56474,0.0517422,0.0596577,0.0429054,0.0539544,0.0638804,0.0403556,0.0501675,0.0448558,0.0403295,0.0587039,0.0541504,0.0239063,0.0184431,0.0534148,0.0461738
-10.0215,0.344599,0.0837659,4,15,0,21.8445,0.0103362,0.0227531,-0.208662,-0.35318,-0.947152,-1.17096,-1.10027,-1.29692,-0.287093,-1.41772,-0.405484,-0.525349,-0.567384,-1.21539,-2.03018,-1.49292,-15.4722,0.00558847,0.00230025,-0.0112145,-0.0163068,-0.0146984,-0.0191727,0.00380394,-0.0219214,0.00111017,-0.00161712,-0.00257354,-0.0173176,-0.0358566,-0.0236324,-0.00778036
-9.88016,0.412353,0.0837659,5,31,0,21.451,0.0208024,0.0245916,-0.116002,-0.368669,-0.940116,-1.23682,-1.14201,-1.26822,-0.46593,-1.44798,-0.426277,-0.473643,-0.373972,-1.11929,-2.04586,-1.3889,-16.9598,0.0179497,0.0117362,-0.00231658,-0.00961298,-0.00728159,-0.0103852,0.00934445,-0.0148057,0.0103196,0.00915476,0.0116058,-0.0067228,-0.0295087,-0.0133529,0.00121514
-2.99152,0.547143,0.0837659,4,31,0,19.3071,0.0807723,0.125846,-0.748795,-0.219052,-1.00596,-0.814471,-0.194365,0.208471,-0.378772,0.210584,-1.34675,-0.556959,-0.764999,-0.694252,-1.04054,-0.311631,-2.62007,-0.0134603,0.0532056,-0.045823,-0.0217252,0.0563123,0.107007,0.0331055,0.107273,-0.0887106,0.0106815,-0.0154995,-0.00659624,-0.0501756,0.0415549,-0.0130375
