# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=1
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 5a_halfnormal_uni - draws_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.23101
# Diagonal elements of inverse mass matrix:
# 0.0375599, 0.625798, 0.0424085, 1.19318, 0.376622, 1.04766, 0.969776, 1.50385, 1.11687, 1.31404, 0.294901, 1.15085, 0.977534, 0.875068, 0.843122, 1.33607, 0.545274, 1.09303, 1.45749, 1.13407, 0.919757, 0.0925639, 0.325431, 0.96551, 0.15434, 0.781131, 0.540409, 1.05396, 1.21273
-65.057,0.966927,0.23101,4,15,0,77.3724,0.294059,0.18251,0.854156,0.0289964,0.204838,0.309715,0.100453,0.0545606,0.191934,0.337744,0.359644,0.0747572,0.572617,0.099604,0.0764378,0.157649,0.356464,0.110594,0.0537708,0.0302809,0.00321507,0.591801,0.14022,0.0207798,0.166553,0.0615297,0.0482276,0.252116,0.072886,0.234626
-59.3075,1,0.23101,4,15,0,71.622,0.238929,0.125246,0.619736,0.0657456,0.141144,0.253212,0.182137,0.0257873,0.0870559,0.00932177,0.280055,0.0231691,0.00311713,0.0505075,0.0766543,0.0573127,0.244329,0.148647,0.132892,0.0377907,0.0560484,0.622499,0.139983,0.284311,0.385181,0.0842387,0.265749,0.0738861,0.29367,0.190638
-57.2478,0.930262,0.23101,4,15,0,70.4729,0.270923,0.174041,0.822882,0.0786276,0.202907,0.181283,0.0243073,0.106066,0.0735178,0.12502,0.46614,0.16193,0.00437981,0.0934115,0.0567954,0.0177002,0.495332,0.145069,0.0761378,0.0350309,0.0217948,0.575603,0.273694,0.0803622,0.210342,0.112762,0.128264,0.162557,0.163427,0.216166
-55.9187,0.936911,0.23101,4,15,0,73.0038,0.266362,0.173623,0.698212,0.0330902,0.0760594,0.242653,0.190844,0.0468371,0.120669,0.0358066,0.204747,0.0806315,0.156828,0.0463753,0.0930191,0.0037896,0.210217,0.121068,0.201518,0.088801,0.0223406,0.642295,0.244673,0.0714942,0.316261,0.189793,0.131009,0.18709,0.0434167,0.212526
-56.5549,0.960478,0.23101,4,15,0,66.0027,0.276204,0.158231,0.727531,0.038105,0.0902473,0.20575,0.18778,0.0344906,0.118917,0.0327389,0.178235,0.0778165,0.135216,0.0654297,0.0927596,0.0035743,0.196937,0.0815904,0.177514,0.121574,0.0199022,0.609725,0.194361,0.0775996,0.326286,0.149562,0.126954,0.160079,0.0431452,0.220379
-62.4441,0.870379,0.23101,4,15,0,73.3985,0.251919,0.0660819,0.775997,0.0857757,0.150555,0.168509,0.0614513,0.0401288,0.211548,0.260746,0.0663459,0.245971,0.071928,0.0063662,0.0498229,0.0155522,0.469235,0.127876,0.0480098,0.00841073,0.00522243,0.639867,0.26431,0.108713,0.280331,0.117916,0.240803,0.36842,0.322244,0.201002
