# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=10
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 5a_halfnormal_uni - draws_10.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.240111
# Diagonal elements of inverse mass matrix:
# 0.180438, 1.59335, 1.21722, 0.956582, 0.696766, 0.654614, 0.0365067, 1.10529, 1.36177
-15.4272,0.993894,0.240111,4,15,0,21.7993,0.33088,0.0915176,0.273221,0.226767,0.638365,0.0336178,0.414263,0.120921,0.447165,0.264004
-16.3186,0.854684,0.240111,4,15,0,20.2553,0.288917,0.0340318,0.298209,0.367177,0.229817,0.0608931,0.365874,0.166582,0.190828,0.230522
-15.3663,0.998162,0.240111,4,15,0,18.0599,0.234236,0.01274,0.205495,0.174507,0.374747,0.0619293,0.424223,0.186807,0.255237,0.186894
-15.6595,0.992075,0.240111,4,15,0,18.1657,0.47657,0.0521019,0.14896,0.100086,0.917839,0.0848724,0.368021,0.0649717,0.456652,0.380248
-19.6065,0.959194,0.240111,4,15,0,21.2935,0.700732,0.0581795,0.245839,0.373861,0.665153,0.0181968,0.47469,0.172673,1.13533,0.559104
-22.0455,0.886577,0.240111,4,15,0,25.7477,0.582753,0.0592223,0.011838,0.122764,0.534064,0.00866253,0.404289,0.0438678,0.429651,0.46497
-19.2604,0.971254,0.240111,4,15,0,26.2544,0.230124,0.0171535,0.184428,0.149278,0.189926,0.00739074,0.365193,0.031833,0.251616,0.183613
-16.4217,0.972805,0.240111,4,15,0,21.6487,0.272533,0.0115124,0.171266,0.0374134,0.473679,0.13295,0.41765,0.0408813,0.446719,0.21745
-18.203,0.890697,0.240111,4,15,0,20.3688,0.284521,0.00687228,0.182703,0.0828772,0.354485,0.0433301,0.338414,0.207834,0.0989224,0.227015
-17.8742,0.559901,0.240111,2,3,0,22.2224,0.275515,0.00499489,0.106469,0.0853951,0.319047,0.0388802,0.361851,0.181436,0.121151,0.219829
-22.3838,0.979948,0.240111,4,15,0,26.3353,0.0945498,0.0114722,0.092758,0.00317309,0.0905329,0.0500648,0.319742,0.0503625,0.0522052,0.0754399
-17.8554,0.999953,0.240111,4,15,0,24.9971,0.224071,0.0201114,0.134367,0.0319279,0.390216,0.0361843,0.282061,0.112772,0.120346,0.178783
-18.5006,0.973081,0.240111,3,15,0,23.1519,0.41559,0.0457256,0.281266,0.0258241,0.50394,0.0738414,0.278481,0.0871858,0.72853,0.331593
-16.6382,0.969031,0.240111,4,15,0,22.5701,0.164442,0.023672,0.0883167,0.0652334,0.341029,0.0959845,0.457977,0.0653589,0.111412,0.131205
-19.141,0.985645,0.240111,4,15,0,22.9642,0.557374,0.104754,0.18013,0.291776,0.972711,0.0981223,0.344446,0.0521733,0.020661,0.44472
-14.8788,0.991235,0.240111,3,7,0,20.6979,0.301238,0.0637046,0.12892,0.205141,0.3865,0.13944,0.424849,0.135735,0.0356203,0.240353
-16.5608,0.763977,0.240111,3,7,0,25.1415,0.195245,0.0605884,0.138977,0.0474073,0.158058,0.0861821,0.287345,0.0676182,0.0793756,0.155783
-16.1479,0.984658,0.240111,4,15,0,21.6015,0.406244,0.0296511,0.212602,0.153058,0.823671,0.0992278,0.520908,0.0894899,0.510935,0.324136
