# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=4
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/Haemoglobin (g per dL) - 5a_halfnormal_uni - draws_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.138457
# Diagonal elements of inverse mass matrix:
# 0.909086, 1.75414, 1.93475, 1.82505, 2.17282, 2.01918, 2.08234, 1.83306, 2.06441, 2.02004, 2.01459, 1.92378, 1.76096, 2.17871, 2.22481
-20.0255,0.975513,0.138457,4,15,0,27.5681,0.0690536,0.0338022,0.0345773,0.0388055,0.0607351,0.0209706,0.0987171,0.0210187,0.145288,0.0178408,0.0852862,0.0168607,0.0595806,0.142617,0.0535555,0.0550968
-20.5837,0.973171,0.138457,4,15,0,25.644,0.127786,0.0349125,0.14457,0.10514,0.134654,0.0107064,0.129268,0.16624,0.100637,0.0615522,0.0582068,0.127616,0.0432023,0.0378329,0.17733,0.101958
-22.454,0.907445,0.138457,4,15,0,27.0107,0.09596,0.0163847,0.0628496,0.053002,0.107846,0.00557101,0.220752,0.0913721,0.132203,0.0180615,0.0322806,0.0349932,0.0341427,0.037599,0.180451,0.076565
-20.5738,1,0.138457,4,15,0,27.8147,0.0857272,0.0702858,0.0566057,0.043636,0.0897113,0.0175745,0.0987432,0.0859028,0.103204,0.00993838,0.0342568,0.0108894,0.0685167,0.051009,0.105071,0.0684004
-22.0071,0.940314,0.138457,4,15,0,29.8156,0.0735592,0.066767,0.0539575,0.0339286,0.102812,0.0153284,0.107089,0.0858731,0.130222,0.012092,0.0283262,0.00981468,0.12184,0.0422746,0.0951173,0.0586918
-23.0521,0.994768,0.138457,4,15,0,29.1191,0.0411,0.0119447,0.0486752,0.00858943,0.0342823,0.11824,0.0363249,0.0231459,0.0438814,0.0444095,0.00892291,0.0415072,0.007391,0.0371417,0.00761856,0.032793
-24.9387,0.998929,0.138457,4,15,0,32.6481,0.0554181,0.0257084,0.0466309,0.0547972,0.0141849,0.00535386,0.0441232,0.0230446,0.0620946,0.0118398,0.0981862,0.0333716,0.000384838,0.034497,0.0522895,0.0442173
-28.782,0.973425,0.138457,4,15,0,33.4778,0.044782,0.0385224,0.0383963,0.0123008,0.0513768,0.00626829,0.0178391,0.00861556,0.0206509,0.0824114,0.00640885,0.0433911,0.000286363,0.00691484,0.0249231,0.0357309
-28.0955,0.996774,0.138457,5,31,0,34.1776,0.0257309,0.00766987,0.0118867,0.0285762,0.00548624,0.0385508,0.0230528,0.0345047,0.00828208,0.00196857,0.0148158,0.00541402,0.000115923,0.0148353,0.0147892,0.0205303
-29.5067,0.982587,0.138457,5,47,0,35.0633,0.0416525,0.00446055,0.00897585,0.0268244,0.103291,0.0103542,0.0388596,0.00431011,0.00137605,0.0649912,0.0345408,0.0791619,0.00924155,0.0810739,0.0206081,0.0332339
-25.743,0.986499,0.138457,4,31,0,36.6588,0.0267412,0.0195857,0.00386815,0.00696141,0.0204396,0.0093962,0.0564889,0.0401123,0.00316275,0.0161359,0.0133477,0.0329265,0.00210204,0.0486174,0.0468251,0.0213364
-27.9628,0.892604,0.138457,4,31,0,34.8016,0.0362478,0.00998438,0.035189,0.026122,0.0106364,0.0286911,0.00408505,0.000444628,0.0472111,0.0163573,0.0179838,0.00901515,0.0414858,0.00477391,0.00397253,0.0289216
-23.9716,0.998927,0.138457,4,31,0,33.3784,0.0354846,0.0182148,0.0350103,0.0406841,0.0636847,0.0196525,0.0331502,0.000993218,0.0303418,0.0133025,0.0241121,0.0686181,0.0247037,0.0167247,0.00248467,0.0283126
