# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=10
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/Haemoglobin (g per dL) - 6a_skewnormal_uni - draws_10.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0943245
# Diagonal elements of inverse mass matrix:
# 0.00804501, 1.23722, 0.739533, 0.869413, 0.848674, 0.977393, 0.978679, 0.961857, 0.834254, 1.04971, 0.874411, 0.813878, 0.899099, 0.870918, 0.922496, 0.966017, 100.555
-10.2799,0.978475,0.0943245,5,31,0,17.6963,-0.0397063,0.0335219,0.126963,0.752142,0.812106,0.272998,-0.0175179,0.48512,-0.0843239,1.92027,1.19509,0.0772139,0.925169,1.25807,1.2721,1.5713,9.74795,-0.0354503,-0.0144931,-0.012483,-0.0305549,-0.0402936,-0.0234442,-0.042533,0.0246647,0.000355416,-0.037118,-0.00869286,0.00246664,0.00293701,0.0129667,-0.0130993
-4.9689,0.894024,0.0943245,4,31,0,20.6418,-0.0644487,0.075613,0.539655,1.26838,0.549797,0.0390564,0.424506,0.704802,0.80529,1.12777,1.31716,0.198087,0.80647,0.872158,1.30967,0.939322,6.24359,-0.0236437,0.0314577,-0.0228768,-0.0614955,-0.0323505,-0.0111564,-0.00355822,0.0208252,0.0351455,-0.0494707,-0.003469,0.00149784,0.0345797,0.00657633,-0.00487739
-4.14314,0.958923,0.0943245,4,15,0,15.2217,-0.0611185,0.163595,0.328815,1.0879,0.783702,0.288996,0.614638,0.684323,0.777406,0.759137,1.77114,0.771968,0.123587,-0.00328585,0.753075,0.916247,4.49646,-0.00732613,0.116857,0.0670909,-0.0138403,0.0394329,0.050833,0.0660609,0.0630723,0.22863,0.0651713,-0.0409004,-0.0616561,0.0620805,0.0887746,0.0662982
-3.1355,0.958112,0.0943245,4,15,0,12.1784,-0.0462676,0.122675,0.488276,0.823328,0.688863,0.25,0.864445,0.522875,0.724607,1.34653,1.15025,0.833985,-0.273977,0.270207,0.669918,0.744902,3.41223,0.0136317,0.0547342,0.0382388,-0.0155989,0.0597782,0.0178762,0.0426236,0.118918,0.0948392,0.0560416,-0.0798778,-0.0131199,0.0359146,0.0451133,0.0476624
-4.4695,0.990154,0.0943245,4,31,0,9.31936,-0.0139249,0.0841826,0.569965,0.629124,0.238476,0.91386,0.140592,0.296987,-0.0446078,1.60917,1.21907,0.842799,0.630899,-0.0665346,1.41781,0.170669,5.24666,0.0340562,0.0390364,0.00615064,0.0630062,-0.00208952,0.0110762,-0.0176801,0.121539,0.0886993,0.0570241,0.0391858,-0.019526,0.10543,0.000442405,0.0520553
-4.06274,0.880849,0.0943245,4,15,0,11.5098,-0.00782703,0.129624,0.0764452,0.213342,0.290975,0.616256,0.310181,0.400872,0.638363,1.48255,1.0615,1.22193,0.0523625,0.506958,1.80128,0.253734,16.1651,0.00208213,0.0198273,0.0298904,0.0720548,0.03238,0.0441358,0.0749204,0.184348,0.129769,0.150565,-0.00103958,0.0578871,0.225662,0.0250631,0.0954009
