# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=2
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 6a_skewnormal_uni - draws_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_raw.23,theta_raw.24,theta_raw.25,theta_raw.26,theta_raw.27,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.167062
# Diagonal elements of inverse mass matrix:
# 0.00644601, 0.0606092, 0.0696327, 0.259622, 0.0427043, 0.0521888, 0.121112, 0.0875283, 0.071081, 0.172762, 0.0840924, 0.129576, 0.114291, 0.122533, 0.0431062, 0.040041, 0.1033, 0.211781, 0.0881777, 0.107138, 0.0581122, 0.399426, 0.250629, 0.0859532, 0.10413, 0.0844848, 0.0894371, 0.0705737, 0.279742, 0.402298, 33.4744
-21.4608,0.906417,0.167062,4,31,0,34.7214,-0.0397098,0.325802,0.276865,3.45854,0.0454085,0.741794,0.361203,0.63777,0.229027,0.689062,0.162692,0.548845,0.062333,0.530278,0.29851,0.451818,0.119047,0.214801,0.276176,0.612321,-0.218218,0.503654,2.79677,0.484784,0.20179,1.3501,0.339082,0.149939,0.132845,0.164461,10.9464,0.0504936,1.08709,-0.0249156,0.201969,0.077971,0.168077,0.0349078,0.184788,0.0132957,0.139105,-0.0194016,0.133056,0.0575455,0.107494,-0.000924045,0.0302729,0.0502689,0.159786,-0.110806,0.124382,0.871483,0.118234,0.026034,0.400156,0.0707641,0.00914069,0.00357157,0.013872,0.219165
-17.5374,0.95173,0.167062,5,31,0,39.372,-0.0672817,0.304468,0.789784,2.48993,0.10096,0.503225,1.19629,0.562878,-0.387046,0.564169,0.452829,1.63805,0.840118,0.421305,0.263146,0.21777,0.147213,1.80544,0.273705,0.23935,0.887972,1.10648,2.04387,1.08622,0.646179,0.655672,0.647359,0.995304,1.60375,1.19243,4.11402,0.173182,0.690823,-0.0365425,0.0859342,0.29695,0.104097,-0.185125,0.10449,0.0705904,0.431452,0.188507,0.0609923,0.012838,-0.000977766,-0.0224601,0.482416,0.0160527,0.00559262,0.203077,0.269607,0.555012,0.263436,0.129459,0.13235,0.129818,0.235757,0.421008,0.295776,0.168775
-16.4754,0.998818,0.167062,4,31,0,28.1083,-0.0692501,0.347416,0.519753,2.8547,-0.044132,0.7799,0.649456,0.5462,0.19031,0.64545,-0.0855861,1.14696,0.614555,0.872766,0.45824,0.294723,0.334445,1.23729,0.0682477,-0.22099,0.566344,0.846408,1.62542,1.16852,0.0477104,1.2241,0.0742447,0.569469,1.51499,1.85626,4.80476,0.111321,0.922517,-0.0845822,0.2017,0.156382,0.120509,-0.00313346,0.15499,-0.0989841,0.329221,0.144256,0.233963,0.0899501,0.0331413,0.0469415,0.360605,-0.0455397,-0.146026,0.127507,0.224806,0.495447,0.336713,-0.0526747,0.356024,-0.0434563,0.128593,0.457082,0.575644,0.202133
-13.0096,0.997514,0.167062,5,31,0,26.7746,-0.149877,0.54618,0.599084,2.02614,0.355545,0.51628,0.636255,0.373009,-0.304699,0.13699,0.671852,0.854826,0.468337,0.205872,0.305558,0.201447,-0.0958065,0.860316,0.554118,0.505361,0.283814,1.17928,2.26531,0.432472,0.876171,0.617596,0.881637,0.58763,-0.138182,-0.280134,3.95306,0.17733,0.956762,0.0443143,0.132104,0.197632,0.0538528,-0.316298,-0.0750561,0.217075,0.317012,0.105919,-0.0374344,0.0170125,-0.0398512,-0.202205,0.32001,0.152771,0.126141,0.00513632,0.494221,1.08739,0.0863305,0.32867,0.187441,0.331655,0.171074,-0.225349,-0.302881,0.272603
-13.5164,0.973955,0.167062,5,31,0,23.9225,-0.206466,0.403392,1.10757,2.81896,0.642681,0.934217,1.02305,0.822238,-0.243002,0.549463,0.665593,1.33045,0.367518,0.819957,0.55073,0.674958,0.189598,1.20638,0.494736,0.826071,0.689127,0.993181,2.76182,0.802049,0.750881,1.09823,1.4129,1.01963,1.23859,1.51325,4.5335,0.240318,0.930682,0.052787,0.17039,0.206223,0.125219,-0.304491,0.0151833,0.0620294,0.330227,-0.0582119,0.124299,0.0156947,0.065807,-0.129983,0.280178,-0.00689283,0.126765,0.0715228,0.194176,0.907631,0.117075,0.0964339,0.236551,0.363486,0.204845,0.293172,0.403969,0.107839
-16.0302,0.71625,0.167062,4,15,0,26.4934,-0.234201,0.398277,1.04955,2.7144,0.785533,0.960489,1.1991,0.819514,-0.541524,1.04744,0.611385,1.16652,0.491355,1.1247,0.801981,0.719794,0.0142915,1.38965,0.190524,0.741502,0.596424,0.753838,2.37605,0.852695,0.758103,1.21784,1.34837,0.850501,1.55354,1.59912,3.18891,0.183812,0.846885,0.0786592,0.14834,0.243373,0.0921929,-0.449878,0.18297,0.00929967,0.230397,-0.0385055,0.213743,0.08521,0.0524766,-0.228509,0.319264,-0.15832,0.0611225,0.0033413,0.0660356,0.712128,0.105408,0.0677342,0.250835,0.302825,0.104534,0.384539,0.402691,0.0690192
-17.8516,0.949222,0.167062,4,15,0,26.0516,-0.281881,0.429475,0.916797,2.93214,0.662807,1.04157,1.05634,0.555428,-0.453161,1.10525,0.761897,1.09352,0.488447,1.37582,0.682267,0.649221,-0.178103,1.81338,0.0279854,0.461579,0.810872,1.00617,2.62657,1.13767,0.627367,1.54877,0.958686,1.1105,1.21279,1.8262,1.51275,0.11186,0.977396,0.00277771,0.165445,0.171788,-0.0433387,-0.476502,0.192797,0.0453344,0.187756,-0.0721057,0.308997,0.0111353,-0.00305721,-0.358372,0.49692,-0.269862,-0.0836447,0.0663679,0.150244,0.846164,0.20672,-0.0124429,0.383275,0.12985,0.195052,0.238981,0.502427,0.00397762
-24.4168,0.686264,0.167062,5,31,0,38.2414,-0.133643,0.271849,1.21167,2.23803,-0.0508152,1.3332,0.795048,0.756123,0.189474,0.50268,0.957972,1.60891,0.573207,0.688427,0.722577,0.756853,0.002051,1.21524,0.251056,-0.172268,0.814662,0.11624,1.86771,1.30477,1.49324,1.40279,0.557882,0.973398,-0.418527,0.828076,3.52174,0.195749,0.474765,-0.147457,0.228786,0.0824904,0.0719084,-0.0821346,0.00301025,0.126781,0.303737,0.0221829,0.0535054,0.0627891,0.0721069,-0.133085,0.196718,-0.0653934,-0.180474,0.0878222,-0.102043,0.374093,0.221057,0.272293,0.247704,0.0180168,0.130975,-0.247419,0.091469,0.0750128
-25.8342,0.895928,0.167062,5,31,0,42.9999,-0.0051285,0.232919,0.56254,3.58558,0.528066,1.0095,0.0263705,0.414414,0.272303,0.747847,0.174632,0.590804,0.787683,0.0634767,0.0910261,0.442544,0.800457,0.781236,1.15199,0.513518,0.110973,1.80174,1.40606,1.02791,0.25931,1.10101,0.363895,0.345122,1.7691,0.346438,7.26671,0.125898,0.83002,0.117868,0.230002,0.00101368,0.0913963,0.058296,0.169059,0.0355466,0.132481,0.178338,0.0096564,0.0160732,0.0979482,0.181313,0.176836,0.263192,0.114479,0.0207191,0.414531,0.32237,0.23429,0.0552696,0.251317,0.0796295,0.0752569,0.406928,0.0755633,0.178979
-22.3016,0.984733,0.167062,4,31,0,41.3075,-0.012809,0.202979,0.25825,3.58437,0.382512,0.706877,0.301046,0.191773,0.417392,0.998526,0.0172927,0.852679,0.895555,0.611933,0.389968,0.489546,0.627977,0.334716,0.606004,0.411201,0.196871,1.23963,1.43392,1.20114,0.704838,1.49275,0.315122,0.382731,0.912478,0.31986,6.74592,0.0396104,0.714743,0.0648329,0.130672,0.0482971,0.0261169,0.0719129,0.189871,-0.00929894,0.160267,0.16897,0.111401,0.0663463,0.0865586,0.114657,0.0551313,0.110197,0.0706562,0.0271517,0.238809,0.278247,0.230998,0.130258,0.290187,0.0511542,0.0648773,0.172405,0.0521159,0.147394
