# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=4
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0616164
# Diagonal elements of inverse mass matrix:
# 0.172024, 0.233311, 0.849264, 0.611303, 0.603672, 0.923625, 0.58355, 0.700398, 0.585178, 0.93294, 109.406
-8.04906,0.950909,0.0616164,6,63,0,14.5402,0.596056,0.497006,-1.60188,-0.573627,-1.32716,0.53801,-1.03139,-0.486507,-0.634381,0.158307,-1.61643,-0.200089,0.31096,-0.0635516,0.86345,0.0834497,0.354259,0.280765,0.674735,0.25882
-7.27263,0.899969,0.0616164,5,31,0,12.2496,0.385407,0.270099,-2.41653,-1.54494,-0.406675,-0.73323,-1.00499,-0.0295896,-0.580855,-0.803136,-12.8802,-0.267296,-0.0318818,0.275564,0.187361,0.11396,0.377414,0.228518,0.16848,0.170545
-10.1754,0.946258,0.0616164,5,31,0,15.8202,0.331562,0.214175,-1.21685,-0.0892067,-0.164614,-0.615312,-0.635684,-0.128439,-0.994307,-1.79889,-14.3715,0.0709427,0.312456,0.296305,0.199777,0.195414,0.304053,0.118606,-0.0537146,0.161087
-9.27301,0.939244,0.0616164,5,31,0,18.3004,0.593114,0.384546,-2.66087,-1.95614,-1.09273,-0.292631,-0.977684,-0.527954,-0.969497,0.211277,-2.15576,-0.430114,-0.159109,0.172911,0.480584,0.21715,0.390092,0.220298,0.67436,0.314779
-8.57267,0.988704,0.0616164,4,15,0,11.5211,0.563078,0.391797,-2.68731,-1.98851,-1.10618,-0.335459,-1.0067,-0.592192,-0.945723,0.228298,-2.73288,-0.4898,-0.216015,0.12968,0.431647,0.168657,0.33106,0.192547,0.652525,0.269506
-9.33291,0.97162,0.0616164,5,31,0,14.9687,0.46481,0.230953,-2.31939,-0.849748,-0.547291,-1.05318,-1.56438,-0.112454,-1.65995,-1.62377,-10.259,-0.0708615,0.268558,0.338412,0.221575,0.103511,0.438839,0.0814389,0.0897961,0.281405
-5.27859,0.865161,0.0616164,6,63,0,14.9923,0.144588,0.565983,-0.425844,0.00126435,-0.00329809,-0.0337237,-0.0385061,0.356994,-0.0829532,0.76446,1.4393,-0.0964327,0.145303,0.142721,0.1255,0.122794,0.34664,0.0976374,0.577259,0.515451
-10.448,0.88326,0.0616164,5,63,0,17.8437,0.00311612,0.658254,-0.611401,-0.30907,0.984352,0.0232506,0.1782,0.588863,0.104137,1.35891,2.40461,-0.399341,-0.200331,0.65107,0.0184209,0.120417,0.390737,0.071665,0.897626,0.488064
-1.72193,0.948332,0.0616164,3,15,0,15.2646,-0.0237163,0.566966,-0.461694,-0.111313,0.204751,0.763848,0.225461,0.714938,0.266426,1.21067,2.29947,-0.285481,-0.0868268,0.0923707,0.409359,0.104113,0.381629,0.127338,0.66269,0.391126
0.0848476,0.887996,0.0616164,5,31,0,7.48428,-0.455218,0.91534,0.251812,0.288478,0.734175,1.44812,0.566691,0.840979,0.615412,0.47583,14.5644,-0.224724,-0.191162,0.216803,0.870305,0.0634976,0.314564,0.108094,-0.019671,0.273403
-4.5997,0.838517,0.0616164,5,39,0,11.6603,-0.0604852,0.292989,0.19081,0.813421,0.139701,1.69208,0.493641,1.60575,0.471041,0.141561,2.04025,-0.00458009,0.177838,-0.0195545,0.435275,0.0841461,0.409982,0.0775247,-0.0190095,0.149428
-3.86745,0.986438,0.0616164,5,31,0,6.87671,-0.0885307,0.296015,-0.459855,0.783535,0.444946,1.76789,0.624201,1.55466,0.672965,-0.0294771,1.20976,-0.224655,0.143407,0.0431798,0.434792,0.0962422,0.371673,0.110677,-0.0972564,0.0935129
-5.9606,0.993027,0.0616164,5,63,0,9.27456,-0.351435,0.436972,0.484628,0.200364,1.54115,2.26524,1.06687,1.62088,0.996611,1.61715,4.16577,-0.139666,-0.263882,0.322006,0.638409,0.114755,0.356845,0.0840558,0.355212,-0.0124132
-7.54615,0.762519,0.0616164,5,31,0,14.0664,-0.320562,0.381386,0.55082,1.76763,0.568522,1.22153,0.938685,1.72939,1.08014,0.591763,9.8989,-0.110487,0.353586,-0.103736,0.145313,0.037439,0.339004,0.091389,-0.094872,-0.017801
-9.09059,0.988432,0.0616164,5,31,0,12.9244,-0.225975,0.407059,0.153618,-0.0575128,1.19243,2.69112,0.993374,1.18142,0.976437,0.387197,7.98822,-0.163443,-0.249386,0.259416,0.869469,0.178387,0.254932,0.171493,-0.0683626,0.096296
-3.4646,0.991796,0.0616164,5,31,0,11.9601,-0.174418,0.300998,-0.0168004,0.719561,0.58981,2.01572,0.872957,1.94023,0.76802,0.92529,3.1163,-0.179475,0.0421686,0.00311368,0.432309,0.0883403,0.409586,0.0567545,0.104092,0.0542586
-7.03646,0.974882,0.0616164,4,15,0,7.94488,-0.0871363,0.218295,0.306773,1.08545,0.642357,2.35791,0.796245,1.98461,0.936185,1.23166,4.41664,-0.0201692,0.149813,0.0530869,0.427583,0.0866798,0.346095,0.117228,0.181729,0.082738
-6.64064,0.994679,0.0616164,4,31,0,15.2937,-0.145512,0.248571,-0.049911,1.05039,0.613922,2.82803,1.06332,1.96812,1.01332,0.602976,4.8315,-0.157918,0.115585,0.00709161,0.557453,0.118799,0.343706,0.10637,0.00437063,0.048703
-4.53219,0.812969,0.0616164,5,31,0,13.2987,-0.30173,0.524285,0.454502,0.588253,0.695066,1.10475,0.699278,1.40016,0.625806,0.260325,25.0883,-0.0634409,0.00668274,0.0626834,0.277476,0.0648917,0.432356,0.0263713,-0.165245,0.116258
-4.31698,0.834927,0.0616164,4,31,0,10.1058,-0.247657,0.557883,-0.0681479,0.570876,0.861587,1.32812,0.654216,1.17306,0.698019,0.906415,21.6893,-0.285675,0.0708252,0.233008,0.493281,0.117319,0.406773,0.141756,0.258017,0.196997
-5.38965,0.559601,0.0616164,5,31,0,12.9365,-0.387442,0.399384,0.146936,0.50675,0.986296,1.77642,1.29732,2.08037,1.42046,0.108983,4.46466,-0.328758,-0.185055,0.00646804,0.32203,0.130686,0.443425,0.179865,-0.343916,-0.0764846
-3.15681,0.991682,0.0616164,5,31,0,10.6931,-0.105246,0.376708,0.179291,0.65142,0.366381,0.663097,0.64787,1.16546,0.395994,0.540488,12.1028,-0.0377051,0.14015,0.0327733,0.144548,0.138812,0.333794,0.0439284,0.0983606,0.194303
-4.90892,0.686818,0.0616164,5,31,0,10.6017,-0.0492985,0.306522,0.0201234,0.0180599,0.11312,0.785401,0.214412,1.24441,0.371542,0.94803,4.18902,-0.0431303,-0.0437628,-0.0146249,0.191444,0.0164234,0.332141,0.0645874,0.241294,0.188586
