# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=12
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/Haemoglobin (g per dL) - 5a_halfnormal_uni - draws_12.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.132517
# Diagonal elements of inverse mass matrix:
# 1.27156, 1.9149, 2.32794, 2.19818, 2.4372, 2.34177, 2.37483, 2.29135, 2.52757, 2.31773, 2.18409, 2.13396, 2.06122, 2.47716, 2.45511
-21.6041,0.967127,0.132517,5,31,0,33.5279,0.0272961,0.00492414,0.00948046,0.034008,0.0250848,0.0334768,0.0099644,0.0086118,0.0266523,0.0457575,0.00648882,0.0105394,0.029127,0.0361995,0.0337634,0.0217792
-21.5944,0.970856,0.132517,4,31,0,29.9301,0.0977893,0.00252095,0.181348,0.0582654,0.128853,0.0647393,0.166206,0.0270523,0.0881101,0.0223608,0.0792652,0.149645,0.0548605,0.0698932,0.0642498,0.0780246
-23.7753,0.886447,0.132517,4,15,0,27.7057,0.12853,0.00379174,0.0325471,0.0792706,0.110403,0.151761,0.0628537,0.178178,0.22729,0.150401,0.0869174,0.012995,0.0275193,0.120425,0.0185487,0.102552
-22.7869,0.982362,0.132517,4,15,0,29.6622,0.058683,0.00300603,0.166444,0.0615177,0.0781245,0.0460789,0.11888,0.033689,0.0774602,0.0253524,0.0286725,0.0738564,0.0539513,0.0183333,0.0162334,0.0468223
-22.6833,0.966559,0.132517,4,15,0,28.8201,0.0789158,0.0896648,0.0162287,0.0377108,0.0562283,0.0433046,0.0339084,0.0516654,0.13493,0.0853833,0.0666362,0.0328049,0.00476459,0.0310131,0.0818545,0.0629657
-28.6518,0.961795,0.132517,4,15,0,38.7249,0.0818345,0.0825488,0.0110108,0.0603714,0.0923524,0.0244191,0.0138406,0.111752,0.166039,0.201825,0.0577211,0.0556352,0.00497992,0.0152046,0.148264,0.0652945
-27.8024,0.866697,0.132517,4,15,0,38.6373,0.0694388,0.00653352,0.00337218,0.0825235,0.152664,0.0271938,0.131701,0.0323175,0.0298192,0.010715,0.124505,0.0741418,0.00432334,0.0261352,0.054215,0.0554041
-25.6655,0.942963,0.132517,4,15,0,34.7416,0.0904641,0.021691,0.0027522,0.0968896,0.0956258,0.095552,0.110743,0.0419767,0.0222561,0.0178289,0.0527217,0.0617767,0.00434906,0.0398195,0.0254293,0.0721799
-23.8536,0.977017,0.132517,4,15,0,32.6796,0.0492049,0.0465634,0.0426541,0.0130491,0.00121502,0.0089328,0.0322865,0.0414114,0.0632255,0.0383441,0.0344348,0.0120248,0.0898594,0.0835431,0.0657797,0.0392598
-24.8049,0.708837,0.132517,4,15,0,33.9699,0.0585737,0.0353047,0.00476247,0.0499115,0.00258446,0.00868157,0.0570336,0.05009,0.0415462,0.0579785,0.0381452,0.0242996,0.0166931,0.0237469,0.0180151,0.0467351
-21.6386,0.999215,0.132517,4,31,0,30.1508,0.0830643,0.0277755,0.0250796,0.0337038,0.0499725,0.195214,0.0854107,0.0528951,0.049827,0.0327701,0.0407881,0.086697,0.0108113,0.160746,0.0361076,0.0662758
-21.5217,0.985947,0.132517,4,15,0,26.8283,0.0596112,0.0354159,0.0242406,0.0627776,0.133179,0.0335252,0.10001,0.0263441,0.0722516,0.0288596,0.0339646,0.0404241,0.00631652,0.0289226,0.00821421,0.0475628
-22.2042,0.98831,0.132517,4,15,0,27.4475,0.0380379,0.0172756,0.0119905,0.0228832,0.0126901,0.074861,0.0396496,0.0129389,0.0653148,0.0522834,0.0558354,0.0109523,0.030036,0.0835985,0.00988382,0.0303499
