# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=5
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 5a_halfnormal_uni - draws_5.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.160878
# Diagonal elements of inverse mass matrix:
# 0.382519, 1.7305, 1.69439, 1.54266, 1.51611, 1.43684, 1.71347, 1.59862, 1.45864, 1.54752, 1.54686, 1.2595, 1.2816, 1.48471, 1.54072, 1.5138, 1.51764, 1.58508, 1.52181, 0.923376, 1.34929, 1.45071, 1.71603, 1.46349
-49.3051,0.872045,0.160878,4,31,0,63.8215,0.0473675,0.0559252,0.0574758,0.000853376,0.00573078,0.0774407,0.00858054,0.122657,0.0444477,0.0186437,0.069959,0.0793626,0.00514368,0.0287239,0.0228474,0.0620801,0.0769925,0.0158053,0.000703708,0.034337,0.00364731,0.00150668,0.0787253,0.0566443,0.0377938
-39.8575,0.813368,0.160878,4,31,0,64.2117,0.0610852,0.0427349,0.0441548,0.0135721,0.118312,0.0364016,0.0270364,0.0101251,0.0749652,0.0800473,0.0483252,0.0209673,0.0365467,0.0907658,0.14509,0.0370986,0.0238542,0.141817,0.0124507,0.114382,0.0393769,0.176612,0.0628131,0.0118821,0.048739
-35.9351,0.982777,0.160878,4,15,0,52.6788,0.0695099,0.0232229,0.0335753,0.069372,0.0534484,0.0281017,0.00983512,0.0160478,0.0655362,0.114359,0.0188671,0.0272692,0.0733542,0.0733555,0.0114593,0.0818806,0.0209602,0.0602034,0.0096685,0.13354,0.0367438,0.039687,0.0235102,0.0531876,0.0554609
-46.9323,0.866273,0.160878,4,15,0,57.0784,0.0832175,0.14497,0.0799757,0.00740836,0.0168931,0.00490907,0.103572,0.00778134,0.0580768,0.0205662,0.0150719,0.140643,0.0454942,0.00417406,0.12418,0.0421579,0.0976531,0.0013549,0.0200127,0.0308894,0.0839425,0.0393345,0.169686,0.0575317,0.066398
-41.4488,0.992224,0.160878,4,31,0,57.2096,0.117724,0.0193581,0.0319875,0.145809,0.044819,0.0804672,0.0283723,0.131194,0.0529627,0.147859,0.0321022,0.0229707,0.0395741,0.172759,0.0224806,0.0080916,0.0305835,0.214184,0.0113297,0.18983,0.0257319,0.0256747,0.021475,0.0401108,0.0939305
-48.6798,0.985407,0.160878,4,15,0,61.2627,0.0844653,0.149635,0.0815227,0.016218,0.0499555,0.0534094,0.00105244,0.0368328,0.00279599,0.01346,0.0867853,0.0911908,0.112085,0.0157649,0.0010199,0.0203384,0.113997,0.0131105,0.126422,0.0261379,0.0938725,0.0183583,0.146549,0.0669633,0.0673936
-47.7608,0.942527,0.160878,4,15,0,60.4945,0.111097,0.00804306,0.0328006,0.0737448,0.0333433,0.057678,0.0893121,0.10082,0.00636924,0.16906,0.0119013,0.0218992,0.0134505,0.116818,0.000737156,0.123212,0.0215261,0.148613,0.00862622,0.251745,0.02365,0.049095,0.0265558,0.0237913,0.0886424
-41.381,0.968913,0.160878,5,31,0,59.5438,0.101956,0.00953154,0.0335636,0.0290532,0.0707906,0.0786902,0.0510317,0.00972729,0.080673,0.029488,0.197415,0.0445001,0.0587575,0.00430699,0.138808,0.00711269,0.0298063,0.0809088,0.0311562,0.0660041,0.0634853,0.0341854,0.0682247,0.0482337,0.0813491
-39.8552,0.950366,0.160878,4,15,0,54.7323,0.14338,0.123667,0.147981,0.149992,0.09068,0.0826446,0.119228,0.398904,0.0752254,0.0684105,0.0187215,0.159841,0.0223101,0.0320045,0.0198037,0.0801831,0.141125,0.0705066,0.00942056,0.251322,0.0803952,0.020295,0.062937,0.046676,0.114401
-34.3331,0.999428,0.160878,4,15,0,44.7652,0.075426,0.105715,0.030661,0.104424,0.1041,0.115389,0.0622724,0.0260714,0.0535789,0.0485253,0.00737195,0.0650895,0.016317,0.0841418,0.0204194,0.0729252,0.074118,0.11234,0.0200457,0.097694,0.0495111,0.0229221,0.176555,0.120195,0.0601813
-34.6119,0.980257,0.160878,4,15,0,45.1599,0.0904674,0.0808365,0.0237809,0.10871,0.0499658,0.0410102,0.0154445,0.00441215,0.0711491,0.0970152,0.0465099,0.0595434,0.144095,0.0901182,0.165822,0.0554525,0.062599,0.0918321,0.116008,0.107957,0.0826637,0.0182935,0.0300304,0.0412793,0.0721826
-35.6315,0.977122,0.160878,4,15,0,43.9175,0.0880891,0.0644071,0.0246544,0.0670309,0.0963682,0.0137286,0.00509851,0.0890006,0.0350955,0.039151,0.0769689,0.102467,0.0249166,0.0701212,0.0329433,0.108071,0.0487132,0.0230718,0.0137263,0.125725,0.0468423,0.171196,0.0923836,0.0524399,0.0702849
-35.4113,0.981996,0.160878,4,15,0,43.8321,0.0827797,0.0286477,0.0244667,0.159035,0.0856454,0.0191333,0.00399905,0.0843722,0.0230648,0.146652,0.0697162,0.0937772,0.0800678,0.0891163,0.100743,0.0904038,0.0342959,0.0236955,0.0184796,0.0628742,0.0709524,0.0409222,0.0645158,0.0296435,0.0660487
-40.4953,0.886069,0.160878,4,15,0,53.6548,0.112721,0.152715,0.221396,0.00986672,0.0419118,0.0127702,0.158222,0.075623,0.272991,0.0101866,0.100755,0.0321075,0.0589119,0.047218,0.036874,0.0254822,0.189378,0.110821,0.123652,0.130632,0.0461225,0.11558,0.210728,0.06099,0.0899387
-46.6278,0.842493,0.160878,5,31,0,55.1534,0.072355,0.100955,0.0176437,0.00179291,0.00168917,3.36353e-05,0.0894296,0.0187108,0.0360916,0.146226,0.0405659,0.00898713,0.0346293,0.0631355,0.0553958,0.0214555,0.0960127,0.0860021,0.0903534,0.120512,0.0273728,0.049973,0.0808937,0.0501491,0.0577309
-48.9341,0.891554,0.160878,4,15,0,61.5135,0.0537048,0.012737,0.0132136,0.00185665,0.00113915,4.50395e-05,0.133389,0.0312237,0.0344467,0.0675178,0.073085,0.0167081,0.027547,0.0388473,0.0319288,0.0181207,0.0969507,0.0613939,0.058321,0.054199,0.0348462,0.135436,0.0668928,0.0785405,0.0428502
-48.6722,0.990948,0.160878,4,15,0,63.7998,0.160936,0.139069,0.00792574,0.321655,0.000837495,2.98788e-05,0.0252607,0.288656,0.134331,0.143335,0.0496115,0.125751,0.0250631,0.182813,0.182418,0.0280167,0.0599299,0.103423,0.0256176,0.0899582,0.12262,0.0211962,0.281388,0.151738,0.128409
-40.9953,0.943761,0.160878,4,15,0,55.9953,0.102353,0.0618751,0.211323,0.0280145,0.00387029,0.000674134,0.154381,0.0309801,0.0788294,0.0786265,0.0724103,0.0507237,0.174185,0.030408,0.0755895,0.1801,0.0547634,0.0404312,0.103011,0.198718,0.0285685,0.0971669,0.0703208,0.082782,0.0816659
-39.6506,0.928562,0.160878,4,15,0,54.4712,0.135752,0.0568816,0.030508,0.0764642,0.0252977,0.00209548,0.0386818,0.024406,0.0563501,0.171418,0.0977214,0.172582,0.0588108,0.147043,0.17451,0.0973367,0.201515,0.0149447,0.0958008,0.126624,0.0605016,0.01935,0.28864,0.0596279,0.108314
-44.4734,0.923717,0.160878,4,15,0,53.0224,0.144977,0.270024,0.0049976,0.0506971,0.12,0.000471435,0.046722,0.0207841,0.125532,0.0994498,0.165497,0.0157035,0.154437,0.0705126,0.0778059,0.134523,0.0456615,0.0296676,0.099129,0.211218,0.121444,0.247755,0.0638643,0.254967,0.115675
