# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=11
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 6a_skewnormal_uni - draws_11.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0947163
# Diagonal elements of inverse mass matrix:
# 0.00955376, 1.30787, 0.958316, 0.93258, 0.904687, 0.910754, 0.867291, 1.00294, 0.841234, 0.884042, 0.919497, 0.940204, 0.707, 0.786198, 0.84245, 0.833409, 0.820522, 0.883813, 0.853586, 0.860129, 0.813534, 0.771687, 0.755523, 0.989939, 0.859109, 92.8063
-12.7523,0.932643,0.0947163,5,31,0,23.2164,-0.0269919,0.307035,0.724045,1.77711,0.828561,0.0047415,0.42732,0.380569,0.506121,0.979562,0.925801,0.545742,0.635353,0.877854,1.19478,0.612358,0.658023,0.182851,1.69417,0.571736,0.667788,0.0812033,0.0498314,1.516,2.22907,9.24446,0.195315,0.518641,0.227405,-0.0255361,0.10421,0.089856,0.128405,0.273768,0.257261,0.14057,0.168084,0.24254,0.339846,0.161023,0.175044,0.0291498,0.493177,0.148551,0.178042,-0.00205969,-0.011692,0.438473,0.657409,0.216566
-9.35632,0.984945,0.0947163,4,15,0,21.4382,-0.101336,0.213994,0.568919,1.27336,1.38998,0.858771,0.176018,0.500284,0.364536,-0.0785594,0.262062,0.147592,0.554925,0.147473,0.195182,0.683077,0.630039,0.583721,1.22969,0.218102,1.59146,1.27335,1.54961,0.693743,0.479527,4.27605,0.0204088,0.171156,0.196111,0.0824354,-0.0636694,0.00572137,-0.0233278,-0.118147,-0.0452566,-0.0697525,0.0174143,-0.069778,-0.0595685,0.0448379,0.0334883,0.0235765,0.161809,-0.0546639,0.239226,0.171154,0.230272,0.0471205,0.00127952,0.0649204
-16.6725,0.475821,0.0947163,4,27,1,25.1396,0.00811973,0.10226,0.551805,-0.710331,1.79224,1.52142,0.378788,-0.575,0.856014,-0.119197,-0.282884,0.588068,0.586584,1.10037,0.269802,1.81727,0.100283,0.428243,1.36294,0.454943,0.640306,0.743793,1.68009,0.499488,0.179932,1.53636,0.0645474,-0.0645189,0.191395,0.163701,0.0468547,-0.0506799,0.095656,-0.00406942,-0.0208081,0.0682558,0.068104,0.120644,0.0357098,0.193954,0.0183747,0.051912,0.147494,0.0546424,0.0735976,0.0841802,0.179927,0.0591975,0.0265196,0.0765021
-11.8888,0.645507,0.0947163,5,31,0,25.6126,-0.0835632,0.125919,0.251506,1.59621,0.773975,0.761613,0.356046,1.38297,0.164098,0.990831,1.33347,0.879164,0.903188,1.50373,1.76744,0.0988483,1.28842,0.137225,0.735662,0.294006,1.60889,0.545372,-0.0348483,0.940197,0.622516,8.2301,-0.0518939,0.11743,0.0138947,0.0123381,-0.0387304,0.0905784,-0.0629002,0.0412011,0.084346,0.02714,0.0301652,0.105785,0.138991,-0.0711164,0.0786727,-0.066284,0.00907042,-0.0465423,0.119026,-0.0148907,-0.0879513,0.0348253,-0.00517673,0.016172
-11.5907,0.937115,0.0947163,5,31,0,22.4648,-0.0795539,0.128548,0.285873,1.63196,0.609153,0.754126,0.589445,1.75217,0.416265,0.613101,1.00841,1.11558,0.876079,1.10148,1.71042,-0.0201105,1.35842,0.210098,0.812227,0.100284,1.8955,0.244327,0.0914793,1.16926,0.447193,11.2386,-0.0428056,0.130231,-0.00124861,0.0173872,-0.0037821,0.145684,-0.026044,-0.000741143,0.0500752,0.0638512,0.033064,0.0620385,0.140317,-0.082139,0.095068,-0.0525463,0.0248561,-0.0666626,0.164109,-0.0481462,-0.0677944,0.070752,-0.0220682,0.0226088
-12.9617,0.947831,0.0947163,5,31,0,28.5778,0.0777039,0.0111498,0.180674,0.871443,0.268586,0.0302106,0.739256,0.0738119,1.10513,1.39035,0.466519,0.0933013,0.25215,1.07681,-0.0732967,1.60922,0.195229,1.04963,0.172435,0.182142,2.29524,1.10147,0.548519,0.239305,1.25978,13.8316,0.0797184,0.0874203,0.0806986,0.0780407,0.0859465,0.0785269,0.0900259,0.093206,0.0829055,0.0787442,0.0805153,0.0897101,0.0768866,0.0956464,0.0798807,0.0894071,0.0796265,0.0797347,0.103295,0.089985,0.0838198,0.0803721,0.0917502,0.086577
