# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=11
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 5a_halfnormal_uni - draws_11.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.227824
# Diagonal elements of inverse mass matrix:
# 0.151691, 1.40641, 1.33911, 1.25729, 0.710442, 0.555298, 0.034192, 0.852724, 1.35674
-17.625,0.98536,0.227824,4,15,0,21.4725,0.19188,0.0420733,0.0147634,0.0745536,0.156212,0.0665752,0.416357,0.133539,0.370332,0.153098
-15.6075,0.993391,0.227824,4,15,0,19.4327,0.234724,0.0652649,0.351976,0.111132,0.545252,0.116095,0.365344,0.0761896,0.0777855,0.187283
-16.6734,0.994214,0.227824,4,15,0,18.5446,0.257987,0.025526,0.0424869,0.278153,0.243911,0.0992419,0.428703,0.0350192,0.104354,0.205844
-20.2412,0.954867,0.227824,4,15,0,24.5142,0.48031,0.0574802,0.0106677,0.0977201,0.624854,0.12527,0.492944,0.0743863,0.0281636,0.383232
-19.5905,0.966034,0.227824,4,15,0,24.0098,0.418474,0.133535,0.0418066,0.263786,0.478288,0.0577529,0.447762,0.107577,0.0102978,0.333894
-21.9246,0.968457,0.227824,4,15,0,23.8946,0.153799,0.0154581,0.0114463,0.037964,0.113065,0.0306088,0.316322,0.0868273,0.412182,0.122714
-19.7955,1,0.227824,3,15,0,27.356,0.359854,0.0197572,0.0599426,0.0345098,0.239307,0.0479963,0.348912,0.210982,0.169886,0.287122
-24.2915,0.986359,0.227824,4,15,0,26.3188,0.27139,0.000692367,0.293536,0.368528,0.0373644,0.208363,0.423294,0.0227163,0.287103,0.216538
-20.6288,1,0.227824,4,15,0,27.4622,0.222504,0.00132031,0.225483,0.183932,0.0435326,0.140759,0.443276,0.0357161,0.122624,0.177533
-21.6951,0.980879,0.227824,4,15,0,23.5529,0.270373,0.00140252,0.140116,0.0576932,0.0174726,0.10375,0.396359,0.067886,0.110786,0.215727
-18.2237,0.99829,0.227824,4,15,0,24.7067,0.33099,0.00396463,0.203477,0.331779,0.115272,0.122034,0.34467,0.114916,0.578574,0.264092
-16.9802,0.928471,0.227824,4,15,0,22.305,0.262759,0.012606,0.0852323,0.0667516,0.593493,0.0367627,0.349158,0.0895859,0.184928,0.209651
