statname,mean,sd,X2.5.,X25.,X50.,X75.,X97.5,den_below_zero,mean_conditional_on_neg,mean_conditional_on_pos
mu,0.06901599304603069,0.10290377433935895,-0.14666689059573368,0.004635790659502255,0.07412891401561153,0.13686635028142063,0.2610854145585722,0.23686666666666667,-0.06798454504273743,0.11153917919343989
tau,0.10454819904453164,0.08257042990430426,0.004100054747604655,0.04139754328636017,0.08705887986839012,0.14712791451079968,0.3124212822480395,0,NA,0.10454819904453164
theta_raw[1],-0.0221943623064462,1.0011470606597437,-1.9331442145718152,-0.7067695382776753,-0.05779647241549066,0.6496832288835213,1.9816427866830024,0.52385,-0.7850803281021534,0.8171163867895975
theta_raw[2],-0.21587429983867146,1.001151479101186,-2.222511695651674,-0.9135772910101593,-0.13356066854315174,0.46727769879852055,1.6569276795573338,0.5494166666666667,-0.936188612595199,0.6624375670013112
theta_raw[3],0.08622106069326829,0.9995076433980526,-1.7876792385608848,-0.5894343406400221,-0.013711573216054105,0.7725804996222616,2.108226660428193,0.5052666666666666,-0.7063638584292078,0.8956808507524578
theta_raw[4],-0.15927782014433636,0.9593422979884604,-2.022896621265748,-0.8406091281973358,-0.11970781165665967,0.5093462970220527,1.6685805516844063,0.5446,-0.865488307909546,0.6852593595590742
theta_raw[5],-0.15944743981737258,0.9589134573464113,-2.0183859502375907,-0.8329801362826644,-0.13123313085477512,0.5045882815840749,1.6879772090734952,0.5455666666666666,-0.8628990938957294,0.6850763790266431
theta_raw[6],-0.2149084978850452,1.0241018648692959,-2.293475724617822,-0.9121940656872067,-0.13412800908840522,0.47696922577554757,1.6871012259874287,0.5515,-0.9437233166079313,0.6812818533427624
theta_raw[7],-0.006380211778995855,0.9880842064896463,-1.8843853057708404,-0.6737327876943684,-0.053036602316537264,0.6582748111818679,1.9833278916702795,0.5204666666666666,-0.7642112211151354,0.8161398340832648
theta_raw[8],-0.06594017163875875,0.9731134273944123,-1.9713995417752916,-0.728795264684608,-0.0712974925822909,0.5968156839294216,1.83601941026149,0.5283,-0.8022213621013486,0.7586885180398214
theta_raw[9],-0.07413267226428016,0.9826849218747638,-1.9935725281509988,-0.7360949028789355,-0.08080049443666285,0.5924884585327037,1.8478530986575907,0.5322,-0.809767871648633,0.7627742390490002
theta_raw[10],-0.05687695866707249,0.9815445437444483,-1.9528752277192658,-0.729707773774052,-0.06214517868016094,0.6130975568032135,1.8709925680764576,0.524,-0.8056211694967715,0.7673708700614197
theta_raw[11],0.025551592526671527,0.8862616780172836,-1.6161404856263109,-0.6102291257817097,-0.05749232908799122,0.6890792393988507,1.7408846212030114,0.5201,-0.6755803751553625,0.785415598343354
theta_raw[12],-0.07668331058551789,0.9219758105000663,-1.8313540183508352,-0.7355961205169714,-0.08805004956452761,0.5811621071115879,1.7112010041349783,0.5317833333333334,-0.7800986842698729,0.7222300958910677
theta_raw[13],-0.022315162963996844,0.9602462974853702,-1.8742350382849982,-0.6802171279629396,-0.05853433503009234,0.6397242789959919,1.880209203441581,0.52255,-0.7594405899077404,0.7844392445120808
theta_raw[14],0.06489275848098579,0.963747260229004,-1.7362445676045533,-0.5960374658756546,-0.024730724988719505,0.7287746360344143,2.014252022104017,0.5099,-0.6943679969763104,0.8548275864909334
theta_raw[15],-0.033491224493771066,0.9736614266112873,-1.8964452232159685,-0.6971913556662748,-0.0607171191054962,0.6271118382206811,1.9000411717291386,0.52405,-0.777547737177279,0.7857604100724487
theta_raw[16],-0.1648501265980598,0.9779129796400561,-2.0942817262145423,-0.8486325945863995,-0.11626272715467487,0.5149296493811761,1.6732576660436862,0.5446166666666666,-0.8805787449021882,0.6911270377076169
theta_raw[17],0.06992225584756655,0.9740804994148679,-1.748951643981856,-0.5912713179477297,-0.017072911132863404,0.7400844736000323,2.0482607640296155,0.5065833333333334,-0.7003088998577828,0.860706784733366
theta_raw[18],-0.21359125246798816,0.9607412244143646,-2.1080837696765844,-0.9031847371318344,-0.14627679420427492,0.46042451113029403,1.5794364355770079,0.5518833333333333,-0.9096862392271307,0.6436926875980469
theta_raw[19],0.3582321481074543,0.9794429928936019,-1.3182161370642307,-0.3451930924909167,0.10077588253768069,1.1316109090862392,2.291314594148509,0.46,-0.4970561383273174,1.0868110587741115
theta_raw[20],-0.1869141188839329,0.9144301728818298,-1.9654260581705858,-0.8555395836583508,-0.14574560937548833,0.48158035916973035,1.5121757494322052,0.5471833333333334,-0.8648993733383193,0.632362773493113
theta_raw[21],-0.04814720446756689,0.8994973657448248,-1.7422512004015593,-0.6941581495235947,-0.08031513415681901,0.6005289647779248,1.6753757268777063,0.5284833333333333,-0.7430900497640479,0.7307557216045449
theta_raw[22],0.1197303921189279,1.0221537971965962,-1.7427170736093016,-0.576509661473425,-0.0029626744400058427,0.8109676867031836,2.259667765056274,0.5013,-0.6906219560093461,0.9343075569809767
theta_new_raw,-0.04996552306192838,0.9980541560008369,-2.016107552454278,-0.7178376740383559,-0.05882101880578808,0.61930462091688665,1.9097857097037552,0.5227666666666667,-0.8099629912352055,0.7825441013958147
alpha,-0.5010252583932231,10.414419163735456,-20.163790663746248,-7.8063381741741615,-1.34467441523466,6.896710271903266,19.85883803097991,0.5309666666666667,-8.546252650139465,8.606531214005747
theta[1],0.06940116074528248,0.09425008655851146,-0.1211573806460682,0.02410405742916473,0.06941572394812966,0.11396206139994731,0.25921513774829547,0.16386666666666666,-0.06506778458892294,0.09575458664477832
theta[2],0.038242467403259324,0.09592999621060957,-0.20236482953788618,6.414635659799175e-5,0.051956572709840776,0.09426905121987134,0.18926584888152712,0.24978333333333333,-0.0848800502287058,0.07923589534074986
theta[3],0.08469542854271468,0.08746025105687616,-0.07582046328677775,0.03622001875528712,0.07833878454667785,0.12509176925630028,0.28639129538241187,0.11863333333333333,-0.048787402986927936,0.10266242666736951
theta[4],0.04873029875496238,0.08013316390532096,-0.13747223373864836,0.008698689564185881,0.056090643780586744,0.09715761121726448,0.19052648098961267,0.21681666666666666,-0.06375686593620156,0.079871273100419
theta[5],0.048600541609371925,0.0800799137545,-0.13959461002977572,0.008423853304208716,0.05630496112461675,0.09726961498411366,0.18984157380810535,0.21823333333333333,-0.063481325442607775,0.07988864904080122
theta[6],0.03713725732722499,0.10626344408915536,-0.22286020102636292,-6.8241281075819e-5,0.052978881596665445,0.09559402706831446,0.19648442455171597,0.25015,-0.09432470197928772,0.08099297396458467
theta[7],0.07102423482378087,0.092046830351357245,-0.11547338040741667,0.025725509498897445,0.07075643123790161,0.11529622023127144,0.2623127810625037,0.15805,-0.06344354863063807,0.09626639074155617
theta[8],0.06178559468691712,0.08562160290986821,-0.1266163040164174,0.019731935484014685,0.0654047315126368,0.10819135086009786,0.2302348044696082,0.17868333333333333,-0.06428051088241507,0.08921218040920878
theta[9],0.05969802585791063,0.09003344070987354,-0.13979619589143588,0.01816917350806705,0.06452828610647043,0.1079070366644709,0.23011545908656736,0.1865,-0.0700217345700807,0.0894370981625454
theta[10],0.062019680946106666,0.0894083629030935,-0.13354559332740745,0.020507335617397666,0.0658795658644398,0.10911734282844485,0.23192695868114585,0.17778333333333332,-0.06849205596748648,0.09023950738393323
theta[11],0.07428302401768215,0.05507437424862773,-0.03388931334639062,0.03881458590810457,0.07365953893778626,0.10911562004981386,0.18626392054746005,0.08306666666666666,-0.027408560118713808,0.08349545049972006
theta[12],0.06060898618797222,0.06720430722429593,-0.08497875665449398,0.02246731984492046,0.06304009076026953,0.10161919017523491,0.1902412859073205,0.16005,-0.04529033483927456,0.08078779008155022
