# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=11
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 6a_skewnormal_uni - draws_11.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_raw.23,theta_raw.24,theta_raw.25,theta_raw.26,theta_raw.27,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.130885
# Diagonal elements of inverse mass matrix:
# 0.00779552, 0.0600488, 0.0878906, 0.278411, 0.0620293, 0.0658399, 0.142197, 0.0953497, 0.114132, 0.17952, 0.106633, 0.160369, 0.135987, 0.131, 0.0571263, 0.0557628, 0.142101, 0.21265, 0.10515, 0.143676, 0.0755416, 0.4091, 0.280244, 0.0965646, 0.130743, 0.10543, 0.101701, 0.0856826, 0.292222, 0.399736, 30.9998
-19.5919,0.997605,0.130885,5,31,0,33.2008,-0.0796012,0.353921,0.500811,2.57529,0.401659,0.806836,0.67646,0.0887319,-0.00221756,0.933497,-0.0549639,2.34729,0.753671,0.265717,0.0305774,0.573588,0.0958593,0.681297,0.301899,0.253802,0.0673925,1.13734,2.58706,0.772798,0.525172,1.13934,0.757747,0.402792,0.249459,0.26826,6.7178,0.0976465,0.831849,0.0625545,0.205955,0.159812,-0.0481971,-0.080386,0.250783,-0.0990541,0.751156,0.187139,0.0144419,-0.0687792,0.123404,-0.0456745,0.161524,0.0272472,0.0102246,-0.0557495,0.322927,0.836014,0.193909,0.106269,0.323635,0.188582,0.0629555,0.00868768,0.0153417,0.19971
-20.6789,0.993731,0.130885,5,31,0,36.8097,-0.143707,0.31189,1.04921,2.98617,0.0988676,0.997317,1.25388,0.961421,0.000693897,0.71206,1.03858,0.0921555,0.729182,0.917154,0.932453,0.400198,0.441871,1.79051,0.56839,0.206311,0.770886,1.19764,2.11777,1.29632,0.908629,1.17785,0.663929,1.21282,0.751616,1.14812,7.93375,0.183531,0.787652,-0.112872,0.167346,0.247364,0.15615,-0.143491,0.0783771,0.180216,-0.114965,0.0837173,0.142344,0.147116,-0.0188896,-0.00589224,0.414735,0.0335678,-0.0793611,0.0967245,0.229825,0.516803,0.260603,0.139685,0.223654,0.0633655,0.234558,0.0907142,0.214381,0.103192
-28.439,0.956371,0.130885,5,31,0,38.4216,-0.167475,0.280333,1.3073,3.60775,0.62337,1.08136,1.28962,0.398121,0.641172,0.320536,0.640994,2.88882,0.623728,0.703794,0.487218,0.911338,0.657349,0.988223,0.426619,0.963092,0.408328,1.63211,3.66876,1.4924,0.219353,1.41434,1.10432,1.10984,0.385814,0.110794,14.9787,0.199003,0.843895,0.00727607,0.135665,0.194048,-0.0558685,0.0122667,-0.077618,0.0122167,0.642357,0.00737655,0.0298217,-0.0308917,0.088003,0.0168017,0.109556,-0.0478797,0.102511,-0.0530072,0.29006,0.860997,0.250893,-0.105983,0.22901,0.142102,0.143649,-0.0593185,-0.136416,0.0557016
-24.5993,0.830505,0.130885,5,31,0,46.4371,-0.19127,0.296787,1.0605,2.98266,0.265094,1.1855,1.46958,0.422654,-0.0105175,1.42294,0.959173,2.4216,0.869967,1.15124,0.845972,0.667954,0.652703,0.503803,0.450129,1.10366,0.512898,1.44696,3.22269,1.28981,0.73863,1.3615,1.03705,1.39318,1.23392,1.62976,10.7542,0.123473,0.693944,-0.112594,0.160572,0.244882,-0.0658321,-0.194392,0.23104,0.0933998,0.52743,0.0669246,0.150403,0.0598033,0.00696986,0.00244348,-0.041748,-0.057678,0.136283,-0.0390489,0.23817,0.765182,0.191528,0.0279456,0.212807,0.116514,0.222208,0.174942,0.292422,0.0445144
-15.7225,0.99824,0.130885,5,31,0,36.2244,-0.0964967,0.312132,0.780173,3.02898,0.604176,0.827729,0.743958,0.516554,0.0442046,0.981484,0.0967897,0.519085,0.0819029,0.831857,0.460113,0.558545,-0.0120492,2.1796,1.02632,0.050879,0.40123,1.50646,2.18944,0.632242,0.560033,1.28272,0.623196,0.467534,0.198125,0.114118,6.03613,0.14702,0.848946,0.0920858,0.161864,0.135716,0.0647363,-0.0826991,0.209856,-0.0662856,0.0655263,-0.0709322,0.163152,0.0471193,0.0778428,-0.100258,0.583825,0.223849,-0.0806158,0.0287398,0.373717,0.586896,0.100846,0.0783075,0.303881,0.0980226,0.0494355,-0.0346557,-0.0608769,0.1492
-7.70411,0.996638,0.130885,5,31,0,23.198,-0.103872,0.392049,0.556748,2.19221,-0.00538801,0.764696,1.0975,0.52958,0.11761,0.33032,0.188392,0.825396,0.4153,0.903977,0.613454,0.246539,0.39676,1.38895,0.381043,0.145155,0.0173602,1.35743,2.46854,0.895915,0.382316,1.19889,0.387036,0.556324,0.277595,0.432585,11.0666,0.1144,0.755582,-0.105984,0.195926,0.326402,0.103749,-0.0577633,0.0256295,-0.0300131,0.219724,0.058946,0.250531,0.136632,-0.00721687,0.0516774,0.440664,0.0455155,-0.046964,-0.097066,0.428305,0.863917,0.24737,0.0460145,0.366151,0.0478649,0.114234,0.00495854,0.0657224,0.207668
