# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=6
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 6a_skewnormal_uni - draws_6.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.109278
# Diagonal elements of inverse mass matrix:
# 0.00563366, 1.36172, 0.422097, 0.316842, 0.416686, 0.333717, 0.320037, 0.323791, 0.416796, 0.333084, 0.365119, 0.391069, 0.286681, 0.29921, 0.342635, 0.375746, 0.381974, 0.321796, 0.435378, 0.300996, 0.421948, 0.262367, 0.287049, 0.482257, 0.408371, 28.4332
-22.0035,0.943761,0.109278,5,31,0,36.3314,0.0544293,0.0175943,1.42575,0.307854,1.63208,0.364347,1.30663,0.233683,0.177511,0.333934,2.04088,1.8608,0.410593,0.522802,1.46593,1.64915,1.74513,1.40959,1.03143,2.6278,1.3668,0.300962,1.88117,0.550717,1.13853,20.4178,0.0795144,0.0598457,0.0831445,0.0608397,0.0774185,0.0585407,0.0575524,0.0603046,0.090337,0.0871686,0.0616534,0.0636276,0.0802213,0.0834448,0.0851336,0.07923,0.0725765,0.100663,0.0784771,0.0597245,0.0875271,0.0641187,0.0744609,0.0684507
-13.4926,0.957506,0.109278,5,31,0,35.7089,-0.0657831,0.080442,1.30208,0.285909,0.675551,0.485248,2.07938,1.40112,0.711358,1.27969,0.890247,-0.141051,1.51075,0.965637,0.599831,0.361554,1.38375,0.279322,0.589514,1.2287,1.51165,0.686363,1.63199,0.5226,0.408294,5.26109,0.0389592,-0.0427841,-0.0114405,-0.0267488,0.101487,0.0469258,-0.00856007,0.0371577,0.00583011,-0.0771296,0.055745,0.0118946,-0.0175315,-0.036699,0.0455288,-0.0433139,-0.0183614,0.0330556,0.0558168,-0.0105707,0.0654978,-0.0237441,-0.0329391,-0.00272858
-14.1889,0.967092,0.109278,5,31,0,21.975,-0.0552605,0.164457,0.860046,0.123189,1.54998,0.880688,-0.23154,-0.111376,0.447429,-0.0330178,0.236782,2.66167,0.113085,0.146228,1.13119,0.573675,0.0853743,0.162663,0.639025,0.947801,1.1027,0.135714,-0.0705552,0.994697,0.4384,7.18107,0.08618,-0.0350012,0.199645,0.0895746,-0.0933389,-0.0735771,0.0183223,-0.0606906,-0.0163202,0.382469,-0.036663,-0.0312124,0.130772,0.0390843,-0.0412202,-0.0285095,0.0498315,0.100612,0.126086,-0.0329415,-0.0668638,0.108324,0.0168373,0.0747031
-14.4367,0.957545,0.109278,5,31,0,27.3327,0.0194724,0.0679567,0.0745477,0.470243,0.691397,0.28462,2.00322,2.03461,0.274883,1.13392,0.9767,0.0917359,1.21502,1.85137,0.993254,0.520916,1.24416,0.650788,1.30503,0.480107,1.74199,0.584355,1.63039,1.24107,0.991385,6.3052,0.0245384,0.0514286,0.0664575,0.0388142,0.155605,0.157738,0.0381526,0.0965295,0.0858457,0.0257065,0.102041,0.145285,0.0869706,0.0548721,0.104022,0.0636978,0.108158,0.0520989,0.137852,0.0591833,0.130269,0.103811,0.0868436,0.0730247
-13.2168,0.992146,0.109278,5,31,0,24.5285,0.017369,0.10519,1.12186,0.216166,0.303706,0.846934,-0.630003,0.726674,0.679503,1.11031,1.25406,1.14449,0.727293,1.16474,0.29212,0.372424,-0.15738,0.37776,1.26214,0.399031,0.413885,0.357885,0.997009,0.200826,1.25047,1.41225,0.135378,0.0401075,0.0493159,0.106458,-0.0489014,0.0938081,0.0888461,0.134163,0.149284,0.137758,0.0938733,0.139889,0.0480972,0.0565444,0.000814134,0.0571057,0.150134,0.0593432,0.0609057,0.0550151,0.122245,0.038494,0.148907,0.0858657
-9.73032,0.881299,0.109278,5,31,0,22.5283,0.0565974,0.0745905,0.96691,0.39678,1.10278,1.23112,0.904934,1.16077,0.121809,0.414303,0.232219,0.610357,0.0700423,0.216549,1.32754,0.769128,1.29807,0.213165,1.26057,0.220159,0.808149,0.857451,-0.10844,0.882703,-0.0551957,8.07702,0.12872,0.0861934,0.138854,0.148428,0.124097,0.14318,0.0656832,0.0875005,0.0739188,0.102124,0.0618219,0.0727499,0.155619,0.113967,0.153421,0.0724975,0.150624,0.0730192,0.116878,0.120555,0.0485088,0.122439,0.0524804,0.115661
