# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=10
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 5a_halfnormal_uni - draws_10.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.251819
# Diagonal elements of inverse mass matrix:
# 0.0410701, 0.600234, 0.0497307, 1.68308, 0.327455, 0.849642, 1.04755, 1.39338, 1.35762, 1.26495, 0.358083, 1.27655, 0.967224, 1.09909, 0.814601, 1.44451, 0.483016, 1.21829, 1.51454, 1.1223, 0.936448, 0.0904703, 0.29184, 0.906353, 0.192715, 0.743925, 0.409696, 1.10041, 1.17414
-59.8652,0.884065,0.251819,4,31,0,78.1433,0.25689,0.147458,0.889082,0.0665529,0.215674,0.27013,0.130804,0.099251,0.241231,0.120422,0.316426,0.0216017,0.151376,0.0671389,0.016632,0.0134308,0.00272393,0.0386469,0.100453,0.0384501,0.586998,0.465458,0.251506,0.171755,0.228019,0.0944251,0.145494,0.540811,0.123968,0.204969
-64.2329,0.717366,0.251819,4,15,0,77.2579,0.267766,0.188056,0.496044,0.0161769,0.146151,0.218774,0.145727,0.0168176,0.102345,0.0523988,0.337437,0.00947001,0.0557607,0.0821278,0.118837,0.173675,0.0584067,0.0560321,0.0668796,0.0107828,0.00945764,0.558334,0.216352,0.171381,0.341635,0.0744897,0.216964,0.00977728,0.147941,0.213647
-64.1683,0.957836,0.251819,4,15,0,74.6539,0.210417,0.168463,0.624429,0.067057,0.221784,0.163916,0.111771,0.00690294,0.176796,0.0355928,0.281321,0.00535513,0.339553,0.0938161,0.0371974,0.0189703,0.564897,0.215423,0.098371,0.0120998,0.0232156,0.626975,0.273982,0.0111634,0.190292,0.1492,0.143215,0.025483,0.350868,0.167889
-65.6272,0.928607,0.251819,4,15,0,84.212,0.541804,0.218293,1.20691,0.045353,0.104899,0.375792,0.186372,0.0741362,0.140048,0.101672,0.387661,0.00162996,0.0728091,0.0405567,0.0561296,0.205548,0.179341,0.0550962,0.0506194,0.144719,0.211743,0.982245,0.202206,0.0647936,0.39627,0.149953,0.216486,0.280953,0.0622873,0.432297
-61.3725,0.998452,0.251819,4,15,0,76.2046,0.467287,0.263177,0.986196,0.0204514,0.245076,0.19269,0.0561738,0.053097,0.667742,0.062512,0.335042,0.0015982,0.0590835,0.0923811,0.0437612,0.16056,0.425911,0.0555638,0.127382,0.0786944,0.869803,1.04851,0.230002,0.166058,0.335948,0.19873,0.236534,0.173304,0.083358,0.372841
-53.9088,0.998129,0.251819,4,15,0,70.87,0.215638,0.128367,0.672498,0.0897351,0.130877,0.284305,0.0815192,0.0305066,0.00963523,0.108989,0.370644,0.00713338,0.0284198,0.10337,0.0494408,0.0686337,0.265261,0.0553071,0.0418972,0.0812574,0.234874,0.502344,0.187399,0.210644,0.255285,0.106756,0.139218,0.183795,0.140829,0.172054
-53.8593,0.788794,0.251819,3,7,0,71.3659,0.201581,0.225276,0.686252,0.0964951,0.159209,0.206933,0.107489,0.0336538,0.0130084,0.142456,0.361628,0.00652249,0.0337076,0.0556158,0.0425197,0.0672808,0.246511,0.0540424,0.0767167,0.0666532,0.175614,0.514418,0.174982,0.276553,0.262553,0.161613,0.177098,0.158051,0.160625,0.160838
-56.4616,0.922596,0.251819,4,15,0,63.6233,0.217853,0.132046,0.740595,0.0427348,0.177068,0.25342,0.156454,0.0229667,0.0257546,0.0891227,0.299406,0.00583691,0.0590879,0.0147766,0.0314637,0.0775724,0.256661,0.0169404,0.0729773,0.0331514,0.295115,0.549117,0.210331,0.200604,0.353489,0.0680752,0.261562,0.112749,0.281361,0.173821
-65.9126,0.667109,0.251819,4,15,0,77.95,0.301194,0.139786,0.88059,0.00396385,0.140154,0.187176,0.0976474,0.0835319,0.0865945,0.0531411,0.257287,0.0873948,0.14685,0.0018879,0.120087,0.0952994,0.414427,0.0469579,0.00556234,0.168319,0.0710347,0.827128,0.26339,0.170964,0.210092,0.303201,0.0845334,0.532207,0.000947387,0.240318
-69.8791,0.835659,0.251819,4,15,0,88.1666,0.297242,0.109044,0.8165,0.0160127,0.298133,0.280368,0.295586,0.192488,0.346784,0.317662,0.290297,0.0259968,0.125867,0.0124781,0.0512608,0.25422,0.53451,0.0180399,0.00866083,0.0829234,0.060624,0.719969,0.154444,0.318873,0.124558,0.189228,0.233146,0.16496,0.00233686,0.237165
-65.0169,0.905884,0.251819,4,15,0,80.0212,0.220724,0.182035,0.731731,0.0272944,0.0612329,0.19441,0.0288011,0.00374152,0.0783142,0.0150101,0.362712,0.329327,0.0717119,0.0957979,0.0928846,0.00770549,0.0834252,0.295515,0.175855,0.0974441,0.594503,0.516883,0.224496,0.0382407,0.400183,0.124947,0.126275,0.305832,0.521047,0.176112
-56.9333,0.728945,0.251819,3,7,0,74.9822,0.259939,0.167448,0.707414,0.0647444,0.0661076,0.253603,0.0888694,0.0055951,0.150167,0.0173524,0.291546,0.056604,0.14063,0.116152,0.0338094,0.0202539,0.0909987,0.0367359,0.145739,0.203897,0.298408,0.459744,0.190365,0.0803288,0.252178,0.217317,0.176704,0.158744,0.0973442,0.207401
