# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=12
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/Haemoglobin (g per dL) - 6a_skewnormal_uni - draws_12.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.119349
# Diagonal elements of inverse mass matrix:
# 0.00545953, 1.19976, 0.593636, 0.555957, 0.595838, 0.69801, 0.79385, 0.632607, 0.681591, 0.705435, 0.749983, 0.701773, 0.700119, 0.716312, 0.6975, 0.731866, 70.6221
-10.2484,0.924382,0.119349,4,15,0,18.5878,0.18427,0.153931,-0.412045,-0.232581,-0.379949,-0.287265,-0.0315843,-0.801789,-0.392668,-0.751098,-1.53852,-0.756686,-1.9294,-1.49132,-1.48306,-0.276879,-21.6388,0.120843,0.148468,0.125784,0.140051,0.179408,0.0608494,0.123826,0.0686524,-0.0525556,0.0677922,-0.112725,-0.045291,-0.0440192,0.141649,0.0615813
-6.42984,0.331975,0.119349,4,15,0,21.7699,0.144405,0.143727,-1.0773,-0.0690756,-0.880398,-0.0451834,-0.991095,-0.47371,-0.0528193,-0.92609,-1.43354,-0.855691,-1.7324,-2.22817,-0.680968,-0.765351,-14.7505,-0.0104323,0.134477,0.0178678,0.137911,0.00195768,0.0763199,0.136813,0.0113006,-0.0616332,0.0214188,-0.104587,-0.175843,0.0465313,0.0344032,0.0299898
-7.93964,0.675495,0.119349,5,31,0,19.6775,0.0578655,0.0384701,-1.86974,-0.537063,-0.520207,-0.748756,0.105184,-0.605031,-1.57102,-1.05674,-0.496249,-0.866326,-0.509415,-1.97666,-0.450078,-1.15615,-2.37646,-0.0140636,0.0372046,0.0378531,0.0290608,0.0619119,0.0345899,-0.00257181,0.0172127,0.0387747,0.0245378,0.0382682,-0.0181766,0.040551,0.0133884,0.0295735
-9.63283,0.993516,0.119349,4,15,0,14.6479,0.0628468,0.0283772,-1.60841,-0.628672,-0.298844,-0.690624,0.040309,-0.771526,-1.53574,-1.1957,-0.0529551,-0.625289,-0.67989,-2.29506,0.181999,-0.96941,-4.4446,0.0172046,0.0450068,0.0543664,0.0432488,0.0639906,0.040953,0.0192668,0.0289162,0.0613441,0.0451028,0.0435534,-0.00228047,0.0680114,0.0353376,0.0407572
-7.63735,0.984652,0.119349,4,31,0,15.4143,0.0707241,0.0782351,-0.980063,-0.29686,-0.0651808,-0.667732,-0.978789,-1.92066,-0.792727,-0.295079,-0.642846,0.0730363,-0.957583,-2.07684,-0.733318,-0.773279,-4.25962,-0.00595129,0.0474992,0.0656246,0.018484,-0.00585167,-0.0795394,0.00870494,0.0476385,0.0204309,0.0764381,-0.00419259,-0.0917581,0.0133528,0.0102265,0.0099536
-9.4394,0.9811,0.119349,5,31,0,16.7946,0.0282568,0.0218479,-1.37903,-1.8321,-1.17893,-0.782357,-0.321601,-0.112841,-1.03229,-0.70479,-1.0069,-1.97922,-0.52815,-0.144667,-0.798024,-1.42774,-13.1859,-0.00187218,-0.0117708,0.00249955,0.0111639,0.0212305,0.0257914,0.00570332,0.0128586,0.00625804,-0.0149851,0.0167178,0.0250961,0.0108216,-0.0029364,0.0108746
-9.62551,0.990262,0.119349,4,15,0,12.7279,0.0560443,0.0183656,-1.43008,-1.75217,-1.2033,-0.711227,-0.476681,-0.192865,-0.63505,-0.582245,-1.29032,-1.99587,-0.832208,-0.164461,-0.724922,-1.66177,-13.6578,0.02978,0.0238646,0.033945,0.0429822,0.0472898,0.0525022,0.0443812,0.045351,0.0323467,0.0193889,0.0407603,0.0530239,0.0427307,0.0255249,0.0414298
-10.5016,0.973956,0.119349,5,31,0,15.5911,0.00734747,0.00495753,-0.149837,-1.1252,-0.66097,-0.764964,-0.176817,-0.609441,-0.263587,-0.13276,-1.15298,0.557127,-0.589582,-0.779727,-0.7159,-0.401687,-0.960373,0.00660465,0.00176928,0.0040707,0.00355514,0.0064709,0.00432615,0.00604073,0.00668931,0.00163153,0.0101094,0.0044246,0.00348196,0.00379838,0.0053561,0.00460758
-14.1444,0.942985,0.119349,5,31,0,18.8479,0.0265061,0.00250836,-0.541371,-1.34742,-0.687989,-0.620819,-0.758768,-0.767732,-0.609931,-0.5559,-1.3741,-3.07809,-0.398533,-1.14847,-0.238557,-2.24259,-13.6656,0.0251481,0.0231263,0.0247804,0.0249489,0.0246028,0.0245804,0.0249762,0.0251117,0.0230594,0.0187851,0.0255064,0.0236253,0.0259077,0.0208809,0.0245101
-7.32764,0.668307,0.119349,5,47,0,22.568,0.155149,0.109056,-1.39903,-1.35576,-0.404943,-0.480754,-0.0944409,-0.0548589,-0.715651,0.367576,-0.155222,-1.024,-0.581885,-1.37611,-0.290095,0.322933,-1.55054,0.00257681,0.00729528,0.110987,0.10272,0.14485,0.149166,0.077103,0.195235,0.138221,0.0434758,0.091691,0.00507571,0.123512,0.190366,0.0820239
-8.74244,0.433488,0.119349,4,15,0,16.7382,0.166654,0.133389,-1.00242,-1.38754,-0.550952,-0.26931,-0.652926,-0.243129,-0.78229,0.449733,0.185294,-1.04915,-0.534926,-1.14568,0.19449,0.146203,-2.97729,0.0329419,-0.0184288,0.0931632,0.130731,0.079561,0.134223,0.0623053,0.226644,0.19137,0.026709,0.095301,0.0138324,0.192597,0.186156,0.0657639
-5.49475,0.669853,0.119349,5,31,0,12.1486,0.0893606,0.129222,-0.395693,0.113056,-0.49235,-0.418743,-0.0939665,-0.142216,-1.44395,-0.582851,-1.93889,-0.532688,-0.596557,-0.493245,-0.735436,-1.08938,-12.7018,0.0382282,0.10397,0.0257379,0.0352497,0.077218,0.0709831,-0.0972304,0.0140431,-0.161187,0.0205253,0.012272,0.0256223,-0.00567421,-0.0514121,-0.013426
