# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=6
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 5a_halfnormal_uni - draws_6.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
-19.0163,0.943448,0.251072,3,7,0,26.9405,0.259373,0.256267,0.0293505,0.246705,0.529062,0.0724771,0.355185,0.0573729,0.129306,0.20695
-17.3546,0.994787,0.251072,3,15,0,23.7513,0.161573,0.023583,0.0157621,0.166338,0.307023,0.0548193,0.375198,0.113098,0.323696,0.128916
-19.1419,0.833621,0.251072,4,15,0,21.0212,0.472167,0.114141,0.531432,0.196868,0.766268,0.075492,0.383589,0.143673,0.030267,0.376735
-20.7427,0.166909,0.251072,4,15,0,30.5886,0.284034,0.0678014,0.0170359,0.113323,0.101327,0.0549803,0.292203,0.0871587,0.66792,0.226627
-18.1503,1,0.251072,4,15,0,24.1417,0.295111,0.0973464,0.0143091,0.0300813,0.35429,0.0616571,0.414126,0.0947722,0.123312,0.235464
-16.8681,0.982665,0.251072,4,15,0,20.9223,0.251571,0.00954495,0.050388,0.137389,0.233063,0.101254,0.317114,0.042119,0.165041,0.200724
-18.6966,0.957945,0.251072,4,15,0,24.9377,0.562964,0.065028,0.368266,0.266779,0.405561,0.0298396,0.495838,0.0999656,0.446494,0.449181
-17.0127,0.947697,0.251072,3,7,0,21.503,0.337167,0.0705206,0.148391,0.2531,0.861426,0.0305051,0.450269,0.149522,0.528109,0.26902
-15.1613,0.948855,0.251072,4,15,0,19.6508,0.330418,0.0332692,0.166863,0.179201,0.244118,0.195329,0.394777,0.0818303,0.24202,0.263636
-14.1651,0.988673,0.251072,3,7,0,17.2522,0.295093,0.0338901,0.197191,0.229171,0.3227,0.181007,0.414134,0.0834545,0.218635,0.23545
-14.1409,0.864711,0.251072,3,15,0,18.2336,0.273979,0.0788551,0.152421,0.187587,0.451389,0.0807652,0.385079,0.0599473,0.117482,0.218604
-18.1782,0.916026,0.251072,4,15,0,22.8539,0.315521,0.0496088,0.0155017,0.280468,0.855508,0.124464,0.318137,0.183637,0.140884,0.251749
-18.6929,1,0.251072,4,15,0,22.4839,0.179844,0.00480162,0.0186513,0.0877131,0.152491,0.113253,0.313756,0.0574713,0.0576473,0.143495
-16.3091,0.996648,0.251072,4,15,0,19.6686,0.335741,0.187549,0.299362,0.269184,0.540328,0.123518,0.417884,0.170097,0.081978,0.267882
-21.0084,0.629246,0.251072,3,7,0,24.86,0.459106,0.00224532,0.0581586,0.173771,0.80508,0.0623167,0.331506,0.0302707,1.04029,0.366314
-19.0994,1,0.251072,3,7,0,23.5312,0.422928,0.00253024,0.0672767,0.137631,0.847841,0.0797796,0.337279,0.0379353,0.634337,0.337448
-18.5238,0.958715,0.251072,3,7,0,25.2582,0.37564,0.110051,0.0552781,0.0417668,0.309719,0.0562652,0.342787,0.202193,0.413442,0.299717
-19.9541,0.916058,0.251072,3,15,0,23.5296,0.352857,0.00406871,0.0765021,0.0366551,0.318468,0.0654092,0.465088,0.03318,0.230862,0.281539
-22.2361,0.970619,0.251072,3,15,0,26.7546,0.332371,0.00136771,0.0516789,0.023483,0.220482,0.056431,0.408549,0.0499183,0.0777368,0.265194
-20.1347,0.985771,0.251072,3,15,0,26.0546,0.181442,0.124138,0.311029,0.206126,0.376217,0.0300448,0.444828,0.188878,0.388183,0.14477
-20.7205,0.992794,0.251072,3,15,0,22.8513,0.468317,0.0218921,0.034235,0.179274,0.457674,0.0163605,0.428325,0.0435661,0.091875,0.373663
-16.7943,0.98077,0.251072,4,15,0,26.0329,0.410854,0.0944987,0.0584698,0.225575,0.927699,0.128393,0.46821,0.185362,0.734491,0.327814
-17.1657,0.897027,0.251072,4,15,0,21.0841,0.138361,0.0370858,0.13247,0.100235,0.267743,0.0993946,0.274772,0.0717891,0.0149538,0.110396
-16.669,0.977495,0.251072,4,15,0,19.5476,0.193563,0.0438393,0.0339965,0.172889,0.156818,0.0909953,0.387559,0.114309,0.0200742,0.154441
-16.7172,0.968132,0.251072,3,7,0,21.1951,0.183137,0.113679,0.12889,0.154757,0.18935,0.171537,0.406095,0.140023,0.0190976,0.146122
-17.7371,0.863243,0.251072,4,15,0,21.2789,0.420176,0.0195128,0.192314,0.198246,0.509744,0.0387965,0.309764,0.0783256,0.0971406,0.335252
-17.5878,0.964704,0.251072,3,15,0,22.7412,0.29445,0.0108412,0.15276,0.18788,0.643991,0.111172,0.363247,0.0115379,0.08377,0.234937
-19.3228,0.934457,0.251072,3,15,0,20.5572,0.345733,0.0159379,0.264597,0.0448542,0.32713,0.142244,0.341628,0.0143268,0.0732471,0.275855
-20.3379,0.921976,0.251072,3,15,0,27.02,0.238251,0.0320296,0.156215,0.0363988,0.338394,0.125425,0.290331,0.0036004,0.0489066,0.190097
-19.8638,0.972165,0.251072,4,15,0,24.6744,0.473402,0.115882,0.148593,0.0193018,0.866684,0.12692,0.384711,0.00735903,0.575022,0.37772
-19.1721,0.919845,0.251072,3,15,0,24.0839,0.369608,0.0345342,0.181759,0.00453654,0.322013,0.0768754,0.424227,0.0384308,0.501785,0.294904
-20.2358,0.974653,0.251072,3,15,0,24.473,0.250607,0.0109998,0.217011,0.0208552,0.645762,0.0231562,0.325808,0.0443603,0.272609,0.199956
-20.9851,0.958617,0.251072,4,15,0,26.3842,0.235264,0.0771202,0.00819351,0.00432937,0.242056,0.0540291,0.458843,0.135796,0.219137,0.187714
-20.594,0.948686,0.251072,4,15,0,26.0745,0.380584,0.0133436,0.00852294,0.017906,0.632473,0.0526352,0.376258,0.0509311,0.461689,0.303663
-17.5451,0.973885,0.251072,4,15,0,23.1136,0.149823,0.0648357,0.0229281,0.0398927,0.28045,0.143455,0.394697,0.17751,0.120565,0.119541
-19.1229,0.837367,0.251072,4,15,0,23.8815,0.44612,0.00677057,0.206676,0.332558,0.896422,0.111814,0.335749,0.0262557,0.0773908,0.355953
-17.84,0.892636,0.251072,3,7,0,22.367,0.429141,0.0152914,0.177228,0.0693046,0.595911,0.157714,0.368566,0.0165016,0.174152,0.342405
-15.646,0.975945,0.251072,4,15,0,20.5302,0.230639,0.129818,0.0519723,0.108497,0.201097,0.0711767,0.378606,0.0867891,0.299034,0.184023
-17.214,0.945914,0.251072,4,15,0,19.4305,0.183961,0.00844737,0.256114,0.175229,0.165127,0.0855316,0.287729,0.128189,0.0549466,0.14678
-17.0574,0.977683,0.251072,3,15,0,21.828,0.279437,0.0066845,0.138485,0.232587,0.618711,0.201797,0.290343,0.138671,0.258551,0.222959
-18.0966,0.938412,0.251072,4,15,0,20.9141,0.317965,0.00653473,0.167269,0.0834869,0.242446,0.0508899,0.441889,0.0391755,0.341931,0.2537
-20.2479,0.992258,0.251072,4,15,0,22.677,0.147353,0.172728,0.0602044,0.238904,0.0621138,0.0492867,0.263947,0.144167,0.186156,0.11757
-21.1409,0.723308,0.251072,4,15,0,27.7332,0.435798,0.00483382,0.23758,0.123769,0.0261184,0.0787939,0.43492,0.0777737,0.425001,0.347717
-23.8212,0.989888,0.251072,3,7,0,26.6956,0.44902,0.00620632,0.176552,0.304727,0.0067277,0.160516,0.364836,0.0228172,0.530071,0.358266
-19.6336,0.998367,0.251072,4,15,0,25.1674,0.256072,0.0992765,0.199766,0.119236,0.0121376,0.0893508,0.487763,0.155277,0.269083,0.204316
-21.237,0.973885,0.251072,4,31,0,25.1624,0.266409,0.0241011,0.112223,0.186077,0.00079536,0.12858,0.3469,0.0740127,0.327527,0.212564
-17.7106,0.967664,0.251072,4,31,0,24.8052,0.166968,0.00934856,0.0206713,0.181873,0.0768166,0.141745,0.397375,0.110847,0.107139,0.133221
-18.6286,0.780065,0.251072,3,15,0,25.2466,0.38875,0.0166554,0.042352,0.0818309,0.141369,0.139328,0.39132,0.0446917,0.433915,0.310178
-17.6019,0.995743,0.251072,4,15,0,20.7652,0.199232,0.0247407,0.168705,0.18587,0.562485,0.108571,0.449843,0.0155874,0.187769,0.158965
-16.1011,0.994532,0.251072,3,7,0,19.2175,0.247026,0.0180998,0.171019,0.316636,0.289453,0.101183,0.429807,0.0230542,0.235483,0.197099
-17.3551,0.95404,0.251072,4,15,0,20.6987,0.292631,0.068088,0.118625,0.0769987,0.548963,0.108895,0.334158,0.0183633,0.0520091,0.233486
-18.9531,0.798856,0.251072,4,15,0,23.8124,0.213349,0.0314988,0.0223201,0.225103,0.018241,0.121057,0.362887,0.175224,0.278405,0.170228
-19.8819,0.753028,0.251072,3,15,0,24.3943,0.271512,0.0288985,0.028167,0.315909,0.0218189,0.111686,0.354761,0.192883,0.197205,0.216635
-21.7137,0.97636,0.251072,4,15,0,24.8585,0.163082,0.0240663,0.0115142,0.0650381,0.0571847,0.10736,0.461826,0.0449159,0.0228594,0.130121
-18.7831,0.949579,0.251072,4,15,0,29.0268,0.132302,0.0961118,0.0494067,0.161439,0.070325,0.110798,0.216931,0.0656453,0.178887,0.105562
-21.4052,0.929104,0.251072,3,7,0,24.9318,0.162399,0.00852179,0.180045,0.0554593,0.049287,0.124888,0.207957,0.169385,0.0734863,0.129576
-17.9094,0.904781,0.251072,4,31,0,24.0378,0.315254,0.105831,0.0628923,0.19038,0.346475,0.112621,0.239492,0.054914,0.210673,0.251537
-15.8959,0.980144,0.251072,3,7,0,20.7299,0.235598,0.057277,0.183204,0.284765,0.703545,0.133207,0.309266,0.0845041,0.165729,0.18798
-16.6219,0.185963,0.251072,3,7,0,24.0101,0.262226,0.158902,0.0938735,0.153804,0.529079,0.173195,0.284909,0.0916735,0.122614,0.209226
-15.3579,0.985547,0.251072,3,7,0,18.4667,0.28482,0.0117572,0.27931,0.148341,0.30147,0.071727,0.340872,0.0919581,0.366663,0.227254
-16.3942,0.963324,0.251072,4,15,0,18.7523,0.310629,0.123263,0.0463066,0.234072,0.154494,0.146974,0.369856,0.130266,0.157921,0.247846
-15.8508,0.97772,0.251072,4,15,0,20.7611,0.29813,0.0149419,0.150956,0.0337301,0.286635,0.12962,0.33659,0.121198,0.341154,0.237874
-15.1218,0.975728,0.251072,3,15,0,17.7879,0.24285,0.0175592,0.192476,0.0440027,0.474091,0.113926,0.351962,0.100297,0.109888,0.193766
-17.7232,0.971532,0.251072,3,7,0,19.5442,0.154343,0.172895,0.102965,0.0554992,0.235829,0.0550419,0.330031,0.102997,0.0482424,0.123148
-17.7942,0.998465,0.251072,3,15,0,20.5036,0.140438,0.147515,0.0767164,0.0540335,0.254055,0.0624476,0.332715,0.0744055,0.0384902,0.112053
-21.1073,0.822474,0.251072,4,15,0,26.2302,0.37196,0.00162632,0.0554223,0.00595443,0.382825,0.148078,0.425584,0.152254,0.136916,0.296781
-19.551,0.615331,0.251072,4,15,0,27.6923,0.324206,0.00341503,0.0666184,0.00571992,0.376774,0.158189,0.419405,0.16632,0.327121,0.258679
-19.4227,0.86613,0.251072,3,7,0,30.4928,0.27321,0.033662,0.0612461,0.00726061,0.245843,0.158858,0.494603,0.124817,0.515019,0.21799
-20.3877,0.957349,0.251072,3,15,0,23.6744,0.276837,0.00319627,0.0268485,0.00540937,0.452712,0.106708,0.428367,0.111721,0.0889416,0.220884
-20.6383,0.93133,0.251072,4,15,0,25.6179,0.2204,0.192305,0.00323595,0.364108,0.338224,0.0518121,0.363187,0.13966,0.134995,0.175853
-15.3002,1,0.251072,4,15,0,22.8199,0.337068,0.0196224,0.0624458,0.178071,0.325217,0.154745,0.332851,0.144463,0.401751,0.268942
-15.5769,0.99963,0.251072,4,15,0,17.4295,0.22789,0.00959641,0.27559,0.0712366,0.235229,0.110706,0.419085,0.101957,0.15988,0.18183
-15.6988,0.934838,0.251072,3,7,0,21.5936,0.259274,0.155429,0.150321,0.0365443,0.285754,0.0910624,0.377219,0.136502,0.272522,0.206871
-17.1629,0.966181,0.251072,3,15,0,19.4333,0.2698,0.0212866,0.0448916,0.0605147,0.106415,0.11648,0.339578,0.112504,0.35386,0.21527
-17.6699,0.937929,0.251072,4,15,0,22.1665,0.302934,0.0168474,0.0264404,0.0857365,0.113883,0.14341,0.357185,0.104102,0.353655,0.241707
-23.0229,0.929984,0.251072,3,7,0,25.5052,0.388547,0.16325,0.023088,0.06075,0.0276709,0.147511,0.30483,0.105271,0.19585,0.310015
-21.0784,0.901506,0.251072,3,15,0,27.3953,0.283314,0.0735236,0.0212839,0.281428,0.0273292,0.097926,0.320128,0.0866117,0.033928,0.226052
-20.8845,0.714254,0.251072,3,15,0,25.4575,0.174002,0.0392053,0.0126278,0.18806,0.00830528,0.0614259,0.31748,0.0848925,0.0717764,0.138834
-16.252,0.96873,0.251072,4,15,0,23.894,0.201168,0.0380343,0.172214,0.0342013,0.437731,0.156673,0.353858,0.032558,0.242431,0.160509
-15.5843,0.985668,0.251072,4,15,0,18.2747,0.237765,0.074191,0.0994708,0.399234,0.308659,0.0884669,0.430345,0.0972636,0.107193,0.189709
-16.0709,0.980614,0.251072,3,15,0,18.5091,0.407112,0.0245725,0.0664032,0.0808124,0.721775,0.114746,0.451731,0.142054,0.130475,0.324829
-18.4083,0.749789,0.251072,3,7,0,24.7321,0.282202,0.0249825,0.0277768,0.136203,0.854479,0.102851,0.490089,0.0852876,0.451362,0.225165
-16.1369,1,0.251072,4,15,0,20.1383,0.307907,0.0153672,0.121272,0.0675484,0.177476,0.166782,0.390835,0.100346,0.231842,0.245674
-15.7507,0.992074,0.251072,3,15,0,17.4725,0.258424,0.014121,0.266541,0.0349592,0.427269,0.0849429,0.390065,0.144804,0.384419,0.206193
-20.0715,0.845062,0.251072,3,7,0,21.3929,0.246899,0.0134303,0.210389,0.0208281,0.491888,0.0636801,0.384828,0.284615,0.242362,0.196997
-20.523,0.699199,0.251072,4,15,0,27.5392,0.493967,0.0250474,0.05405,0.0287457,0.632923,0.184199,0.464376,0.012479,0.271124,0.394129
-19.5508,0.988945,0.251072,4,15,0,24.1383,0.284411,0.0359016,0.265298,0.0499295,0.370862,0.0669793,0.298856,0.275128,0.451994,0.226928
-19.2474,1,0.251072,4,15,0,21.8795,0.130248,0.0442478,0.0755347,0.133781,0.258144,0.126096,0.416624,0.00632289,0.0905176,0.103923
-18.5826,0.895318,0.251072,3,7,0,23.9352,0.170276,0.112643,0.264882,0.135235,0.239561,0.17263,0.389541,0.00719451,0.223221,0.135861
-19.3401,0.673359,0.251072,3,7,0,30.0817,0.192839,0.0139477,0.0218915,0.203186,0.356045,0.0333282,0.331486,0.0635487,0.0204389,0.153863
-19.2984,0.975777,0.251072,4,15,0,22.3301,0.173417,0.0112444,0.0152748,0.132137,0.136716,0.0364417,0.430255,0.0513475,0.160109,0.138367
-18.7472,0.994114,0.251072,4,15,0,22.2009,0.165819,0.0037485,0.00871804,0.185989,0.235041,0.0606112,0.387867,0.129102,0.0960249,0.132304
-16.6127,0.969311,0.251072,4,15,0,22.2478,0.250355,0.207925,0.110759,0.236752,0.334989,0.0657885,0.338754,0.169965,0.173814,0.199755
-16.3764,0.874106,0.251072,4,15,0,22.0321,0.253794,0.0618983,0.0870513,0.332857,0.388224,0.0738342,0.265917,0.0827124,0.348461,0.202498
-16.2254,0.943788,0.251072,3,7,0,18.6535,0.272667,0.0704817,0.0498495,0.23795,0.327802,0.133183,0.260984,0.103271,0.410828,0.217557
-16.8091,0.870459,0.251072,4,15,0,20.7744,0.20871,0.0148508,0.223907,0.0357196,0.354131,0.082481,0.289225,0.127416,0.0885505,0.166527
-17.6825,0.979513,0.251072,4,15,0,19.9998,0.267686,0.0888134,0.0899554,0.0131974,0.223521,0.146578,0.485607,0.096266,0.277535,0.213583
-15.6088,0.970466,0.251072,4,15,0,21.0491,0.154141,0.0356881,0.181826,0.159879,0.317567,0.0893154,0.270736,0.0730586,0.122877,0.122987
-15.5805,0.979858,0.251072,3,7,0,18.7792,0.22272,0.094421,0.103849,0.0703242,0.242266,0.100262,0.323588,0.0399605,0.181545,0.177705
-19.2673,0.926627,0.251072,3,15,0,21.2986,0.210205,0.00791894,0.0728728,0.325484,0.0551658,0.0945554,0.278897,0.0748983,0.267948,0.167719
-19.2797,0.96353,0.251072,3,15,0,26.295,0.105588,0.00988646,0.108275,0.0310598,0.244113,0.122395,0.342089,0.0987069,0.0426615,0.0842474
-19.2825,0.806408,0.251072,3,7,0,23.3,0.124972,0.0135351,0.0925259,0.0253167,0.335217,0.117668,0.344917,0.111855,0.0203796,0.0997134
-22.1793,0.721299,0.251072,4,15,0,29.0844,0.176881,0.0143346,0.0694191,0.0327996,0.00626536,0.128684,0.270503,0.106519,0.036621,0.141131
-22.0788,0.985261,0.251072,4,15,0,24.1876,0.130152,0.0427418,0.269493,0.0281532,0.0120419,0.116359,0.289874,0.0982424,0.0173435,0.103846
-18.8893,0.98987,0.251072,4,15,0,24.222,0.198672,0.0236684,0.024419,0.269478,0.0179218,0.104674,0.385513,0.0809667,0.141092,0.158517
-18.8368,0.967282,0.251072,3,15,0,22.8767,0.176933,0.0268627,0.0289194,0.177283,0.0141151,0.100651,0.407808,0.0811009,0.0978533,0.141172
-22.0084,0.90491,0.251072,4,15,0,25.0111,0.213431,0.0648676,0.417171,0.0523367,0.05029,0.0278912,0.279465,0.0775519,0.192072,0.170293
-20.7388,0.990271,0.251072,4,15,0,28.6457,0.111866,0.0364138,0.00869277,0.0930917,0.129281,0.0265425,0.30309,0.0409053,0.0405055,0.0892559
-20.9582,0.939713,0.251072,4,15,0,27.8344,0.278261,0.0229494,0.0118117,0.0236242,0.15731,0.202258,0.378882,0.031918,0.337339,0.222021
-21.0627,0.984382,0.251072,3,15,0,23.9146,0.126884,0.0845809,0.330168,0.0231485,0.235397,0.0482726,0.326577,0.0477185,0.0757747,0.101239
-21.3323,0.752204,0.251072,3,7,0,23.83,0.136687,0.0818578,0.389555,0.0241969,0.248406,0.0516473,0.336732,0.0611548,0.0773114,0.10906
-18.793,1,0.251072,4,15,0,23.9183,0.354891,0.0136249,0.00578512,0.321432,0.456764,0.151842,0.289268,0.0975476,0.415084,0.283162
-17.6585,0.919347,0.251072,3,15,0,23.4892,0.506122,0.0587235,0.0691669,0.108546,0.442623,0.10019,0.348797,0.0263218,0.287918,0.403827
-14.9319,0.98951,0.251072,3,7,0,25.1132,0.268643,0.116776,0.101654,0.198518,0.60651,0.0810164,0.325993,0.0759684,0.236187,0.214347
-19.0589,0.945704,0.251072,4,15,0,20.3945,0.23219,0.0126359,0.0138149,0.134685,0.0512154,0.0774059,0.392073,0.0674582,0.164261,0.185261
-16.628,0.990485,0.251072,4,15,0,21.8776,0.200922,0.131798,0.367634,0.132612,0.263834,0.157329,0.373182,0.0477064,0.202792,0.160313
-15.7813,0.88449,0.251072,3,7,0,21.6325,0.200287,0.0895743,0.120202,0.146887,0.53714,0.0880232,0.361183,0.0504065,0.0679478,0.159806
-15.9905,0.993721,0.251072,4,15,0,20.1297,0.170307,0.0251709,0.113477,0.122175,0.0671712,0.128154,0.380439,0.0530968,0.218768,0.135885
-15.6405,0.965167,0.251072,4,15,0,19.5562,0.288733,0.108455,0.0714317,0.28569,0.449729,0.113948,0.355853,0.0257803,0.234457,0.230376
-17.8902,0.872723,0.251072,4,15,0,20.3584,0.311176,0.00547438,0.243925,0.0757206,0.158578,0.0836439,0.438701,0.167216,0.166533,0.248283
-18.964,0.982118,0.251072,4,15,0,21.0008,0.233797,0.00725753,0.172473,0.0596936,0.322033,0.0808035,0.313347,0.168208,0.00942968,0.186543
-23.9173,0.924569,0.251072,3,15,0,29.2039,0.600446,0.161266,0.0160549,0.362189,0.504525,0.011215,0.358485,0.0692,0.0755268,0.479087
-23.8902,0.975783,0.251072,4,15,0,26.7951,0.515354,0.0220556,0.0152641,0.160437,0.928894,0.00647003,0.416749,0.194279,1.38551,0.411193
-22.0442,1,0.251072,4,15,0,26.63,0.515593,0.14321,0.0194176,0.433697,0.479488,0.00903263,0.418972,0.0978871,0.211346,0.411384
-18.4262,0.951867,0.251072,3,15,0,29.1817,0.21303,0.0264133,0.0673904,0.0797095,0.364481,0.0386456,0.372401,0.152113,0.0089723,0.169973
-23.0671,0.967877,0.251072,4,15,0,23.4824,0.237839,0.0053478,0.360407,0.0404943,0.319781,0.0244625,0.363232,0.0500208,0.00557501,0.189768
-18.3178,0.976975,0.251072,4,15,0,26.0354,0.184095,0.100107,0.0146428,0.218403,0.270636,0.203045,0.333402,0.0669002,0.0425433,0.146887
-18.6685,0.948625,0.251072,4,15,0,23.1432,0.209471,0.0082582,0.145983,0.0633851,0.12818,0.0258894,0.321905,0.103464,0.0978521,0.167134
-17.2046,0.999112,0.251072,4,15,0,21.268,0.171315,0.0444841,0.120099,0.199258,0.0533874,0.202747,0.382664,0.0860909,0.0975848,0.13669
-17.1827,0.988896,0.251072,3,15,0,21.4962,0.186685,0.0313655,0.134796,0.206726,0.0629394,0.15591,0.449616,0.178753,0.22299,0.148953
-15.8014,0.829702,0.251072,3,7,0,23.3408,0.380143,0.098543,0.159002,0.175243,0.580065,0.0313998,0.38967,0.0634429,0.353869,0.303311
-16.2192,0.962421,0.251072,3,7,0,18.366,0.419269,0.0900467,0.223018,0.290235,0.680062,0.0417261,0.348736,0.193629,0.34987,0.334528
-15.4469,0.989015,0.251072,3,15,0,18.1621,0.292569,0.0669069,0.252865,0.224617,0.460072,0.0536027,0.315325,0.0674294,0.466583,0.233437
-16.6958,0.783665,0.251072,4,15,0,22.5683,0.517517,0.0700728,0.340666,0.287332,0.802079,0.061107,0.374622,0.0582967,0.173558,0.412919
-17.846,0.944026,0.251072,4,15,0,21.7251,0.173026,0.0303155,0.0326753,0.0825955,0.0591346,0.177486,0.338641,0.163718,0.130439,0.138055
-21.8143,0.943732,0.251072,3,7,0,23.9872,0.236736,0.0236704,0.0283566,0.428225,0.0448119,0.0809647,0.345714,0.105206,0.0161701,0.188888
-22.0098,0.946248,0.251072,4,15,0,24.4962,0.719483,0.0337513,0.208062,0.012332,0.520603,0.0524649,0.322807,0.114608,0.0904249,0.574065
-23.5912,0.966911,0.251072,3,7,0,26.7484,0.695466,0.114209,0.25414,0.0116597,1.24998,0.063193,0.292478,0.0800566,0.12913,0.554902
-20.8296,0.972305,0.251072,4,15,0,30.7696,0.115075,0.00315932,0.0407592,0.092182,0.0416032,0.133364,0.4093,0.10486,0.123463,0.0918168
-18.5846,0.984551,0.251072,4,15,0,24.1935,0.265295,0.124209,0.298654,0.162057,0.302936,0.0601576,0.234394,0.118841,0.0954668,0.211675
-19.997,0.867152,0.251072,3,7,0,26.1467,0.379329,0.0596874,0.119085,0.373718,0.412614,0.248937,0.253699,0.146873,0.178254,0.302661
-15.7026,0.964524,0.251072,2,3,0,22.0517,0.369215,0.0411728,0.111409,0.273792,0.666533,0.104192,0.294859,0.150069,0.127904,0.294591
-15.559,0.969942,0.251072,3,15,0,20.4114,0.266661,0.00288754,0.251176,0.145435,0.346204,0.0906502,0.388955,0.089271,0.294022,0.212765
-16.4383,0.859484,0.251072,4,15,0,24.0697,0.379973,0.0563083,0.0138944,0.113561,0.363709,0.102497,0.440348,0.119028,0.25041,0.303175
-16.1448,0.951412,0.251072,3,7,0,23.5816,0.285603,0.0971574,0.159769,0.152477,0.38851,0.12769,0.540582,0.0947718,0.347095,0.227878
-17.0281,0.994826,0.251072,4,15,0,19.4099,0.17307,0.0269053,0.0965517,0.197962,0.268582,0.13344,0.22817,0.0520261,0.132642,0.13809
-17.3025,0.914567,0.251072,4,15,0,21.4589,0.223252,0.0954395,0.11587,0.0418326,0.130809,0.0985243,0.269118,0.138937,0.181201,0.178129
-19.8264,0.929633,0.251072,4,15,0,24.0256,0.197473,0.020412,0.0054997,0.0874624,0.20516,0.0930839,0.292702,0.025731,0.0804439,0.157561
-17.93,0.989426,0.251072,3,15,0,23.6998,0.247035,0.0316398,0.049397,0.0684828,0.530431,0.0679368,0.359312,0.0365362,0.597059,0.197106
-15.4133,0.967271,0.251072,4,15,0,20.0167,0.203548,0.0847533,0.111073,0.166615,0.431067,0.137199,0.414592,0.0999725,0.0240387,0.162408
-16.5131,0.975799,0.251072,4,15,0,17.8474,0.185428,0.0217936,0.10342,0.0280023,0.181064,0.0995107,0.348935,0.125446,0.0430958,0.14795
-17.0558,0.967664,0.251072,4,15,0,19.0994,0.176085,0.0177678,0.0923115,0.0265592,0.206737,0.0636184,0.373088,0.0663481,0.0614354,0.140496
-17.3266,0.984277,0.251072,4,15,0,21.3367,0.230753,0.115377,0.0146186,0.364555,0.341293,0.13158,0.379599,0.0414718,0.271549,0.184114
-18.1486,0.600935,0.251072,3,7,0,24.5535,0.225925,0.101727,0.00517308,0.157916,0.305528,0.199719,0.3656,0.0542806,0.126694,0.180262
-19.3273,0.995076,0.251072,3,15,0,22.0958,0.140797,0.0440608,0.00301979,0.217114,0.112982,0.082714,0.334119,0.0572586,0.242992,0.11234
