# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=2
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/Haemoglobin (g per dL) - 6a_skewnormal_uni - draws_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta_new,mean_effect
-5.11002,0.872151,0.117272,4,15,0,10.0918,0.172942,0.124504,-1.52122,-0.244636,-1.22364,-0.520936,-0.233601,-0.429241,-0.299185,-1.25984,-0.339486,-1.12946,-1.49539,-1.30466,-0.396235,-1.74371,-11.3461,-0.0164557,0.142483,0.0205931,0.108083,0.143857,0.119499,0.135692,0.0160865,0.130674,0.0323199,-0.0132409,0.0105065,0.123609,-0.0441568,0.0739854
-2.65087,0.917195,0.117272,4,15,0,9.25049,0.1703,0.184616,-0.674169,-0.52556,-1.11943,-0.612696,-1.06606,-0.136869,-0.706038,0.307919,-1.57238,-0.886498,-0.725308,-1.36888,-0.155154,-0.8577,-4.52437,0.0458373,0.0732729,-0.0363658,0.0571862,-0.0265116,0.145032,0.0399539,0.227147,-0.119987,0.00663808,0.0363963,-0.0824176,0.141656,0.0119546,0.0264688
-7.16708,0.865889,0.117272,4,15,0,12.4472,0.11984,0.0967498,-1.27856,-0.2091,-0.0798817,0.185773,0.0715953,-0.41002,-0.265944,-0.828269,0.0804798,-0.912339,-1.5777,-1.17809,-0.359209,-1.26111,-5.61597,-0.00386087,0.0996094,0.112111,0.137813,0.126767,0.0801704,0.0941097,0.039705,0.127626,0.0315712,-0.0328025,0.00585959,0.0850864,-0.00217187,0.04384
-6.77101,0.437179,0.117272,4,31,0,19.5319,0.220968,0.218065,-0.730564,-0.675485,-1.20214,-1.23635,-0.669703,-1.23108,-1.3987,-0.273888,-0.910383,-1.25178,-1.3246,-1.10882,0.293883,-0.0560855,-5.20884,0.0616578,0.0736688,-0.0411764,-0.0486367,0.0749295,-0.0474869,-0.0840378,0.161243,0.0224457,-0.0519999,-0.0678809,-0.0208259,0.285053,0.208738,0.050098
-6.70737,0.952992,0.117272,4,15,0,12.4903,0.212453,0.184763,-0.820005,-0.58823,-1.23234,-1.32423,-0.458405,-1.60727,-1.32579,-0.404272,-1.10769,-1.25367,-1.58973,-1.0257,0.0708108,-0.0840237,-6.14699,0.0609462,0.10377,-0.0152383,-0.0322163,0.127757,-0.0845109,-0.0325045,0.137758,0.00779309,-0.0191792,-0.0812711,0.022941,0.225536,0.196928,0.0669461
-6.59614,0.936852,0.117272,4,15,0,13.0679,0.254408,0.205909,-1.51232,-0.370414,-0.913125,-0.417586,-0.870251,0.0373785,-0.85473,-0.601725,-1.47436,-0.0771296,-1.87153,-1.19254,-0.96701,-0.579601,-11.882,-0.0569914,0.178136,0.0663874,0.168423,0.0752155,0.262104,0.0784115,0.130507,-0.0491765,0.238526,-0.130956,0.00885276,0.055292,0.135063,0.0906951
-7.51163,0.99887,0.117272,4,31,0,14.306,0.172084,0.187232,-0.649902,-0.818833,-1.01346,-0.140507,-0.0808445,-0.997187,-2.17779,-0.800138,-0.629883,-1.5198,-0.62499,-0.61802,0.00568164,-0.158418,-5.20318,0.0504015,0.0187721,-0.0176676,0.145776,0.156947,-0.0146215,-0.235668,0.0222724,0.0541495,-0.112471,0.0550657,0.0563708,0.173148,0.142423,0.0253791
-6.72247,0.768152,0.117272,4,15,0,16.0012,0.120018,0.091548,-1.52789,0.24256,-0.276312,-0.512966,-1.14971,-0.969347,-1.51808,0.131872,-0.497397,-1.25808,-1.25866,-1.44814,-0.753365,-0.563899,-4.32183,-0.0198565,0.142224,0.0947225,0.0730574,0.0147646,0.0312766,-0.0189584,0.132091,0.0744827,0.00484339,0.00479073,-0.0125563,0.0510493,0.0683945,0.0488538
-7.24343,0.655188,0.117272,4,15,0,15.5424,0.144943,0.0952092,-1.71818,-0.894944,-0.160886,-0.337775,-1.37393,-0.134845,-1.27896,-0.561717,-0.0801064,-1.10896,-2.01853,-0.781422,-1.22558,-0.62586,-10.492,-0.0186438,0.0597363,0.129625,0.112784,0.0141322,0.132105,0.0231744,0.0914625,0.137316,0.0393602,-0.0472394,0.0705446,0.0282567,0.0853555,0.0693199
-7.91501,0.91682,0.117272,4,15,0,15.4557,0.165232,0.174227,-0.568288,0.0128848,-1.14762,-0.447241,-0.52874,-0.736758,-1.23395,0.012,-1.36528,-1.44649,-0.514375,-1.90713,-0.385167,-2.73601,-6.54187,0.0662213,0.167477,-0.0347136,0.087311,0.0731116,0.0368693,-0.0497553,0.167323,-0.0726355,-0.0867857,0.0756143,-0.167042,0.0981258,-0.311455,0.0278155
-9.92906,0.666034,0.117272,4,15,0,21.715,0.174512,0.155678,-0.510321,0.0464178,-1.35425,-0.613962,-0.732574,-0.694284,-1.10285,-0.115969,-1.27508,-1.30424,-0.405394,-2.04632,-0.474706,-2.82427,-9.1326,0.0950665,0.181738,-0.0363144,0.0789319,0.0604667,0.0664275,0.00282352,0.156458,-0.0239895,-0.0285283,0.111401,-0.144054,0.100611,-0.265165,0.0510372
-10.9558,0.976529,0.117272,4,15,0,18.1343,0.186811,0.0784237,-2.17651,-1.06334,-0.865407,-0.761574,0.0194437,-1.38502,-0.779841,-0.401312,-1.52126,-1.86308,-1.87909,-1.71584,-1.22284,-1.27742,-2.61575,0.0161214,0.10342,0.118943,0.127086,0.188336,0.0781929,0.125653,0.155339,0.0675091,0.0407016,0.0394466,0.0522492,0.090912,0.0866316,0.128364
-8.41465,0.985148,0.117272,4,15,0,17.146,0.133853,0.103538,-1.33377,-1.51297,-0.739337,-1.06492,-0.867864,-1.38826,-0.197106,-0.455706,-1.88053,-1.47186,-0.753694,-1.82249,-0.264316,-0.952476,-13.5753,-0.00424251,-0.0227963,0.0573039,0.0235935,0.0439964,-0.00988467,0.113446,0.0866704,-0.060853,-0.0185401,0.0558173,-0.0548437,0.106487,0.0352358,0.0514651
-6.74255,0.586368,0.117272,4,15,0,23.1658,0.0783993,0.0932176,-0.745941,-0.869142,-0.506794,-1.48777,-0.906175,-1.06264,-0.496255,-0.165279,-1.51678,-1.68276,-1.08754,-1.02812,-0.372497,0.00253276,-16.0249,0.00886441,-0.00262007,0.0311572,-0.0602871,-0.00607218,-0.0206573,0.0321395,0.0629924,-0.0629911,-0.078464,-0.0229782,-0.0174399,0.043676,0.0786354,0.00416676
-6.271,0.198921,0.117272,4,15,0,14.2907,0.0622774,0.0922697,-0.661,-0.818691,-0.627002,-1.52647,-0.934885,-0.86537,-0.50711,-0.142349,-1.56808,-1.58112,-1.10378,-1.09518,-0.124975,-0.100359,-17.0753,0.00128718,-0.0132629,0.00442411,-0.0785691,-0.0239841,-0.01757,0.0154866,0.0491429,-0.0824089,-0.0836124,-0.0395679,-0.0387745,0.050746,0.0530174,-0.0112172
-5.48512,0.982846,0.117272,5,31,0,12.1138,0.0719401,0.0544182,-0.867837,-0.852888,-1.12045,-0.224052,0.045918,0.263399,-0.725354,-0.386732,-0.0676864,-0.129795,-0.437824,-1.45978,-0.80911,-0.608259,-3.2935,0.0247139,0.0255274,0.0109672,0.0597475,0.0744388,0.0862738,0.0324676,0.0508948,0.0682567,0.0648769,0.0481145,-0.00749874,0.0279097,0.0388397,0.0303935
-2.9643,0.98258,0.117272,4,15,0,12.8434,0.245227,0.366025,-0.588905,-0.0369706,-0.496079,-0.247463,-0.574989,-0.796784,-0.158271,0.0172888,-1.21184,-1.15535,-1.09005,-0.804336,-0.179541,-0.0931811,-3.29476,0.0296734,0.231695,0.0636501,0.15465,0.034767,-0.0464157,0.187296,0.251555,-0.198337,-0.177658,-0.153759,-0.0491799,0.179511,0.211121,-0.0342303
-4.7554,0.69369,0.117272,4,15,0,10.6634,0.256423,0.27112,-1.0294,-0.205646,-0.808949,-0.881919,-1.77673,-0.705349,-1.53895,0.0651424,-0.903307,-0.85511,-1.17336,-1.48268,-0.354167,-1.76333,-5.095,-0.0226675,0.200669,0.0371012,0.0173174,-0.225282,0.065189,-0.160817,0.274085,0.0115187,0.0245858,-0.0616981,-0.145561,0.160401,-0.221651,0.0441507
-3.01867,1,0.117272,4,15,0,11.5327,0.142832,0.132802,-0.952951,-0.982511,-1.07246,0.00775208,-0.0658255,-0.0043008,-0.0820626,-0.288692,-1.1456,-1.34981,-0.911501,-1.00513,-0.916111,-0.752213,-7.08366,0.0162783,0.0123527,0.000407308,0.143862,0.134091,0.142261,0.131934,0.104494,-0.00930658,-0.0364255,0.0217829,0.00934929,0.0211708,0.0429368,0.0379118
-6.54753,0.949249,0.117272,4,15,0,9.93999,0.149906,0.145638,-0.816648,0.176484,-1.23063,-1.16147,-0.622865,-0.605464,-1.46621,-0.32662,-1.09964,-0.752971,-1.16123,-1.30963,0.121274,-2.30258,-4.69827,0.0309717,0.175609,-0.0293193,-0.019248,0.0591939,0.061728,-0.0636296,0.102338,-0.0102426,0.0402455,-0.0192124,-0.0408252,0.167568,-0.185436,0.0362503
-6.7354,0.599272,0.117272,4,15,0,19.0847,0.164717,0.157773,-0.862092,-0.224983,-1.75936,-1.26664,-0.892351,-0.327048,-0.550013,0.130594,-0.884369,-0.714219,-0.911745,-1.57851,-0.419869,-2.68916,-3.94542,0.0287023,0.129221,-0.112863,-0.0351243,0.0239282,0.113118,0.07794,0.185321,0.0251876,0.0520327,0.0208684,-0.0843286,0.0984732,-0.259559,0.042691
-8.78774,0.383947,0.117272,4,15,0,17.5507,0.129524,0.104466,-0.83222,-0.124913,-1.50728,-1.43416,-0.755207,-0.112874,-0.717208,-0.0480194,-0.65735,-1.03851,0.254065,-0.858128,0.486479,-1.34133,-3.03053,0.0425849,0.116474,-0.0279362,-0.0202979,0.0506301,0.117732,0.0545997,0.124507,0.0608529,0.0210348,0.156065,0.0398784,0.180344,-0.0105994,0.0503697
-8.5377,0.316868,0.117272,4,15,0,24.4017,0.116603,0.100486,-1.01248,-0.0342819,-1.77817,-1.14411,-0.868616,-0.275258,-0.706208,0.0941059,-0.681598,-0.995901,0.392154,-1.00513,0.317064,-1.18126,-2.92414,0.0148628,0.113158,-0.0620777,0.00163625,0.0293194,0.0889434,0.0456391,0.126059,0.0481119,0.016529,0.156009,0.0156018,0.148463,-0.00209743,0.0407403
-7.81513,0.98356,0.117272,5,31,0,16.217,0.114007,0.0745346,-1.95087,-0.230571,-1.09739,-0.0461256,-0.0809262,-0.105784,-1.13309,-0.071431,-0.820876,-1.06604,-2.73311,-1.11258,-1.45157,-0.204382,-17.2732,-0.0314006,0.0968213,0.0322129,0.110569,0.107975,0.106122,0.0295523,0.108683,0.0528231,0.0345501,-0.0897045,0.0310812,0.00581434,0.0987733,0.0546362
-7.34982,0.313725,0.117272,4,15,0,15.7406,0.0952003,0.0769374,-1.89039,-0.432865,-1.22279,-0.393097,-0.0855171,-0.288456,-1.23633,-0.0948958,-1.22344,-1.11554,-2.4735,-1.27783,-1.05717,-0.110866,-14.5962,-0.050241,0.0618968,0.0011223,0.0649564,0.0886209,0.0730073,8.06878e-05,0.0878993,0.00107208,0.00937367,-0.0951043,-0.00311219,0.0138647,0.0866706,0.0339567
-7.29262,0.789098,0.117272,3,15,0,18.1502,0.081593,0.0286246,-1.71395,0.0499964,-1.71858,-0.244777,-0.261975,-0.0364521,-0.622686,-0.216832,-0.85801,-1.22829,-1.44935,-0.931758,-1.35396,-0.305391,-8.02086,0.0325318,0.0830242,0.0323994,0.0745864,0.0740941,0.0805496,0.0637689,0.0753863,0.0570329,0.0464337,0.0401059,0.0549219,0.0428366,0.0728514,0.0589294
-8.75625,0.983822,0.117272,4,31,0,13.7037,0.0614855,0.0552038,-0.582623,-1.28648,0.0273075,-0.564338,-0.510181,-1.23352,-1.11056,-0.468257,-1.27752,-1.66847,0.0675325,-1.66602,-0.843633,-1.10224,-5.81506,0.0293225,-0.00953292,0.062993,0.0303319,0.0333216,-0.00660976,0.000178468,0.0356359,-0.00903847,-0.0306203,0.0652135,-0.0304849,0.0149137,0.000637359,0.0180764
-10.6795,0.778365,0.117272,4,15,0,20.9985,0.034366,0.0246487,0.0284965,-0.214843,-1.04775,-0.654718,-1.11083,-2.09961,-0.534616,-0.900611,-0.184386,-1.79877,-0.548756,-2.23882,-0.462701,-1.16861,-3.71782,0.0350684,0.0290704,0.00854037,0.018228,0.00698553,-0.0173866,0.0211884,0.0121671,0.0298211,-0.00997139,0.0208399,-0.0208181,0.022961,0.00556133,0.0153742
-8.56796,0.841551,0.117272,4,19,0,20.7402,0.0638392,0.0890732,-0.299458,-0.251403,-1.90993,-0.456468,-0.571589,-0.663796,-0.652091,0.456282,-0.306831,-0.651755,-0.289364,-1.41194,0.379234,0.30527,-1.27471,0.0371655,0.0414459,-0.106285,0.0231801,0.012926,0.00471279,0.00575539,0.104482,0.0365088,0.00578529,0.0380646,-0.0619271,0.0976188,0.0910306,0.0079222
-7.58775,0.867042,0.117272,4,15,0,12.9484,0.0729128,0.0906993,-0.30208,-0.272936,-1.85096,-0.616254,-0.58339,-0.755617,-0.642499,0.377186,-0.260724,-0.658111,-0.368358,-1.35847,0.156244,0.308795,-2.2164,0.0455144,0.0481578,-0.0949679,0.0170191,0.0199998,0.00437895,0.0146387,0.107123,0.0492654,0.0132227,0.039503,-0.0502991,0.0870841,0.10092,0.00694852
-5.81865,0.139861,0.117272,4,15,0,18.7036,0.157746,0.157045,-1.1079,-0.0584196,-0.976316,-0.749908,-0.593336,-0.00237156,-0.414332,-0.334431,-0.384453,-0.508933,-0.165916,-2.41141,-0.584362,-0.586571,-2.41238,-0.0162439,0.148572,0.00442097,0.0399772,0.064566,0.157374,0.0926777,0.105226,0.09737,0.0778211,0.13169,-0.220954,0.0659754,0.0656284,0.0419937
-4.96756,0.940696,0.117272,4,15,0,10.8097,0.13882,0.151097,-1.10145,-0.805276,-0.307672,-0.824553,-0.669884,-0.731895,-1.17158,-0.233361,-1.23633,-1.91907,-0.951576,-1.17937,-0.174095,-1.13001,-16.7153,-0.027607,0.0171447,0.0923313,0.014232,0.037602,0.0282324,-0.0382034,0.10356,-0.0479867,-0.151146,-0.00496081,-0.0393795,0.112515,-0.0319217,0.0184766
-4.3328,0.288381,0.117272,3,7,0,11.4875,0.152064,0.133253,-1.06036,-1.02861,-0.314488,-0.561739,-0.520165,0.00144033,-1.23011,-0.21625,-1.23598,-1.68724,-1.09418,-1.36332,-0.395795,-1.1079,-16.9576,0.0107676,0.0149978,0.110157,0.0772099,0.0827498,0.152255,-0.0118535,0.123247,-0.0126353,-0.0727667,0.00626059,-0.0296037,0.0993225,0.00443233,0.045927
-4.2718,0.836153,0.117272,4,31,0,11.1842,0.120799,0.127634,-0.983507,-0.552907,-0.830043,-0.571825,-0.398018,-0.281529,-1.71429,-0.591447,-0.784884,-1.75704,-1.31225,-1.37455,-0.0637736,-1.13986,-14.9149,-0.00472971,0.0502293,0.0148574,0.0478147,0.0699984,0.0848663,-0.0980025,0.0453104,0.0206212,-0.103458,-0.0466881,-0.0546399,0.112659,-0.0246857,0.01919
-5.72502,0.672931,0.117272,4,31,0,11.4443,0.0580399,0.100827,-1.1455,-0.0896265,-0.662228,-0.612309,-0.292355,-0.462696,-0.814356,-0.78409,-1.26094,-0.639614,-0.60535,-0.91793,-0.464167,-1.83383,-18.2991,-0.0574574,0.0490032,-0.00873045,-0.00369724,0.0285627,0.0113878,-0.0240689,-0.0210174,-0.0690966,-0.00645029,-0.00299556,-0.034512,0.0112394,-0.126859,-0.0222884
-5.28373,0.250642,0.117272,4,15,0,19.9935,0.0623438,0.0896865,-1.07288,-0.512467,-0.189365,-1.12227,-0.0809903,-0.366206,-1.15749,-0.755758,-1.28298,-0.743919,-0.233535,-0.725152,-0.770021,-1.58228,-14.0197,-0.0338791,0.0163824,0.0453604,-0.0383091,0.0550801,0.0295001,-0.0414671,-0.0054375,-0.0527224,-0.00437568,0.0413989,-0.00269248,-0.0067167,-0.0795655,-0.00903433
-9.80436,0.863738,0.117272,4,15,0,15.6063,0.0721321,0.0434246,-0.62978,-1.48171,-1.44463,-0.40319,-0.515378,-0.165397,-0.508769,-0.627545,-1.49254,-0.660017,-2.33292,-0.667283,-1.02529,-1.0575,-22.9305,0.0447842,0.00778948,0.00939957,0.0546238,0.049752,0.0649498,0.050039,0.0448812,0.00731911,0.0434711,-0.029174,0.0431556,0.0276095,0.0262106,0.0375172
-11.0691,0.366131,0.117272,4,15,0,17.3392,0.08915,0.0536875,-0.407294,-1.4164,-1.16374,-0.482362,-0.969012,-0.131489,-0.409889,-0.640284,-1.53224,-0.820805,-2.41856,-0.295368,-1.0478,-1.24888,-24.4579,0.0672834,0.0131072,0.0266717,0.0632532,0.0371262,0.0820907,0.0671441,0.0547747,0.00688803,0.0450831,-0.0406965,0.0732924,0.0328965,0.022101,0.0463493
-9.12456,0.627442,0.117272,4,31,0,16.4488,0.050564,0.0577734,-1.23234,-1.05294,-0.358342,-0.877976,-0.786897,-0.0966915,-0.635271,-0.703411,-1.85322,-1.50083,-1.82816,-0.0934289,-1.20979,-1.09869,-17.1276,-0.0206327,-0.0102679,0.0298613,-0.00015968,0.00510223,0.0449778,0.0138622,0.00992554,-0.0565026,-0.0361443,-0.0550551,0.0451663,-0.0193294,-0.0129109,0.00454581
-13.3008,0.355787,0.117272,4,15,0,19.61,0.0656499,0.022182,-1.32564,-0.751237,-0.479793,-0.412312,-1.61963,-0.632278,0.0268888,-1.07147,-1.70278,-0.471119,-2.13673,-0.6219,-1.89975,-0.606262,-23.5227,0.0362446,0.0489859,0.0550071,0.056504,0.0297233,0.0516247,0.0662463,0.0418825,0.0278789,0.0551995,0.018253,0.0518549,0.0235097,0.0522018,0.0479672
-11.5846,0.305392,0.117272,4,15,0,21.4462,0.0312812,0.0222989,-1.54916,-0.580025,-0.37591,-0.00564766,-1.13934,-0.110817,-0.337039,-0.670747,-1.06365,-1.03828,-2.07943,-0.424755,-2.26459,-0.931579,-23.4427,-0.0032634,0.0183473,0.0228988,0.0311553,0.0058753,0.0288101,0.0237656,0.0163243,0.00756308,0.00812869,-0.0150878,0.0218096,-0.0192166,0.010508,0.0135054
-13.1443,0.679906,0.117272,3,7,0,22.5965,0.00177458,0.0410189,-1.67479,-0.401105,-0.223196,-0.176897,-1.07477,-0.137199,-0.438835,-0.505633,-0.461754,-1.20586,-2.25085,-0.30735,-2.02534,-1.11716,-24.2406,-0.0669235,-0.0146783,-0.00738067,-0.00548154,-0.0423112,-0.00385317,-0.016226,-0.0189659,-0.0171661,-0.0476885,-0.0905528,-0.0108326,-0.0813029,-0.0440502,-0.030926
-10.076,0.256014,0.117272,5,31,0,21.9606,0.0399278,0.011422,-1.70476,-0.15535,-0.458803,-0.561417,-0.223941,-0.242052,-0.187229,-0.506639,-0.00332551,-0.977649,-1.87687,-1.60653,-1.79635,-0.759456,-20.6456,0.0204561,0.0381534,0.0346874,0.0335153,0.03737,0.0371631,0.0377893,0.034141,0.0398899,0.0287611,0.0184902,0.021578,0.0194099,0.0312533,0.0308251
-9.83775,0.471467,0.117272,4,31,0,17.6629,0.0307869,0.0152563,-2.02111,-0.791087,-0.362145,-0.0647128,-0.175523,-0.154436,-0.125624,-0.657186,-0.375431,-1.37464,-2.1177,-1.38875,-1.61993,-0.520575,-18.0607,-4.78016e-05,0.0187178,0.0252619,0.0297996,0.028109,0.0284307,0.0288703,0.0207606,0.0250592,0.00981503,-0.00152133,0.0095997,0.00607272,0.0228448,0.0186327
-4.06886,0.991692,0.117272,4,15,0,15.1767,0.166356,0.166397,-0.931706,-0.104252,-1.04576,-0.649884,-0.507927,-1.01207,-0.532351,-0.106385,-0.345382,-1.27278,-0.339402,-0.94411,0.386865,-0.162933,-3.52228,0.0113227,0.149009,-0.00765601,0.058217,0.0818383,-0.00204933,0.0777741,0.148654,0.108885,-0.0454302,0.10988,0.0092588,0.230729,0.139244,0.0386376
-5.57321,0.870099,0.117272,4,15,0,11.9334,0.0902765,0.0683709,-0.717277,-0.707097,-0.305558,-0.536495,-0.38964,-0.682968,-1.38,-0.378651,-1.21726,-0.416529,-1.37949,-1.17357,-1.92109,-0.698225,-13.2049,0.0412356,0.0419316,0.0693852,0.0535958,0.0636365,0.0435814,-0.00407498,0.0643878,0.00705125,0.0617981,-0.00404032,0.0100387,-0.0410698,0.0425383,0.0358802
-7.56388,0.571726,0.117272,4,15,0,15.5123,0.0949003,0.0719844,-1.04245,-0.815546,-0.204103,-0.159475,-0.479182,-1.033,-1.45124,-0.423732,-1.54389,-0.184787,-1.3886,-1.07773,-2.19462,-0.401639,-16.9757,0.0198602,0.0361937,0.0802081,0.0834206,0.0604067,0.0205408,-0.00956621,0.0643982,-0.0162355,0.0815986,-0.00505698,0.0173206,-0.0630779,0.0659886,0.0375645
