# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=4
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 6a_skewnormal_uni - draws_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_raw.23,theta_raw.24,theta_raw.25,theta_raw.26,theta_raw.27,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.168341
# Diagonal elements of inverse mass matrix:
# 0.00504216, 0.0562097, 0.0732965, 0.2517, 0.0411525, 0.0537027, 0.128073, 0.0776419, 0.0605173, 0.16851, 0.0841215, 0.137666, 0.120599, 0.126311, 0.0431354, 0.036546, 0.103575, 0.20928, 0.0900223, 0.103759, 0.0521587, 0.404515, 0.281174, 0.0947403, 0.110916, 0.0873936, 0.0921098, 0.0670193, 0.270674, 0.384281, 31.5822
-16.3548,0.927051,0.168341,4,15,0,31.2249,-0.269169,0.386202,1.10766,3.21558,0.46506,1.22471,0.905605,0.533535,0.0984147,0.203076,0.814579,1.40235,0.36579,0.431832,0.568201,0.73262,0.046248,1.03489,0.659414,0.681781,0.776211,0.480164,2.01557,0.9544,1.41427,1.36617,1.11866,0.661389,1.05906,0.642789,10.1963,0.158609,0.972693,-0.0895625,0.203818,0.080577,-0.063117,-0.231162,-0.190741,0.0454225,0.272421,-0.127901,-0.102395,-0.049729,0.0137698,-0.251308,0.130508,-0.0145023,-0.00586429,0.0306047,-0.0837291,0.509248,0.0994219,0.277024,0.258448,0.162857,-0.0137397,0.139843,-0.0209228,0.037504
-18.8069,0.993602,0.168341,4,15,0,30.1084,-0.213506,0.395119,0.820342,2.18183,0.330381,0.937014,1.30819,0.587718,0.190414,0.564501,1.06856,1.53627,0.83906,0.477242,0.866192,0.603325,0.843873,0.749579,0.863106,1.29937,0.558014,0.350961,2.88462,1.23122,0.301659,1.26452,0.907198,1.23084,0.786851,0.904947,6.12684,0.110627,0.648579,-0.0829659,0.156727,0.303386,0.0187131,-0.138269,0.00953969,0.208705,0.393504,0.118023,-0.0249381,0.128744,0.0248799,0.119925,0.0826674,0.127524,0.2999,0.00697635,-0.0748344,0.926264,0.272973,-0.0943145,0.286132,0.144946,0.272823,0.0973943,0.144057,0.097637
-17.0831,0.883201,0.168341,5,31,0,38.2405,-0.194791,0.351096,1.13352,3.13215,0.616059,1.04063,0.716389,1.13002,0.129551,0.457002,0.0508441,1.53019,0.403689,1.21356,0.745417,0.730594,-0.103384,2.00471,0.37642,-0.114516,0.658774,1.47747,2.13754,1.24713,1.29716,1.5985,0.839724,0.762054,0.821136,2.04089,6.43181,0.203183,0.904893,0.0215049,0.170569,0.0567304,0.201956,-0.149306,-0.0343393,-0.17694,0.342452,-0.0530574,0.231286,0.0669219,0.0617175,-0.231089,0.509054,-0.0626316,-0.234997,0.0365022,0.323942,0.55569,0.24307,0.260638,0.366437,0.100033,0.0727633,0.0935065,0.521758,0.0820176
-13.5786,0.89247,0.168341,5,31,0,31.8685,-0.0478103,0.348891,0.640056,2.96254,0.0823751,0.606,0.959012,0.165844,0.109208,0.327238,0.968953,0.882389,0.419655,0.119367,0.526832,0.195336,0.731668,0.356837,0.467352,0.391686,0.148001,0.322251,2.36269,0.845553,0.0745401,0.51655,0.542412,0.723389,0.158523,0.899704,7.43802,0.1755,0.985794,-0.0190704,0.163618,0.286781,0.0100511,-0.00970853,0.0663601,0.290249,0.260047,0.0986037,-0.00616432,0.135997,0.0203407,0.207462,0.076687,0.115245,0.0888454,0.00382575,0.0646202,0.77651,0.247196,-0.0218039,0.132409,0.141433,0.204574,0.0074971,0.266088,0.228082
-15.7855,0.772926,0.168341,5,31,0,32.2681,-0.0778127,0.337489,0.896682,2.6206,0.0891935,0.744524,0.763411,0.33357,0.16966,0.27529,1.17255,1.43086,0.047289,0.466299,0.542717,0.0600924,0.903859,0.595515,0.0664893,0.190208,0.409923,0.381376,1.77774,0.953359,0.43509,0.492479,0.693978,0.592535,0.420993,0.507703,11.3169,0.224808,0.806611,-0.0477108,0.173456,0.17983,0.0347635,-0.0205542,0.0150947,0.317911,0.405086,-0.0618531,0.0795584,0.105349,-0.0575321,0.22723,0.123167,-0.0553733,-0.0136195,0.060532,0.0508976,0.522156,0.243936,0.0690254,0.0883937,0.156398,0.122162,0.064268,0.0935316,0.19042
-10.1406,0.978159,0.168341,4,31,0,25.9404,-0.203629,0.474539,0.320004,2.17911,0.379678,0.718491,0.625217,0.412423,0.012578,0.395494,0.203182,1.18167,1.09364,0.410064,0.437043,0.682188,0.169148,1.05626,0.627161,0.0411623,0.343341,1.10702,2.6938,0.897524,1.00369,1.36594,0.492122,0.735715,1.08396,0.22645,9.76369,-0.0517743,0.830446,-0.0234565,0.137323,0.0930612,-0.00791778,-0.19766,-0.0159514,-0.107211,0.357121,0.315348,-0.00903721,0.00376516,0.120096,-0.123362,0.297609,0.0939836,-0.184096,-0.0407001,0.321698,1.07469,0.222282,0.272664,0.444564,0.0299026,0.145497,0.310751,-0.0961692,0.173029
-11.6802,0.993297,0.168341,4,15,0,26.989,-0.145527,0.49089,0.867195,2.14115,0.176656,0.755799,0.436828,0.451131,0.123919,0.123144,0.396447,0.612259,1.20423,0.754869,0.403719,0.319363,0.754443,1.04861,0.744326,-0.110945,0.11666,0.941273,2.0469,0.574343,0.827293,0.628728,0.566933,0.799181,0.501016,0.695725,4.08546,0.28017,0.90554,-0.0588081,0.225487,0.0689079,0.0759287,-0.0846963,-0.0850763,0.0490849,0.155025,0.445616,0.22503,0.0526549,0.0112454,0.224821,0.369225,0.219855,-0.199988,-0.0882594,0.316535,0.859276,0.136412,0.260583,0.16311,0.132775,0.246783,0.100417,0.195998,0.234916
-14.7748,0.840595,0.168341,4,31,0,26.4947,-0.117449,0.362773,0.835373,3.17428,0.332743,0.579727,0.743161,0.732917,0.107642,0.281515,0.267781,1.06578,0.804238,1.11022,0.730376,0.744736,0.783301,1.10935,0.62025,0.183929,0.473885,1.09108,1.31293,0.867433,0.500662,1.29928,0.588848,0.524386,0.687342,0.205574,10.1349,0.185602,1.0341,0.00326112,0.0928605,0.15215,0.148434,-0.0783994,-0.015323,-0.0203052,0.269189,0.174307,0.28531,0.147512,0.152721,0.166712,0.284995,0.107561,-0.0507244,0.0544639,0.278364,0.358847,0.197232,0.0641778,0.353897,0.0961694,0.0727842,0.1319,-0.0428724,0.170604
-25.5771,0.959665,0.168341,4,15,0,36.3885,-0.290265,0.495129,0.859128,1.69941,0.541187,0.970863,0.950119,0.974336,-0.123106,0.772561,0.0338067,1.15187,0.77783,1.00097,0.453464,0.451732,0.98062,1.12365,0.580723,-0.101193,0.688371,3.4555,2.85022,1.23113,0.328446,1.06366,0.735083,0.944262,0.576798,0.377871,1.61695,0.135113,0.551159,-0.0223084,0.190436,0.180166,0.192156,-0.351219,0.0922516,-0.273527,0.280059,0.0948606,0.205341,-0.0657423,-0.0665998,0.195268,0.266086,-0.00273266,-0.340369,0.0505668,1.42065,1.12096,0.319303,-0.127642,0.236384,0.0736953,0.177266,-0.00467598,-0.103171,0.045727
-19.8725,0.647371,0.168341,4,15,0,43.6684,-0.0771195,0.291884,0.636672,3.07282,0.167044,0.627468,0.337317,0.0729541,0.380976,0.72214,0.763485,1.04022,0.284839,0.651622,0.708866,0.595104,0.711773,1.24729,0.188384,0.319998,0.520476,-0.020448,1.09177,0.515666,0.78033,1.02415,0.594806,0.525449,0.137194,0.646748,18.3122,0.108715,0.819787,-0.028362,0.106028,0.0213378,-0.0558254,0.0340812,0.133661,0.145729,0.226503,0.00602037,0.113079,0.129787,0.0965819,0.130635,0.286944,-0.0221334,0.0162827,0.0747991,-0.083088,0.241551,0.0733951,0.150646,0.221815,0.0964947,0.0762507,-0.0370748,0.111656,0.155424
-17.1842,0.878936,0.168341,5,31,0,32.9305,-0.0791329,0.411101,0.445521,1.89721,0.214016,0.460697,0.710987,0.655018,0.142731,0.766517,0.114932,1.46768,0.299946,0.865112,0.0913403,0.182204,-0.0732797,1.85513,0.463394,0.104344,0.256961,1.88219,2.875,0.369064,0.014782,1.11504,0.343702,0.900564,0.545361,0.312156,10.0641,0.104022,0.700815,0.00884953,0.11026,0.213155,0.190146,-0.0204558,0.235983,-0.0318844,0.524232,0.0441754,0.276516,-0.0415828,-0.0042284,-0.109258,0.683513,0.111369,-0.036237,0.026504,0.694637,1.10278,0.0725898,-0.073056,0.37926,0.0621636,0.29109,0.145066,0.0491949,0.247271
