# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=7
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 5a_halfnormal_uni - draws_7.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.28
# Diagonal elements of inverse mass matrix:
# 0.182668, 1.42738, 1.06519, 0.919101, 0.748098, 0.533045, 0.0358977, 0.755907, 1.28662
-17.8885,0.956548,0.28,4,15,0,24.4124,0.18741,0.0659572,0.0769457,0.241736,0.220666,0.123469,0.516991,0.0447469,0.124622,0.149531
-16.6184,0.996342,0.28,4,15,0,19.9609,0.482102,0.0520378,0.0734106,0.108945,0.680273,0.120843,0.297839,0.183612,0.576447,0.384662
-19.4953,0.726988,0.28,4,15,0,22.7904,0.506073,0.0285624,0.0491692,0.101862,0.738421,0.0854899,0.290145,0.22584,0.16523,0.403788
-17.0257,0.983736,0.28,4,15,0,25.9673,0.263693,0.0168144,0.155684,0.0222405,0.365463,0.0809948,0.368612,0.0895324,0.0431115,0.210397
-19.6859,0.867708,0.28,3,7,0,24.8392,0.319406,0.00756844,0.215635,0.0217236,0.700224,0.148553,0.460063,0.221167,0.0667795,0.254849
-21.8127,0.564158,0.28,4,15,0,25.928,0.173583,0.0463834,0.065599,0.0824443,0.166603,0.130636,0.231308,0.00169578,0.0715008,0.138499
-18.0342,0.977084,0.28,4,15,0,25.2514,0.267976,0.00204324,0.157054,0.0687428,0.220948,0.0953471,0.423037,0.203237,0.189994,0.213814
-18.4642,0.993597,0.28,4,15,0,21.6305,0.282623,0.00134212,0.175359,0.229188,0.833239,0.190238,0.417934,0.109876,0.24342,0.2255
-19.3943,1,0.28,4,15,0,20.8708,0.220435,0.000512414,0.133983,0.146266,0.0772206,0.0621419,0.361384,0.115742,0.252988,0.175882
-19.0358,0.962184,0.28,3,15,0,22.708,0.242387,0.000749063,0.178021,0.126604,0.107754,0.0615381,0.33804,0.101081,0.224825,0.193397
-19.4748,0.977593,0.28,3,15,0,22.8682,0.193625,0.00294059,0.163512,0.206092,0.0212607,0.165547,0.338523,0.062184,0.186243,0.154491
-20.1069,0.964859,0.28,3,15,0,21.4877,0.165877,0.00127171,0.0955319,0.12776,0.012038,0.121993,0.344873,0.0934389,0.198835,0.132351
-22.7151,0.862873,0.28,4,15,0,24.4215,0.243621,0.00215113,0.0285384,0.125816,0.0172902,0.105182,0.351403,0.168296,0.0333086,0.194382
-17.2759,0.876182,0.28,3,7,0,27.0281,0.176406,0.0113255,0.0491595,0.15883,0.0435853,0.122736,0.369933,0.0643217,0.195155,0.140752
-17.4845,0.886184,0.28,3,15,0,22.7447,0.353681,0.140989,0.0888094,0.0597317,0.9228,0.0726749,0.411641,0.163565,0.215417,0.282197
