# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=6
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 5a_halfnormal_uni - draws_6.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.132142
# Diagonal elements of inverse mass matrix:
# 0.710437, 1.88095, 1.92523, 1.9703, 1.85064, 1.73893, 1.74631, 1.87676, 1.85764, 1.9449, 1.90441, 1.66629, 1.68618, 2.0532, 1.8536, 1.75888, 1.73661, 1.9031, 1.98785, 1.44111, 1.80529, 1.78014, 1.9697, 1.91273
-40.0704,0.93954,0.132142,4,31,0,53.7185,0.0586432,0.0209032,0.0331403,0.0197651,0.0193722,0.0412225,0.0814994,0.0212881,0.0155776,0.0847707,0.0723644,0.0726884,0.00674031,0.00024863,0.0653104,0.0507486,0.024455,0.0513789,0.0231099,0.0910752,0.0456701,0.00345034,0.0612628,0.0752394,0.0467905
-34.6955,0.88383,0.132142,4,31,0,54.1971,0.116607,0.182765,0.106841,0.0646097,0.0671458,0.0450504,0.0391145,0.120102,0.128637,0.0570203,0.0831499,0.0983677,0.00218127,0.0831781,0.125104,0.0936217,0.12804,0.0516109,0.0729482,0.133561,0.0781643,0.0124517,0.0416447,0.0396368,0.0930391
-34.1404,0.971433,0.132142,4,31,0,43.7853,0.114542,0.0537161,0.0672869,0.237005,0.126806,0.0714773,0.153156,0.128448,0.084988,0.122384,0.140573,0.089803,0.0450397,0.14684,0.0410306,0.0917407,0.035711,0.0709161,0.00352466,0.225477,0.0370516,0.0342121,0.137942,0.264006,0.0913916
-32.8499,0.980545,0.132142,4,31,0,40.8197,0.139049,0.0244449,0.0699202,0.0834622,0.0583433,0.0566863,0.127831,0.237586,0.201948,0.203858,0.0453215,0.133412,0.0432794,0.1491,0.145006,0.0671937,0.0378856,0.209932,0.0173219,0.131858,0.0588107,0.127981,0.129482,0.0518596,0.110945
-34.1732,0.93867,0.132142,4,15,0,42.3839,0.0759213,0.05974,0.0725193,0.0292374,0.0851332,0.0330988,0.0573276,0.0261454,0.00934195,0.0209612,0.12978,0.0582623,0.113528,0.0383579,0.0708877,0.132464,0.0104683,0.0239459,0.062263,0.121038,0.0800325,0.0525908,0.105145,0.13174,0.0605765
-40.5604,0.844165,0.132142,4,15,0,51.0171,0.109808,0.0535909,0.0503506,0.0356598,0.0524683,0.143555,0.115347,0.0483713,0.00923257,0.0134861,0.121368,0.162246,0.178582,0.0592248,0.0336675,0.10246,0.00940901,0.170801,0.0460177,0.088905,0.212052,0.047405,0.0337179,0.124893,0.0876141
-39.2508,0.980578,0.132142,4,31,0,53.231,0.120157,0.0806249,0.11795,0.010642,0.085028,0.065145,0.071495,0.155751,0.0574515,0.00235646,0.018696,0.0344163,0.0193764,0.157113,0.221094,0.0662981,0.0311653,0.0886928,0.115836,0.110604,0.0130928,0.0950935,0.272931,0.109838,0.0958713
-46.5974,0.998582,0.132142,4,15,0,54.8702,0.121141,0.12992,0.0985677,0.00551041,0.228984,0.0483214,0.0272424,0.163203,0.303437,0.00215887,0.238575,0.0361198,0.00731062,0.0977724,0.105763,0.0222059,0.0188293,0.149926,0.133559,0.0870546,0.00307451,0.129319,0.147836,0.146831,0.0966562
-40.0032,0.757831,0.132142,5,31,0,58.2136,0.100835,0.0903195,0.077243,0.0726166,0.0139615,0.1436,0.0553392,0.0728269,0.0101613,0.0168035,0.0206221,0.168614,0.0253584,0.0311719,0.126421,0.0196978,0.230277,0.0748001,0.0247456,0.143572,0.0405484,0.00885458,0.0887138,0.0649039,0.0804548
-36.6339,0.992406,0.132142,4,15,0,47.8213,0.0686945,0.0635788,0.0423432,0.0814362,0.0149746,0.0298646,0.0444937,0.0747561,0.0162788,0.128425,0.0500535,0.0215329,0.0102702,0.105306,0.0252642,0.114644,0.0110457,0.0764269,0.00471884,0.0856844,0.018456,0.098058,0.0548804,0.07815,0.0548103
-38.2875,0.917634,0.132142,4,15,0,47.8034,0.0919976,0.131679,0.0400436,0.109498,0.0198194,0.174538,0.148237,0.0672254,0.0289124,0.0346211,0.12463,0.0188044,0.00933478,0.0726064,0.0454878,0.0704989,0.0470329,0.0597181,0.00966227,0.110795,0.01612,0.0695132,0.0789185,0.00800864,0.0734035
-40.9565,0.941926,0.132142,4,15,0,52.1017,0.0992294,0.125915,0.0472729,0.0313017,0.0330503,0.0418604,0.0435548,0.234246,0.0207503,0.0725325,0.0371002,0.00597978,0.00464959,0.185441,0.0732841,0.155735,0.0352986,0.0664979,0.0221615,0.140951,0.0517446,0.120095,0.0941916,0.00410734,0.0791736
-39.4891,0.966072,0.132142,4,15,0,46.414,0.117884,0.129092,0.0316334,0.0360229,0.0296961,0.0447874,0.0493314,0.188037,0.0213152,0.0988283,0.0472221,0.00601646,0.00488674,0.109434,0.0842106,0.152291,0.0482171,0.0658957,0.0223507,0.212121,0.0681975,0.0863921,0.116842,0.0071371,0.094058
-40.1684,0.983637,0.132142,4,31,0,51.5722,0.0786194,0.0416674,0.105435,0.204214,0.0818767,0.105618,0.0417121,0.011532,0.052914,0.0907303,0.00709992,0.0486233,0.00572791,0.0728174,0.13074,0.0472609,0.107095,0.0548062,0.00817653,0.110957,0.0311461,0.0238119,0.092133,0.235038,0.0627293
-41.5714,0.909103,0.132142,4,31,0,51.3506,0.0766047,0.0134821,0.0328787,0.0156754,0.0590458,0.0240456,0.077035,0.0103137,0.0852841,0.0598525,0.190053,0.0165505,0.0116431,0.0585962,0.0397059,0.0142065,0.0221595,0.10415,0.0369845,0.075497,0.0649242,0.112147,0.0182931,0.00660673,0.0611217
-43.8191,0.965561,0.132142,5,63,0,53.6711,0.0232767,0.0592726,0.0516643,0.0391733,0.013257,0.0104901,0.0112055,0.017231,0.0388937,0.0165864,0.000236329,0.00129056,0.0380877,0.0250584,0.0133894,0.00976636,0.00389625,0.0074781,0.0130144,0.021697,0.020985,0.0224907,0.00764757,0.0306099,0.0185721
-42.3899,0.95914,0.132142,4,31,0,53.5454,0.0182389,0.0260162,0.0174709,0.0298209,0.0119078,0.0254865,0.0130686,0.00210889,0.0241291,0.0162658,0.00147558,0.00177168,0.0159948,0.0297085,0.00285454,0.0126299,0.0215006,0.00363585,0.0121285,0.054819,0.0227765,0.0135328,0.00665839,0.0404624,0.0145526
-46.686,0.862186,0.132142,5,47,0,58.7726,0.03843,0.0224019,0.020973,0.0181181,0.015385,0.0144834,0.0236325,0.0632751,0.023273,0.0148625,0.0618727,0.0863427,0.0357348,0.0085218,0.0571233,0.0215535,0.0255535,0.00300997,0.00188014,0.000571763,0.00925866,0.00848808,0.0622846,0.00250977,0.0306627
-40.8842,0.988101,0.132142,4,31,0,56.8326,0.0281727,0.0110039,0.0130846,0.0120404,0.0120363,0.017704,0.0218702,0.0270194,0.0303785,0.0062343,0.0437422,0.0469244,0.0313943,0.0486989,0.030181,0.0264316,0.0428307,0.00271796,0.0103142,0.0014832,0.0393117,0.00797313,0.0538461,0.00309266,0.0224786
-41.225,0.99047,0.132142,4,15,0,52.0084,0.0288033,0.0183349,0.0125487,0.014123,0.00834978,0.0149675,0.0251607,0.0353191,0.0281864,0.00541033,0.0446504,0.0464081,0.0316951,0.0506359,0.0267671,0.0320335,0.04292,0.00252918,0.0111413,0.00116825,0.0368871,0.00754034,0.0523278,0.00311335,0.0229817
-40.261,0.933456,0.132142,4,15,0,50.6079,0.0298902,0.0710524,0.0405885,0.0254484,0.026226,0.057107,0.0143014,0.0133751,0.0109476,0.0124189,0.0322353,0.0383848,0.040338,0.0160549,0.058738,0.0307059,0.0288831,0.00540009,0.0183653,0.00208324,0.0365333,0.00994528,0.0103382,0.00387078,0.0238489
-39.7972,0.899388,0.132142,4,15,0,50.2475,0.035419,0.0772693,0.0461047,0.0293893,0.0246748,0.0421771,0.0147142,0.0168477,0.0140373,0.0157763,0.0256759,0.0319123,0.0440333,0.0141691,0.0492833,0.040677,0.0318676,0.00467535,0.0218696,0.00194716,0.037322,0.00998947,0.0107605,0.00348838,0.0282603
-43.7968,0.933188,0.132142,5,63,0,57.0785,0.016972,0.00419879,0.0131462,0.0131966,0.00636134,0.00465964,0.0089966,0.0294175,0.0127436,0.0160822,0.0212847,0.0301333,0.0138263,0.0322354,0.0110597,0.00874794,0.0254366,0.0559568,0.0165367,0.00662806,0.0224768,0.00799963,0.0175859,5.47391e-05,0.0135417
-43.6126,0.659345,0.132142,5,63,0,58.9654,0.0986425,0.025688,0.0317025,0.0951372,0.00266918,0.159004,0.0189742,0.10964,0.150815,0.0546812,0.0610401,0.134016,0.0647041,0.0725961,0.0264621,0.066411,0.0954757,0.00135658,0.0467539,0.0333311,0.0598515,0.0168021,0.0715716,0.267272,0.0787053
-44.2384,0.975818,0.132142,5,31,0,55.1676,0.0732071,0.0105817,0.127773,0.0238207,0.0151365,0.0590249,0.00696126,0.0516321,0.070878,0.0600904,0.0287878,0.089691,0.0304783,0.0448184,0.00271258,0.0147544,0.0179615,0.17632,0.0133824,0.051095,0.0303639,0.0792985,0.0344835,0.00279181,0.0584108
-49.9209,0.88777,0.132142,4,15,0,62.4263,0.0613333,0.00237786,0.0484032,0.0229346,0.0121657,0.070494,0.00421694,0.10423,0.101048,0.00701469,0.0272107,0.0949418,0.0116489,0.0112321,0.00563401,0.00180929,0.0257989,0.0261702,0.0131591,0.197803,0.0632237,0.0820275,0.0633853,0.00231753,0.0489369
-45.4092,0.933492,0.132142,5,31,0,59.7025,0.0466267,0.100181,0.0135672,0.0624717,0.0810003,0.0223439,0.093361,0.0176785,0.00820106,0.043899,0.0852253,0.0105446,0.0238938,0.0486498,0.0170579,0.126107,0.0104156,0.00252905,0.0558615,0.0027829,0.0174376,0.018568,0.0505644,0.0317466,0.0372027
-42.777,0.937899,0.132142,4,31,0,55.0738,0.0646615,0.0748664,0.0168035,0.0712407,0.0669928,0.0217119,0.0899501,0.0194572,0.00965561,0.051628,0.114925,0.0156311,0.046532,0.0453018,0.0182778,0.0658373,0.013878,0.00199994,0.0504872,0.00456222,0.0368026,0.0135497,0.0400386,0.0225851,0.0515924
-45.3102,0.988061,0.132142,4,15,0,55.8423,0.0669094,0.0568128,0.0548119,0.071714,0.0383465,0.0215949,0.00616852,0.144533,0.0147806,0.046453,0.0237471,0.0127961,0.0940609,0.0809266,0.0111779,0.0710163,0.188023,0.0395791,0.0561175,0.00229834,0.0324048,0.00647322,0.07955,0.0157033,0.053386
-43.745,0.957204,0.132142,5,31,0,58.7599,0.100233,0.0662133,0.0664091,0.0849202,0.0225146,0.00522633,0.122489,0.00720472,0.0751516,0.0858809,0.109617,0.0820256,0.0332269,0.0324238,0.0253392,0.0268648,0.00125844,0.0672304,0.0478875,0.308788,0.0926643,0.00823024,0.0770717,0.0647688,0.0799744
-39.4994,0.713692,0.132142,4,15,0,53.3881,0.0730438,0.0598619,0.0179381,0.0167758,0.0193819,0.0104794,0.0196803,0.067142,0.0458539,0.0463394,0.0388851,0.0535945,0.08698,0.0849169,0.0339605,0.093945,0.0015993,0.0437092,0.0371955,0.00698358,0.032568,0.107016,0.0630765,0.0615106,0.0582805
-40.3256,0.984733,0.132142,4,31,0,50.9905,0.063308,0.0422363,0.0298068,0.0199068,0.0350423,0.00959233,0.00989147,0.0645076,0.032018,0.0832617,0.061541,0.126463,0.10274,0.171073,0.0221269,0.110384,0.00494741,0.0347433,0.0421475,0.0147294,0.0244627,0.0529444,0.0534016,0.100649,0.0505125
-43.0312,0.820884,0.132142,4,31,0,58.5099,0.0820275,0.145552,0.0312882,0.021896,0.0285163,0.178639,0.032837,0.151929,0.0578336,0.0310645,0.024322,0.0262599,0.0397345,0.00862347,0.0175777,0.031057,0.0100661,0.185854,0.111799,0.0386936,0.0417045,0.0778834,0.151535,0.00896584,0.0654485
-38.1529,0.926521,0.132142,4,15,0,53.5843,0.0692177,0.0662167,0.140838,0.139413,0.128795,0.0303779,0.0104703,0.0201971,0.0989165,0.0754392,0.0139251,0.0700115,0.0215907,0.0723568,0.0238254,0.12172,0.0435188,0.0520639,0.0346867,0.202918,0.0099897,0.0194861,0.0668496,0.0523718,0.0552277
-38.595,0.864343,0.132142,4,15,0,46.4503,0.0734888,0.113365,0.0550741,0.08993,0.0523273,0.0179362,0.0337594,0.0302999,0.12231,0.0824434,0.0161565,0.0464776,0.0440149,0.128885,0.0430819,0.136449,0.0371006,0.0213151,0.191095,0.0302963,0.0120443,0.0571191,0.128087,0.0260428,0.0586356
-38.6112,0.968715,0.132142,4,15,0,50.0038,0.10435,0.0572498,0.0295772,0.135725,0.130684,0.0304185,0.0122134,0.187898,0.0745424,0.0404692,0.202611,0.0975467,0.0503898,0.0371582,0.125253,0.0685398,0.11384,0.225639,0.018617,0.0462547,0.00611122,0.0860174,0.0362516,0.234201,0.0832594
-43.3558,0.979306,0.132142,4,15,0,55.4142,0.151397,0.245134,0.0861174,0.18814,0.024811,0.02935,0.194199,0.072397,0.214568,0.0398957,0.0406117,0.0686331,0.155889,0.0162083,0.180434,0.269213,0.0575817,0.0662813,0.213043,0.132138,0.00191999,0.0360689,0.0104907,0.0329637,0.120797
-37.3012,0.990447,0.132142,4,15,0,50.7566,0.102472,0.047225,0.0876016,0.077617,0.202156,0.00675462,0.040556,0.126307,0.0483016,0.175723,0.165249,0.112285,0.0495071,0.0141265,0.0669103,0.0356423,0.033872,0.168156,0.012672,0.166845,0.0149937,0.0982324,0.253635,0.0811721,0.0817609
-37.8782,0.827361,0.132142,4,31,0,47.4042,0.103556,0.1043,0.0687473,0.0720817,0.0102506,0.0725768,0.0908607,0.0671102,0.0325017,0.0268149,0.0158887,0.0575038,0.125268,0.0289584,0.135761,0.104313,0.00416054,0.0458109,0.147132,0.149754,0.143256,0.0704186,0.0123493,0.110714,0.082626
-38.9448,0.949485,0.132142,4,31,0,50.572,0.0363151,0.0391006,0.00915259,0.0549447,0.0171289,0.00766752,0.0316202,0.0533203,0.0466522,0.0749832,0.0860794,0.00398535,0.0195176,0.0210024,0.033003,0.0365483,0.0172685,0.0427155,0.0121329,0.0738854,0.00266333,0.0521779,0.0118142,0.0178675,0.0289753
-43.2219,0.849922,0.132142,4,31,0,52.308,0.0749436,0.0304037,0.0145466,0.0157355,0.179442,0.0418764,0.0891497,0.0538313,0.0313184,0.0365964,0.0359147,0.00561835,0.043612,0.0459916,0.100807,0.064816,0.171026,0.139183,0.0158485,0.124429,0.00435641,0.0140486,0.0857585,0.204611,0.0597964
-43.6181,0.986219,0.132142,4,15,0,56.7908,0.156692,0.125536,0.0353684,0.00959928,0.0407553,0.0769032,0.153012,0.250533,0.0166417,0.132574,0.0630511,0.0102391,0.00828837,0.207249,0.17551,0.0704093,0.0639936,0.141169,0.00406579,0.223213,0.00264899,0.124883,0.12786,0.0818188,0.125022
-43.4333,0.974716,0.132142,4,31,0,57.7006,0.20005,0.198144,0.0316339,0.0172304,0.173369,0.17381,0.0721357,0.041301,0.0193389,0.135443,0.103802,0.0731092,0.0174953,0.105254,0.0669064,0.0194707,0.232429,0.103372,0.0102974,0.122638,0.00714236,0.120456,0.243573,0.217016,0.159617
-39.6527,0.985717,0.132142,4,15,0,51.9529,0.0961765,0.0991288,0.0869361,0.0379622,0.26362,0.138372,0.0903896,0.0277373,0.0286853,0.0766267,0.0755589,0.0884082,0.0205478,0.11538,0.0675832,0.0187659,0.107622,0.265216,0.0105292,0.1916,0.0145188,0.131315,0.185487,0.171312,0.0767378
-39.456,0.960162,0.132142,4,15,0,52.4783,0.0950369,0.0480621,0.143797,0.23295,0.0358374,0.0291392,0.170813,0.0441762,0.0061296,0.153463,0.189295,0.0106434,0.00642043,0.0867147,0.0352397,0.0373623,0.0315467,0.109687,0.0400662,0.151167,0.0523489,0.0655335,0.147867,0.0739568,0.0758285
-45.1365,0.882678,0.132142,5,47,0,57.2484,0.0744399,0.0515747,0.0334502,0.033858,0.0435456,0.0549418,0.00638493,0.0136518,0.023242,0.0502455,0.023411,0.167089,0.00633843,0.000654697,0.129235,0.0674659,0.0842779,0.0166339,0.0309092,0.179615,0.0120412,0.0169232,0.0247646,0.0249901,0.0593945
-42.965,0.947711,0.132142,5,63,0,59.8503,0.204562,0.149032,0.176428,0.357634,0.00475401,0.126828,0.0215821,0.176026,0.0421894,0.208527,0.284326,0.0170109,0.136808,0.000659514,0.0825123,0.167393,0.08194,0.177323,0.0194462,0.190427,0.14614,0.113569,0.509587,0.345036,0.163217
-45.8465,0.896419,0.132142,4,15,0,56.4292,0.21936,0.484259,0.0431368,0.161231,0.00458014,0.259502,0.248458,0.341436,0.0594505,0.0726696,0.128347,0.0431079,0.17716,0.000196005,0.289938,0.140447,0.0589279,0.164196,0.00344358,0.224157,0.0581686,0.126161,0.139066,0.1905,0.175024
-39.8692,0.992494,0.132142,4,15,0,53.958,0.202498,0.0983527,0.142544,0.0811082,0.010602,0.106526,0.0772718,0.122258,0.0928221,0.0548583,0.122077,0.105389,0.109768,0.00116447,0.11692,0.177794,0.0295524,0.306337,0.0163441,0.179276,0.0169902,0.115674,0.367981,0.279685,0.16157
-38.8256,0.959996,0.132142,4,15,0,50.5322,0.16779,0.285719,0.0386703,0.367075,0.0121872,0.0822484,0.112385,0.225574,0.207261,0.31326,0.14713,0.0375231,0.124212,0.0415045,0.234744,0.0923848,0.0498053,0.0647561,0.129822,0.0549667,0.0274818,0.0888929,0.0561642,0.0607391,0.133877
-36.3616,0.974162,0.132142,4,15,0,47.1045,0.138574,0.129668,0.0245645,0.0912971,0.0143552,0.135199,0.181028,0.0758868,0.122827,0.0645123,0.190582,0.0624152,0.123929,0.313134,0.0547055,0.267782,0.0581318,0.0544919,0.081851,0.26233,0.0285634,0.0933593,0.37621,0.0985777,0.110566
-38.2245,0.928747,0.132142,4,15,0,49.6032,0.175007,0.154006,0.236226,0.165121,0.218201,0.0806669,0.0117298,0.305812,0.0396677,0.166578,0.0519675,0.100532,0.0144229,0.0171369,0.200112,0.0778188,0.219526,0.290775,0.103663,0.154105,0.175658,0.122592,0.0591099,0.0981209,0.139635
-42.5082,0.976632,0.132142,4,15,0,49.9496,0.177585,0.0286461,0.0206207,0.15983,0.0352938,0.0797274,0.0146819,0.0435005,0.144282,0.0943941,0.196839,0.112458,0.311733,0.00742133,0.0829745,0.111004,0.0184979,0.0580006,0.0681182,0.24593,0.0213924,0.0871358,0.47504,0.222758,0.141692
-38.3813,0.965512,0.132142,4,15,0,49.8998,0.140152,0.30628,0.115087,0.0680193,0.175516,0.0140965,0.283704,0.137024,0.0926636,0.0383748,0.0713811,0.0858595,0.0113535,0.149843,0.110134,0.111583,0.0234687,0.246785,0.0951061,0.161004,0.0340476,0.0794662,0.011378,0.0659002,0.111825
-34.6884,0.789053,0.132142,4,15,0,51.1218,0.155321,0.0139271,0.140553,0.124444,0.0830233,0.0522451,0.0360704,0.0572324,0.241256,0.0351614,0.304661,0.0953172,0.0526512,0.136298,0.177347,0.101779,0.0235779,0.147205,0.0821044,0.228451,0.123371,0.154091,0.0889406,0.244659,0.123929
-35.3809,0.970796,0.132142,4,15,0,44.7987,0.16564,0.328113,0.125887,0.257466,0.0356903,0.228786,0.0295039,0.335023,0.103104,0.0624639,0.0888762,0.105935,0.120017,0.0423864,0.133216,0.071349,0.00490359,0.159589,0.119344,0.125843,0.0728353,0.0656475,0.337839,0.122424,0.132161
-36.0346,0.962827,0.132142,4,15,0,45.1246,0.161289,0.197031,0.174922,0.20915,0.0514283,0.102219,0.0572967,0.0709305,0.335923,0.0576401,0.0123854,0.148728,0.0722912,0.0476552,0.190027,0.0516965,0.0115097,0.0617502,0.147018,0.224886,0.0400305,0.126971,0.22655,0.0821416,0.12869
