# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=10
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 6a_skewnormal_uni - draws_10.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_raw.23,theta_raw.24,theta_raw.25,theta_raw.26,theta_raw.27,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.168243
# Diagonal elements of inverse mass matrix:
# 0.0053316, 0.0529665, 0.0703308, 0.243831, 0.0396705, 0.051615, 0.115783, 0.0861005, 0.0610061, 0.180328, 0.0869592, 0.134073, 0.122233, 0.120428, 0.0412684, 0.0347317, 0.0977501, 0.204609, 0.0851069, 0.0970954, 0.0550645, 0.388928, 0.258354, 0.0870396, 0.0987912, 0.0819704, 0.0875971, 0.0702442, 0.275359, 0.371111, 32.0721
-17.4285,0.989206,0.168243,5,31,0,30.1094,-0.0688099,0.311624,0.318173,2.95616,0.314066,0.689426,0.867853,0.956999,0.143544,1.27816,-0.0521319,1.17584,0.999519,0.89313,0.328825,0.474801,1.05712,1.2174,0.741077,0.0513254,0.0985738,1.18719,2.0501,0.467423,0.294175,0.971314,0.319353,0.53045,1.32793,0.452533,8.17119,0.0303404,0.852398,0.0290606,0.146032,0.201634,0.229414,-0.0240782,0.329495,-0.0850555,0.29761,0.242664,0.209511,0.0336599,0.0791494,0.260614,0.31056,0.162127,-0.0528157,-0.038092,0.301147,0.570051,0.07685,0.0228618,0.233875,0.030708,0.0964908,0.345006,0.07221,0.177989
-14.48,0.990364,0.168243,4,31,0,29.3246,-0.110308,0.368865,0.60748,3.01886,0.333436,0.743681,0.0804406,0.350997,0.301695,1.03343,0.305997,1.3209,1.02535,1.00518,0.277074,0.42906,0.287728,1.72203,0.788557,0.182418,0.348935,1.29254,1.73577,0.753334,0.467789,0.746818,0.482938,0.93191,1.28731,1.21973,11.1734,0.113771,1.00324,0.0126854,0.16401,-0.0806358,0.0191629,0.000977076,0.27089,0.00256401,0.376927,0.267908,0.260468,-0.00810459,0.0479576,-0.00417467,0.524888,0.180563,-0.0430198,0.0184023,0.366467,0.529958,0.167571,0.0622434,0.165168,0.0678315,0.233442,0.364538,0.339608,0.182833
-9.76364,0.525101,0.168243,4,31,0,31.0034,-0.119423,0.409023,0.671593,2.48475,0.0964552,0.488471,0.311255,0.331568,-0.10838,1.38738,0.104161,0.8352,0.290253,0.715622,0.411334,0.357675,-0.258386,1.24536,0.305267,-0.193301,0.615688,1.33471,2.20865,1.01241,0.699771,0.640795,0.387685,0.549636,0.413212,0.769297,3.45786,0.155274,0.896898,-0.0799703,0.0803729,0.00788774,0.0161961,-0.163753,0.448046,-0.0768185,0.222193,-0.000702597,0.173283,0.0488225,0.0268744,-0.225109,0.389959,0.00543843,-0.198487,0.132408,0.426504,0.783967,0.294678,0.1668,0.142677,0.0391495,0.105391,0.0495903,0.195237,0.194084
-12.6669,0.977407,0.168243,4,31,0,21.8041,-0.1373,0.361083,0.670708,2.47799,0.252542,1.00115,1.37355,0.784879,-0.661443,-0.331336,0.448557,1.08781,0.702642,0.4418,0.445265,0.45074,-0.11588,1.42124,0.381793,-0.286977,0.259636,0.860037,2.27016,0.948328,0.402094,1.39161,0.727939,0.8529,1.63309,0.031922,2.2064,0.104881,0.757459,-0.0461115,0.224199,0.358667,0.146106,-0.376136,-0.25694,0.0246662,0.255491,0.116412,0.0222264,0.0234776,0.0254542,-0.179143,0.375886,0.000558968,-0.240923,-0.04355,0.173244,0.682416,0.205125,0.00788905,0.365185,0.125546,0.170667,0.452381,-0.125774,0.125109
-18.2294,0.866726,0.168243,5,31,0,29.6519,0.00953192,0.278141,0.832426,3.10648,0.139272,0.383527,0.203092,-0.245378,0.0778928,1.11819,0.201732,1.07866,0.323196,1.22188,0.301519,0.283267,-0.0928187,1.25193,0.594925,0.405621,-0.0879676,1.07359,2.2715,0.773774,0.710262,0.691728,0.33409,0.644643,0.569063,0.815657,5.09431,0.241064,0.873572,0.0482693,0.116207,0.0660203,-0.058718,0.0311971,0.320546,0.0656419,0.309552,0.099426,0.349389,0.0933967,0.0883202,-0.0162848,0.357746,0.175005,0.122352,-0.0149355,0.308143,0.641331,0.224751,0.207085,0.20193,0.102456,0.188834,0.167812,0.2364,0.227301
-17.6651,0.984005,0.168243,5,31,0,32.6148,-0.0567412,0.414461,0.436815,1.87164,0.0233055,0.735616,1.02163,1.07239,-0.335332,0.214697,0.343791,0.953601,0.50197,0.0145888,0.290818,0.0527176,0.645401,0.799372,0.0606799,-0.265509,0.573574,0.556926,2.06433,0.740327,0.219697,1.09884,0.663637,0.631956,1.19456,0.916185,2.14278,0.124302,0.718981,-0.047082,0.248143,0.366684,0.387723,-0.195723,0.0322422,0.085747,0.33849,0.151306,-0.0506947,0.0637916,-0.0348918,0.210752,0.274567,-0.0315917,-0.166785,0.180983,0.174083,0.798843,0.250096,0.0343146,0.398687,0.218311,0.20518,0.438359,0.322982,0.242925
-9.76753,0.905529,0.168243,4,15,0,31.6589,-0.0640232,0.460282,0.568805,2.6025,0.22203,0.750628,0.520382,0.0611753,-0.189402,0.172066,0.0269646,1.15983,0.0272143,0.478723,0.427813,0.354278,0.104032,1.06925,0.391136,-0.0837387,0.455348,0.636371,1.347,0.588752,0.439042,0.594694,0.54666,0.415028,0.740381,1.30783,4.12413,0.197787,1.13386,0.0381732,0.281477,0.175499,-0.0358654,-0.151201,0.0151754,-0.0516119,0.469824,-0.051497,0.156324,0.132891,0.0990445,-0.016139,0.428133,0.11601,-0.102567,0.145565,0.228887,0.555975,0.206969,0.13806,0.209704,0.187595,0.127007,0.276761,0.537946,0.292886
-7.12578,0.987556,0.168243,4,15,0,23.1778,-0.147532,0.382299,0.741462,1.90236,0.201463,0.595867,0.529714,0.675485,0.231937,0.601574,0.449705,1.10793,0.547718,0.505549,0.445521,0.424018,0.193166,1.27506,0.284931,0.287729,0.232578,0.628955,2.67239,0.735853,0.371874,1.18675,0.614228,0.74196,0.34949,0.751044,12.3633,0.135928,0.579738,-0.0705131,0.0802672,0.0549769,0.110705,-0.0588628,0.0824491,0.0243898,0.276028,0.0618597,0.0457388,0.0227902,0.0145695,-0.0736848,0.33992,-0.0386032,-0.0375336,-0.0586179,0.0929165,0.874118,0.133784,-0.00536522,0.306161,0.0872865,0.136118,-0.0139226,0.139591,0.156505
-5.34157,0.970134,0.168243,5,31,0,18.93,-0.328818,0.566535,0.809111,1.97559,0.526429,0.749637,0.485243,0.594441,-0.490437,0.497219,0.546726,1.23822,0.424725,0.830403,0.636103,0.583772,0.28314,1.37041,0.657336,0.2209,0.425732,1.38577,2.33483,0.853766,0.653891,1.16603,0.895149,0.808499,0.81208,0.161434,3.2288,0.129571,0.790421,-0.030578,0.0958769,-0.0539111,0.00795311,-0.606668,-0.0471263,-0.0190791,0.372674,-0.088197,0.141634,0.031556,0.00190874,-0.16841,0.447564,0.0435855,-0.203671,-0.0876266,0.45627,0.993944,0.15487,0.0416334,0.331779,0.178314,0.129225,0.131253,-0.237361,0.102976
-7.46967,0.941534,0.168243,5,31,0,16.6341,-0.190053,0.466628,0.758773,2.39525,0.309965,0.88577,0.959897,0.570126,0.438638,0.467681,0.31954,1.45309,0.590997,0.271894,0.554057,0.461893,0.292368,0.911214,0.373743,-0.0355306,0.502156,0.719799,2.24839,1.06013,0.681429,1.4279,0.62901,0.533858,0.7516,1.07118,6.52938,0.164012,0.927636,-0.0454142,0.223272,0.257862,0.0759841,0.0146281,0.0281803,-0.0409461,0.488001,0.0857232,-0.0631792,0.068486,0.0254798,-0.0536255,0.235145,-0.0156535,-0.206632,0.0442675,0.145826,0.859111,0.304634,0.127921,0.476246,0.103461,0.0590604,0.160665,0.309788,0.177972
-10.3087,0.879509,0.168243,4,31,0,19.9258,-0.136243,0.342031,0.513712,2.27448,0.317947,0.829883,0.858076,0.313329,-0.0561701,0.22119,0.356265,1.65075,0.339335,0.0286002,0.538718,0.405616,0.105964,1.11847,0.353653,-0.127645,0.444709,1.56983,2.02051,1.20223,0.684996,1.35327,0.662007,0.682593,0.70585,1.0844,4.59202,0.0394626,0.641701,-0.0274952,0.147603,0.157246,-0.0290747,-0.155455,-0.0605889,-0.014389,0.428364,-0.0201797,-0.126461,0.0480155,0.00249045,-0.0999998,0.24631,-0.0152825,-0.179901,0.0158614,0.400688,0.554835,0.274959,0.0980472,0.326618,0.0901842,0.0972251,0.10518,0.234654,0.130409
-6.32918,0.981789,0.168243,5,31,0,20.1454,-0.270316,0.572736,0.655809,1.93583,0.437766,0.858055,0.435678,0.859438,0.379851,0.537754,0.341958,0.74638,0.533079,0.912501,0.678386,0.520719,0.052194,1.27555,0.487974,0.228505,0.435147,0.39422,2.30677,1.18384,0.653483,1.10333,0.634715,0.72272,0.354667,0.463714,7.02916,0.10529,0.838401,-0.0195918,0.221123,-0.0207877,0.221915,-0.0527618,0.037675,-0.0744644,0.157163,0.0349973,0.252306,0.11822,0.0279182,-0.240423,0.46024,0.00916441,-0.139443,-0.0210918,-0.0445321,1.05085,0.407713,0.103957,0.361603,0.0932082,0.143612,-0.0671856,-0.00473032,0.182106
-13.5464,0.987409,0.168243,4,31,0,25.0449,-0.211348,0.378967,0.978021,3.00293,0.447831,1.00331,1.51333,0.738322,-0.483444,0.614177,0.565126,1.58829,0.541483,0.361593,0.70409,0.830836,0.315861,1.15329,0.457158,-0.349396,0.956175,0.971178,2.0654,0.932473,1.16182,1.21451,0.925428,1.0859,0.544342,0.873211,3.61798,0.15929,0.926664,-0.041635,0.168872,0.362156,0.0684514,-0.394558,0.0214048,0.00281609,0.390561,-0.00614413,-0.0743164,0.0554789,0.103511,-0.0916472,0.22571,-0.0381004,-0.343758,0.151011,0.156697,0.571369,0.142029,0.228944,0.248913,0.139359,0.200172,-0.00506034,0.11957,0.0800964
-15.3993,0.500633,0.168243,3,13,1,28.6577,-0.251721,0.395871,1.00639,2.86056,0.455244,1.041,1.60927,0.522308,-0.33929,0.263952,0.551139,1.74608,0.235058,0.421233,0.740258,0.870789,0.0900739,1.37643,0.368736,0.00886189,1.11761,0.838331,2.11494,0.902189,1.02843,1.03525,0.920489,1.16769,0.524978,0.960088,2.5572,0.146678,0.880692,-0.0715034,0.160381,0.385343,-0.0449544,-0.386037,-0.147231,-0.0335414,0.439502,-0.158669,-0.0849674,0.0413255,0.092999,-0.216064,0.293168,-0.105749,-0.248213,0.190706,0.08015,0.585523,0.105429,0.155404,0.158104,0.112674,0.210534,-0.0438977,0.12835,0.0424459
-14.903,0.939286,0.168243,5,31,0,30.3344,-0.160364,0.363914,0.812179,2.56177,0.493196,1.01165,0.381801,0.867688,0.47819,0.674348,0.55548,0.887824,0.931989,1.51064,0.605559,0.60423,0.271143,1.25381,0.773004,0.301078,0.0513064,0.949232,2.4713,1.26226,0.411808,1.38705,0.759637,0.587423,0.913855,0.481319,8.12913,0.1352,0.7719,0.0191174,0.207791,-0.0214209,0.1554,0.0136564,0.0850413,0.0417834,0.162728,0.1788,0.38938,0.0600079,0.0595241,-0.061691,0.295915,0.120944,-0.0507971,-0.141693,0.185075,0.738978,0.29899,-0.0105008,0.344402,0.116079,0.0534078,0.172201,0.0147953,0.127826
-15.8542,0.977744,0.168243,4,31,0,27.2624,-0.136733,0.365672,1.14401,2.93983,0.487493,1.01568,0.392476,0.524372,0.256986,0.243046,0.166758,0.60145,0.869712,1.57666,0.427832,0.471403,0.310136,0.867347,0.15457,0.138513,0.744529,0.335612,2.3718,1.20426,0.630491,0.851162,0.857364,0.638507,0.228387,0.749986,5.73749,0.281599,0.938282,0.0415296,0.234674,0.00678445,0.0550152,-0.0427603,-0.047858,-0.0757543,0.0832005,0.181296,0.439807,0.019713,0.0356459,-0.023325,0.180431,-0.0802109,-0.0860827,0.13552,-0.0140091,0.730567,0.303632,0.0938201,0.174513,0.176781,0.0967511,-0.0532181,0.137516,0.150698
-16.9737,0.915674,0.168243,4,15,0,39.07,-0.191878,0.497944,0.074913,1.79959,0.353629,0.564416,1.25919,0.327745,0.205563,0.515021,0.54205,0.918461,0.497935,0.113832,0.582688,0.497611,0.0375828,0.541048,0.41475,0.188967,0.18138,1.10454,1.7895,0.595065,0.408421,1.14434,0.788795,0.602449,1.02649,2.46502,18.5465,-0.154575,0.704218,-0.0157901,0.0891699,0.43513,-0.0286791,-0.0895185,0.0645741,0.078033,0.265464,0.0560662,-0.135196,0.098268,0.0559047,-0.173163,0.0775339,0.0146448,-0.0977827,-0.101561,0.358122,0.69919,0.104431,0.0114931,0.37794,0.200898,0.108108,0.319255,1.03557,0.204848
-13.7794,0.932799,0.168243,4,15,0,38.2656,-0.145215,0.403681,0.623309,2.03611,0.569009,0.820134,0.648839,1.00035,0.0538927,1.4652,0.472806,1.29414,0.443931,0.462909,0.306189,0.33831,0.288143,1.04577,-0.0067218,0.232822,0.205506,0.59422,2.62923,0.937602,0.44514,0.602758,0.628915,0.714335,1.09473,1.0212,6.51581,0.106403,0.676725,0.0844832,0.185857,0.116709,0.258607,-0.123459,0.446259,0.045648,0.377206,0.0339918,0.0416526,-0.0216121,-0.00864544,-0.0288968,0.276943,-0.147928,-0.0512292,-0.0622559,0.0946605,0.916153,0.233277,0.0344796,0.098107,0.108666,0.143148,0.296705,0.267025,0.173148
-18.5887,0.978399,0.168243,5,31,0,31.1544,-0.117097,0.317112,0.970043,2.80291,0.0578662,1.13608,0.641552,1.03182,-0.203416,0.687766,0.11822,0.84722,0.24293,0.757922,0.315129,0.3928,-0.0593971,1.57281,0.710975,0.381458,0.762306,1.26278,2.60184,0.847353,0.834941,1.26508,0.340395,0.124628,0.609692,0.223484,2.56975,0.190515,0.771738,-0.0987467,0.243167,0.086347,0.210107,-0.181603,0.101002,-0.0796077,0.151567,-0.0400607,0.123249,-0.0171655,0.00746484,-0.135932,0.381659,0.108362,0.00386803,0.124639,0.283347,0.707979,0.151609,0.147673,0.284077,-0.00915338,-0.0775757,0.076244,-0.0462275,0.118698
-16.5901,0.937215,0.168243,5,31,0,39.0446,-0.101986,0.370883,0.47323,2.76473,0.262098,0.937541,0.772648,0.492293,-0.0531434,0.293142,0.27147,1.46641,0.180824,0.84869,0.569667,0.616679,0.463139,2.22871,0.906604,0.300039,0.046061,1.95063,2.22566,1.16602,0.24378,0.71853,0.498863,0.672021,-0.060555,0.165173,9.94032,0.0735268,0.923406,-0.00477859,0.245732,0.184576,0.0805969,-0.121696,0.00673541,-0.00130246,0.441879,-0.0349217,0.212778,0.109294,0.12673,0.0697841,0.724604,0.234258,0.00929328,-0.0849029,0.621469,0.723474,0.33047,-0.0115723,0.164504,0.0830336,0.147255,-0.124445,-0.0407264,0.19245
-22.8441,0.748587,0.168243,5,31,0,38.5649,-0.031993,0.301471,1.0921,2.82603,0.30578,0.709058,0.438351,-0.161462,-0.116008,-0.0593782,0.287168,1.67817,-0.236641,1.67239,0.286758,0.309064,-0.482249,1.23682,0.32923,-0.274249,0.424251,1.60668,3.16278,0.834456,0.65985,1.09665,0.698091,0.443773,1.25863,0.532651,1.54649,0.297244,0.819974,0.0601909,0.181768,0.100157,-0.0806692,-0.0669661,-0.0498938,0.0545797,0.473926,-0.103333,0.472186,0.0544563,0.061181,-0.177377,0.340871,0.0672603,-0.114671,0.0959065,0.452375,0.921494,0.219571,0.166933,0.298615,0.178461,0.101792,0.347449,0.128586,0.169997
-24.8308,0.307867,0.168243,5,31,0,39.1628,-0.0550954,0.239464,1.11026,2.66569,0.517373,0.88047,0.249059,0.0636275,-0.353438,0.553205,0.263695,1.42962,-0.0756811,1.2448,0.209372,0.493866,-0.598092,1.52897,0.182271,-0.356156,0.336754,1.94918,3.36689,0.674109,0.655233,1.26923,0.622493,0.463759,1.61288,-0.0842215,1.5647,0.210773,0.583243,0.068797,0.155746,0.00454531,-0.0398589,-0.139731,0.0773776,0.00805029,0.287249,-0.0732183,0.242989,-0.0049582,0.063168,-0.198317,0.311037,-0.0114479,-0.140382,0.0255453,0.411663,0.751154,0.10633,0.10181,0.24884,0.0939695,0.0559583,0.331132,-0.0752634,0.105899
-24.8641,0.219862,0.168243,5,31,0,39.6963,-0.0625813,0.264552,1.20097,2.95465,0.546161,0.836323,0.271995,0.0826827,-0.379359,0.480969,0.25054,1.40227,-0.203786,1.3255,0.152951,0.487559,-0.795436,1.31234,0.191688,-0.414926,0.351564,1.80853,3.5764,0.578228,0.612806,1.40633,0.470253,0.563332,1.39291,0.340487,1.93173,0.255137,0.719077,0.0819069,0.15867,0.00937558,-0.0407074,-0.162942,0.0646603,0.00369975,0.308393,-0.116493,0.288083,-0.0221177,0.0664038,-0.273016,0.2846,-0.0118696,-0.172351,0.0304258,0.41587,0.883565,0.0903904,0.0995379,0.309467,0.0618253,0.0864495,0.305918,0.0274954,0.124873
