# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=8
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 5a_halfnormal_uni - draws_8.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.286015
# Diagonal elements of inverse mass matrix:
# 0.17073, 1.47075, 1.34198, 1.08781, 0.980841, 0.639077, 0.0344768, 0.834942, 1.28923
-18.5236,0.831898,0.286015,3,7,0,26.8136,0.289753,0.0828601,0.280218,0.317235,0.163292,0.0913742,0.260289,0.0748635,0.0814897,0.23119
-16.3799,0.81595,0.286015,3,15,0,23.4634,0.35938,0.0134099,0.242701,0.201213,0.430557,0.0821291,0.340011,0.0416998,0.12113,0.286744
-16.4426,0.997509,0.286015,3,7,0,18.6788,0.313792,0.00455082,0.138557,0.114058,0.59985,0.122567,0.333809,0.0987105,0.0746655,0.25037
-16.1834,0.720641,0.286015,4,15,0,21.0475,0.261578,0.0045269,0.167887,0.120799,0.2641,0.0718807,0.379475,0.0972461,0.486473,0.208709
-17.9657,0.992936,0.286015,3,7,0,19.3877,0.224936,0.00278843,0.165883,0.0985502,0.160728,0.0739626,0.439219,0.0416682,0.215234,0.179473
-19.3188,0.989718,0.286015,3,7,0,25.211,0.184287,0.0075467,0.242595,0.204664,0.118013,0.147182,0.393665,0.260804,0.198739,0.147039
-16.1375,1,0.286015,3,7,0,22.1403,0.20363,0.0195086,0.191891,0.0772638,0.0914005,0.142882,0.434712,0.115444,0.261146,0.162473
-16.2589,0.989582,0.286015,3,15,0,18.0014,0.193336,0.0323228,0.0920533,0.0234293,0.50037,0.0852786,0.355415,0.102908,0.122552,0.15426
-16.2964,0.997545,0.286015,3,7,0,24.2008,0.306425,0.00482024,0.13978,0.280986,0.392136,0.0590775,0.398567,0.0880781,0.114389,0.244492
-18.0213,0.980716,0.286015,4,15,0,20.6872,0.184975,0.00555688,0.192685,0.20966,0.366801,0.0614634,0.400377,0.217686,0.076614,0.147588
-21.3905,0.980493,0.286015,4,15,0,24.479,0.188056,0.00534416,0.122697,0.168643,0.192071,0.0581283,0.555273,0.0614456,0.0824425,0.150047
-24.1037,0.926258,0.286015,2,3,0,24.7663,0.179871,0.00383275,0.111973,0.151497,0.185262,0.0613071,0.588413,0.0531257,0.0688011,0.143516
-24.8035,0.791416,0.286015,4,15,0,32.9651,0.389262,0.000242233,0.0911262,0.066203,0.151521,0.149909,0.23306,0.137238,0.315972,0.310586
-20.7381,0.988021,0.286015,4,15,0,27.464,0.492702,0.118545,0.362918,0.2489,0.223929,0.158168,0.382147,0.0655764,0.00941693,0.393119
-17.4635,0.839548,0.286015,4,15,0,23.5817,0.266942,0.038598,0.120661,0.219487,0.856667,0.110318,0.474827,0.168498,0.093949,0.212989
-17.7741,1,0.286015,3,15,0,19.9933,0.272259,0.0709192,0.0319029,0.138617,0.106026,0.137552,0.411032,0.0529513,0.0647163,0.217232
-17.8597,0.999336,0.286015,4,15,0,20.7749,0.376402,0.0459104,0.0219287,0.297021,0.926168,0.116196,0.330678,0.056938,0.150661,0.300325
-16.3883,0.999135,0.286015,4,15,0,19.9222,0.271714,0.0643173,0.0594129,0.111759,0.229711,0.0819481,0.364157,0.220064,0.408723,0.216797
-15.8161,0.999954,0.286015,4,15,0,20.6572,0.216525,0.0976982,0.0429981,0.0482664,0.253697,0.0692105,0.355717,0.136113,0.176498,0.172762
-21.421,0.784843,0.286015,4,15,0,23.9047,0.186455,0.00687904,0.145321,0.247343,0.0805132,0.15539,0.248367,0.0106528,0.0880862,0.14877
-20.8978,0.962877,0.286015,3,7,0,23.5866,0.220889,0.0130599,0.0891349,0.168029,0.134569,0.182462,0.249588,0.0127663,0.077407,0.176244
-18.576,0.99766,0.286015,3,7,0,24.8311,0.164403,0.0778678,0.0104497,0.0731055,0.116722,0.0821656,0.286927,0.0406931,0.15144,0.131175
-19.3216,0.972609,0.286015,4,15,0,25.0809,0.396272,0.0322514,0.28469,0.00546115,0.627079,0.13622,0.415818,0.0206461,0.195754,0.31618
-15.9146,0.909185,0.286015,3,7,0,23.0943,0.414871,0.032882,0.1378,0.0658346,0.572268,0.105076,0.373802,0.190509,0.790865,0.33102
-16.0246,0.511589,0.286015,2,3,0,21.3796,0.403019,0.0282383,0.159445,0.0596841,0.36533,0.0833655,0.401837,0.177399,0.622348,0.321563
-15.3045,0.994737,0.286015,4,31,0,18.5529,0.252986,0.0519869,0.171697,0.172496,0.167874,0.135136,0.440253,0.0593685,0.0948454,0.201853
-15.2882,0.945416,0.286015,3,7,0,18.7161,0.22876,0.0846442,0.0855431,0.0717334,0.421739,0.0904236,0.374732,0.163661,0.468691,0.182524
-15.5793,0.99089,0.286015,3,15,0,17.5109,0.218216,0.0373526,0.176004,0.162749,0.182658,0.115337,0.390369,0.0504672,0.0377,0.174111
-16.4517,0.928164,0.286015,3,15,0,20.3361,0.222303,0.0413039,0.141976,0.0953486,0.203264,0.158957,0.366852,0.0501729,0.0239347,0.177372
-16.2737,0.945352,0.286015,3,7,0,19.9696,0.207199,0.0299671,0.0620311,0.157894,0.233997,0.083785,0.43244,0.0821288,0.0253706,0.165321
-17.514,0.67757,0.286015,3,15,0,25.0949,0.256706,0.194618,0.0585361,0.111246,0.512586,0.0882653,0.358253,0.0666615,0.584123,0.204822
-16.7977,0.999677,0.286015,3,7,0,19.576,0.220634,0.0144118,0.0332948,0.299803,0.233099,0.0956707,0.405214,0.129477,0.045741,0.176041
-16.2946,0.913455,0.286015,3,7,0,20.5107,0.249612,0.0119399,0.371967,0.0905482,0.311978,0.151948,0.324874,0.0767724,0.276686,0.199162
-16.2654,0.993224,0.286015,3,15,0,19.0702,0.259165,0.0805991,0.0437318,0.298465,0.417917,0.0933527,0.413517,0.0214537,0.184066,0.206784
-18.8012,0.969522,0.286015,3,7,0,20.2215,0.399569,0.0664922,0.0525529,0.146406,0.719753,0.112418,0.311037,0.00775156,0.183352,0.31881
-23.2404,0.919686,0.286015,4,15,0,26.0925,0.144847,0.0475901,0.0123944,0.036014,0.170474,0.0274525,0.459873,0.0115962,0.189918,0.115571
-20.1982,0.992857,0.286015,4,15,0,25.8103,0.284078,0.112517,0.0103639,0.0341696,0.531133,0.0610999,0.307008,0.0274368,0.264521,0.226662
-22.8215,0.934103,0.286015,4,15,0,25.1479,0.333727,0.00401477,0.00590176,0.0189651,0.527271,0.0584809,0.43936,0.03004,0.6077,0.266276
-16.9672,0.86594,0.286015,4,15,0,26.1376,0.171524,0.0234338,0.200528,0.289305,0.332907,0.160876,0.294642,0.0469897,0.0839012,0.136856
-16.4392,0.99427,0.286015,3,7,0,19.7679,0.239325,0.0443987,0.0667501,0.050334,0.265075,0.0717353,0.319504,0.171701,0.410266,0.190953
