# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=5
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_5.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0659603
# Diagonal elements of inverse mass matrix:
# 0.166798, 0.228496, 0.778955, 0.618834, 0.561907, 0.878372, 0.559526, 0.682913, 0.562746, 0.88825, 96.5552
-1.30013,0.907575,0.0659603,5,63,0,7.47412,0.837258,1.1685,-0.806141,-0.661269,-0.570063,-0.140353,-0.606106,-0.486386,-0.581607,-0.268232,-17.389,-0.104719,0.0645648,0.171139,0.673256,0.129022,0.268916,0.157649,0.523829,-0.0935336
-0.591398,0.929961,0.0659603,3,11,0,4.35281,0.829103,1.15687,-0.797375,-0.763556,-0.636467,0.0572547,-0.649768,-0.331356,-0.649631,-0.271043,-16.6432,-0.0933524,-0.0542291,0.0927966,0.895339,0.077409,0.445769,0.0775676,0.515543,-0.0922811
-1.26229,0.952642,0.0659603,3,15,0,8.42742,0.892147,1.17173,-1.07893,-0.62202,-0.437959,-0.468767,-0.66977,-0.40811,-0.66209,-0.183006,-23.8342,-0.372067,0.163306,0.378976,0.342877,0.107355,0.413951,0.116354,0.677713,-0.0419396
0.94424,0.938775,0.0659603,5,31,0,3.583,0.777536,1.69772,-0.580728,-0.404719,-0.365151,-0.317904,-0.389279,-0.23228,-0.391928,-0.98601,-18.9301,-0.208378,0.0904365,0.157612,0.237825,0.11665,0.383191,0.112153,-0.896432,-0.575163
-3.14153,0.307931,0.0659603,6,63,0,5.79268,0.497355,0.346245,-2.47744,-1.08478,-0.910489,-0.118664,-1.04748,-0.337575,-0.977473,-0.647364,-9.04132,-0.360447,0.121756,0.182103,0.456268,0.134669,0.380472,0.15891,0.273209,0.222766
-0.927204,0.993774,0.0659603,5,31,0,6.80611,0.464696,0.487162,-1.38999,-0.940965,-0.741135,0.0842728,-0.715699,-0.0930244,-0.942432,-0.562775,-6.30671,-0.212456,0.00629338,0.103643,0.50575,0.116035,0.419378,0.005579,0.190533,0.0807927
0.478175,0.992626,0.0659603,5,47,0,3.34483,0.858673,1.29724,-0.960939,-0.931906,-0.486664,0.0213437,-0.556832,-0.347121,-0.56222,-1.04772,-9.40616,-0.387892,-0.350229,0.227355,0.886361,0.136331,0.408375,0.129341,-0.500465,-0.170572
-0.932947,0.758329,0.0659603,5,39,0,5.76849,1.30159,1.46881,-1.19652,-0.593173,-0.922068,-0.564424,-0.803858,-0.609454,-0.790944,-0.735235,-12.3893,-0.455869,0.430331,-0.0527547,0.472557,0.120874,0.406416,0.139842,0.221668,0.133446
-2.55986,0.542371,0.0659603,4,15,0,7.3549,1.16579,1.59593,-0.82646,-0.811333,-0.593867,-0.00238681,-0.669072,-0.392374,-0.716338,-0.504407,-19.1263,-0.153183,-0.129041,0.21802,1.16198,0.0979984,0.539589,0.022564,0.360793,-0.105842
-2.67362,0.182937,0.0659603,3,7,0,10.5501,1.12253,1.51569,-1.22324,-0.648606,-0.58794,-0.257312,-0.637818,-0.44953,-0.609309,-0.38929,-15.8845,-0.731527,0.139442,0.231394,0.732523,0.155794,0.44118,0.199004,0.532485,-0.084429
-3.96571,1,0.0659603,3,7,0,5.21797,1.05869,1.44264,-0.660502,-0.657016,-0.810355,-0.369777,-0.702342,-0.517899,-0.663228,-0.0988187,-17.0913,0.105829,0.110857,-0.110354,0.52524,0.0454692,0.311554,0.101896,0.916134,-0.0903996
-0.0786109,0.440228,0.0659603,5,31,0,10.7968,1.0481,1.46097,-0.920535,-0.806488,-0.633226,-0.275884,-0.610802,-0.365508,-0.63636,-0.306136,-19.8835,-0.29678,-0.13016,0.122972,0.645039,0.155733,0.514101,0.118393,0.600842,-0.116119
-2.6664,0.722315,0.0659603,5,47,0,7.64884,0.862069,1.12948,-1.23922,-0.604006,-0.72552,-0.322622,-0.671401,-0.44644,-0.621706,-1.04291,-26.682,-0.537603,0.179855,0.0426074,0.497673,0.103734,0.357823,0.159864,-0.315877,-0.0384949
