# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 5a_halfnormal_uni - draws_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.295091
# Diagonal elements of inverse mass matrix:
# 0.180129, 1.54098, 1.22542, 1.08581, 0.991326, 0.589364, 0.0336197, 0.802515, 1.49201
-14.3759,1,0.295091,3,7,0,15.9168,0.238808,0.104127,0.0702671,0.142966,0.454872,0.137796,0.357817,0.136504,0.0978604,0.190542
-15.4311,0.955248,0.295091,4,15,0,18.012,0.245771,0.0124438,0.0529962,0.27768,0.547788,0.101913,0.350962,0.145962,0.354991,0.196097
-16.756,0.635866,0.295091,3,15,0,19.732,0.299596,0.106229,0.103174,0.0611055,0.16548,0.105379,0.321402,0.0708025,0.206985,0.239043
-17.282,0.99339,0.295091,3,7,0,21.6915,0.327012,0.0722048,0.0617615,0.178509,0.261228,0.230826,0.317101,0.135324,0.428835,0.260918
-18.2067,0.975399,0.295091,3,7,0,21.1158,0.319172,0.210825,0.0643587,0.308049,0.220361,0.152752,0.299193,0.0987661,0.334397,0.254663
-14.293,0.977656,0.295091,3,7,0,20.7832,0.217265,0.0148776,0.192773,0.13202,0.433519,0.090407,0.361801,0.151228,0.16698,0.173353
-15.9342,0.736534,0.295091,2,3,0,19.0715,0.191976,0.0127377,0.184646,0.200203,0.410417,0.0945459,0.354694,0.139609,0.449855,0.153175
-15.528,1,0.295091,3,15,0,17.7034,0.291299,0.107816,0.146366,0.168811,0.29062,0.116869,0.325668,0.0893656,0.0511616,0.232423
-19.38,0.955279,0.295091,3,7,0,22.0318,0.201602,0.0277425,0.220127,0.232715,0.324702,0.0469708,0.232056,0.0729955,0.0238439,0.160855
-18.3543,0.896486,0.295091,3,15,0,21.989,0.203585,0.0887954,0.0386718,0.0723086,0.077743,0.148588,0.424715,0.136831,0.482637,0.162438
-21.3071,0.503264,0.295091,3,7,0,24.2304,0.332722,0.0329677,0.0188207,0.0966664,0.0390728,0.132422,0.466215,0.15665,0.0545812,0.265474
-17.6652,0.961715,0.295091,3,15,0,25.2265,0.219557,0.030538,0.175379,0.0498064,0.147864,0.13102,0.492663,0.0988046,0.053339,0.175181
-20.4516,0.803392,0.295091,3,7,0,25.3427,0.396998,0.0552338,0.0618521,0.099589,0.357925,0.0235326,0.379603,0.0770186,1.18794,0.316758
-20.2382,1,0.295091,4,15,0,26.1074,0.134871,0.0645557,0.0744004,0.0885482,0.31976,0.00437768,0.363928,0.091459,0.0528728,0.107611
-18.5009,0.857692,0.295091,3,15,0,24.9515,0.211887,0.0541871,0.0346706,0.0554594,0.0830778,0.0674942,0.296757,0.0903458,0.0778481,0.169061
-19.5886,1,0.295091,3,7,0,23.2031,0.248857,0.125471,0.0107325,0.181401,0.19671,0.196341,0.275729,0.0855707,0.0958688,0.198559
-17.9898,1,0.295091,3,7,0,22.5903,0.191439,0.0372324,0.0109808,0.186205,0.0646637,0.0901777,0.352371,0.0514713,0.150385,0.152747
-18.648,0.963168,0.295091,3,15,0,21.3006,0.147114,0.0216943,0.304677,0.0966283,0.441399,0.135984,0.285786,0.112223,0.0940065,0.11738
-19.0324,0.859913,0.295091,3,7,0,22.6088,0.268749,0.0789344,0.0382126,0.0525003,0.0221925,0.0993272,0.379845,0.0962486,0.302735,0.21443
-20.776,0.981978,0.295091,4,15,0,23.8473,0.181901,0.0321058,0.160391,0.298564,0.00207999,0.135571,0.407088,0.0498194,0.169387,0.145136
-20.3409,0.605918,0.295091,3,15,0,25.2274,0.295746,0.0214147,0.0817983,0.174083,0.00898353,0.0909553,0.430876,0.0569054,0.112821,0.235972
-20.5951,0.991003,0.295091,3,7,0,22.203,0.276723,0.127394,0.301176,0.254583,0.0128199,0.112703,0.4051,0.19645,0.580485,0.220793
-19.4463,0.839973,0.295091,3,7,0,24.4755,0.195269,0.0284135,0.0852395,0.066737,0.0151896,0.137929,0.368206,0.0322983,0.0816368,0.155803
-21.148,0.960367,0.295091,3,7,0,23.517,0.119848,0.0568928,0.099257,0.161744,0.0103638,0.0434979,0.294182,0.152013,0.0220163,0.0956253
-23.0407,0.979792,0.295091,3,7,0,25.3677,0.120755,0.0141101,0.111009,0.0459295,0.0101992,0.180938,0.207471,0.0548739,0.0785181,0.0963485
-21.9175,0.945381,0.295091,3,15,0,25.5815,0.0783598,0.0403275,0.0558223,0.0247472,0.0266725,0.05568,0.2074,0.0467012,0.0494299,0.0625221
-24.6478,0.837007,0.295091,4,15,0,29.2066,0.360659,0.0946675,0.0107751,0.132681,0.0069229,0.094427,0.482885,0.101698,0.907287,0.287765
-25.3568,0.974802,0.295091,4,15,0,29.8467,0.137497,0.0173749,0.00498482,0.225885,0.00739361,0.0412578,0.325743,0.0234106,0.0307578,0.109707
-19.8955,0.958578,0.295091,4,15,0,27.8305,0.19075,0.0670714,0.00982361,0.0394676,0.59072,0.0583636,0.317068,0.0591785,0.161344,0.152196
-20.2214,0.533558,0.295091,3,7,0,22.632,0.18214,0.0979304,0.0104547,0.0429782,0.618413,0.0742477,0.327187,0.0602854,0.196742,0.145327
-19.235,0.901608,0.295091,3,7,0,24.4928,0.209555,0.0577461,0.0106025,0.0317134,0.562455,0.077589,0.313462,0.0617239,0.088431,0.167201
-18.9391,0.97626,0.295091,3,15,0,23.795,0.176055,0.0450112,0.151273,0.131452,0.0359863,0.0137456,0.366192,0.141334,0.175574,0.140472
-19.1507,0.952663,0.295091,3,15,0,21.9431,0.287938,0.0597058,0.188899,0.102024,0.102023,0.0251668,0.49354,0.075867,0.269337,0.229741
-17.5257,0.994035,0.295091,4,15,0,24.8975,0.314579,0.0534445,0.146493,0.0265381,0.272889,0.227229,0.402005,0.0733918,0.240913,0.250998
-15.3548,0.997425,0.295091,3,7,0,18.8123,0.250983,0.0215388,0.198871,0.0585765,0.441817,0.0570306,0.363297,0.155505,0.163229,0.200255
-18.2236,0.889164,0.295091,3,7,0,20.05,0.248076,0.0349354,0.064441,0.0374429,0.297228,0.203007,0.290165,0.0416933,0.297389,0.197936
-17.1009,1,0.295091,3,15,0,20.8559,0.129744,0.0550519,0.0820953,0.0474863,0.168983,0.0545061,0.256279,0.0738581,0.118638,0.103521
-20.4403,0.892927,0.295091,4,15,0,23.8214,0.401178,0.000917035,0.268505,0.0222627,0.662868,0.0645778,0.471124,0.163769,0.573364,0.320094
-18.3345,0.840624,0.295091,3,7,0,23.3009,0.376653,0.00265915,0.265216,0.0564935,0.528784,0.0669211,0.44958,0.0459148,0.431945,0.300526
-17.1929,0.971645,0.295091,3,7,0,23.8281,0.372906,0.166834,0.0886521,0.230771,0.461129,0.0625518,0.380612,0.0411924,0.120559,0.297536
-16,0.952914,0.295091,4,15,0,21.481,0.338031,0.00282372,0.150171,0.248825,0.693219,0.127454,0.420005,0.108269,0.135662,0.26971
-16.4468,0.777052,0.295091,4,15,0,20.137,0.19141,0.0708086,0.0425482,0.180213,0.38406,0.110809,0.293641,0.0630806,0.0372343,0.152723
-15.9504,0.98794,0.295091,3,7,0,17.8323,0.196778,0.051087,0.0483391,0.245327,0.356854,0.10525,0.295431,0.0795416,0.0487915,0.157006
-18.4958,0.886133,0.295091,3,7,0,21.33,0.274302,0.0614505,0.0964835,0.139294,0.269674,0.0477406,0.27183,0.0219974,0.16837,0.218861
-18.4754,0.980277,0.295091,3,7,0,24.0052,0.383826,0.0769715,0.264632,0.202753,0.314689,0.178163,0.562759,0.060362,0.367879,0.306249
-18.5971,0.898696,0.295091,3,7,0,24.7625,0.374269,0.15155,0.266303,0.150524,0.728601,0.0834915,0.520869,0.0365571,0.117394,0.298623
-20.4377,0.244451,0.295091,3,7,0,25.3805,0.706259,0.0199965,0.304144,0.17959,0.193806,0.108624,0.433378,0.0302447,0.298842,0.563513
-21.5362,0.568694,0.295091,2,7,0,24.784,0.710136,0.0166015,0.375655,0.165401,0.123394,0.128765,0.464743,0.0422057,0.386047,0.566606
-19.6573,0.804713,0.295091,3,7,0,28.7545,0.451835,0.243389,0.0444413,0.167868,0.333363,0.121525,0.471405,0.0431204,0.538695,0.360513
-16.3664,0.996594,0.295091,3,7,0,23.1631,0.398261,0.0956137,0.0776086,0.313172,0.602752,0.21427,0.404783,0.0617864,0.187059,0.317766
-16.3569,0.981634,0.295091,3,7,0,19.3052,0.32909,0.0648996,0.105105,0.258798,0.296042,0.0899724,0.393985,0.245788,0.183319,0.262576
-14.9479,1,0.295091,3,7,0,19.3573,0.254465,0.0529742,0.134719,0.117504,0.390656,0.116603,0.443736,0.0326259,0.383769,0.203033
-17.2621,0.90581,0.295091,3,7,0,18.1893,0.378724,0.0453212,0.213666,0.227527,0.357522,0.0655617,0.478015,0.0211954,0.199733,0.302178
-15.4961,0.988144,0.295091,3,7,0,18.941,0.297423,0.100201,0.213341,0.23375,0.631722,0.0701436,0.383721,0.0283046,0.31917,0.237309
-17.2146,0.968056,0.295091,3,15,0,19.8132,0.355007,0.081279,0.248847,0.104077,0.532387,0.0329508,0.33948,0.034015,0.472117,0.283255
-16.9249,0.886572,0.295091,4,15,0,22.7977,0.274061,0.0476453,0.136001,0.242782,0.330488,0.0542436,0.347635,0.0130198,0.154893,0.218669
-20.1445,0.964647,0.295091,3,7,0,23.3951,0.4103,0.0769009,0.451215,0.0844354,0.816832,0.146483,0.395924,0.0093288,0.0619859,0.327372
-20.7154,0.144094,0.295091,4,15,0,28.6382,0.51881,0.0619986,0.208095,0.0597904,0.391367,0.161315,0.372528,0.0100183,0.0466049,0.413951
-20.375,0.929206,0.295091,3,15,0,25.3875,0.149871,0.0144872,0.134005,0.0195707,0.33438,0.045045,0.353802,0.00887035,0.170246,0.11958
-19.2888,0.958414,0.295091,3,15,0,23.0715,0.198291,0.0210296,0.223752,0.0337376,0.203717,0.0872663,0.454459,0.00954234,0.114452,0.158213
-16.872,0.983252,0.295091,4,15,0,22.3332,0.261232,0.057926,0.106837,0.0937808,0.466023,0.132626,0.296439,0.220866,0.0640033,0.208433
-17.9109,0.70967,0.295091,3,7,0,21.3936,0.263533,0.0605796,0.22502,0.173641,0.251924,0.086486,0.48885,0.0168013,0.070762,0.210269
-17.4132,0.960253,0.295091,3,7,0,21.6902,0.222766,0.00742382,0.0651469,0.179048,0.309975,0.173075,0.404697,0.0159244,0.160598,0.177742
-17.5861,0.998694,0.295091,3,7,0,20.1694,0.320593,0.0171904,0.0463976,0.175358,0.615128,0.0717329,0.394229,0.0124125,0.217037,0.255796
-19.1625,0.844659,0.295091,3,15,0,23.7155,0.370763,0.0189118,0.0342432,0.485719,0.354989,0.0641989,0.454084,0.0414231,0.298314,0.295826
-15.6046,0.950409,0.295091,3,7,0,21.0528,0.464282,0.0234543,0.116834,0.147862,0.771513,0.0797617,0.425305,0.0515284,0.562879,0.370444
-18.4186,0.853712,0.295091,3,7,0,26.3254,0.249205,0.200102,0.322047,0.248418,0.309739,0.185618,0.504358,0.124956,0.210232,0.198837
-15.9951,1,0.295091,3,7,0,21.1508,0.313063,0.0248273,0.0865733,0.0659279,0.198864,0.0785261,0.412314,0.126471,0.4084,0.249788
-14.0164,0.976049,0.295091,3,7,0,19.9805,0.207318,0.0302122,0.119397,0.103343,0.245266,0.138503,0.361681,0.0659146,0.190567,0.165416
-14.8287,0.985837,0.295091,4,15,0,16.016,0.391733,0.0171823,0.178272,0.14068,0.559078,0.150591,0.42063,0.0682928,0.658272,0.312558
-14.0994,0.983285,0.295091,3,7,0,16.6602,0.292761,0.0174863,0.17906,0.255045,0.578226,0.0980938,0.366572,0.0794019,0.194184,0.233589
-17.6049,0.804603,0.295091,4,15,0,21.848,0.106012,0.0329402,0.102372,0.104329,0.0625322,0.092198,0.312265,0.0437741,0.0613181,0.0845852
-16.5336,0.952945,0.295091,3,15,0,20.4917,0.29379,0.030391,0.116212,0.0236031,0.632763,0.135594,0.299416,0.145107,0.30796,0.234411
-22.4548,0.917535,0.295091,4,15,0,24.1681,0.229594,0.00345098,0.0264297,0.00441503,0.256606,0.0726103,0.272489,0.0543262,0.299693,0.183189
-26.1832,0.325689,0.295091,4,15,0,31.6211,0.256708,0.0860305,0.00205164,0.00576636,0.029691,0.117985,0.510298,0.0556306,0.253065,0.204823
-19.48,0.704124,0.295091,4,15,0,29.2664,0.179414,0.0289118,0.00812114,0.320524,0.533649,0.103342,0.378397,0.182399,0.125757,0.143152
-21.546,0.819916,0.295091,3,7,0,24.4097,0.247643,0.0130973,0.0161971,0.0211012,0.142621,0.0525937,0.382319,0.0419912,0.0488491,0.197591
-20.2478,0.981186,0.295091,3,15,0,22.7384,0.248804,0.0128577,0.0352536,0.0211174,0.163028,0.0774538,0.398582,0.0325682,0.0537727,0.198517
-19.679,0.971166,0.295091,3,15,0,26.869,0.427212,0.0568002,0.0622382,0.009545,0.487157,0.193929,0.310558,0.0921375,0.150088,0.340866
-16.0379,0.98676,0.295091,4,15,0,20.6253,0.212836,0.0302527,0.0859736,0.0597723,0.187482,0.0815177,0.457433,0.133027,0.120421,0.169819
-14.8513,0.940418,0.295091,3,7,0,20.2731,0.32424,0.0274126,0.122548,0.344229,0.308094,0.0936724,0.346465,0.0873024,0.312613,0.258706
