# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=11
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 5a_halfnormal_uni - draws_11.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.233427
# Diagonal elements of inverse mass matrix:
# 0.0390078, 0.485734, 0.042251, 1.35455, 0.336506, 0.646014, 1.11239, 1.41267, 1.04118, 1.17832, 0.247981, 1.17528, 0.914549, 0.85443, 0.887293, 1.35966, 0.591228, 1.15588, 1.48468, 1.20734, 1.01202, 0.0917063, 0.290383, 1.03477, 0.134986, 0.814536, 0.460593, 1.02406, 1.23605
-57.4489,1,0.233427,4,15,0,66.661,0.286611,0.185443,0.55571,0.0102647,0.134363,0.540079,0.144951,0.0500807,0.242108,0.10922,0.222337,0.150717,0.151352,0.0268557,0.0814399,0.150995,0.242637,0.0833096,0.179571,0.0194791,0.105509,0.724547,0.260704,0.178515,0.200091,0.0849168,0.146176,0.588207,0.118071,0.228682
-55.8185,1,0.233427,4,15,0,69.1676,0.272058,0.177079,0.822648,0.0071705,0.18273,0.0496974,0.0499872,0.013983,0.134236,0.140902,0.192358,0.0314501,0.24564,0.126113,0.0634732,0.0347124,0.415072,0.11965,0.030329,0.150718,0.548197,0.727835,0.240429,0.132279,0.119076,0.194405,0.238598,0.0859112,0.471169,0.217071
-53.8209,0.835122,0.233427,4,15,0,66.2353,0.245565,0.18142,0.813495,0.0107888,0.228229,0.408112,0.148048,0.11482,0.18586,0.0462162,0.287691,0.0363617,0.22993,0.0584532,0.0408532,0.201888,0.272512,0.12841,0.165785,0.0234535,0.348034,0.597498,0.284425,0.145636,0.280159,0.116079,0.0618434,0.401956,0.044487,0.195933
-56.3838,0.972185,0.233427,4,15,0,66.2015,0.302401,0.180246,0.770175,0.0368086,0.171967,0.0734096,0.144358,0.0159402,0.220338,0.0329454,0.381756,0.0385217,0.168749,0.0571899,0.108802,0.0346183,0.382737,0.141703,0.002606,0.00646143,0.563354,0.762921,0.190244,0.262248,0.303419,0.25778,0.096103,0.145347,0.079883,0.241281
-55.3462,0.883059,0.233427,4,15,0,69.0146,0.252041,0.16249,0.830358,0.0327625,0.156144,0.0641987,0.0288579,0.0918202,0.188265,0.148549,0.305185,0.195749,0.0954447,0.12941,0.0217181,0.0639335,0.335013,0.0982781,0.3554,0.0165201,0.376901,0.459591,0.114032,0.145422,0.262471,0.0588918,0.230767,0.137961,0.136935,0.2011
-64.7208,0.838578,0.233427,4,15,0,78.0426,0.268699,0.115333,0.946519,0.0603385,0.230023,0.0230589,0.0547047,0.0291769,0.278927,0.145,0.14158,0.0874584,0.0334352,0.0288015,0.0182773,0.0847948,0.249219,0.129124,0.036921,0.298365,0.293582,0.574793,0.183556,0.202549,0.338022,0.353732,0.175788,0.0837164,0.00858393,0.214391
