# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=1
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 6a_skewnormal_uni - draws_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0796699
# Diagonal elements of inverse mass matrix:
# 0.00901574, 1.24257, 0.745621, 0.901767, 0.789481, 0.831694, 0.792525, 0.92278, 0.8144, 0.793828, 0.852783, 0.870766, 0.636813, 0.737023, 0.782797, 0.757559, 0.755762, 0.817129, 0.857876, 0.777326, 0.720881, 0.710796, 0.681221, 0.852861, 0.852438, 82.5467
-9.92286,0.978812,0.0796699,5,31,0,22.3297,-0.00416067,0.130535,1.31803,0.506469,1.7077,1.40929,0.483804,0.385294,1.06585,1.34679,1.1739,0.617916,1.08464,0.589121,0.674538,0.013634,1.03477,0.125116,0.672309,0.763231,1.05543,1.06486,0.900308,0.43994,0.788719,13.5421,0.167889,0.0619515,0.218755,0.179801,0.0589929,0.0461339,0.134971,0.171643,0.149074,0.0764992,0.137424,0.0727405,0.0838905,-0.00238095,0.130914,0.0121715,0.0835994,0.0954681,0.133611,0.134841,0.113361,0.0532672,0.0987952,0.0997088
-13.3801,0.974168,0.0796699,5,31,0,25.5874,0.0298674,0.0448184,2.69779,0.129566,2.49596,-0.252187,0.0802895,0.392112,0.0981107,0.550421,0.291387,0.306837,0.896576,0.452496,0.767511,0.792788,0.95065,0.395674,0.823314,0.589711,1.1347,0.336658,-0.0974797,0.15145,0.748195,4.58814,0.150778,0.0356744,0.141732,0.0185648,0.0334659,0.0474413,0.0342646,0.0545364,0.0429269,0.0436194,0.0700505,0.0501476,0.064266,0.0653989,0.0724741,0.0476009,0.066767,0.0562973,0.080723,0.0449559,0.0254985,0.0366552,0.0634003,0.0648071
-13.5578,0.992516,0.0796699,5,31,0,27.8603,-0.0520999,0.0788804,0.692289,0.888087,1.65598,1.11212,0.44119,1.74088,0.826911,1.85332,1.02559,0.950783,0.562124,1.19442,1.16383,0.0411583,0.367553,1.1465,0.663961,-0.214953,1.49304,0.535969,0.656327,0.70261,0.214004,4.39994,0.00250816,0.0179528,0.0785248,0.0356243,-0.0172987,0.0852218,0.0131272,0.0940908,0.0287993,0.0228983,-0.0077593,0.0421161,0.0397032,-0.0488533,-0.0231072,0.0383362,0.000273593,-0.0690555,0.0656721,-0.00982242,-0.000328536,0.00332226,-0.0352192,0.00927248
-13.7414,0.904819,0.0796699,5,31,0,30.1155,-0.0169259,0.0676878,1.78749,1.33022,1.03695,0.837914,0.366149,0.509643,0.574561,1.52538,1.35056,0.158011,0.792482,0.219498,0.167604,1.33271,0.198418,1.32115,0.792434,1.21676,1.04777,0.695743,1.79238,1.55125,0.478527,20.6943,0.104065,0.073114,0.0532633,0.0397907,0.00785795,0.0175708,0.0219649,0.0863236,0.0744908,-0.00623047,0.0367155,-0.00206856,-0.00558111,0.0732821,-0.00349542,0.0725001,0.0367122,0.0654336,0.0539955,0.0301674,0.104397,0.0880749,0.0154645,0.0370183
-14.1,0.976247,0.0796699,5,31,0,28.0031,0.0533579,0.0617163,1.26514,0.300829,1.32343,0.505698,0.318775,0.319209,1.24314,0.444328,1.24663,0.157139,0.646448,0.536489,0.180302,2.47597,0.368936,1.44338,0.390139,1.95431,0.183874,0.28392,1.62022,1.91029,0.198298,14.1134,0.131437,0.0719239,0.135035,0.0845677,0.0730315,0.0730583,0.13008,0.0807801,0.130295,0.0630559,0.0932542,0.086468,0.0644854,0.206166,0.0761272,0.142438,0.0774358,0.17397,0.0647059,0.0708803,0.153352,0.171254,0.0655961,0.102477
-17.8987,0.991407,0.0796699,5,31,0,31.5653,0.075728,0.0158797,0.612962,0.138636,-0.134366,0.897616,0.328552,0.0835814,0.903667,0.175528,1.14186,0.300477,0.197543,0.46695,0.685394,3.35423,0.327159,1.60839,0.295251,1.79752,0.746844,0.20094,1.52482,2.14393,0.190715,9.16145,0.0854616,0.0779295,0.0735943,0.0899819,0.0809453,0.0770552,0.090078,0.0785153,0.0938604,0.0804995,0.0788649,0.083143,0.0866118,0.128992,0.0809232,0.101269,0.0804165,0.104272,0.0875876,0.0789188,0.0999418,0.109773,0.0787565,0.0883234
