# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=2
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 5a_halfnormal_uni - draws_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.137457
# Diagonal elements of inverse mass matrix:
# 0.443413, 1.8513, 1.55833, 1.50631, 1.60203, 1.72185, 1.79129, 1.63354, 1.81348, 1.73778, 1.6541, 1.3627, 1.43136, 1.56423, 1.6636, 1.72703, 1.55149, 1.50618, 1.45081, 1.2769, 1.3881, 1.47786, 1.64868, 1.67667
-48.6644,1,0.137457,5,31,0,62.1898,0.0671401,0.15147,0.00910539,0.135963,0.0430183,0.024616,0.133816,0.0162159,0.0105799,0.110157,0.00206539,0.00278346,0.0166498,0.0269531,0.0572778,0.0167617,0.0202157,0.0263375,0.00533756,0.0870778,0.00551484,0.0297515,0.1439,0.0165155,0.05357
-42.9885,0.834215,0.137457,4,31,0,62.4009,0.0748324,0.0143306,0.142002,0.029859,0.0116387,0.0975796,0.0117563,0.00829784,0.129007,0.0146294,0.0314489,0.0292405,0.117737,0.0830785,0.0279844,0.124222,0.0260807,0.0451421,0.157697,0.116398,0.0040822,0.0556387,0.0180171,0.0560812,0.0597077
-40.1923,0.950158,0.137457,4,15,0,53.7783,0.0652863,0.1151,0.0135345,0.0994644,0.103122,0.0114479,0.0667684,0.154263,0.0344652,0.115547,0.013156,0.0936736,0.0261108,0.0587666,0.0057689,0.0140332,0.0940525,0.0186317,0.0138047,0.0515656,0.0101721,0.0619101,0.0822321,0.0320648,0.0520909
-42.5237,0.917832,0.137457,4,31,0,55.233,0.115326,0.100254,0.0710315,0.136234,0.0329435,0.00135618,0.00562951,0.0733386,0.168918,0.071553,0.0998108,0.0990142,0.0024387,0.145786,0.0159724,0.135549,0.0335675,0.00942861,0.0450838,0.17376,0.196498,0.11111,0.096728,0.118402,0.0920168
-39.2949,0.920426,0.137457,4,15,0,50.8608,0.0935186,0.0822791,0.0638563,0.0966031,0.0755065,0.001601,0.00483503,0.0557345,0.0242862,0.0667414,0.105808,0.0996325,0.0101335,0.0814272,0.0612344,0.0507536,0.0374862,0.00507972,0.0398532,0.0727577,0.0262667,0.0835042,0.16956,0.0410024,0.0746171
-38.0865,0.974148,0.137457,4,31,0,51.1071,0.0930852,0.0387242,0.0708265,0.0869505,0.0505455,0.0427583,0.00109896,0.109717,0.0609804,0.0609422,0.0372827,0.0538437,0.00645051,0.0592547,0.111066,0.0577723,0.0382732,0.00960316,0.0389373,0.128914,0.0873962,0.0457987,0.0446114,0.0143105,0.0742713
-38.8353,0.982089,0.137457,4,31,0,49.3439,0.0952114,0.0514679,0.00357113,0.152806,0.117272,0.0451902,0.0109332,0.0819639,0.0718267,0.13347,0.136824,0.14397,0.214741,0.0349996,0.035045,0.071197,0.139772,0.0401311,0.118886,0.202474,0.039996,0.0834596,0.253602,0.213023,0.0759677
-39.1275,0.619886,0.137457,4,15,0,53.7431,0.15912,0.229867,0.0206946,0.170008,0.0373564,0.194004,0.0162962,0.0912895,0.113135,0.103923,0.100279,0.00976751,0.0319074,0.0239368,0.0578714,0.344228,0.129999,0.225938,0.0934202,0.139453,0.0984495,0.0461862,0.0559156,0.0751546,0.12696
