# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=2
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 6a_skewnormal_uni - draws_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.134311
# Diagonal elements of inverse mass matrix:
# 0.00392486, 1.18051, 0.344129, 0.437195, 0.322332, 0.384382, 0.377651, 0.458428, 0.388395, 0.417236, 0.393456, 0.386868, 0.254675, 0.311631, 0.341334, 0.317246, 0.327496, 0.415778, 0.316552, 0.384671, 0.200565, 0.318963, 0.301571, 0.313877, 0.397484, 29.307
-16.455,0.995552,0.134311,5,31,0,27.524,0.0547116,0.00931981,-0.658477,-0.505382,-0.243231,-1.65044,-1.59154,-0.986427,-0.570026,-0.56723,-1.46799,-1.21953,-0.408083,-1.9892,-0.335319,-1.87864,-0.997464,-0.476741,-1.21455,0.193677,-0.504739,-0.0511809,-1.84502,-0.442062,-0.400091,-4.6049,0.0485747,0.0500016,0.0524447,0.0393298,0.0398788,0.0455183,0.0493991,0.0494251,0.0410302,0.0433459,0.0509084,0.0361727,0.0515865,0.0372031,0.0454154,0.0502685,0.0433923,0.0565167,0.0500075,0.0542346,0.0375164,0.0505917,0.0509828,0.0474449
-12.8945,0.9789,0.134311,4,15,0,25.5487,0.0924498,0.00653824,-0.0834983,-0.418522,-0.411268,-2.11039,-1.13385,-1.22857,-0.228794,-0.351194,-0.515099,-0.678713,-0.367522,-0.568171,-0.280153,-1.77126,-1.22354,-0.183027,-1.75127,-1.52475,-0.107416,-1.29015,-0.965974,-0.151682,-0.243595,-10.745,0.0919038,0.0897134,0.0897608,0.0786515,0.0850364,0.084417,0.0909538,0.0901536,0.0890819,0.0880122,0.0900468,0.0887349,0.090618,0.0808689,0.0844499,0.0912531,0.0809995,0.0824806,0.0917474,0.0840144,0.086134,0.091458,0.0908571,0.0872554
-11.0309,0.963511,0.134311,4,31,0,19.5783,0.0301139,0.0196581,-0.464999,-0.633596,-0.307257,-1.61854,-0.569975,-0.628531,-0.178006,-0.314876,-0.0769673,-1.20374,-0.552657,-0.570281,-0.246541,-1.68151,-1.33274,-0.560112,-1.56001,-0.600159,-0.31669,-1.5428,-1.16136,-0.477631,-0.607074,-10.0067,0.020973,0.0176586,0.0240738,-0.00170351,0.0189093,0.0177582,0.0266147,0.0239241,0.0286009,0.00645066,0.0192497,0.0189033,0.0252674,-0.0029414,0.00391478,0.0191032,-0.000552897,0.018316,0.0238884,-0.000214502,0.00728376,0.0207246,0.01818,0.0145068
-8.94775,0.98825,0.134311,5,31,0,23.252,0.213583,0.157371,-0.242924,-0.798716,-0.661814,-0.55371,-1.35341,-0.809649,-0.833831,-0.403316,-0.827866,-0.893055,-1.02462,-1.80973,-0.916997,-0.149907,-0.532615,-0.603868,0.0052716,-1.82042,-0.735027,-0.442796,-0.494102,-0.107953,-1.81177,-10.4262,0.175353,0.0878876,0.109432,0.126444,0.000594687,0.0861671,0.0823615,0.150112,0.0833003,0.0730413,0.0523366,-0.0712168,0.0692736,0.189992,0.129764,0.118551,0.214412,-0.072899,0.0979104,0.143899,0.135825,0.196594,-0.0715374,0.088592
-6.15118,0.948242,0.134311,5,31,0,16.4607,0.194057,0.179704,-0.390002,-0.489643,-0.0987571,-0.974244,-1.44066,-0.625403,-1.02435,-0.223692,-0.862545,-0.149988,-0.823925,-0.665863,-0.846512,-0.284618,-0.0676963,-0.102294,-0.888408,-0.807714,0.0889744,-1.496,-0.321275,-0.251476,-1.14774,-12.9881,0.123972,0.106066,0.17631,0.0189815,-0.0648359,0.0816696,0.00997793,0.153859,0.0390541,0.167104,0.0459943,0.0743986,0.0419353,0.14291,0.181892,0.175674,0.0344064,0.0489075,0.210046,-0.0747807,0.136323,0.148866,-0.0121961,0.0510969
-6.44117,0.858318,0.134311,5,31,0,15.6794,0.0782553,0.0979737,-0.276165,-1.36921,-0.253333,-1.32219,-0.177826,-1.13968,-0.0993065,-1.10166,-1.19356,-0.410981,-0.557548,-0.267438,-1.3751,-0.476691,-1.03435,-1.34855,-0.280222,-0.714433,-0.182635,-0.949383,-0.811709,-0.444392,-0.357796,-5.85981,0.0511984,-0.0558915,0.0534353,-0.0512845,0.060833,-0.0334033,0.0685259,-0.0296784,-0.038682,0.03799,0.0236303,0.0520534,-0.0564678,0.0315521,-0.0230834,-0.0538674,0.0508009,0.00825968,0.0603619,-0.0147592,-0.00127084,0.0347166,0.0432007,0.00119761
-10.6562,0.974166,0.134311,5,31,0,18.9869,0.184902,0.151454,-0.148475,-0.110603,-0.661948,-0.546322,-0.526966,-1.03724,-0.99836,-0.46838,-0.476973,-1.0984,-0.16071,-1.66863,-1.61653,-1.22422,-1.89884,-0.586295,-1.203,-0.831474,-0.132626,-1.18823,-0.140613,-0.574172,-1.18915,-14.3372,0.162415,0.168151,0.0846471,0.102159,0.105091,0.0278082,0.033696,0.113964,0.112662,0.0185448,0.160562,-0.0678198,-0.0599282,-0.000511077,-0.102686,0.0961051,0.00270285,0.0589715,0.164815,0.00493959,0.163606,0.0979411,0.00480046,0.0643517
-10.053,0.937359,0.134311,5,31,0,21.6442,0.0741267,0.0805355,-1.22429,-1.20897,-0.249629,-0.431684,-0.477637,-1.09583,-0.296163,-0.519225,-0.544421,-0.641299,-0.950046,-1.34442,0.0170759,-0.0248164,0.0856971,-0.640064,-0.0159526,-0.424681,-0.305032,-1.55565,-1.24816,-0.297463,-0.0288954,-10.3377,-0.0244721,-0.0232384,0.0540227,0.0393608,0.03566,-0.0141265,0.050275,0.0323106,0.0302815,0.0224794,-0.00238572,-0.034147,0.0755019,0.0721281,0.0810284,0.0225788,0.072842,0.0399248,0.0495608,-0.0511585,-0.0263946,0.0501703,0.0717996,0.0101672
-14.0468,1,0.134311,5,31,0,23.2957,0.18242,0.0568008,-0.626643,-0.120302,-1.51987,-0.517689,-0.966273,-1.36402,-0.517538,-0.966424,-1.47454,-0.99275,-0.273675,-1.2442,-1.4154,-1.30701,-1.75309,-0.358178,-0.966166,-0.952858,-0.895284,-0.991753,-1.57113,-0.519896,-0.963336,-7.50616,0.146826,0.175587,0.0960902,0.153015,0.127535,0.104943,0.153024,0.127527,0.0986655,0.126031,0.166875,0.111749,0.102025,0.108181,0.0828431,0.162076,0.127541,0.128297,0.131567,0.126088,0.0931789,0.15289,0.127702,0.137497
-11.2093,0.996421,0.134311,5,31,0,22.9896,0.100267,0.0473405,-0.835039,-1.08991,0.447416,-0.631091,-0.198402,-0.194838,-0.965337,-0.743913,-0.364289,-0.255097,-0.841955,-0.171494,-0.263493,0.167843,-1.15695,-0.705619,-0.353395,-1.5477,-0.0761454,-0.643683,-0.413233,-1.27516,0.0519123,-2.86133,0.0607354,0.0486699,0.121447,0.0703904,0.0908741,0.0910428,0.054567,0.0650493,0.0830209,0.0881902,0.060408,0.0921479,0.0877927,0.108212,0.0454958,0.0668622,0.0835367,0.0269977,0.0966618,0.0697943,0.0807039,0.0399001,0.102724,0.0646092
-14.133,0.885609,0.134311,5,31,0,26.197,0.130779,0.0547158,-1.16372,-0.592607,-1.60582,-1.48415,-1.31094,-1.58896,-0.727848,-0.686101,-0.706989,-0.773887,0.0088976,-1.18056,-1.0139,-1.29725,-0.635599,-0.621056,-0.840427,-1.17187,-0.777259,-0.868745,-1.06325,-0.478067,-2.23014,-12.9218,0.0671054,0.0983542,0.0429153,0.0495727,0.05905,0.0438377,0.0909544,0.0932386,0.0920957,0.0884353,0.131266,0.066184,0.0753027,0.0597992,0.0960018,0.0967976,0.0847945,0.0666595,0.0882508,0.0832451,0.0726024,0.104621,0.00875526,0.0872524
-16.2191,0.995123,0.134311,5,31,0,23.0273,0.139114,0.0515564,-1.13341,-0.969775,-1.70755,-1.23899,-1.79656,-1.87871,-0.603617,-0.701091,-0.89545,-0.321027,-0.424435,-1.28449,-0.935748,-1.77563,-0.872743,-0.563017,-0.766639,-0.951792,-1.45091,-1.21542,-1.10698,-0.432583,-1.91548,-12.3653,0.0806795,0.0891158,0.0510786,0.0752362,0.04649,0.0422544,0.107994,0.102968,0.0929477,0.122563,0.117232,0.0728901,0.0908701,0.0475688,0.0941184,0.110087,0.0995888,0.0900429,0.0643105,0.0764514,0.0820421,0.116811,0.0403585,0.0981117
-20.3615,0.9801,0.134311,5,31,0,30.1387,0.131264,0.0787324,-0.857108,-1.28254,-2.29625,-1.96457,-2.56728,-0.906821,-0.0903085,-0.0651201,-0.479437,-0.513683,-0.744328,-0.942662,-0.0125383,-2.15907,-0.704751,-1.18325,0.0341985,-1.0121,-1.17322,-0.777367,-0.25537,-0.781243,-2.11873,-15.8411,0.0637816,0.0302864,-0.0495251,-0.0234117,-0.0708641,0.0598676,0.124154,0.126137,0.0935166,0.0908203,0.0726611,0.0570458,0.130277,-0.0387253,0.075777,0.0381034,0.133956,0.0515783,0.0388937,0.0700598,0.111158,0.0697547,-0.0355488,0.0685692
-16.9034,0.983523,0.134311,5,31,0,29.2963,0.100115,0.0330625,-0.154377,-0.0584039,-2.22213,-1.98381,-1.65594,-0.918571,-0.280472,-0.637343,-0.34984,-1.50772,-0.0172851,-0.406879,-0.559408,-1.76983,-0.756831,-1.47392,-0.650852,-0.842026,-0.849833,-0.543901,-0.21935,-0.931432,-2.54836,-12.3428,0.0950107,0.0981839,0.0266455,0.0345252,0.0453652,0.0697446,0.0908417,0.0790427,0.0885483,0.0502657,0.0995434,0.0866624,0.0816194,0.0415998,0.0750921,0.0513833,0.078596,0.0722753,0.0720172,0.0821321,0.0928626,0.0693193,0.0158596,0.0738209
-20.0686,0.883031,0.134311,5,31,0,38.0164,0.0861787,0.0514411,-0.408229,-1.11981,-1.28036,-1.84047,-1.07722,-0.421307,-0.147233,0.00324439,-0.667964,-1.64033,-0.671978,-0.618004,-1.69743,-3.34798,-0.0589984,-1.78876,0.0529494,0.0825053,-0.769186,-0.525708,-0.224268,-1.2817,-0.760947,-7.23554,0.0651789,0.0285741,0.0203156,-0.00849717,0.0307651,0.0645062,0.0786048,0.0863456,0.0518178,0.00179821,0.0516114,0.0543879,-0.00113922,-0.0860454,0.0831437,-0.00583741,0.0889025,0.0904229,0.0466109,0.0591357,0.0746421,0.0202465,0.0470347,0.045521
-15.2836,0.929863,0.134311,5,31,0,32.7544,0.104118,0.040095,-0.69322,-0.411467,-0.580999,-0.593941,-0.381999,-0.22387,-1.49787,-1.84729,-0.108022,-0.0730872,-0.235581,-0.811257,-0.973962,-2.84148,-0.829774,-0.942195,-1.21765,-2.75102,-0.582123,-0.734512,-0.322371,-0.954664,-0.640044,-8.12523,0.0763232,0.0876201,0.0808228,0.0803038,0.0888016,0.0951418,0.0440609,0.0300509,0.0997868,0.101187,0.0946723,0.0715905,0.0650669,-0.00981128,0.0708481,0.0663406,0.0552964,-0.00618416,0.0807777,0.0746677,0.0911924,0.0658407,0.0784553,0.0723663
-21.3772,0.580248,0.134311,5,31,0,43.7149,0.127059,0.0860542,-0.0327111,0.117281,-0.187813,-0.941461,-0.156729,-0.204279,0.276878,-1.18153,-0.961096,-0.326082,0.307614,-0.54193,-0.430341,-1.05824,-0.454008,-1.96573,-0.721213,-2.56885,-0.711537,-0.816003,-0.341437,-2.08838,-0.191496,-0.519253,0.124244,0.137151,0.110897,0.046042,0.113572,0.10948,0.150885,0.0253834,0.0443524,0.098998,0.15353,0.0804233,0.0900261,0.0359928,0.0879894,-0.0421003,0.0649953,-0.0940017,0.0658279,0.0568382,0.0976766,-0.0526551,0.11058,0.0954175
-22.5591,0.776205,0.134311,5,31,0,40.5037,0.0960768,0.0221827,-1.17185,-1.74836,-1.49588,-0.822579,-3.05484,-0.853514,-2.84428,-0.955901,-0.494012,-1.35294,-1.88947,-0.694176,-1.61412,-0.341423,-1.32404,-0.00597658,-0.249875,-0.915015,-0.937525,-0.461898,-0.456393,0.255579,-0.556471,-3.22113,0.070082,0.0572933,0.0628942,0.0778298,0.0283121,0.0771435,0.032983,0.0748723,0.0851183,0.066065,0.0541633,0.0806781,0.0602713,0.0885031,0.066706,0.0959442,0.0905339,0.0757793,0.0752799,0.0858307,0.0859528,0.101746,0.0837328,0.0791734
-11.6693,0.985129,0.134311,5,31,0,38.6957,0.153878,0.0938413,-1.03028,-0.377621,-0.00633223,-0.563532,-0.964778,-0.979486,-0.315049,-0.735016,-1.00755,-0.791249,-0.198361,-0.638042,-0.558629,-1.97046,-0.433218,-1.45718,-0.299068,-1.2684,-1.43599,-1.16484,-0.685586,-1.71524,-0.234341,-8.27507,0.0571959,0.118442,0.153284,0.100996,0.0633424,0.0619622,0.124314,0.0849036,0.0593287,0.0796266,0.135264,0.0940038,0.101456,-0.0310323,0.113225,0.0171345,0.125814,0.0348502,0.0191237,0.0445686,0.0895421,-0.00708152,0.131888,0.0795447
