# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=7
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 5a_halfnormal_uni - draws_7.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.139011
# Diagonal elements of inverse mass matrix:
# 0.535128, 1.77742, 1.61252, 1.65516, 1.50918, 1.74679, 1.70552, 1.91485, 1.59824, 1.56529, 1.9101, 1.3106, 1.56917, 1.79572, 1.71452, 1.78837, 1.68756, 1.63853, 1.61713, 1.2458, 1.61338, 1.54062, 1.62084, 1.70716
-34.1699,0.990785,0.139011,4,15,0,44.3151,0.0771314,0.0652391,0.0442982,0.0669116,0.0157032,0.0869048,0.00833233,0.0865384,0.12748,0.0482951,0.0269941,0.12932,0.0958535,0.0301378,0.100414,0.0552472,0.0516558,0.201553,0.0209563,0.121036,0.0504943,0.0220228,0.0388417,0.087537,0.061542
-35.686,0.998012,0.139011,4,15,0,42.2601,0.0863659,0.103536,0.0463614,0.123304,0.133243,0.0454809,0.0436608,0.0719067,0.0237403,0.0883458,0.129636,0.0321137,0.0353039,0.042394,0.0753666,0.116299,0.0122164,0.00488324,0.117208,0.173826,0.00592338,0.0587775,0.103707,0.0566701,0.06891
-40.2687,0.902383,0.139011,4,15,0,47.7683,0.106854,0.0569566,0.0399741,0.171386,0.0173123,0.0237166,0.0310986,0.045949,0.0557395,0.175495,0.0929704,0.0500398,0.0310634,0.0261398,0.228307,0.0997113,0.0342613,0.00355574,0.0417579,0.130775,0.0035068,0.0318061,0.0556605,0.102808,0.0852573
-37.1779,0.834376,0.139011,4,15,0,50.7066,0.144681,0.0254667,0.0766091,0.075055,0.0562666,0.162388,0.159627,0.124729,0.10017,0.048809,0.0485911,0.138209,0.100366,0.0641905,0.00826276,0.0895987,0.0755293,0.100176,0.113581,0.109099,0.00348686,0.0536204,0.0989599,0.104034,0.115439
-38.9962,0.952852,0.139011,5,31,0,54.6391,0.122853,0.00983511,0.0488651,0.149901,0.0400285,0.0867176,0.116486,0.0682712,0.0763279,0.0265085,0.0527696,0.169661,0.0579296,0.0300469,0.0042214,0.0370328,0.0437002,0.0167511,0.142793,0.14213,0.122346,0.0692138,0.10128,0.180773,0.0980225
-39.4613,0.97495,0.139011,4,15,0,51.9444,0.0886392,0.0159814,0.0513978,0.0316032,0.134043,0.081864,0.0765386,0.172917,0.0114392,0.031904,0.17378,0.069346,0.0401997,0.0287603,0.00194617,0.0276481,0.140197,0.0150175,0.03583,0.147783,0.0629477,0.115663,0.122761,0.0674289,0.0707238
-37.8491,0.927171,0.139011,4,31,0,51.7823,0.0934637,0.0322127,0.0494468,0.0243686,0.160833,0.167274,0.0461629,0.0848685,0.00807414,0.0327559,0.0471704,0.0543265,0.0615474,0.0764417,0.00790318,0.0400325,0.111525,0.0226975,0.017833,0.175104,0.113693,0.114687,0.1092,0.0603749,0.0745732
-37.3615,0.910376,0.139011,4,15,0,47.2297,0.103491,0.272059,0.0758416,0.00650351,0.0227086,0.0292196,0.104313,0.101418,0.0222335,0.118823,0.150982,0.110166,0.104288,0.113107,0.030739,0.105131,0.0727662,0.251192,0.0197578,0.0984736,0.0168114,0.054978,0.081386,0.125364,0.0825741
-39.4739,0.973421,0.139011,4,15,0,48.0917,0.1338,0.108189,0.137227,0.0110021,0.0311578,0.0239658,0.0953975,0.0277638,0.0185094,0.282922,0.166183,0.0244477,0.0523554,0.0441042,0.0606132,0.138226,0.147171,0.0794872,0.0392126,0.237046,0.0134237,0.124652,0.261027,0.0683766,0.106757
-40.0464,0.988657,0.139011,4,15,0,52.9738,0.142666,0.186375,0.138539,0.00963859,0.0404182,0.0209045,0.113386,0.0285047,0.0197831,0.30083,0.186524,0.0214617,0.0529009,0.0400302,0.0669067,0.125959,0.175688,0.0665298,0.0528389,0.199271,0.0174695,0.105321,0.283141,0.0531894,0.113831
-42.6694,0.944966,0.139011,4,31,0,54.0417,0.156032,0.154912,0.0212363,0.00258275,0.0142039,0.0271168,0.108715,0.0866357,0.034383,0.129694,0.160825,0.0349112,0.0855116,0.011794,0.037197,0.327223,0.105158,0.068424,0.0848683,0.183523,0.010261,0.140043,0.2098,0.0769348,0.124495
-42.2107,0.971533,0.139011,5,47,0,53.637,0.0880962,0.0587097,0.0270563,0.00235867,0.00509076,0.155931,0.0502256,0.0206041,0.0300397,0.024948,0.0482581,0.0838663,0.082877,0.00613449,0.176042,0.0078412,0.0675061,0.0264083,0.0441189,0.0776908,0.056111,0.0488723,0.0513829,0.0728287,0.0702906
-38.8751,0.991019,0.139011,4,31,0,54.7068,0.0363952,0.0379799,0.0119136,0.0157086,0.00876711,0.0368856,0.0478586,0.00645447,0.0352692,0.00796461,0.0448105,0.0534715,0.0283565,0.0677971,0.0337409,0.00703725,0.0867318,0.0319105,0.0552646,0.0693291,0.021407,0.0259993,0.107992,0.0650275,0.0290392
