# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=9
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_9.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
-6.87713,0.835846,0.0691265,3,7,0,8.78848,0.804766,0.556155,-1.65598,-0.812779,-0.841746,0.0226696,-1.35392,-0.672876,-0.9949,-0.709375,-7.8823,-0.116213,0.352735,0.336625,0.817374,0.0517753,0.430543,0.251448,0.410243,0.364547
-4.01342,0.765512,0.0691265,5,31,0,13.9084,0.309794,0.384367,-1.562,-0.934953,-1.05109,-0.75443,-0.573605,0.122327,-0.699455,-0.810934,-2.05779,-0.290586,-0.0495703,-0.0942095,0.0198168,0.0893198,0.356813,0.0409473,-0.00190146,0.0339592
-5.68519,0.953731,0.0691265,4,31,0,9.56974,0.395158,0.417468,-1.57055,-0.396589,-1.28785,-0.407149,-1.00674,-0.125022,-0.616009,-1.12077,-4.2452,-0.260499,0.229594,-0.142481,0.225186,-0.0251225,0.342965,0.137993,-0.0727268,0.0709396
-8.25766,0.860369,0.0691265,5,31,0,12.4971,0.331897,0.278843,-2.50282,-0.906583,-0.0675703,-0.237097,-1.16681,-0.0614667,-1.24625,-0.63499,-19.1713,-0.365997,0.0791033,0.313056,0.265784,0.00654183,0.314758,-0.0156097,0.154835,0.109715
-12.0964,0.817323,0.0691265,5,31,0,17.0881,0.480699,0.329661,-2.43169,-0.674988,-1.45769,-0.0679818,-0.802041,-0.0221638,-0.653875,-0.230744,-27.5551,-0.320935,0.258182,0.00015524,0.458288,0.216297,0.473392,0.265142,0.404631,0.21784
-7.80131,0.978523,0.0691265,3,7,0,13.8222,0.496089,0.355755,-2.2645,-0.660983,-1.28139,-0.34352,-0.75772,-0.256082,-0.860081,-0.0500359,-22.3614,-0.309519,0.260941,0.0402289,0.37388,0.226526,0.404986,0.190111,0.478288,0.212521
-10.4748,0.881948,0.0691265,5,31,0,15.7142,0.457522,0.342949,-1.97716,-1.12694,-0.634507,-0.916816,-1.17806,-0.590469,-1.35925,-1.6877,-20.2449,-0.220541,0.0710394,0.239918,0.143101,0.0535083,0.255021,-0.00863033,-0.121273,0.184221
-11.3496,0.999582,0.0691265,5,31,0,16.097,0.617844,0.343624,-1.92104,-0.71359,-0.57242,-1.14963,-1.44818,-0.449995,-1.5733,-1.48952,-21.2086,-0.0422727,0.372637,0.421146,0.222802,0.120216,0.463215,0.077221,0.106007,0.343975
-8.88427,0.999054,0.0691265,5,31,0,14.6693,0.511877,0.488159,-1.92618,-1.77033,-1.51267,0.0723886,-0.874323,-0.241934,-0.948782,-1.69922,-16.1183,-0.428407,-0.352326,-0.226546,0.547214,0.0850685,0.393774,0.0487207,-0.317613,0.12313
-2.23654,0.992022,0.0691265,6,63,0,11.2489,0.630956,0.705579,-1.5875,-0.4427,-0.463324,-0.209216,-0.689579,-0.245433,-0.624173,-0.0411897,-5.04577,-0.489149,0.318597,0.304044,0.483338,0.144404,0.457784,0.190553,0.601894,0.0787264
-4.80703,0.983727,0.0691265,5,31,0,7.97921,0.427923,0.40359,-1.14128,-1.2741,-0.517853,-0.0103844,-0.794958,-0.0520237,-0.574458,-1.33426,-15.4054,-0.0326889,-0.0862919,0.218922,0.423732,0.107085,0.406926,0.196077,-0.110572,0.10658
-1.54705,0.89256,0.0691265,5,31,0,10.1189,0.523951,0.867831,-0.842861,-0.295699,-0.599959,0.0495325,-0.590215,-0.137012,-0.637179,-0.342813,-11.4392,-0.20751,0.267334,0.00328782,0.566936,0.0117439,0.405048,-0.0290127,0.226447,-0.165848
-0.322952,0.991221,0.0691265,5,47,0,3.1948,0.390526,0.700335,-1.08609,-0.300552,-0.615926,-0.328454,-0.481238,-0.00772872,-0.434907,-0.580556,-10.9732,-0.3701,0.180039,-0.0408289,0.160498,0.0534984,0.385113,0.0859453,-0.0160577,-0.165955
-0.888949,0.867101,0.0691265,5,63,0,5.10975,0.536957,0.508118,-1.63644,-1.23848,-0.690483,-0.265519,-0.819705,-0.190059,-0.826239,-1.16384,-10.3828,-0.294546,-0.092336,0.18611,0.402042,0.12045,0.440385,0.11713,-0.0544121,0.133404
-3.30699,0.972084,0.0691265,4,15,0,5.00295,0.498069,0.48249,-1.80531,-1.30722,-0.640804,0.00738004,-0.954294,-0.336842,-0.707616,-1.28082,-11.5757,-0.372976,-0.13265,0.188887,0.50163,0.0376317,0.335546,0.156651,-0.119914,0.114526
-5.59299,0.999236,0.0691265,4,15,0,8.68006,0.355684,0.375554,-1.77934,-1.36883,-0.533504,-0.400272,-0.486729,0.00761863,-0.817831,0.190219,-7.86973,-0.312557,-0.158387,0.155324,0.20536,0.17289,0.358545,0.0485436,0.427121,0.0584247
-9.32088,0.972298,0.0691265,5,31,0,15.3148,0.474075,0.25053,-3.04693,-1.79478,-1.43726,-0.470518,-1.40255,-0.417234,-1.06011,-1.43859,-1.89685,-0.289273,0.0244292,0.113997,0.356196,0.122693,0.369545,0.208484,0.113664,0.297248
-7.81212,0.780136,0.0691265,5,31,0,15.6288,0.357437,0.273472,-1.93031,-1.27554,-0.590519,-0.246709,-0.790058,-0.368955,-1.22186,-2.01487,-13.2124,-0.170447,0.00861206,0.195947,0.289969,0.141379,0.256538,0.0232938,-0.193572,0.13986
-6.41378,0.99322,0.0691265,5,31,0,12.11,0.395359,0.297484,-2.22777,-1.66404,-0.543558,-0.0104625,-0.866912,-0.101681,-0.6971,-1.91694,-11.7301,-0.267367,-0.0996652,0.233659,0.392246,0.137466,0.36511,0.187983,-0.174901,0.158859
-3.07447,0.972409,0.0691265,5,31,0,11.0802,0.689268,1.06357,-0.640705,-0.797798,-0.30047,-0.00697147,-0.436741,-0.274319,-0.631098,-0.30416,-5.87504,0.00783407,-0.159245,0.369698,0.681854,0.224764,0.397511,0.0180519,0.365773,-0.147305
-1.0273,1,0.0691265,5,63,0,4.70299,0.438901,0.710302,-0.808691,-0.5334,-0.416995,-0.110409,-0.539768,-0.0410845,-0.696867,-0.490408,-7.72224,-0.135515,0.0600255,0.142708,0.360477,0.0555025,0.409718,-0.0560854,0.0905626,-0.123146
-6.39033,0.602059,0.0691265,6,127,0,13.5413,0.148782,0.22657,-1.45367,-0.108934,-0.0281326,1.14966,-0.113988,0.934316,-0.268471,-1.33583,-0.00888645,-0.180576,0.124101,0.142408,0.409259,0.122956,0.36047,0.0879547,-0.153876,0.147176
-8.93855,0.832183,0.0691265,5,31,0,12.2805,0.0781612,0.211076,-1.77137,-0.731674,-0.273976,1.15002,0.200079,1.532,-0.430325,-1.64646,-0.438455,-0.295732,-0.0762779,0.0203314,0.320904,0.120393,0.401529,-0.0126703,-0.269368,0.0105337
-9.8029,0.861456,0.0691265,6,111,0,12.5652,0.0455611,0.213914,-1.63936,-0.533449,-0.228583,1.52637,0.360632,1.09934,-0.116484,-1.84679,-0.123859,-0.30512,-0.068551,-0.00333587,0.372072,0.122705,0.280726,0.0206437,-0.349492,0.0245814
-7.76216,0.951496,0.0691265,6,95,0,14.3487,0.0854839,0.234278,-0.732393,-0.0490045,0.61095,0.930884,0.472703,1.18111,-0.298788,1.33759,1.02279,-0.0860998,0.0740032,0.228616,0.30357,0.196228,0.362192,0.0154845,0.398852,0.219142
-13.3248,0.603951,0.0691265,5,31,0,19.4373,0.156942,0.578642,-0.555679,0.53834,-0.517046,0.73633,-0.0604387,0.24347,0.188596,-0.837806,-2.17692,-0.164598,0.468448,-0.142243,0.583013,0.121969,0.297824,0.266071,-0.327848,-0.2626
-15.3626,0.998157,0.0691265,6,79,0,19.8494,0.401613,0.20786,-3.5316,-2.69829,-0.38418,-0.6707,-1.89973,-0.0482072,-1.3251,-0.423643,-21.4524,-0.332467,-0.159255,0.321757,0.262201,0.0067354,0.391593,0.126178,0.313555,0.235945
-9.32516,0.973493,0.0691265,5,31,0,21.2247,0.532647,0.360553,-1.48122,-1.80606,-1.60661,-0.785826,-1.46575,-0.464016,-1.2118,-0.920064,-15.0619,-0.00141118,-0.118535,-0.0466225,0.249315,0.00416508,0.365345,0.0957276,0.200915,0.245599
-5.96187,0.998588,0.0691265,5,31,0,12.4841,0.439921,0.365843,-1.82299,-1.5825,-1.01719,0.0531798,-0.607322,-0.15213,-0.969044,-1.67171,-10.23,-0.227008,-0.139028,0.0677888,0.459376,0.217736,0.384265,0.0854026,-0.171662,0.149405
-6.25118,0.967142,0.0691265,4,31,0,13.2396,0.448558,0.424728,-1.87674,-1.62797,-1.29621,-0.26327,-0.686299,-0.387402,-1.01277,-1.25726,-10.9901,-0.348546,-0.242886,-0.101977,0.33674,0.157067,0.284017,0.0184065,-0.0854341,0.111068
-6.74413,0.827884,0.0691265,5,31,0,13.8569,0.4678,0.368984,-1.72348,-1.71151,-0.418849,-0.297351,-1.06154,-0.447018,-1.41356,-0.291235,-13.2405,-0.168137,-0.163719,0.313251,0.358082,0.0761089,0.302857,-0.0537825,0.360339,0.174229
-6.6498,0.980543,0.0691265,5,31,0,12.655,0.312369,0.260476,-2.353,-0.994173,-1.61446,-0.277635,-1.08748,-0.0726274,-0.979197,-0.507765,-6.29255,-0.300529,0.0534116,-0.108159,0.240052,0.0291062,0.293452,0.0573123,0.180109,0.107115
-5.99913,0.988256,0.0691265,4,31,0,10.6179,0.469886,0.327648,-2.25627,-1.03742,-1.15637,-0.970222,-1.12896,-0.201323,-0.720644,-0.384592,-8.48831,-0.269378,0.129978,0.0910021,0.151994,0.0999826,0.403923,0.233768,0.343875,0.210256
-3.65499,0.93089,0.0691265,4,31,0,11.4878,0.326326,0.310243,-2.36643,-0.811847,-0.874273,-0.180819,-0.819344,0.0139693,-0.583426,-0.633969,-3.71888,-0.407844,0.0744555,0.0550884,0.270228,0.0721299,0.330659,0.145322,0.129641,0.0872787
-4.65306,0.996601,0.0691265,5,31,0,6.47661,0.407296,0.333471,-2.18425,-0.220852,-0.239888,-0.529192,-0.882248,-0.192436,-1.22572,-0.731021,-7.64404,-0.32109,0.333648,0.3273,0.230825,0.113091,0.343124,-0.00144815,0.163522,0.143472
-4.57422,0.94762,0.0691265,4,31,0,8.87469,0.420869,0.324347,-2.25671,-0.212958,-0.288069,-0.520195,-0.802173,-0.111826,-1.19406,-0.689225,-8.19296,-0.311089,0.351797,0.327434,0.252145,0.160686,0.384598,0.0335792,0.197321,0.163984
-7.06231,0.900948,0.0691265,4,15,0,10.8242,0.433058,0.390956,-2.3482,0.0510463,-0.350337,-0.274088,-0.979764,-0.194074,-1.07251,-0.866529,-12.1512,-0.484987,0.453015,0.296092,0.325902,0.0500136,0.357184,0.0137521,0.0942832,0.122171
-9.57025,0.997572,0.0691265,5,31,0,12.8599,0.424288,0.463387,-0.842951,-2.00579,-1.32192,-0.281597,-0.737635,-0.165729,-0.768458,-0.0400033,-17.3293,0.0336751,-0.50517,-0.188273,0.293799,0.0824771,0.347491,0.0681942,0.405751,0.0551724
-5.63939,0.771821,0.0691265,3,7,0,13.1785,0.475266,0.449197,-1.13,-1.83557,-1.19199,-0.270922,-0.80899,-0.272324,-0.736408,-0.234571,-15.1608,-0.0323283,-0.349269,-0.0601704,0.353568,0.11187,0.352939,0.144473,0.369897,0.117635
-8.18497,0.729104,0.0691265,5,31,0,15.1919,0.714105,0.48324,-2.1445,-1.88156,-0.897984,-0.233661,-1.04936,-0.337248,-1.34767,-1.06697,-13.1995,-0.322203,-0.195137,0.280164,0.601191,0.207013,0.551133,0.0628595,0.198504,0.329637
-9.4811,0.923129,0.0691265,5,31,0,14.5408,0.547756,0.423039,-1.43394,-1.06479,-1.00752,-0.232531,-1.20255,-0.823198,-1.02972,-0.764325,-20.8448,-0.0588547,0.0973099,0.121535,0.449387,0.0390307,0.199512,0.112143,0.224417,0.210608
-8.59899,0.998982,0.0691265,4,31,0,15.1598,0.488056,0.314295,-2.26791,-0.453356,-0.977774,-1.0575,-1.09536,0.0451735,-1.33568,-0.637918,-13.6534,-0.224738,0.345568,0.180746,0.155688,0.14379,0.502254,0.0682571,0.287561,0.237954
-11.8587,0.980158,0.0691265,4,31,0,14.0308,0.510242,0.379904,-1.60918,-0.927812,-0.834771,-1.57736,-1.19866,-0.80903,-1.11425,-0.214103,-12.6981,-0.101091,0.157762,0.193109,-0.0890022,0.0548648,0.202888,0.0869354,0.428903,0.208058
-9.83843,0.997722,0.0691265,4,31,0,16.7535,0.366983,0.258679,-1.94179,-0.376705,-0.496797,-1.16648,-1.5155,0.0538446,-1.18766,-0.126319,-12.8598,-0.135316,0.269538,0.238473,0.0652389,-0.0250441,0.380912,0.0597614,0.334307,0.161209
-6.692,0.909743,0.0691265,5,31,0,14.8368,0.614639,0.396916,-2.56537,-0.731994,-1.21191,-0.404923,-1.21086,-0.231258,-1.1041,-0.974517,-8.23517,-0.403598,0.324099,0.133613,0.453919,0.13403,0.522849,0.176405,0.227838,0.300256
-5.14571,0.999677,0.0691265,5,63,0,10.0798,0.380132,0.508681,-0.981737,-0.76117,-0.949695,-0.737725,-0.706043,-0.0880635,-0.748179,-0.931059,-8.30885,-0.119259,-0.00706154,-0.10296,0.00486464,0.020981,0.335335,-0.000453264,-0.0934806,-0.0228296
-4.79984,0.999516,0.0691265,5,31,0,9.27669,0.454984,0.3074,-2.85928,-0.685474,-0.935091,0.0637146,-1.07512,-0.160884,-1.15769,-0.12919,-4.00899,-0.423958,0.244269,0.167537,0.47457,0.124491,0.405528,0.0991096,0.415271,0.217006
-4.47444,0.941996,0.0691265,5,31,0,10.2357,0.399228,0.392864,-1.03996,-0.821886,-1.07802,-0.181185,-0.873084,-0.166652,-0.882685,-1.30929,-15.7854,-0.00933664,0.076338,-0.0242874,0.328047,0.056224,0.333756,0.0524522,-0.115145,0.0863943
-1.4088,0.970122,0.0691265,4,31,0,5.46863,0.399561,0.435739,-1.38677,-0.686774,-0.886744,-0.0958159,-0.685438,-0.0535688,-0.728896,-1.46203,-13.3113,-0.20471,0.100306,0.0131716,0.35781,0.100888,0.376219,0.0819522,-0.237502,0.0528679
-5.39932,0.917969,0.0691265,4,31,0,8.80401,0.52027,0.509266,-1.60243,-1.11595,-0.360995,-0.24277,-0.958213,-0.118549,-0.608904,0.0700828,-0.942241,-0.29579,-0.0480441,0.336428,0.396636,0.0322849,0.459898,0.210176,0.555961,0.241615
-3.25439,0.995318,0.0691265,5,31,0,9.04426,0.443837,0.439062,-1.89258,-0.754767,-1.03442,-0.487476,-0.772811,-0.0470399,-0.749665,-1.10202,-18.4611,-0.387122,0.112447,-0.0103398,0.229804,0.104525,0.423183,0.114687,-0.0400168,0.0940285
-3.9829,0.977654,0.0691265,5,63,0,10.4037,0.443619,0.419961,-2.01515,-0.745451,-1.14057,-0.486427,-0.731703,-0.0492074,-0.823477,-1.15669,-18.7509,-0.402664,0.130559,-0.0353765,0.239339,0.136333,0.422954,0.0977911,-0.0421448,0.109014
