# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=8
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/Haemoglobin (g per dL) - 6a_skewnormal_uni - draws_8.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.105483
# Diagonal elements of inverse mass matrix:
# 0.006423, 1.18661, 0.695266, 0.732496, 0.711803, 0.786505, 0.852549, 0.768077, 0.808968, 0.838939, 0.754969, 0.775204, 0.774517, 0.760751, 0.844733, 0.84327, 90.9122
-5.8692,0.802263,0.105483,4,31,0,13.5367,-0.124902,0.254214,0.680836,0.885994,0.377557,0.0966188,-0.423632,1.3825,0.656418,1.24411,1.01374,0.104151,0.0895398,0.235946,0.105123,0.862295,1.61248,0.0481753,0.100329,-0.0289223,-0.100341,-0.232595,0.226547,0.041968,0.191368,0.132803,-0.0984258,-0.10214,-0.0649216,-0.0981786,0.0943048,0.0474734
-3.55398,0.989403,0.105483,5,31,0,12.8183,0.0139663,0.0819644,0.0259413,0.957317,0.537435,0.655917,1.02345,0.285359,0.155006,1.96324,-0.0335039,0.520435,0.643736,0.204257,1.75735,0.755297,7.89027,0.0160925,0.0924322,0.0580168,0.0677282,0.0978524,0.0373555,0.0266713,0.174882,0.0112202,0.0566234,0.0667298,0.0307081,0.158007,0.0758738,0.0788455
-5.30599,0.918992,0.105483,5,31,0,13.4861,-0.156309,0.156895,1.18086,1.57429,0.803113,0.390854,1.986,1.79828,0.670849,2.0504,0.959776,0.318875,0.1296,0.357793,1.27292,0.177433,8.38306,0.028963,0.0906893,-0.0303041,-0.0949854,0.155285,0.125834,-0.0510556,0.165389,-0.00572438,-0.106279,-0.135975,-0.100173,0.0434059,-0.12847,-0.0320055
-1.59244,0.974191,0.105483,5,31,0,15.5755,-0.0105955,0.129413,0.179085,0.732119,0.22623,1.87907,0.151906,0.885231,0.163607,1.20078,0.0294821,0.835236,0.468193,-0.0429854,0.493596,0.144396,14.8217,0.0125804,0.0841503,0.0186817,0.232581,0.0090631,0.103965,0.0105774,0.144801,-0.00678016,0.0974951,0.0499948,-0.0161584,0.0532823,0.00809121,0.0924271
-4.17872,0.887497,0.105483,4,15,0,12.3177,-0.0677397,0.0838768,0.43441,0.879875,0.173265,0.897453,0.519245,0.670941,0.567445,0.472549,0.622099,-0.132187,0.679432,0.0996832,0.320291,0.67169,4.55684,-0.0313028,0.00606143,-0.0532068,0.00753581,-0.0241871,-0.0114633,-0.0201442,-0.0281038,-0.01556,-0.0788271,-0.0107511,-0.0593786,-0.0408748,-0.0114005,-0.00237118
-6.54484,0.941536,0.105483,4,31,0,17.6992,-0.0150894,0.0347063,0.132254,0.616265,1.03039,0.131795,0.528039,1.79065,0.190745,2.20771,0.152843,1.0505,0.152881,0.417032,0.655446,1.53085,15.9762,-0.0104993,0.00629889,0.0206716,-0.0105152,0.00323691,0.0470574,-0.00846932,0.0615319,-0.00978475,0.0213695,-0.00978344,-0.000615731,0.00765874,0.0380408,0.0125482
