# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/Haemoglobin (g per dL) - 5a_halfnormal_uni - draws_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.123129
# Diagonal elements of inverse mass matrix:
# 0.985636, 2.19666, 1.99074, 1.83877, 2.20726, 2.29171, 2.18688, 2.08761, 2.22622, 2.04197, 2.00439, 1.86202, 1.71016, 2.06842, 2.11663
-21.9687,0.962954,0.123129,4,15,0,28.6109,0.121062,0.0109026,0.145026,0.116224,0.0853974,0.0355742,0.206131,0.023629,0.158031,0.13049,0.0356389,0.0533783,0.00639749,0.165211,0.0392964,0.0965938
-23.4206,0.949572,0.123129,4,15,0,29.7735,0.0457402,0.00510328,0.0680444,0.032719,0.035402,0.0114896,0.0454561,0.0846631,0.0533522,0.0107687,0.113888,0.0188227,0.0739369,0.0772511,0.0773661,0.0364955
-19.6654,1,0.123129,4,31,0,26.5381,0.073229,0.0360366,0.126286,0.0357021,0.149814,0.0449611,0.0411161,0.0279664,0.0750035,0.0113852,0.0245782,0.0363373,0.0348229,0.051398,0.114271,0.0584283
-19.9585,0.968233,0.123129,4,15,0,24.1271,0.103711,0.0165121,0.0430692,0.0633148,0.0352439,0.110303,0.0889389,0.11679,0.118965,0.0237424,0.103123,0.0763866,0.016402,0.0965604,0.0249482,0.0827492
-22.5035,0.987254,0.123129,4,15,0,24.4222,0.0902638,0.0287189,0.030082,0.108979,0.0315226,0.204982,0.0939569,0.046964,0.119425,0.0203925,0.165928,0.0607956,0.019981,0.12049,0.019086,0.0720201
-24.99,0.942511,0.123129,4,31,0,29.0856,0.0842888,0.0259109,0.138005,0.0179293,0.00173253,0.0175803,0.0738924,0.0176098,0.103735,0.086634,0.00785154,0.0198211,0.0592348,0.0545038,0.136306,0.0672528
-23.3452,0.933449,0.123129,4,31,0,32.6535,0.0741229,0.0205933,0.0729533,0.123555,0.0210028,0.128207,0.015458,0.00721975,0.0694176,0.063639,0.11906,0.069012,0.0178162,0.146049,0.049174,0.0591416
-24.3822,0.912132,0.123129,5,31,0,34.6564,0.0613645,0.027033,0.060181,0.0256103,0.00618606,0.0453192,0.0685396,0.00123398,0.0181277,0.0384409,0.045974,0.0549863,0.0377517,0.0117596,0.0237266,0.0489618
-25.4327,0.996864,0.123129,4,31,0,27.8377,0.0310604,0.0131258,0.0359558,0.0270643,0.00526651,0.0647952,0.057409,0.000726729,0.0271313,0.0483723,0.0393174,0.0663919,0.02644,0.00505975,0.040739,0.0247826
-22.3712,0.945118,0.123129,4,31,0,28.6472,0.0298735,0.0598845,0.0598324,0.0405224,0.016961,0.0182784,0.0174087,0.00365496,0.0296629,0.0276427,0.037462,0.0172796,0.0497913,0.0342111,0.0590381,0.0238356
-27.1012,0.936451,0.123129,4,31,0,34.1406,0.043351,0.00219516,0.0540435,0.046841,0.0198192,0.0289317,0.0950995,0.00927942,0.0143739,0.0678147,0.00421051,0.000552103,0.0302236,0.0369427,0.0360137,0.0345891
-27.3552,0.99641,0.123129,4,31,0,31.956,0.0322954,0.00160291,0.0239077,0.0219416,0.0227444,0.0349037,0.00850929,0.0793965,0.00363312,0.00965046,0.0734968,0.00335563,0.031534,0.0359516,0.03568,0.025768
