# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=1
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 5a_halfnormal_uni - draws_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.171945
# Diagonal elements of inverse mass matrix:
# 0.409797, 1.50891, 1.58121, 1.85764, 1.50571, 1.54361, 1.86947, 1.64117, 1.6718, 1.5453, 1.57874, 1.29171, 1.35551, 1.54132, 1.57551, 1.54975, 1.55393, 1.86044, 1.46695, 1.08979, 1.20048, 1.39945, 1.43377, 1.75808
-38.3415,0.923526,0.171945,4,15,0,44.9465,0.0817241,0.0310195,0.117774,0.0799339,0.0323517,0.097824,0.0592431,0.0129504,0.0610237,0.031453,0.0114975,0.134432,0.128021,0.122475,0.0468231,0.0198892,0.0156453,0.0620721,0.0679867,0.159092,0.00831331,0.0915794,0.262035,0.0578841,0.0652064
-36.5005,0.998387,0.171945,4,31,0,50.9878,0.0291757,0.0108785,0.0164902,0.0314797,0.025382,0.021681,0.0283901,0.0311002,0.0568121,0.0117762,0.0064793,0.0308458,0.0260385,0.0223316,0.00273637,0.0764532,0.0299778,0.0259156,0.0230406,0.056973,0.034476,0.0220702,0.0108815,0.0590665,0.0232788
-44.472,0.835804,0.171945,4,15,0,51.7695,0.0347752,0.00205224,0.00658992,0.0616392,0.0120561,0.00935522,0.0549918,0.0298795,0.034075,0.023654,0.00132546,0.0190706,0.011557,0.0727466,0.0217044,0.00972102,0.00553408,0.0639375,0.0101607,0.0534464,0.0104473,0.0230693,0.0928218,0.0103293,0.0277466
-45.4463,0.740742,0.171945,4,15,0,60.4422,0.0302882,0.0247286,0.038712,0.00257302,0.0237719,0.00254784,0.00866731,0.00889893,0.0167807,0.0219956,0.0321453,0.00160857,0.0299829,0.00633035,0.011973,0.022721,0.0416357,0.0074002,0.0243681,0.0131131,0.00365887,0.024503,0.000589142,0.0313333,0.0241665
-48.3855,0.956296,0.171945,4,15,0,60.0135,0.0135153,0.00213104,0.000512318,0.0282441,0.00140598,0.00490038,0.0164988,0.0101576,0.00982036,0.00918152,0.00126828,0.0261613,0.00522503,0.0122532,0.00949138,0.00866847,0.00299894,0.0237725,0.00358405,0.0222978,0.00595595,0.00358571,0.0465112,0.0042651,0.0107837
-50.3454,0.987966,0.171945,4,31,0,62.6119,0.0100631,0.000241692,0.001755,0.002359,0.000903168,0.0184303,0.00737038,0.00357566,0.00730167,0.0159722,0.0117218,0.00200338,0.0202747,0.01127,0.0164778,0.00773107,0.0239426,0.00446019,0.00169376,0.00912762,0.0074504,0.000375856,0.000261196,0.0105131,0.0080292
