# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 5a_halfnormal_uni - draws_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.251589
# Diagonal elements of inverse mass matrix:
# 0.0403212, 0.575563, 0.0424336, 1.24714, 0.203347, 0.66708, 1.08666, 1.56016, 1.19041, 1.13728, 0.415098, 1.12781, 0.872985, 0.861481, 0.801883, 1.63011, 0.576712, 1.14446, 1.59286, 1.18419, 0.86745, 0.189428, 0.364303, 1.0888, 0.140671, 0.910324, 0.444069, 1.01712, 1.25146
-66.9108,0.947409,0.251589,4,15,0,85.2089,0.313357,0.211222,0.563953,0.00450833,0.161063,0.376221,0.0512177,0.0752867,0.296612,0.0122551,0.0510156,0.0772017,0.280098,0.154803,0.0139951,0.0045194,0.629336,0.104611,0.0507025,0.0246154,0.373491,0.5755,0.344989,0.287439,0.146579,0.227848,0.127617,0.19189,0.087567,0.250023
-60.7971,0.847487,0.251589,4,15,0,75.5685,0.179353,0.139819,0.807841,0.00809748,0.184768,0.0957,0.138008,0.0348831,0.106713,0.0281977,0.428567,0.139304,0.0324364,0.0142306,0.131973,0.0639491,0.0507442,0.117022,0.153782,0.124787,0.258914,0.604775,0.13953,0.0772104,0.318154,0.138245,0.185094,0.224604,0.0588436,0.143103
-61.1,0.953237,0.251589,4,15,0,76.6968,0.186788,0.144948,0.743111,0.00901033,0.209281,0.0986348,0.0940831,0.0374346,0.081551,0.0316086,0.420484,0.0901182,0.0204918,0.019708,0.13476,0.0753112,0.0538589,0.134513,0.222485,0.156757,0.29839,0.704376,0.137202,0.0595043,0.300206,0.169359,0.175799,0.144582,0.112023,0.149035
-58.0375,0.951209,0.251589,4,15,0,73.7689,0.274077,0.225947,0.575752,0.0177571,0.212607,0.0607383,0.191684,0.0493142,0.17933,0.118132,0.19323,0.257304,0.0695038,0.146487,0.0208305,0.0889299,0.147171,0.140656,0.0387269,0.0428744,0.281069,0.418169,0.39201,0.157033,0.301144,0.155363,0.194767,0.0233105,0.0578804,0.218682
-54.0203,0.960567,0.251589,4,15,0,67.8908,0.233869,0.0893074,0.624443,0.0162632,0.172339,0.102594,0.197591,0.112178,0.188589,0.0781332,0.256823,0.161029,0.270094,0.0613642,0.0171025,0.16554,0.206891,0.0777515,0.010403,0.106489,0.163292,0.584581,0.151076,0.207214,0.349009,0.0887802,0.147318,0.06113,0.0711997,0.1866
-59.8173,0.874996,0.251589,4,15,0,66.6939,0.289159,0.0252896,0.799159,0.061123,0.158471,0.027177,0.0351389,0.00146395,0.0741496,0.0238302,0.355756,0.10753,0.061966,0.120723,0.141721,0.052328,0.235123,0.178874,0.0576819,0.0652121,0.444552,0.514346,0.296248,0.119683,0.195573,0.108037,0.196112,0.452566,0.349798,0.230716
