# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=10
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_10.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0578481
# Diagonal elements of inverse mass matrix:
# 0.149386, 0.232175, 0.767761, 0.574423, 0.548171, 0.824311, 0.51576, 0.627187, 0.514371, 0.940202, 97.9607
-3.93267,0.966405,0.0578481,5,31,0,8.67755,-0.453305,0.689215,0.24561,0.947929,0.585176,1.79514,0.791372,1.35257,0.660118,1.04361,22.9316,-0.284026,0.200022,-0.0499924,0.78393,0.0921207,0.478906,0.0016587,0.265967,0.0960875
-2.6405,0.979741,0.0578481,4,31,0,10.5721,-0.2565,0.719918,0.133886,0.104226,0.621101,1.1805,0.522305,0.808615,0.437394,2.10526,19.7438,-0.160112,-0.181466,0.190643,0.593367,0.119517,0.325637,0.0583886,1.25912,0.317177
-3.75553,0.97118,0.0578481,4,15,0,6.64028,-0.209706,0.791539,0.215586,0.514069,0.324879,1.27372,0.315593,0.740917,0.349202,2.0917,21.7431,-0.039062,0.197199,0.0474476,0.798492,0.0400975,0.376758,0.0667003,1.44596,0.421184
-2.06432,0.932172,0.0578481,5,31,0,8.19388,-0.225131,0.604597,0.0136948,0.0819837,0.29437,1.85872,0.540241,1.09308,0.51221,1.26888,19.3128,-0.216851,-0.175564,-0.0471556,0.898644,0.101497,0.435741,0.0845502,0.542033,0.256623
-6.13931,0.887192,0.0578481,5,31,0,10.3101,-0.526266,0.619691,0.0707466,1.01052,1.43869,0.678662,0.933648,1.50172,0.987429,-0.00546815,9.24143,-0.482425,0.0999446,0.36528,-0.105705,0.0523073,0.404339,0.0856354,-0.529654,-0.0346932
-3.7486,0.987716,0.0578481,5,31,0,9.0786,-0.165181,0.67082,-0.0737357,0.221647,0.130332,2.30445,0.372158,0.812444,0.32738,1.0776,11.9263,-0.214644,-0.0164954,-0.0777517,1.38069,0.0844705,0.379823,0.0544324,0.557694,0.368185
-2.79829,0.949329,0.0578481,5,31,0,9.62762,-0.0747895,0.48184,0.145116,0.549263,0.200271,1.6871,0.356487,0.833553,0.288433,1.63773,6.51562,-0.00486686,0.189867,0.0217093,0.738125,0.0969805,0.32685,0.0641892,0.714335,0.305214
-8.35756,0.866442,0.0578481,5,63,0,10.2806,0.0407346,0.414165,-0.65208,-0.0200097,0.573749,0.84576,0.0409546,1.24529,0.135729,-1.44627,-0.107914,-0.229335,0.0324472,0.278361,0.391019,0.0576965,0.556492,0.0969488,-0.558262,0.00527961
-8.51997,0.820258,0.0578481,5,31,0,14.1644,-0.0162789,0.40052,-0.659133,-0.131283,0.794939,0.866619,0.0830553,1.10114,-0.0666941,-1.6116,0.51348,-0.280275,-0.0688606,0.302111,0.33082,0.0169865,0.424749,-0.0429912,-0.661757,0.129694
-4.04772,0.719187,0.0578481,5,63,0,12.7652,-0.0120725,0.530958,-0.404984,0.284759,-0.270884,0.616357,0.255833,0.797926,0.0715847,1.45861,1.62252,-0.227102,0.139123,-0.1559,0.315188,0.123764,0.411593,0.025936,0.762386,0.348576
-3.09383,0.950162,0.0578481,4,15,0,6.32773,-0.00458714,0.529562,-0.399311,0.162839,-0.261824,0.833591,0.163931,0.808971,0.213463,1.28922,1.94479,-0.216047,0.0816462,-0.143239,0.436851,0.0822247,0.423813,0.108455,0.678138,0.371177
-2.45591,0.999021,0.0578481,5,63,0,8.33799,-0.55014,0.599009,0.465121,0.393358,1.0283,1.86765,1.09623,1.61453,1.01235,1.30648,5.92115,-0.271528,-0.314515,0.0658226,0.568597,0.106514,0.416977,0.0562639,0.232454,-0.0788734
-6.84031,0.788516,0.0578481,5,31,0,12.1356,-0.0604562,0.249922,0.017795,1.49282,0.677016,2.00731,0.493619,2.03934,0.408531,0.220255,3.08431,-0.0560088,0.312631,0.108745,0.441213,0.0629099,0.449218,0.0416446,-0.00540979,0.129232
-6.87344,0.950302,0.0578481,4,31,0,14.2606,-0.121192,0.25903,-0.079448,1.22797,0.388529,1.69267,0.914317,1.41088,0.739508,0.567459,2.11382,-0.141771,0.19689,-0.0205511,0.317261,0.115644,0.244268,0.0703631,0.0257971,0.0656332
-6.46266,0.990145,0.0578481,4,31,0,13.2588,-0.117119,0.284159,-0.12625,1.1451,0.526039,2.14552,0.912387,1.81312,0.99414,1.04161,6.25639,-0.152994,0.20827,0.0323593,0.492548,0.142143,0.398096,0.165374,0.178864,0.106765
-4.6661,0.990378,0.0578481,6,63,0,10.7926,-0.314055,0.550488,0.468856,0.496556,1.15831,2.38205,0.77354,1.13425,0.606758,0.195467,2.84542,-0.0559554,-0.0407066,0.323579,0.997236,0.11177,0.310337,0.0199582,-0.206453,0.100326
