statname,mean,sd,X2.5.,X25.,X50.,X75.,X97.5,den_below_zero,mean_conditional_on_neg,mean_conditional_on_pos
mu,0.02968027652025797,0.08628378438022716,-0.12969847065481754,-0.025178707513516217,0.02369324009027736,0.07940261257102901,0.21920635485823553,0.37228333333333335,-0.052936206095729285,0.07867808264811044
tau,0.09059289008256606,0.07338514783578247,0.003649547701043186,0.03527472080756654,0.07315534443209692,0.12796179280369807,0.2749551870639176,0,NA,0.09059289008256606
theta_raw[1],-0.1655970281861645,0.88628482093471594,-1.8814273789739235,-0.8666688759767311,0.021744131651039403,0.4756320620891652,1.4086981285170983,0.4917166666666667,-0.9143423141923919,0.5587441257975626
theta_raw[2],0.26721323569258826,0.9257321428721716,-1.472893623437993,-0.4122256330349139,0.24783876957870998,0.9589741311830415,2.0219311396885535,0.42483333333333334,-0.6104571615229437,0.9154838362438461
theta_raw[3],-0.029755071717375636,0.889667487613136,-1.807029553157969,-0.666082702933811,0.06087798929578818,0.5867598850756868,1.6072836416627672,0.4759333333333333,-0.7890136032194198,0.6597687364995297
theta_raw[4],0.17904412878626202,0.9953790540509874,-1.7361876732002335,-0.5027800601924137,0.1632518728589088,0.8730498221578,2.1094580561768237,0.4401833333333333,-0.7200826858965179,0.8860267213786852
theta_raw[5],0.11801321358181012,0.9809693009878842,-1.7853237749417425,-0.5553305821514387,0.1165077161212789,0.7865998693310499,2.0348544466492955,0.45365,-0.7430939419567473,0.833015064245426
theta_raw[6],0.2622649952920448,0.9481585643018767,-1.5079290370902885,-0.4141017900261019,0.22013125603564032,0.9459135128425356,2.105315649184987,0.42683333333333334,-0.6208196516505625,0.9198921487727127
theta_raw[7],-0.013129014934035387,0.9678518576575903,-1.973891512174379,-0.6812136648335797,0.0567162299806991,0.6434809609107505,1.8279453914021544,0.47765,-0.8265909364456441,0.7307210603220571
theta_raw[8],0.4029451401366505,1.0233107115209494,-1.4721037301636177,-0.33814006301258714,0.31679534344587124,1.1848259292463452,2.3578545741119457,0.40718333333333334,-0.5851618849524161,1.0816384610045688
theta_raw[9],-0.10184995906031181,0.9327925854997086,-1.9952700397885286,-0.7497731261950416,0.019799285344507242,0.5247242365063197,1.6113000571188598,0.49091666666666667,-0.8624396775107899,0.631598073578707
theta_raw[10],0.011592098328428729,0.922669876984581,-1.803799760266716,-0.6372586434119791,0.058742490821278026,0.6568506994350551,1.7511195287453465,0.47865,-0.7683261253190659,0.7276328727580313
theta_raw[11],-0.11007542254965724,0.9176353987060191,-1.934935877551445,-0.7782397049626195,0.011250179054208762,0.5303690248040422,1.555371595477323,0.4954,-0.8601210614008383,0.6262951868179113
theta_raw[12],-0.19780062631198744,0.9280522911010685,-2.0556685679024755,-0.8949037980585518,-0.03136889371151882,0.445742525581827,1.4867091400741619,0.5134,-0.9265787686451645,0.5711157285459103
theta_raw[13],0.1655386097091679,0.9845295561519145,-1.7271952593918614,-0.5153112002889151,0.14505061798465296,0.847974743978197,2.0894878863762805,0.4463,-0.7115242637218271,0.8724794809612052
theta_new_raw,0.027819894050005095,1.0200668856197683,-1.995417983589709,-0.6642506233511122,0.0636783890308168,0.7149366245807469,1.9994615621142027,0.4744833333333333,-0.8303919966614585,0.802690158762975
alpha,0.8624889437688261,10.229214025751533,-19.192134370029592,-6.278601593361193,1.2117717508111343,8.001173397503074,20.39367543033605,0.4607833333333333,-8.109357537470423,8.529309321069896
theta[1],0.016395634437464855,0.03470391857007322,-0.05462408621158657,-0.006244402367535638,0.017181229670019924,0.03990853257157127,0.08234765819338043,0.3084166666666667,-0.023508682510618127,0.034191257648075186
theta[2],0.06053004979117424,0.059233746638916146,-0.036717718658332746,0.020706849884550974,0.052123924998614624,0.09263093844938362,0.2006006063760574,0.12328333333333333,-0.022833850069029826,0.07225262772904717
theta[3],0.027343082647366967,0.04970173972655239,-0.07492702311287894,-0.0024456773330653026,0.027615517882823702,0.056980133172979466,0.12827083047599164,0.26761666666666667,-0.03239504006188554,0.04917170236705992
theta[4],0.053495256266545,0.08056335302816889,-0.08012099982509877,0.008551850048656828,0.042780271316808186,0.0857734242826131,0.25218660113246333,0.20163333333333333,-0.0383704855281799,0.07669662038980879
theta[5],0.046374442343755165,0.07769347660346987,-0.08928945775461586,0.004300633319267339,0.03827503324698035,0.0786952615378576,0.23010877917428205,0.22333333333333333,-0.040809346954120564,0.07144445900880955
theta[6],0.061865567351715736,0.06666083157405228,-0.04365515310188518,0.018784022355210497,0.05070174552505882,0.0946655339980717,0.22522301438187273,0.13771666666666665,-0.026019845311814296,0.07590188883998812
theta[7],0.029681366710773757,0.06538417908683866,-0.10840847165143723,-0.0052702704515606436,0.02956554361595102,0.06471972897594187,0.16907257894620337,0.28045,-0.04438330870160991,0.058548628498561954
theta[8],0.07900504146160348,0.079060196201145,-0.03343774135687444,0.02562936031958966,0.06175781092444503,0.11689849729951349,0.27938831954872706,0.10578333333333333,-0.02339035783330273,0.09111813111781598
theta[9],0.01903072930492389,0.061629845952913244,-0.11892740843023555,-0.01223050299749761,0.02213482121195695,0.054248134979590516,0.1374920876176828,0.32515,-0.04619048175521004,0.0504550114064317
theta[10],0.0345830369496951,0.06077432568529649,-0.08539871257164378,-3.098676051427173e-4,0.03215526330053202,0.06706279098998369,0.16689263527179807,0.2521,-0.03711789653493265,0.05875178321453619
theta[11],0.01918506274410853,0.05678095543900966,-0.10768682469694331,-0.011702015522802367,0.022297143494210258,0.05319017964485488,0.12727259589588696,0.32343333333333335,-0.042379159090841195,0.048615897077483775
