# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0592498
# Diagonal elements of inverse mass matrix:
# 0.151932, 0.225981, 0.801631, 0.585312, 0.577689, 0.887169, 0.556649, 0.648315, 0.555613, 0.977001, 91.0672
-2.26138,0.885361,0.0592498,3,15,0,7.01399,-0.685453,1.02287,0.500452,0.911516,0.862694,1.66715,0.731703,1.13359,0.665177,0.367574,14.3215,-0.173556,0.246908,0.19697,1.01982,0.062983,0.474057,-0.00506488,-0.309473,0.128696
-6.09382,0.975185,0.0592498,4,15,0,8.35768,-0.742682,0.918016,0.204205,0.459162,0.978106,0.595819,0.877694,1.31952,0.809052,0.534334,11.0418,-0.555218,-0.321163,0.155236,-0.19571,0.0630561,0.468663,4.09564e-05,-0.252154,-0.0131958
-3.61712,0.830893,0.0592498,6,63,0,11.6742,-0.744933,0.915646,0.168131,0.493834,0.847042,0.901758,0.997288,1.26641,0.943527,0.502584,10.9971,-0.590984,-0.292756,0.0306579,0.0807581,0.16823,0.414654,0.119003,-0.284744,-0.0173548
-1.56281,0.995282,0.0592498,3,7,0,5.47463,-0.733004,0.941445,0.367454,0.519921,0.837301,0.861217,0.901372,1.25352,0.909138,0.409789,11.3848,-0.387066,-0.243527,0.0552691,0.0777852,0.115589,0.447118,0.1229,-0.34721,0.0152801
1.73421,0.990202,0.0592498,5,63,0,4.32324,-0.442191,0.971915,0.168477,0.486368,0.378545,1.1806,0.585463,0.82491,0.504077,1.12829,3.43089,-0.278446,0.0305172,-0.0742777,0.705256,0.126829,0.359551,0.0477289,0.654409,0.302305
1.3883,0.989019,0.0592498,5,31,0,1.2884,-0.44084,0.82495,0.201128,0.588459,0.760211,1.50473,0.614237,1.02469,0.689958,0.0815876,9.68875,-0.27492,0.044609,0.186296,0.800483,0.0658746,0.404476,0.128341,-0.373534,0.213897
