# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=1
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0620858
# Diagonal elements of inverse mass matrix:
# 0.147309, 0.210619, 0.773144, 0.550546, 0.530442, 0.74451, 0.50106, 0.558029, 0.50808, 0.862539, 99.535
-6.22615,0.94593,0.0620858,5,63,0,11.3479,-0.208557,0.516935,0.0126509,0.963956,0.516986,2.46413,0.569623,1.30732,0.499739,1.82555,18.5217,-0.202018,0.289746,0.0586909,1.06524,0.0859009,0.467244,0.0497753,0.735134,0.203298
-5.78854,0.985044,0.0620858,4,31,0,12.5393,-0.165777,0.474842,-0.0550259,0.758449,0.513759,1.69287,0.463097,1.18445,0.61808,3.1887,4.46108,-0.191905,0.194366,0.0781772,0.638066,0.0541211,0.396647,0.127713,1.34835,0.203918
-2.92903,0.98783,0.0620858,5,31,0,9.58972,-0.575434,0.669467,0.331119,0.70987,0.973366,1.70919,1.01506,1.40327,1.07454,2.29585,4.62801,-0.353761,-0.100199,0.0762027,0.568812,0.104117,0.364009,0.143936,0.96156,-0.0533251
-3.34217,0.981839,0.0620858,5,47,0,7.65666,-0.67233,0.955629,0.3928,0.33335,1.05141,1.72026,0.832132,1.04006,0.819509,1.92308,3.03731,-0.296958,-0.353771,0.33243,0.971599,0.12288,0.321581,0.110817,1.16542,0.0519092
-2.67347,0.455812,0.0620858,5,31,0,10.1244,-0.587431,0.877902,0.338259,0.69829,0.582275,1.26205,0.886665,1.16414,0.780248,2.43833,4.64624,-0.290473,0.0255996,-0.07625,0.520526,0.190974,0.434568,0.0975504,1.55318,0.0973528
-1.5343,0.979023,0.0620858,5,31,0,6.42818,-0.254741,0.857058,0.0189351,0.0697156,0.124445,1.37762,0.308151,0.702307,0.432864,0.0483958,16.7617,-0.238513,-0.194991,-0.148085,0.925957,0.00936233,0.347177,0.116249,-0.213263,0.427879
0.278665,0.893586,0.0620858,3,7,0,5.63386,-0.22144,0.863303,0.030128,0.144789,0.120102,1.33219,0.384281,0.75167,0.362535,0.019149,17.0107,-0.19543,-0.0964433,-0.117755,0.928645,0.110311,0.427479,0.0915374,-0.204908,0.46619
-0.0839727,0.903703,0.0620858,4,15,0,3.4439,-0.179802,0.823967,0.018081,0.685786,0.498824,1.09517,0.310098,0.693565,0.307162,0.585609,12.147,-0.164904,0.385263,0.231212,0.722585,0.0757081,0.391672,0.073289,0.30272,0.475412
1.12859,0.929771,0.0620858,4,15,0,3.93786,-0.427039,1.07454,0.1072,0.0670423,0.359613,1.00364,0.52539,0.798703,0.480195,0.353602,13.2513,-0.311847,-0.354999,-0.0406191,0.651418,0.137516,0.431203,0.0889522,-0.0470772,0.427893
0.107545,0.893459,0.0620858,4,15,0,1.55598,-0.260166,1.028,-0.0397413,0.64689,0.514958,1.13186,0.386585,0.700416,0.3323,0.378672,4.67356,-0.30102,0.404837,0.269211,0.903386,0.137244,0.459862,0.0814386,0.129109,0.541906
-0.819505,0.923346,0.0620858,5,47,0,3.91894,-0.268843,0.478143,0.167495,0.146962,0.858933,1.52446,0.731568,1.29795,0.710428,0.326851,11.6547,-0.188757,-0.198574,0.14185,0.460069,0.0809508,0.351762,0.070843,-0.112562,0.111263
0.593365,0.997523,0.0620858,6,63,0,2.37791,-0.472518,0.851837,0.18974,0.94854,0.690025,1.59028,0.689879,1.00141,0.624877,0.226633,8.58263,-0.310891,0.335484,0.115271,0.882139,0.115147,0.380516,0.0597753,-0.279464,0.202583
-2.41671,0.964117,0.0620858,5,63,0,4.29254,-0.249759,0.433099,-0.303669,0.217936,0.683247,1.51849,0.812472,1.52483,0.849533,0.980229,1.48943,-0.381278,-0.155371,0.0461547,0.407898,0.102122,0.410645,0.118173,0.174777,0.037139
-9.21696,0.816412,0.0620858,4,15,0,11.2231,-0.1574,0.368793,-0.11187,0.199659,0.78224,1.58885,0.893805,1.12957,1.20001,0.844986,2.97933,-0.198657,-0.0837675,0.131085,0.428557,0.172229,0.259176,0.285154,0.154225,0.12156
