# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=12
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 6a_skewnormal_uni - draws_12.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0739414
# Diagonal elements of inverse mass matrix:
# 0.00962531, 1.21795, 0.905926, 0.948164, 0.922962, 0.812665, 0.901794, 0.894605, 0.889679, 0.848975, 0.929116, 0.87733, 0.739784, 0.733495, 0.787507, 0.876231, 0.877081, 0.798338, 0.850689, 0.836342, 0.87904, 0.732518, 0.748542, 0.938824, 0.924857, 81.9626
-18.3483,0.969543,0.0739414,5,31,0,29.8504,0.0691353,0.00715241,-0.530942,0.0227019,-1.20076,-0.00752065,-0.845179,-0.491379,-0.874449,-0.257007,-1.257,-0.607713,0.0267932,-2.50911,-0.857253,-0.245783,-0.506371,-0.816117,-0.604721,-1.42232,0.0564204,-0.540978,-0.894021,-0.169821,-2.06875,-19.7317,0.0653378,0.0692977,0.060547,0.0690815,0.0630903,0.0656208,0.0628809,0.0672971,0.0601448,0.0647887,0.069327,0.0511891,0.0630039,0.0673774,0.0655135,0.0632981,0.0648101,0.0589623,0.0695389,0.065266,0.0627409,0.0679207,0.0543388,0.0634358
-13.6974,0.481046,0.0739414,5,31,0,30.2144,0.0899345,0.00512177,-0.546412,-0.720172,-1.68068,-0.649168,-0.89722,-0.199109,-0.465903,-0.0605924,-1.51652,-0.273901,-0.660188,-1.96711,-1.15624,-0.568607,-0.444319,-0.185361,-0.0443827,-0.55892,-0.924353,-0.383903,-0.415515,-0.357343,-1.15981,-27.4637,0.0871359,0.0862459,0.0813264,0.0866096,0.0853391,0.0889147,0.0875482,0.0896241,0.0821672,0.0885316,0.0865531,0.0798594,0.0840125,0.0870222,0.0876588,0.0889851,0.0897071,0.0870718,0.0852001,0.0879682,0.0878063,0.0881042,0.0839942,0.0858506
-13.7413,0.465046,0.0739414,5,31,0,23.7049,0.0884394,0.00821723,-0.606827,-0.0060004,-0.135327,-0.531853,-0.183396,-0.224127,-1.3412,-0.263865,-1.66642,-1.09881,-0.00226878,-1.97138,-0.912561,-0.0259257,-1.03756,-0.319034,-1.5264,-0.496087,-1.00293,-0.063283,-0.0715582,-1.01415,-1.42162,-13.7659,0.083453,0.0883901,0.0873274,0.0840691,0.0869324,0.0865977,0.0774185,0.0862712,0.0747461,0.0794102,0.0884208,0.0722401,0.0809407,0.0882264,0.0799136,0.0858179,0.0758966,0.084363,0.0801982,0.0879194,0.0878514,0.0801059,0.0767576,0.0819003
-15.0006,0.989048,0.0739414,4,31,0,25.9623,0.0728222,0.0232262,0.00169629,-0.712966,-0.308463,-1.0304,-0.296223,-0.421774,-2.17943,-0.666242,-3.03214,-0.781968,-0.674161,-0.727475,-1.09874,-0.627978,-0.770968,-0.280181,-0.941363,-0.480779,-0.57916,-0.438386,-0.95593,-1.72834,-1.46894,-5.76958,0.0728616,0.0562627,0.0656578,0.0488899,0.0659421,0.063026,0.0222023,0.0573479,0.00239711,0.0546601,0.057164,0.0559257,0.0473026,0.0582367,0.0549155,0.0663147,0.0509579,0.0616555,0.0593705,0.0626401,0.0506196,0.0326795,0.0387042,0.0545626
-12.6328,0.955008,0.0739414,5,31,0,27.7532,0.117385,0.04883,-0.492484,-1.85509,-0.238931,-1.00982,-0.337532,-0.234442,-1.54188,-0.872406,-0.857078,-0.0507269,-1.2937,-0.64117,-0.828764,-0.148937,-1.18483,-0.247678,-0.00891835,-0.31055,-1.71246,-0.483806,0.0132861,-1.43611,-0.0302855,-10.3563,0.0933366,0.0268006,0.105718,0.0680752,0.100903,0.105937,0.0420946,0.0747851,0.0755335,0.114908,0.0542133,0.0860763,0.0769161,0.110112,0.0595295,0.105291,0.116949,0.10222,0.033765,0.0937604,0.118033,0.0472593,0.115906,0.0786043
-14.5594,0.967367,0.0739414,5,31,0,22.2197,0.0757398,0.0127045,-1.51745,-0.194768,-1.75891,-0.369456,-0.713037,-0.955433,0.0906264,-1.07319,-0.568744,-1.0629,-1.69063,-0.234513,-0.965641,-0.440614,-1.41031,-0.240991,-1.1528,-0.498582,-0.476867,-1.75909,-1.23214,-0.850995,-1.12191,-9.07697,0.0564614,0.0732654,0.0533938,0.0710461,0.0666811,0.0636016,0.0768912,0.0621056,0.0685142,0.0622362,0.0542612,0.0727605,0.0634719,0.0701421,0.0578226,0.0726782,0.0610941,0.0694056,0.0696815,0.0533915,0.0600862,0.0649284,0.0614865,0.0656641
