# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=9
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 5a_halfnormal_uni - draws_9.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
-15.5044,0.985574,0.262063,4,15,0,23.8202,0.192372,0.00811656,0.122939,0.0793076,0.367956,0.148583,0.396786,0.0900288,0.325411,0.153491
-18.4105,0.915913,0.262063,3,15,0,19.7724,0.221049,0.00178588,0.0775655,0.188309,0.0871577,0.0919649,0.326413,0.136749,0.112345,0.176372
-22.3926,0.964778,0.262063,4,15,0,26.9236,0.549879,0.192681,0.00181254,0.248644,0.457745,0.10424,0.307688,0.154369,0.186977,0.43874
-20.8447,0.927379,0.262063,4,15,0,30.2824,0.141588,0.00464956,0.0151674,0.03921,0.0690354,0.122271,0.277132,0.14817,0.0511571,0.112971
-16.6517,0.962103,0.262063,4,15,0,23.3806,0.248489,0.114434,0.277341,0.0824389,0.366285,0.102095,0.37758,0.0223447,0.0805553,0.198266
-17.4263,0.968553,0.262063,3,7,0,18.8519,0.235273,0.118625,0.314079,0.0771959,0.51122,0.0927922,0.386769,0.0255958,0.0674899,0.187721
-19.0674,0.904382,0.262063,3,15,0,19.8833,0.21299,0.0143279,0.052106,0.296222,0.0977665,0.150573,0.373056,0.215557,0.468643,0.169941
-21.3084,0.751398,0.262063,4,15,0,25.266,0.194942,0.0272677,0.0792679,0.0183653,0.140904,0.0565994,0.339643,0.0211408,0.010712,0.155541
-18.3431,0.973314,0.262063,3,15,0,24.7159,0.209974,0.0251064,0.130376,0.0198412,0.285437,0.06521,0.374648,0.0588445,0.0155164,0.167535
-18.9436,0.999476,0.262063,3,7,0,22.5081,0.156441,0.150506,0.0624924,0.200152,0.223062,0.0837631,0.394834,0.204517,0.0210898,0.124822
-21.8731,0.685794,0.262063,4,15,0,25.2703,0.264778,0.00741044,0.258927,0.0552607,0.316164,0.114424,0.237976,0.00951129,0.525371,0.211262
-23.7227,0.865515,0.262063,3,15,0,29.3099,0.246987,0.00404729,0.27467,0.0332461,0.159465,0.107011,0.21232,0.0267182,0.488436,0.197067
-19.0907,0.974939,0.262063,4,15,0,26.2394,0.238878,0.00164613,0.160129,0.04244,0.354227,0.168726,0.275165,0.141908,0.104579,0.190597
-16.1342,0.977864,0.262063,3,15,0,21.6242,0.230249,0.00201109,0.0722896,0.185138,0.314498,0.0954485,0.347219,0.0865688,0.188007,0.183712
-18.4722,0.592522,0.262063,3,7,0,24.5435,0.200354,0.0017018,0.0502291,0.238522,0.257488,0.167877,0.298273,0.0554017,0.1264,0.15986
-16.1724,0.993663,0.262063,3,7,0,19.9425,0.158519,0.00415144,0.151273,0.0858737,0.224456,0.0790462,0.330907,0.128516,0.197524,0.12648
-19.3911,0.986361,0.262063,3,7,0,19.7888,0.154924,0.00136804,0.081071,0.038862,0.183273,0.149403,0.274447,0.065371,0.0883174,0.123612
-17.0296,0.975966,0.262063,4,15,0,22.291,0.507157,0.0357607,0.19933,0.191929,0.380529,0.0816944,0.503242,0.0604362,0.735399,0.404653
-18.3526,0.969981,0.262063,3,15,0,23.4364,0.289695,0.105908,0.070109,0.170266,0.0647305,0.164829,0.306602,0.183534,0.336624,0.231143
-19.4509,0.991831,0.262063,3,15,0,24.4188,0.129711,0.0847486,0.0205695,0.217054,0.061513,0.116214,0.23285,0.0649686,0.126639,0.103495
-17.8844,0.864712,0.262063,3,15,0,26.9903,0.226802,0.00478154,0.0518614,0.0413264,0.112167,0.112244,0.357396,0.135938,0.277793,0.180962
-22.4465,0.874945,0.262063,4,15,0,26.57,0.261751,0.00278056,0.0345656,0.0234327,0.0783089,0.0778308,0.293947,0.0663908,0.113669,0.208847
-20.6282,0.990096,0.262063,4,15,0,26.9232,0.144664,0.0634723,0.215479,0.182423,0.0191508,0.0425969,0.421507,0.0345636,0.107274,0.115425
-22.4318,0.978222,0.262063,3,7,0,25.3279,0.284087,0.0188719,0.129804,0.190891,0.00891075,0.224329,0.39297,0.0178186,0.217265,0.226668
-19.2221,0.971571,0.262063,3,7,0,26.1584,0.198079,0.0148189,0.240283,0.103755,0.0205355,0.0777061,0.388078,0.0312539,0.200454,0.158044
-19.0412,0.953621,0.262063,4,15,0,24.0113,0.478796,0.0783635,0.0385695,0.159883,0.820102,0.157893,0.328711,0.0160742,0.143427,0.382024
-16.8121,0.965281,0.262063,4,15,0,22.956,0.193947,0.0278856,0.049025,0.261283,0.194257,0.152469,0.388072,0.0387021,0.0498177,0.154747
-18.9324,0.921787,0.262063,4,15,0,22.6527,0.508894,0.0133657,0.0466265,0.0834388,0.663896,0.0310002,0.368335,0.109602,0.928396,0.406039
-15.3693,0.977299,0.262063,4,15,0,23.4967,0.298153,0.0270205,0.0629063,0.225678,0.683455,0.113213,0.460635,0.100154,0.114069,0.237892
-19.9345,0.804002,0.262063,4,15,0,21.4927,0.123548,0.0736743,0.0382559,0.0250035,0.0483385,0.0648255,0.24578,0.0542935,0.129458,0.0985768
-14.1928,0.991663,0.262063,3,15,0,22.6731,0.279473,0.0447204,0.301987,0.169126,0.648423,0.131963,0.34705,0.112705,0.202727,0.222987
-17.4569,0.883797,0.262063,4,15,0,20.7402,0.284541,0.0621052,0.089485,0.428058,0.428822,0.0655923,0.323675,0.0368837,0.112955,0.227031
-13.6248,0.937016,0.262063,3,7,0,19.7803,0.241297,0.0444766,0.207474,0.161246,0.527746,0.120423,0.334746,0.103941,0.303163,0.192528
-17.3636,0.835339,0.262063,3,15,0,21.0965,0.188795,0.137683,0.138244,0.0945261,0.127588,0.109335,0.27276,0.0981393,0.045108,0.150636
-18.7974,0.830814,0.262063,4,15,0,22.7952,0.204493,0.00232457,0.079237,0.155487,0.205077,0.118261,0.373286,0.133707,0.00741699,0.163162
-19.1351,0.906511,0.262063,3,7,0,24.4253,0.185832,0.00787671,0.194591,0.107036,0.141951,0.104202,0.443825,0.0757781,0.00675914,0.148272
-17.9088,0.994478,0.262063,4,15,0,21.7242,0.235806,0.0160106,0.102857,0.124118,0.517845,0.106969,0.331533,0.150287,0.00504753,0.188146
-14.0561,0.984388,0.262063,4,15,0,20.5431,0.220868,0.0697935,0.226806,0.146998,0.368414,0.096919,0.383165,0.111954,0.0629617,0.176227
-16.4393,0.883244,0.262063,3,15,0,19.7715,0.220718,0.0101734,0.0410033,0.170811,0.216291,0.0478292,0.395035,0.116172,0.322722,0.176107
-17.0828,0.984234,0.262063,3,15,0,19.7465,0.258186,0.00365178,0.0246153,0.237441,0.298637,0.158808,0.329049,0.0996062,0.276453,0.206003
-18.6261,0.921602,0.262063,3,7,0,19.9556,0.258735,0.00344999,0.0265872,0.099628,0.648178,0.0722819,0.328807,0.168671,0.359955,0.206441
-18.4585,0.827053,0.262063,3,7,0,23.8651,0.23722,0.00407576,0.0279033,0.134219,0.563949,0.0710185,0.348769,0.0947394,0.541326,0.189275
-14.9518,1,0.262063,4,15,0,20.854,0.301787,0.0582411,0.0921205,0.298585,0.387613,0.0647617,0.429216,0.0559278,0.336441,0.240791
-18.9864,0.899663,0.262063,3,7,0,20.2878,0.488325,0.0786564,0.406069,0.173364,0.158745,0.183934,0.436318,0.205606,0.583039,0.389627
-21.4751,0.988246,0.262063,5,47,0,24.3403,0.358062,0.0840975,0.168695,0.0676479,0.013713,0.0725996,0.478302,0.0540447,0.197569,0.285692
-26.5145,0.681885,0.262063,4,23,0,31.2469,0.0995313,0.0110675,0.114634,0.0157686,0.000220159,0.120979,0.26544,0.0586819,0.0306356,0.0794145
-21.4659,0.963781,0.262063,4,15,0,29.9693,0.441499,0.147462,0.0986223,0.100585,0.0132451,0.0918064,0.395948,0.146103,0.717192,0.352265
-17.8663,0.916573,0.262063,4,15,0,26.468,0.147667,0.00718156,0.0336738,0.0900105,0.171189,0.165317,0.329827,0.0607505,0.0514453,0.117821
-17.4168,0.953718,0.262063,4,15,0,21.7913,0.516629,0.00342832,0.152092,0.22167,0.714723,0.049551,0.43365,0.13184,0.296429,0.412211
-13.1418,0.98849,0.262063,4,15,0,18.8217,0.238164,0.0625094,0.148793,0.19094,0.403484,0.119276,0.374454,0.124462,0.374647,0.190028
-13.8335,0.923269,0.262063,3,7,0,17.8182,0.235694,0.0552973,0.0746975,0.1741,0.449061,0.118593,0.34676,0.118073,0.397205,0.188057
-14.6454,0.951925,0.262063,4,15,0,16.6543,0.267205,0.0733552,0.226109,0.114799,0.408052,0.166398,0.331668,0.0623057,0.146107,0.213199
-14.2277,0.960903,0.262063,4,15,0,16.8183,0.310648,0.0421735,0.096838,0.134304,0.624902,0.104413,0.447868,0.159824,0.371828,0.247862
-14.4305,0.83896,0.262063,3,15,0,18.4459,0.235594,0.0420086,0.151704,0.201772,0.285508,0.141452,0.406049,0.0772303,0.0523016,0.187977
-15.7316,0.963194,0.262063,4,15,0,17.5443,0.194401,0.0575995,0.131396,0.132971,0.218852,0.0449144,0.303987,0.125086,0.074889,0.15511
-15.7814,0.97973,0.262063,4,15,0,18.9297,0.23598,0.00359367,0.123032,0.123169,0.316067,0.161151,0.414192,0.106421,0.109915,0.188285
-23.5755,0.80497,0.262063,4,15,0,26.0728,0.0972749,0.0799124,0.00639771,0.0842161,0.100808,0.0153427,0.232123,0.0227494,0.117307,0.0776141
-20.3819,0.958511,0.262063,4,15,0,27.1729,0.137755,0.0361306,0.0465644,0.145642,0.170968,0.010898,0.245738,0.178769,0.151978,0.109913
-25.1593,0.766487,0.262063,4,15,0,29.6912,0.0980252,0.117566,0.0357848,0.287083,0.196356,0.00678754,0.275393,0.0877262,0.111692,0.0782128
-27.6737,1,0.262063,4,15,0,31.0881,0.728527,0.0182004,0.460084,0.0265068,1.00681,0.00904942,0.416179,0.0926429,0.00419565,0.581281
-24.4793,0.744073,0.262063,4,15,0,32.6734,0.37448,0.0223259,0.205137,0.0443264,0.532944,0.0127757,0.348373,0.0533514,0.0009313,0.298792
-24.3487,0.973691,0.262063,4,15,0,31.7834,0.158776,0.0713101,0.067253,0.000790952,0.0720785,0.033866,0.319564,0.101151,0.443752,0.126685
-19.8547,1,0.262063,4,15,0,26.8055,0.117277,0.0504801,0.0784887,0.0280806,0.113386,0.186181,0.3035,0.0966965,0.011227,0.0935739
-20.2164,0.893827,0.262063,4,15,0,27.208,0.148039,0.00485689,0.0308044,0.0421196,0.214438,0.0247045,0.286503,0.0773951,0.222024,0.118118
-19.2349,0.943065,0.262063,3,15,0,23.2262,0.152636,0.00324351,0.0408395,0.0346133,0.166509,0.0459294,0.340242,0.109422,0.063687,0.121786
-15.9194,0.968845,0.262063,4,15,0,23.1456,0.228623,0.068119,0.121267,0.325871,0.31549,0.0814264,0.330761,0.0277183,0.160426,0.182415
-18.789,0.961115,0.262063,4,15,0,22.1313,0.368586,0.0149,0.0301445,0.0722656,0.339381,0.0405001,0.450537,0.0989781,0.673765,0.294089
-21.9899,0.938699,0.262063,4,15,0,25.8016,0.237931,0.126268,0.372551,0.0169179,0.197032,0.152389,0.333128,0.00721401,0.0626333,0.189841
-21.2275,0.897415,0.262063,3,7,0,26.0702,0.255317,0.173425,0.229445,0.0236258,0.17051,0.112454,0.327713,0.00858081,0.074335,0.203714
-18.2522,0.991582,0.262063,4,15,0,24.7566,0.339109,0.0036575,0.0813893,0.217495,0.418765,0.0947089,0.385537,0.256684,0.180049,0.27057
-16.4389,1,0.262063,3,15,0,20.131,0.236145,0.0197094,0.125471,0.104789,0.370058,0.14817,0.404636,0.0192389,0.0699435,0.188417
-17.2698,0.958769,0.262063,3,15,0,19.403,0.22304,0.0330934,0.171242,0.0404133,0.162341,0.0862538,0.415601,0.0249056,0.114096,0.17796
-15.7358,0.993177,0.262063,4,15,0,18.5686,0.165642,0.0239804,0.0973826,0.0619545,0.292264,0.139425,0.345054,0.193934,0.155701,0.132163
-19.5047,0.914034,0.262063,3,15,0,23.3012,0.222877,0.174663,0.171858,0.319707,0.231775,0.0927522,0.224462,0.0489924,0.200221,0.17783
-17.8752,0.733111,0.262063,3,7,0,28.733,0.14343,0.0771399,0.134965,0.117527,0.368303,0.164733,0.250734,0.0498396,0.230359,0.11444
-18.437,0.949514,0.262063,3,15,0,21.4094,0.148942,0.0779107,0.191572,0.151426,0.360732,0.189037,0.261862,0.06578,0.309845,0.118839
-20.1766,0.994242,0.262063,4,15,0,22.7055,0.264948,0.0529866,0.0601933,0.0167157,0.153177,0.0592489,0.371952,0.0202798,0.0889932,0.211398
-18.8164,0.990969,0.262063,3,15,0,22.3317,0.289619,0.0397732,0.0373597,0.0269928,0.603677,0.0809979,0.363924,0.0205727,0.0974405,0.231083
-19.0463,0.990463,0.262063,4,15,0,21.242,0.231448,0.0363084,0.359638,0.0237226,0.283484,0.0670622,0.443094,0.0250089,0.365446,0.184669
-17.3378,0.9603,0.262063,3,7,0,24.6871,0.221629,0.0368094,0.0864353,0.197012,0.204893,0.0332349,0.34282,0.174029,0.0415161,0.176834
-17.4867,0.937979,0.262063,3,7,0,22.0678,0.254656,0.0306737,0.354147,0.250906,0.0687945,0.0904536,0.383696,0.0497151,0.247591,0.203186
-15.1278,0.987304,0.262063,3,7,0,20.5174,0.185343,0.0376631,0.0710631,0.174367,0.332783,0.199431,0.346448,0.140103,0.213219,0.147882
-18.7481,0.790752,0.262063,3,15,0,22.6757,0.146281,0.0200067,0.0678413,0.269141,0.409268,0.104072,0.292076,0.139285,0.330456,0.116715
-17.2682,0.999363,0.262063,4,15,0,21.4634,0.334766,0.1171,0.103222,0.190937,0.331405,0.117105,0.519905,0.172206,0.688311,0.267104
-15.6447,0.991646,0.262063,3,7,0,20.5842,0.323941,0.0346186,0.202665,0.313326,0.424634,0.0617658,0.483519,0.0972137,0.145618,0.258468
-16.4801,0.855176,0.262063,3,7,0,19.7305,0.38407,0.0368239,0.415277,0.103264,0.50613,0.0509019,0.440035,0.113534,0.193796,0.306444
-17.568,0.970572,0.262063,3,7,0,21.2124,0.375548,0.0327634,0.112735,0.0503764,0.341366,0.21271,0.393283,0.151011,0.786449,0.299644
-19.9149,0.97584,0.262063,3,7,0,22.2461,0.627149,0.0363905,0.303869,0.022111,0.194866,0.0901314,0.372222,0.11866,0.484713,0.500393
-21.5843,0.951275,0.262063,3,7,0,25.2876,0.404744,0.0530672,0.25239,0.019692,1.12725,0.162339,0.293689,0.159613,1.00386,0.322939
-21.2232,0.496356,0.262063,3,7,0,27.4197,0.333062,0.0629257,0.113676,0.0388167,0.0915329,0.0372828,0.389031,0.0357172,0.0570628,0.265745
-21.0469,0.997673,0.262063,4,15,0,27.9101,0.332175,0.00880067,0.0165341,0.229782,0.10013,0.0626765,0.391223,0.0606596,0.0512665,0.265037
-21.1266,0.976809,0.262063,4,15,0,26.3245,0.123934,0.116994,0.186725,0.0253258,0.11347,0.082245,0.22241,0.129075,0.0159185,0.0988848
-19.2455,0.982716,0.262063,4,15,0,26.3745,0.243084,0.0244451,0.103856,0.0155811,0.529488,0.152451,0.332896,0.0904565,0.00800342,0.193953
-20.3242,0.980349,0.262063,3,15,0,22.7076,0.289846,0.0220717,0.154576,0.0310171,0.677874,0.152701,0.303448,0.0721107,0.00500612,0.231264
-19.9242,0.842166,0.262063,4,15,0,25.8408,0.322617,0.0526476,0.199453,0.0381284,0.476773,0.132998,0.412435,0.0307326,0.00288835,0.257411
-20.5401,0.9737,0.262063,3,15,0,22.4642,0.374968,0.040009,0.196975,0.0745834,0.393256,0.0907515,0.494536,0.0362361,0.00515626,0.299181
-20.9424,0.968115,0.262063,3,15,0,22.6874,0.423537,0.0274293,0.231009,0.0492567,0.585922,0.0579745,0.466385,0.0532659,0.00465253,0.337934
-18.0303,0.93933,0.262063,4,15,0,23.8546,0.167879,0.0638045,0.00741166,0.08006,0.190731,0.0711639,0.318773,0.0614752,0.314081,0.133948
-15.3829,0.994479,0.262063,4,15,0,21.1187,0.219489,0.136082,0.10074,0.114556,0.386436,0.064727,0.32161,0.110079,0.109073,0.175127
-19.5666,0.842951,0.262063,3,7,0,22.7898,0.135449,0.239931,0.0782475,0.207249,0.236191,0.0588513,0.32314,0.0932383,0.119719,0.108073
-18.2939,1,0.262063,4,15,0,20.4973,0.486531,0.000422601,0.23159,0.234146,0.822968,0.108596,0.435566,0.0925307,0.645352,0.388195
-19.5239,0.874443,0.262063,4,15,0,22.5364,0.124834,0.000781158,0.147772,0.0986332,0.298195,0.0694031,0.356394,0.0910943,0.133115,0.0996032
-14.7052,0.942947,0.262063,4,15,0,21.8611,0.294831,0.100372,0.204817,0.208598,0.449476,0.157136,0.404897,0.0548234,0.580849,0.235242
-16.288,0.949456,0.262063,3,7,0,18.3882,0.345508,0.108721,0.307125,0.397041,0.633744,0.135169,0.371399,0.0364527,0.17152,0.275675
-15.6059,0.916929,0.262063,3,15,0,19.0419,0.202353,0.0455424,0.0894176,0.0377134,0.280533,0.0766021,0.429535,0.12792,0.0968622,0.161455
-15.7012,0.999135,0.262063,4,15,0,16.8521,0.239891,0.0525254,0.144971,0.0219307,0.474263,0.129367,0.385597,0.108263,0.0599317,0.191405
-18.4427,0.863976,0.262063,4,15,0,21.8473,0.253922,0.00466402,0.238257,0.0362524,0.668534,0.0444096,0.414971,0.106547,0.178708,0.202601
-17.729,0.971488,0.262063,4,15,0,21.3277,0.235472,0.00692088,0.0356662,0.261884,0.112017,0.185009,0.405635,0.121583,0.276961,0.187879
-17.0499,0.921681,0.262063,3,7,0,21.7929,0.230583,0.0196602,0.350757,0.113987,0.0980206,0.0859042,0.432759,0.127053,0.315221,0.183979
-16.471,0.813177,0.262063,3,7,0,21.1698,0.351912,0.0208828,0.0395998,0.115617,0.41319,0.20214,0.365006,0.138908,0.183086,0.280785
-19.8927,0.941869,0.262063,4,15,0,22.7165,0.157138,0.0129763,0.201241,0.0244004,0.128183,0.0294965,0.327376,0.0295275,0.115861,0.125378
-21.5027,0.893557,0.262063,3,7,0,26.4634,0.105782,0.00703773,0.0957053,0.0377802,0.152153,0.0377047,0.394555,0.0831712,0.223262,0.084402
-17.749,1,0.262063,4,15,0,23.9161,0.318652,0.0197869,0.234429,0.0940782,0.420444,0.0996585,0.28707,0.0315849,0.0812273,0.254248
