# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=2
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 5a_halfnormal_uni - draws_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.279888
# Diagonal elements of inverse mass matrix:
# 0.17933, 1.63606, 1.03462, 1.29376, 0.839521, 0.559687, 0.0349189, 0.85076, 1.32849
-15.7901,0.958452,0.279888,3,7,0,18.6463,0.256853,0.154161,0.0327095,0.116075,0.300699,0.129203,0.440857,0.124599,0.215425,0.204939
-17.2894,0.943687,0.279888,4,15,0,19.4425,0.221182,0.00911279,0.260731,0.153451,0.470054,0.0606188,0.320166,0.0268103,0.194514,0.176478
-21.2471,0.907713,0.279888,3,7,0,24.2928,0.154046,0.188537,0.0525491,0.117186,0.156737,0.150707,0.35476,0.276914,0.130868,0.122911
-22.7965,0.859371,0.279888,3,7,0,28.2551,0.221973,0.00240692,0.130842,0.0882974,0.0994388,0.0683763,0.299299,0.00564395,0.051994,0.177109
-18.9392,0.96975,0.279888,4,15,0,26.5136,0.183475,0.194972,0.0281746,0.161556,0.378111,0.0723693,0.285913,0.0481528,0.294017,0.146392
-16.8595,1,0.279888,4,15,0,20.2062,0.262572,0.00403556,0.370596,0.136438,0.503103,0.172722,0.405095,0.0730641,0.169594,0.209503
-19.669,0.941365,0.279888,4,15,0,21.9615,0.655904,0.00141698,0.100503,0.294722,0.791536,0.0466817,0.446209,0.0831105,0.571646,0.523336
-21.4841,0.941743,0.279888,3,15,0,25.1707,0.48534,0.000136222,0.122739,0.268291,0.744395,0.0349342,0.38816,0.0571024,0.474783,0.387246
-20.53,0.994815,0.279888,3,15,0,23.6591,0.227064,0.000122989,0.0460476,0.12535,0.367618,0.0556444,0.408373,0.0567647,0.28504,0.181171
-20.3328,0.987227,0.279888,4,15,0,22.4491,0.270314,0.000126318,0.0331911,0.203267,0.628156,0.0748568,0.416398,0.0847302,0.315548,0.215679
-18.011,0.826874,0.279888,3,7,0,23.1071,0.408235,0.00275465,0.0612213,0.197834,0.227836,0.113846,0.441373,0.151481,0.305317,0.325725
-14.8193,0.966765,0.279888,2,7,0,22.3678,0.352656,0.0135669,0.140934,0.172848,0.330242,0.151053,0.385402,0.074151,0.261031,0.281379
-15.5466,0.915086,0.279888,3,7,0,19.3219,0.35737,0.015907,0.205509,0.102258,0.262705,0.111508,0.367443,0.0670696,0.289027,0.28514
-18.0178,0.970997,0.279888,3,15,0,21.6012,0.20171,0.00667928,0.06798,0.0295991,0.423339,0.117425,0.303058,0.0438452,0.121583,0.160942
-18.815,0.854605,0.279888,4,15,0,24.4228,0.306854,0.127582,0.0385412,0.358188,0.0571115,0.10739,0.416107,0.0691408,0.377784,0.244834
-21.324,0.915537,0.279888,3,15,0,25.1696,0.296997,0.0276902,0.028874,0.0663702,0.0889966,0.167824,0.274961,0.025677,0.349559,0.23697
-16.3539,0.973075,0.279888,4,15,0,23.1733,0.27446,0.0148924,0.0299971,0.153459,0.29422,0.134235,0.357236,0.0417575,0.407732,0.218988
-15.9642,0.973106,0.279888,3,7,0,20.0234,0.229393,0.0744045,0.0245464,0.234462,0.594862,0.106268,0.359248,0.0540207,0.221333,0.183029
-15.0899,0.941316,0.279888,3,7,0,20.468,0.260745,0.0772409,0.217884,0.105825,0.178728,0.143024,0.439009,0.141834,0.127756,0.208045
-13.5181,0.900444,0.279888,3,7,0,23.513,0.229094,0.0687982,0.111453,0.143072,0.316035,0.116446,0.330138,0.0921207,0.274169,0.182791
-19.83,0.604199,0.279888,3,15,0,24.4542,0.206958,0.0524794,0.197311,0.00369939,0.0940552,0.121703,0.276227,0.130748,0.099394,0.165129
-17.2959,0.975635,0.279888,4,15,0,22.9789,0.206911,0.0424588,0.0700853,0.253663,0.0661816,0.0826163,0.47033,0.081942,0.181379,0.165091
-18.5087,0.843035,0.279888,4,15,0,22.5544,0.477359,0.0592336,0.242306,0.0563625,0.964249,0.143661,0.312445,0.109069,0.0445898,0.380877
-17.1932,0.906664,0.279888,3,7,0,22.5144,0.451782,0.0443714,0.139911,0.205425,0.469586,0.08835,0.341543,0.072892,0.0277855,0.36047
-20.1129,0.973322,0.279888,3,7,0,20.9897,0.554732,0.0545949,0.256394,0.332572,0.356965,0.132571,0.31577,0.0701929,0.0123304,0.442612
-18.6387,0.946224,0.279888,3,15,0,26.1186,0.196883,0.0400205,0.112686,0.0821972,0.121104,0.0808035,0.53106,0.125181,0.100646,0.15709
-19.7612,0.98696,0.279888,3,7,0,24.2055,0.17591,0.114045,0.233337,0.0312906,0.109236,0.202568,0.463149,0.0969149,0.307583,0.140356
-16.7325,1,0.279888,3,15,0,22.1437,0.241775,0.0590724,0.227962,0.0220004,0.242498,0.137977,0.485203,0.12347,0.334949,0.192909
-21.3885,0.732239,0.279888,4,15,0,23.6609,0.229024,0.0466266,0.409202,0.0331978,0.39807,0.0977531,0.496568,0.245437,0.483608,0.182735
-19.4927,1,0.279888,3,7,0,25.4739,0.533777,0.152812,0.0764153,0.0261029,0.713274,0.120122,0.486884,0.0478518,0.216623,0.425893
-18.5475,0.992287,0.279888,4,15,0,23.2479,0.163727,0.0077454,0.101582,0.290081,0.103372,0.0758989,0.274384,0.104269,0.0540547,0.130635
-16.9734,0.900007,0.279888,4,15,0,23.4548,0.25155,0.0172219,0.0745169,0.0171375,0.386537,0.0772192,0.322446,0.075236,0.222002,0.200708
-22.0843,0.935365,0.279888,4,15,0,25.0835,0.243895,0.0746755,0.223431,0.0295105,0.0428678,0.0981059,0.400917,0.00195692,0.22759,0.1946
-20.414,0.932982,0.279888,2,7,0,25.3579,0.202519,0.0861009,0.136671,0.0766999,0.0894281,0.0826691,0.373191,0.00135305,0.114693,0.161587
-23.4028,0.888956,0.279888,3,15,0,25.7485,0.188988,0.080659,0.15718,0.00868754,0.0563821,0.178108,0.317617,0.00184441,0.165437,0.15079
-21.7389,0.971468,0.279888,3,15,0,26.9267,0.184155,0.0245827,0.0814422,0.0292546,0.0228102,0.082591,0.363886,0.00531033,0.232136,0.146934
-21.2163,0.983837,0.279888,4,15,0,24.0409,0.285951,0.071169,0.299078,0.184212,0.0239338,0.16314,0.429912,0.00637133,0.200025,0.228156
-17.8346,0.991883,0.279888,4,23,0,25.3597,0.180232,0.0834716,0.181693,0.119275,0.0754906,0.119127,0.366686,0.0237583,0.0340994,0.143804
-15.2838,0.96958,0.279888,4,15,0,20.4135,0.324455,0.0383899,0.117214,0.232794,0.627822,0.0943483,0.393955,0.0217084,0.266962,0.258877
-17.5518,0.909925,0.279888,3,15,0,20.6708,0.218377,0.0211802,0.354895,0.150892,0.534251,0.0927328,0.380786,0.0168623,0.161402,0.174239
-16.5336,0.937381,0.279888,3,7,0,20.5679,0.25626,0.0285573,0.0949649,0.33416,0.304996,0.13738,0.402683,0.0208914,0.0949048,0.204466
-15.575,0.992992,0.279888,3,15,0,18.9908,0.253016,0.115841,0.255432,0.0830459,0.47843,0.108658,0.308822,0.0506332,0.252128,0.201877
-20.0945,0.860822,0.279888,4,15,0,23.2656,0.110118,0.00804892,0.0119703,0.108566,0.049727,0.0894366,0.317534,0.0530909,0.060565,0.0878611
-18.3652,0.993391,0.279888,4,15,0,21.9561,0.123262,0.0115025,0.0120296,0.10578,0.128884,0.0632659,0.346147,0.13148,0.138103,0.0983491
-19.2576,0.905774,0.279888,4,15,0,24.4782,0.674144,0.00285635,0.0783365,0.120319,1.01158,0.192329,0.386618,0.0892236,0.615073,0.537889
-15.1227,0.929408,0.279888,3,15,0,23.1783,0.16799,0.0620611,0.0996818,0.201085,0.219561,0.0735646,0.432372,0.0783954,0.211791,0.134037
-15.5917,0.963462,0.279888,3,15,0,17.6706,0.256223,0.0268229,0.168588,0.0404215,0.295385,0.163839,0.338515,0.104506,0.102284,0.204436
-15.2202,0.968316,0.279888,4,15,0,18.0373,0.392071,0.120041,0.123862,0.138138,0.435574,0.0620966,0.364754,0.0936929,0.31634,0.312827
-18.0876,0.739242,0.279888,2,3,0,21.04,0.351095,0.159817,0.0995563,0.131058,1.06097,0.0672289,0.364381,0.101361,0.267128,0.280133
-16.8271,1,0.279888,3,7,0,19.5784,0.193528,0.0117008,0.0513979,0.24396,0.15399,0.181021,0.424824,0.118864,0.106076,0.154413
-17.2142,0.925195,0.279888,4,15,0,21.2275,0.176793,0.0694868,0.189999,0.110603,0.0875551,0.0349071,0.289959,0.11661,0.188329,0.141061
-15.4504,0.991743,0.279888,3,7,0,20.7266,0.251906,0.0437296,0.0661025,0.0590865,0.380045,0.173319,0.435888,0.0863061,0.116256,0.200992
-16.0246,0.996411,0.279888,4,15,0,19.1157,0.435941,0.109629,0.434703,0.351839,0.56646,0.0845548,0.381092,0.102878,0.655615,0.347831
-17.4525,0.870808,0.279888,4,15,0,20.6123,0.477533,0.0124188,0.0409049,0.0736753,0.416804,0.106551,0.363536,0.119266,0.226037,0.381017
-17.7019,1,0.279888,3,7,0,21.2631,0.255365,0.212421,0.0137217,0.244,0.480478,0.118727,0.330303,0.0892639,0.326984,0.203752
-24.0316,0.891979,0.279888,4,15,0,26.7301,0.298819,0.000342142,0.000591423,0.349045,0.260345,0.135277,0.382348,0.0887189,0.50878,0.238423
-22.0827,0.982287,0.279888,3,15,0,28.01,0.351985,0.00318978,0.00178899,0.142114,0.172789,0.0804683,0.433381,0.0582765,0.405456,0.280843
-19.0728,0.778765,0.279888,3,7,0,30.6333,0.302382,0.00456129,0.00238891,0.268253,0.312592,0.0913574,0.409111,0.101656,0.250481,0.241266
-20.4698,0.879823,0.279888,4,15,0,24.2978,0.224401,0.0959493,0.00344382,0.0304548,0.217018,0.0277124,0.351339,0.100372,0.190894,0.179046
-22.8833,0.650419,0.279888,3,7,0,30.2965,0.118053,0.0605144,0.00590645,0.178567,0.110945,0.0221713,0.358003,0.21493,0.136262,0.0941928
-20.9758,1,0.279888,3,7,0,24.6892,0.161773,0.0562092,0.00653671,0.0784819,0.161975,0.0166321,0.335233,0.0331224,0.0711545,0.129077
-22.5959,0.963046,0.279888,4,15,0,25.8203,0.128113,0.0564763,0.0024518,0.108508,0.149056,0.0215138,0.290883,0.0268439,0.0379759,0.10222
-23.0028,0.969415,0.279888,3,15,0,26.9766,0.145516,0.0912581,0.00299846,0.170791,0.170568,0.021141,0.305222,0.0240415,0.0243781,0.116105
-21.2858,0.930682,0.279888,4,15,0,26.165,0.549605,0.0695342,0.538514,0.348511,0.869708,0.00791719,0.410222,0.0789439,0.253306,0.438522
-18.5517,0.939088,0.279888,3,7,0,26.281,0.197153,0.0388428,0.0321523,0.0962962,0.28143,0.0197817,0.432225,0.042323,0.297045,0.157306
-18.7655,0.978511,0.279888,4,15,0,21.943,0.207785,0.0273458,0.299332,0.257979,0.165465,0.0511511,0.267691,0.0747561,0.0472551,0.165788
-17.0728,0.77248,0.279888,3,7,0,23.2854,0.198297,0.0653076,0.146917,0.180854,0.155138,0.0496372,0.26084,0.0874361,0.0791807,0.158219
-18.1869,0.99204,0.279888,4,15,0,19.6872,0.122344,0.0669718,0.118478,0.102041,0.111955,0.0358851,0.284084,0.177059,0.171714,0.0976162
-14.482,0.993184,0.279888,3,15,0,19.994,0.275649,0.0561042,0.130231,0.177805,0.529686,0.0735545,0.368368,0.0445552,0.181395,0.219936
