# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=2
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
-4.14201,0.95099,0.0647607,4,31,0,11.1517,-0.224181,0.60604,0.491156,0.390835,0.585016,1.27965,0.63797,1.13908,0.343496,0.999055,3.06805,0.0734792,0.0126808,0.130362,0.55134,0.162454,0.466149,-0.0160084,0.381286,0.235564
-12.4668,0.862639,0.0647607,5,39,0,16.3897,-0.159551,0.195227,1.10357,0.411121,0.936942,1.33493,0.959975,2.76453,0.544902,1.45419,3.18363,0.0558953,-0.0792891,0.0233654,0.101064,0.0278622,0.38016,-0.0531714,0.124346,-0.010941
-7.14669,0.930923,0.0647607,5,63,0,15.5964,0.00710158,0.19595,-0.0533038,0.17744,0.221718,1.12866,0.35844,1.23891,0.464862,1.3747,7.18455,-0.00334329,0.0418708,0.0505472,0.228263,0.0773379,0.249867,0.0981913,0.276474,0.161954
-11.9493,0.952656,0.0647607,5,31,0,15.5369,-0.0942515,0.30541,0.057658,0.379108,1.76899,0.750289,0.33387,1.54129,0.116963,2.58535,4.78907,-0.0766422,0.021532,0.446015,0.134894,0.0077157,0.376474,-0.0585298,0.695339,0.144286
-7.73422,0.986791,0.0647607,4,31,0,16.4247,-0.0260191,0.282045,-0.551284,0.292483,1.05479,0.800438,0.33876,1.23946,0.620912,1.46739,4.06644,-0.181506,0.0564741,0.27148,0.19974,0.0695263,0.323565,0.149106,0.387851,0.192509
-4.88313,0.997293,0.0647607,5,31,0,11.5401,-0.0837814,0.326578,0.360896,0.533475,0.490381,1.21387,0.507947,1.33071,0.705469,1.07298,15.7429,0.0340794,0.09044,0.0763663,0.312641,0.0821028,0.350799,0.146609,0.266631,0.176266
-1.01834,0.989469,0.0647607,5,63,0,8.597,-0.42109,0.685714,0.12667,0.567977,0.315297,1.33285,0.760878,1.28866,0.647166,0.711248,13.0097,-0.334231,-0.0316201,-0.204886,0.492861,0.100655,0.462562,0.0226811,0.0666227,0.124422
0.537434,0.943672,0.0647607,6,63,0,3.55481,-0.302102,1.16849,-0.0350103,0.146765,0.419994,1.02431,0.422614,0.60196,0.25444,0.0971446,4.03533,-0.343011,-0.130609,0.188655,0.894786,0.191716,0.401279,-0.00479211,-0.18859,0.602843
-4.21876,0.92278,0.0647607,4,23,0,12.6209,-0.231429,0.983345,0.0303268,-0.215462,0.45848,1.51808,0.283517,0.678942,0.361235,0.218311,6.61972,-0.201607,-0.443302,0.219415,1.26137,0.0473666,0.436205,0.12379,-0.0167541,0.544365
-1.07862,0.968759,0.0647607,4,15,0,9.27975,-0.0806038,0.516428,-0.161197,0.678027,0.606339,1.2116,0.40401,0.890503,0.309483,0.0999449,3.44087,-0.163851,0.269548,0.232527,0.545102,0.128038,0.379277,0.0792221,-0.0289895,0.315075
0.513772,0.907611,0.0647607,5,63,0,5.96257,-0.208025,1.0021,0.0976894,-0.0137723,0.289765,0.946545,0.322896,0.52688,0.338999,0.422996,6.07823,-0.110131,-0.221826,0.0823466,0.740503,0.115547,0.319959,0.131684,0.215858,0.580925
-3.83683,0.801273,0.0647607,5,31,0,7.66453,-0.383797,1.09292,-0.0350268,0.802274,0.512324,0.672132,0.48984,0.623773,0.515805,0.325703,2.02522,-0.422078,0.493028,0.176135,0.350793,0.151562,0.29794,0.179939,-0.0278274,0.398107
0.123982,0.6986,0.0647607,4,15,0,9.92512,-0.408206,0.753674,0.320487,0.349279,0.539678,1.45546,0.779683,1.07836,0.644814,0.331193,10.9372,-0.166663,-0.144963,-0.0014641,0.688739,0.179421,0.404529,0.0777736,-0.158594,0.190642
-0.488742,0.823551,0.0647607,4,15,0,3.78788,-0.532451,0.911087,0.212317,0.389933,0.319833,1.58357,0.697663,1.07044,0.748443,0.275847,11.1256,-0.339012,-0.177188,-0.241055,0.91032,0.103181,0.442818,0.149445,-0.28113,0.191573
-1.11046,0.747536,0.0647607,4,15,0,8.75571,-0.467451,0.837765,0.453202,0.514292,0.62866,1.43571,0.646217,0.952245,0.580556,-0.126512,5.66969,-0.0877742,-0.0365946,0.0592186,0.735335,0.073927,0.330307,0.0189183,-0.573438,0.190829
-9.50874,0.72666,0.0647607,5,63,0,12.4384,-0.249656,0.312883,0.297189,0.912271,1.19571,1.90592,0.88872,2.01114,0.836761,3.08844,7.01444,-0.156671,0.0357775,0.124459,0.346673,0.0284087,0.379594,0.0121517,0.716664,-0.00251079
-9.99614,0.821919,0.0647607,5,31,0,16.3529,-0.0385521,0.270012,-0.22132,0.0522003,0.186546,1.24393,0.816581,1.89516,0.613774,2.77409,4.50099,-0.0983111,-0.0244574,0.0118175,0.297324,0.181934,0.473162,0.127174,0.710484,0.171758
-8.01687,0.991125,0.0647607,5,31,0,13.8696,-0.554851,0.7836,0.639451,0.742491,0.43809,1.77302,1.0011,1.33315,0.7006,-0.248058,1.33599,-0.053777,0.0269652,-0.211563,0.834487,0.22961,0.489806,-0.00586109,-0.74923,-0.0543156
-4.89557,0.866099,0.0647607,3,7,0,12.8646,-0.47238,0.714435,0.549251,0.794923,0.529455,1.54329,0.91417,1.21241,0.959638,-0.159393,4.69779,-0.0799761,0.0955409,-0.0941187,0.630199,0.180735,0.393805,0.213219,-0.586255,0.0851651
-8.07779,0.997105,0.0647607,4,31,0,13.558,-0.121786,0.438988,-0.2987,0.992394,1.02498,0.337133,0.758304,1.26653,0.459127,0.623359,5.73544,-0.252912,0.313863,0.32817,0.0262112,0.211101,0.434205,0.0797653,0.151861,0.223271
-4.01041,0.995534,0.0647607,5,31,0,11.1049,-0.227144,0.409737,0.571184,0.749846,0.993322,1.32324,0.65794,1.56694,0.775523,0.0815594,6.60052,0.00689192,0.0800964,0.179857,0.315037,0.0424389,0.414888,0.090617,-0.193726,0.096091
-6.86599,0.979125,0.0647607,5,31,0,9.94224,-0.367612,0.464282,-0.00981796,0.279,0.832907,3.00941,1.01506,1.8261,0.743172,0.663653,9.36183,-0.37217,-0.238077,0.0190917,1.0296,0.10366,0.480215,-0.0225704,-0.0594896,0.000736199
-6.81492,0.731901,0.0647607,5,31,0,14.2633,-0.247644,0.381467,0.304487,0.71351,0.496195,2.81288,0.738238,1.37638,0.948486,0.503408,1.53382,-0.131492,0.0245364,-0.0583619,0.825375,0.0339695,0.277398,0.114172,-0.0556105,0.00732103
-5.48021,0.915336,0.0647607,5,31,0,11.0817,-0.0606179,0.323884,0.257651,0.0424055,0.468399,2.53968,0.455992,1.15439,0.542924,0.0917365,15.6408,0.0228313,-0.0468834,0.0910894,0.761944,0.0870706,0.313271,0.115227,-0.0309058,0.197278
-3.85895,0.992147,0.0647607,4,15,0,7.46213,-0.195609,0.449502,0.344358,0.452686,0.500377,2.29229,0.615085,1.52322,0.414747,0.348832,7.40519,-0.0408199,0.00787408,0.0293111,0.834778,0.0808728,0.48908,-0.00917974,-0.0388088,0.159815
-6.45518,0.993722,0.0647607,5,47,0,11.8307,0.0948648,0.447706,-0.713407,0.0918785,0.0852803,0.680214,0.222234,0.604751,-0.320295,-0.18227,1.38909,-0.224532,0.135999,0.133045,0.399401,0.19436,0.365616,-0.0485331,0.0132614,0.384774
-7.84564,0.887501,0.0647607,5,63,0,12.53,0.126675,0.399307,-0.780621,-0.283112,-0.3381,0.541003,-0.250664,0.80581,0.288485,0.913967,0.923834,-0.185032,0.0136261,-0.00833074,0.342701,0.0265828,0.44844,0.241869,0.491628,0.342871
-7.33924,0.918183,0.0647607,6,95,0,18.363,0.0900389,0.370134,-0.560865,-0.385753,-0.174176,0.724487,-0.036391,0.953365,0.361829,0.871458,2.09411,-0.117556,-0.0527412,0.0255707,0.358196,0.0765694,0.442912,0.223964,0.412595,0.356537
-6.79272,0.892332,0.0647607,5,63,0,13.1163,-0.149549,0.428999,-0.29928,0.395763,-0.0218074,1.56784,0.573731,1.04203,0.167133,1.49213,3.20645,-0.27794,0.0202327,-0.158904,0.523053,0.096581,0.297481,-0.0778492,0.490574,0.17722
-7.12884,0.888213,0.0647607,5,31,0,13.4183,-0.29317,0.375418,0.0951287,0.592387,1.21236,1.58161,0.760632,1.47479,0.867631,1.71039,4.67994,-0.257457,-0.0707776,0.161973,0.300596,-0.00761523,0.260491,0.032554,0.348942,-0.000242657
-4.31842,0.968891,0.0647607,5,31,0,9.90578,-0.386702,0.644001,-0.292871,0.613517,0.342315,1.29814,0.614809,1.1443,0.79802,1.03581,3.69283,-0.575311,0.00840364,-0.166251,0.4493,0.00923535,0.350228,0.127224,0.28036,0.109273
-4.74992,0.989938,0.0647607,4,15,0,8.42504,-0.235536,0.476198,0.570016,0.888611,0.59534,1.20485,0.751433,1.40367,0.423813,0.913145,3.38021,0.0359048,0.187619,0.0479644,0.33821,0.122296,0.432891,-0.0337167,0.199302,0.128806
-5.12526,0.96167,0.0647607,5,31,0,10.3634,-0.256936,0.50535,0.613474,0.490239,0.590114,1.44477,0.873675,1.22453,0.510033,0.0995581,15.959,0.0530827,-0.00919415,0.0412782,0.473176,0.184575,0.361882,0.000808751,-0.206625,0.145486
-8.76396,0.918811,0.0647607,4,31,0,13.0079,-0.226458,0.463238,-0.144941,0.0189436,0.13264,2.07565,0.470654,1.58346,0.85352,0.255529,10.9325,-0.2936,-0.217682,-0.165014,0.735064,-0.0084333,0.507062,0.168925,-0.108087,0.141616
-14.3637,0.996525,0.0647607,5,31,0,20.9014,-0.0215558,0.155376,0.733493,0.801725,0.762874,3.73461,1.21523,2.1019,0.449873,1.02588,6.95789,0.0924111,0.103013,0.0969761,0.558712,0.167262,0.305029,0.0483434,0.137841,0.101155
-9.16751,0.88655,0.0647607,5,31,0,18.5024,-0.204468,0.252085,-0.800706,0.771494,1.34591,1.79384,0.896573,2.01616,1.14496,-0.354045,0.70971,-0.406314,-0.00998547,0.134818,0.247732,0.0215451,0.303775,0.0841602,-0.293717,-0.088058
-12.3823,0.964982,0.0647607,5,31,0,13.2719,-0.149529,0.20215,-0.834364,0.962208,1.39913,1.64816,1.09747,1.7165,1.17169,-0.236629,1.43145,-0.318196,0.0449821,0.133306,0.183647,0.0723248,0.197462,0.0873289,-0.197363,-0.0173053
-6.85271,0.821667,0.0647607,5,63,0,18.5837,-0.276344,0.333939,-0.229616,0.0218464,0.894478,2.36127,1.08373,2.23768,0.877213,0.388517,1.61293,-0.353021,-0.269048,0.0223575,0.512177,0.0855556,0.470905,0.0165921,-0.146603,-0.0498902
-8.32689,0.83137,0.0647607,4,15,0,12.7362,-0.114969,0.318163,0.395768,0.579986,1.25811,2.1843,0.750447,1.19734,0.93387,1.24812,7.3616,0.0109497,0.0695608,0.285316,0.579993,0.123795,0.265979,0.182154,0.282137,0.136578
-5.75502,0.998619,0.0647607,5,31,0,11.9691,-0.302545,0.419518,-0.423276,1.04159,0.852383,1.23098,1.08967,1.7067,0.78702,-0.469761,1.55231,-0.480117,0.134422,0.0550454,0.213873,0.154591,0.413447,0.0276242,-0.499618,-0.0211516
-6.75356,0.773689,0.0647607,5,63,0,13.4362,-0.107275,0.314858,0.216842,0.370217,1.32291,1.83339,0.80595,1.82462,0.662265,1.84662,3.18996,-0.0390006,0.00929097,0.309253,0.469982,0.146485,0.467223,0.101245,0.47415,0.132443
-3.99419,0.965294,0.0647607,5,31,0,11.7226,-0.674493,0.598559,0.449763,1.04649,1.18223,1.83822,1.23302,1.71862,1.19896,-0.0794218,7.69605,-0.405283,-0.0481075,0.0331411,0.425791,0.0635422,0.354202,0.0431583,-0.722031,-0.200893
-5.71849,0.90465,0.0647607,6,63,0,11.9682,-0.304225,1.05877,0.195829,0.215375,0.403107,1.60844,0.352917,0.620223,0.184919,1.59613,3.59682,-0.0968876,-0.0761932,0.122572,1.39874,0.0694321,0.352446,-0.108439,1.38571,0.509678
-4.06267,0.913977,0.0647607,5,31,0,10.676,-0.138707,0.406261,0.355666,0.612461,0.578786,0.949536,0.524527,1.24938,0.744956,1.0999,12.6126,0.00578591,0.110112,0.0964311,0.247053,0.0743878,0.368867,0.163939,0.308141,0.184428
-7.39157,0.95539,0.0647607,4,31,0,11.8228,-0.170243,0.432045,0.153196,0.459977,0.618354,0.655001,0.260972,1.33784,0.865693,0.875768,14.181,-0.104056,0.0284876,0.0969139,0.112747,-0.0574914,0.407766,0.203776,0.208128,0.173625
-3.79328,0.980865,0.0647607,3,15,0,12.0404,-0.13657,0.407819,0.121082,0.446231,0.779936,0.722107,0.377442,1.17749,0.691602,0.951204,12.6501,-0.0871903,0.0454118,0.181503,0.157919,0.0173583,0.343632,0.145479,0.25135,0.187811
-3.24044,0.987575,0.0647607,4,31,0,11.0166,-0.191639,0.437944,0.158114,0.341257,0.671008,0.653712,0.488321,1.44766,0.662158,0.800829,14.1238,-0.122394,-0.0421875,0.102225,0.0946504,0.0222183,0.442354,0.0983494,0.159079,0.156917
-5.12993,0.774456,0.0647607,5,31,0,8.22362,-0.338153,0.694102,-0.0117427,0.60234,0.747385,2.29028,0.761602,1.22138,0.637976,1.102,1.52568,-0.346304,0.079932,0.180608,1.25153,0.190476,0.509609,0.104667,0.426748,0.125032
-1.08418,1,0.0647607,5,31,0,8.00051,-0.154773,0.52877,0.149483,0.420869,0.525503,0.97256,0.550984,1.14689,0.573377,0.363007,10.9258,-0.0757306,0.0677705,0.123098,0.359488,0.136571,0.451667,0.148412,0.0371744,0.265369
-2.11357,0.970838,0.0647607,5,31,0,9.32914,-0.342794,0.875123,0.169477,0.64094,0.524926,0.557305,0.637828,0.806029,0.46374,0.516406,13.4314,-0.194481,0.218107,0.116581,0.144917,0.215384,0.362581,0.0630357,0.109125,0.353526
-0.58889,0.99703,0.0647607,4,31,0,6.32227,-0.320317,0.705128,0.15899,0.498993,0.651744,1.56963,0.69021,1.03609,0.526183,1.74387,10.0456,-0.208209,0.0315371,0.139246,0.78647,0.166369,0.410258,0.0507093,0.909337,0.239527
1.38494,0.874013,0.0647607,4,31,0,4.18773,-0.403491,0.842346,0.148625,0.416132,0.649972,0.945432,0.636152,0.902055,0.514207,0.967786,5.30516,-0.278297,-0.0529633,0.144011,0.39289,0.13237,0.356352,0.0296493,0.41172,0.256973
-1.87608,0.645921,0.0647607,5,31,0,7.01207,-0.0435229,0.586709,-0.125243,0.19239,0.041491,1.46393,0.329431,0.767454,0.338224,0.0348104,7.13382,-0.117004,0.0693541,-0.0191798,0.81538,0.149757,0.406749,0.154916,-0.0230994,0.420071
-7.63083,0.897719,0.0647607,4,31,0,13.8696,-0.0125293,0.326665,-0.148087,0.0117338,1.19809,2.12358,0.235718,1.10767,-0.112381,0.575429,2.98972,-0.0609042,-0.0086963,0.378843,0.681171,0.0644716,0.349307,-0.0492403,0.175443,0.234651
-10.6521,0.978734,0.0647607,5,31,0,13.6631,-0.468117,0.366878,0.66751,1.05116,0.455665,1.35194,1.74752,2.18184,1.31533,0.135295,15.2144,-0.223222,-0.0824694,-0.300943,0.0278818,0.173011,0.332352,0.0144474,-0.41848,-0.176021
-10.1788,0.974706,0.0647607,5,31,0,18,-0.274403,0.382326,0.759396,-0.053448,0.679365,1.42885,0.776272,1.91476,1.0872,0.192157,18.2759,0.0159339,-0.294838,-0.0146639,0.271883,0.022386,0.457661,0.141262,-0.200936,0.0301937
-6.8922,0.988578,0.0647607,4,15,0,13.9905,-0.303641,0.455904,0.558524,0.592439,0.884672,1.34306,1.1617,1.51679,0.633316,0.45048,17.3507,-0.0490079,-0.0335459,0.0996845,0.308666,0.225983,0.387869,-0.0149095,-0.0982655,0.0595153
-8.77089,0.751371,0.0647607,4,15,0,12.3988,-0.375681,0.476667,0.0248008,0.811473,0.932788,1.36804,0.957559,1.8686,1.35374,0.0238584,15.6173,-0.363859,0.0111216,0.0689487,0.276418,0.0807561,0.515019,0.269601,-0.364308,0.00386751
-8.51976,0.995553,0.0647607,6,63,0,13.141,0.0673033,0.224093,-0.819618,0.205941,0.164042,2.55097,-0.117229,1.42002,0.29049,1.03745,0.126372,-0.116367,0.113453,0.104064,0.638959,0.0410332,0.385519,0.1324,0.299788,0.0897204
-10.0324,0.115818,0.0647607,5,31,0,13.9439,0.103078,0.208024,-0.780043,0.28756,0.402593,2.51753,-0.2452,1.16957,0.271162,1.03142,2.35157,-0.05919,0.162897,0.186827,0.626784,0.0520703,0.346377,0.159486,0.317637,0.25582
-9.84289,0.953943,0.0647607,5,63,0,17.1258,-0.00147947,0.16414,0.693357,0.461902,0.874954,1.64741,0.579133,2.43121,0.162728,1.65348,11.5199,0.112328,0.0743369,0.142135,0.268926,0.0935792,0.397578,0.0252306,0.269922,0.128994
-9.05516,0.972986,0.0647607,4,31,0,14.9915,0.0115843,0.149484,0.0532222,0.311003,0.294946,2.07775,0.602888,2.29701,0.354147,0.445068,24.6102,0.0195402,0.0580744,0.0556742,0.322175,0.101707,0.354951,0.0645238,0.0781149,0.130757
-6.13967,0.777486,0.0647607,5,31,0,15.6641,-0.308211,0.40912,0.290299,0.169763,0.401371,2.19157,1.25163,1.49333,1.04556,0.232457,11.284,-0.189444,-0.238757,-0.144002,0.588403,0.203855,0.302741,0.119548,-0.213108,0.0169452
-6.14526,0.991524,0.0647607,5,31,0,10.7993,-0.271951,0.355562,0.600885,0.794202,0.602689,1.59213,0.821205,2.04809,0.938857,0.244036,14.3756,-0.0582989,0.0104372,-0.0576576,0.294151,0.0200385,0.456272,0.061871,-0.185181,0.0110628
-9.08193,0.842672,0.0647607,5,31,0,11.8498,-0.261243,0.373141,0.621576,0.805042,0.67867,1.43242,1.07695,1.24961,0.729409,0.103508,15.2334,-0.0293077,0.039151,-0.00800358,0.273253,0.140612,0.205039,0.0109293,-0.22262,0.035841
-6.8821,0.539663,0.0647607,4,31,0,19.7565,-0.335129,0.411602,0.381611,0.885716,1.37548,1.28919,0.893628,2.09982,1.07551,1.00161,5.562,-0.178057,0.0294336,0.231022,0.195506,0.03269,0.529161,0.107555,0.0771346,-0.0119005
-6.24633,0.937851,0.0647607,5,31,0,10.4462,-0.242358,0.352686,-0.0366492,0.255016,1.51804,0.847844,1.06877,1.49752,0.753154,0.848649,4.76479,-0.255283,-0.152417,0.293035,0.0566648,0.134584,0.285797,0.0232688,0.0569485,0.0330449
-4.07954,0.777941,0.0647607,4,15,0,17.4186,-0.133889,0.339273,0.243089,0.773898,1.1338,1.52387,0.594797,1.48774,0.791873,1.1821,3.35724,-0.0514158,0.128673,0.25078,0.383118,0.0679091,0.370859,0.134771,0.267164,0.125547
-6.16917,0.925428,0.0647607,4,15,0,13.3305,-0.317928,0.387134,0.00747791,0.0188055,0.776473,1.13993,1.24308,1.92397,0.873006,-1.48667e-05,7.68896,-0.315033,-0.310648,-0.0173293,0.123377,0.16331,0.426904,0.0200417,-0.317934,-0.0116198
-6.28222,0.771767,0.0647607,4,31,0,10.9621,-0.119767,0.368754,0.0636548,0.935258,0.811882,1.32978,0.322941,1.09688,0.547506,1.72472,11.0446,-0.0962941,0.225113,0.179617,0.370594,-0.000681514,0.284713,0.082128,0.516229,0.173257
-2.98846,0.982208,0.0647607,5,31,0,10.4471,-0.159368,0.3476,0.0779195,0.755406,0.807258,1.32107,0.774784,1.4746,0.778201,0.926335,1.62526,-0.132284,0.10321,0.121234,0.299835,0.109946,0.353202,0.111134,0.162625,0.0768445
-2.56703,0.984503,0.0647607,5,31,0,6.64011,-0.16121,0.416024,0.0362533,0.478821,1.03611,1.66812,0.564824,1.37767,0.37824,1.18793,8.31264,-0.146127,0.0379916,0.269838,0.53277,0.0737709,0.411936,-0.00385235,0.332999,0.168354
