# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=7
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 6a_skewnormal_uni - draws_7.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0970328
# Diagonal elements of inverse mass matrix:
# 0.00473085, 1.36018, 0.400642, 0.502287, 0.342342, 0.427497, 0.40333, 0.542103, 0.402668, 0.369052, 0.411481, 0.41549, 0.281524, 0.363687, 0.373384, 0.355461, 0.405987, 0.433422, 0.374263, 0.423075, 0.260109, 0.375765, 0.3053, 0.34535, 0.4572, 30.9461
-14.8883,0.985895,0.0970328,5,31,0,30.5251,0.0567717,0.0433538,-0.210566,-0.18221,-0.972707,-1.05673,-0.525409,-0.986746,-1.30264,-0.188283,-1.69789,-1.7076,-0.24094,-1.48485,-0.216233,-0.856727,-2.01192,-0.957241,-0.711212,-1.79217,-0.283163,-0.165875,-0.291293,-0.104061,-0.5422,-28.5767,0.0476429,0.0488722,0.0146011,0.0109584,0.0339932,0.0139925,0.000297152,0.0486089,-0.0168385,-0.0172594,0.046326,-0.00760216,0.0473972,0.0196293,-0.0304528,0.0152716,0.0259379,-0.0209259,0.0444955,0.0495804,0.0441431,0.0522603,0.0332653,0.0222015
-14.7764,0.979553,0.0970328,5,31,0,33.3519,0.230671,0.129688,-0.327118,-0.354889,-0.786495,-0.71223,-1.14054,-2.6756,-0.469803,-0.26939,0.114332,-1.31448,-0.907144,-0.638768,-0.195502,-0.782984,-1.46045,-0.814485,-0.204167,-0.169061,-0.735252,-0.970209,-1.31949,-2.33414,-0.598582,-5.35449,0.188248,0.184646,0.128672,0.138303,0.0827565,-0.116322,0.169743,0.195734,0.245498,0.0601986,0.113025,0.14783,0.205317,0.129127,0.0412684,0.125042,0.204193,0.208746,0.135318,0.104846,0.0595489,-0.0720386,0.153042,0.128954
-13.8408,0.98119,0.0970328,5,31,0,31.1518,0.0438109,0.0521986,-0.51118,-1.18179,-0.0272945,-0.462503,-0.0501755,-1.62361,-0.192141,-0.0634944,-0.825297,-1.75607,-1.73256,-0.398734,-1.22319,-0.983693,-1.34292,-1.63463,-0.182178,-0.541508,-0.460042,-0.891988,-1.00262,-0.484129,-1.09706,-5.47092,0.017128,-0.0178768,0.0423861,0.0196688,0.0411918,-0.0409392,0.0337814,0.0404965,0.000731551,-0.0478537,-0.0466265,0.0229975,-0.020038,-0.00753654,-0.0262876,-0.0415143,0.0343014,0.0155449,0.0197973,-0.00274967,-0.00852456,0.01854,-0.0134543,0.00284118
-18.2389,0.991202,0.0970328,5,31,0,26.5197,0.18643,0.024756,-0.905171,-0.377283,-1.13271,-0.353001,-0.701976,-1.25241,-0.435134,-0.870079,0.055057,-0.791139,-1.42107,-1.05938,-1.33501,-0.649772,-1.70476,-2.19489,-0.376524,-0.353934,-1.7523,-1.01618,-1.3437,-1.15406,-1.06607,-6.79767,0.164021,0.17709,0.158388,0.177691,0.169052,0.155425,0.175658,0.16489,0.187793,0.166844,0.15125,0.160204,0.15338,0.170344,0.144227,0.132093,0.177108,0.177668,0.14305,0.161273,0.153165,0.15786,0.160038,0.166888
-16.7677,0.998061,0.0970328,5,31,0,29.5819,0.0151604,0.0233847,0.0468673,-0.358066,-1.4633,-0.56092,-0.33526,-0.650196,-0.235111,-0.307386,-1.04895,0.0583741,-0.964722,0.30593,-1.05831,-1.19605,-1.03128,-1.7404,-1.07454,-0.481698,-0.60311,-0.884441,-1.26075,0.180842,-0.829678,-1.64023,0.0162564,0.00678718,-0.0190582,0.00204353,0.00732051,-4.41778e-05,0.00966245,0.00797233,-0.00936886,0.0165255,-0.00739924,0.0223145,-0.00958785,-0.0128087,-0.0089556,-0.0255382,-0.00996722,0.00389611,0.00105693,-0.00552191,-0.0143218,0.0193894,-0.0042413,-0.00077052
-13.2052,0.97797,0.0970328,5,31,0,27.3018,0.28445,0.15534,-1.02775,-0.58129,-0.331453,-1.38171,-0.363693,-0.220097,-1.15649,-0.742868,-0.00558765,-0.940183,-0.430618,-1.31824,-0.212794,-0.686185,-0.67813,-0.703131,-0.49848,-0.455017,-0.579811,-0.76697,-1.79595,-1.03776,-1.28112,-16.6343,0.1248,0.194153,0.232963,0.0698158,0.227954,0.250261,0.104801,0.169053,0.283582,0.138403,0.217558,0.0796758,0.251395,0.177859,0.17911,0.175226,0.207017,0.213768,0.194383,0.165309,0.0054677,0.123245,0.0854409,0.16073
