# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=6
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 5a_halfnormal_uni - draws_6.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.214158
# Diagonal elements of inverse mass matrix:
# 0.0402198, 0.487183, 0.0427229, 1.30982, 0.215124, 0.738652, 0.993393, 1.49247, 1.22197, 1.27544, 0.329778, 1.07643, 0.915131, 1.03629, 0.779755, 1.55701, 0.553665, 1.39691, 1.45462, 1.26854, 0.909464, 0.0989342, 0.354997, 0.970611, 0.172123, 0.719224, 0.565858, 1.13058, 1.19212
-57.2974,0.972132,0.214158,4,15,0,68.4712,0.226492,0.102805,0.872711,0.0195798,0.167139,0.377948,0.0516206,0.0182849,0.189859,0.0582454,0.344507,0.0233524,0.0482728,0.0547908,0.0679995,0.203799,0.0558822,0.17392,0.0359992,0.13006,0.340425,0.445224,0.166066,0.151472,0.2766,0.0632669,0.275921,0.167884,0.117108,0.180714
-57.9541,0.726549,0.214158,4,15,0,73.0485,0.264687,0.270018,0.699088,0.150357,0.186983,0.0706792,0.237931,0.0238456,0.156765,0.150101,0.290727,0.206896,0.153516,0.118646,0.0591047,0.0700478,0.0533596,0.0891323,0.12261,0.052231,0.109929,0.51493,0.324493,0.0151698,0.299828,0.122475,0.0456116,0.377789,0.416607,0.21119
-56.2555,0.958558,0.214158,4,15,0,66.3488,0.319113,0.072204,0.818887,0.00214129,0.114409,0.125415,0.054337,0.0655508,0.247093,0.113727,0.394607,0.121085,0.185717,0.0432639,0.0923837,0.156658,0.148521,0.0601112,0.0644296,0.066071,0.179613,0.750916,0.176934,0.0333401,0.249959,0.102944,0.231207,0.162051,0.0530316,0.254616
-54.1927,0.947015,0.214158,4,15,0,67.9571,0.274144,0.165096,0.738555,0.0543333,0.148206,0.353665,0.24419,0.0415694,0.188736,0.0563557,0.231343,0.118517,0.134652,0.113386,0.0158284,0.0903669,0.31294,0.153254,0.0932624,0.0125512,0.0704182,0.733258,0.311974,0.0248662,0.188713,0.219467,0.114791,0.195434,0.502988,0.218735
-56.093,0.959403,0.214158,4,15,0,61.6619,0.284632,0.130779,0.740728,0.0401417,0.215031,0.0752932,0.0708524,0.0250945,0.0796697,0.238645,0.37021,0.239761,0.119431,0.0638514,0.106157,0.0821731,0.407292,0.114668,0.106053,0.0146637,0.0881796,0.680141,0.155155,0.00645172,0.319592,0.0930688,0.243319,0.0883648,0.100637,0.227103
-58.0517,0.967756,0.214158,4,15,0,71.4759,0.344892,0.208955,0.910108,0.0597772,0.156177,0.259885,0.0128756,0.0348516,0.0259304,0.0276107,0.256196,0.0929099,0.273927,0.0424315,0.0268135,0.142501,0.291093,0.0717036,0.102212,0.146827,0.18161,0.680578,0.228294,0.00191375,0.24413,0.129922,0.121666,0.401695,0.5545,0.275184
-59.8655,0.902969,0.214158,4,15,0,72.1351,0.349813,0.159794,0.856218,0.0377865,0.188787,0.232793,0.104461,0.10112,0.0212346,0.0369626,0.474103,0.256312,0.127018,0.0167474,0.0836702,0.107848,0.103349,0.0420073,0.161776,0.0381646,0.230115,0.793445,0.132134,0.00330368,0.398924,0.187813,0.263295,0.277263,0.155428,0.27911
-62.4334,0.93993,0.214158,4,15,0,77.1988,0.200847,0.187725,0.646018,0.00470799,0.152486,0.124826,0.082472,0.0218317,0.148181,0.0551002,0.150817,0.0356851,0.128239,0.109325,0.0228572,0.0237398,0.469727,0.201064,0.0562689,0.10033,0.138251,0.335222,0.100184,0.00157537,0.169884,0.099925,0.101652,0.0693895,0.29481,0.160253
-60.0635,0.990367,0.214158,4,15,0,72.3215,0.192188,0.180686,0.625395,0.00497742,0.143466,0.137966,0.102403,0.0252412,0.277828,0.0643276,0.198099,0.0297442,0.104297,0.0836308,0.0257784,0.0586104,0.455812,0.130932,0.0387641,0.0940611,0.064732,0.373597,0.175772,0.00151184,0.214266,0.0708204,0.109426,0.0953324,0.312255,0.153344
-60.8913,0.970598,0.214158,4,15,0,72.1379,0.235782,0.206851,0.776741,0.00544946,0.14274,0.148431,0.14535,0.0222286,0.217884,0.160929,0.111276,0.0277382,0.0814166,0.0507808,0.0614307,0.265359,0.240257,0.184605,0.0128074,0.146397,0.044189,0.537276,0.241634,0.00217101,0.234474,0.0649599,0.118129,0.1106,0.197027,0.188127
-61.2675,0.977561,0.214158,4,15,0,73.1776,0.254806,0.0774064,0.687935,0.0183054,0.066592,0.314948,0.157386,0.0400329,0.0780559,0.11086,0.553528,0.12558,0.365299,0.141166,0.0973307,0.048105,0.405321,0.0909169,0.0215977,0.0497828,0.590315,0.603162,0.129261,0.0124007,0.151541,0.0432757,0.265067,0.274783,0.199662,0.203306
-68.2418,0.963622,0.214158,4,15,0,78.5905,0.260871,0.229356,0.782777,0.00176895,0.200203,0.0969012,0.0187097,0.0672289,0.217393,0.119673,0.0846844,0.128322,0.0482654,0.0473044,0.0404196,0.0353471,0.275377,0.0754638,0.167875,0.00581785,0.152031,0.742192,0.160755,0.442101,0.401263,0.00216513,0.052848,0.22742,0.337877,0.208145
-63.4736,0.957697,0.214158,4,15,0,82.6098,0.332819,0.104417,0.779492,0.0182846,0.161055,0.15195,0.330097,0.0357993,0.142223,0.112135,0.328949,0.0935376,0.195213,0.0653677,0.0857595,0.199919,0.236979,0.00666305,0.0495824,0.00330829,0.234101,0.556659,0.288672,0.00544702,0.175636,0.019577,0.296419,0.169038,0.174093,0.265551
-60.8389,0.938387,0.214158,4,15,0,81.2357,0.251253,0.168605,0.541354,0.0523385,0.206846,0.186373,0.0162813,0.0748722,0.206714,0.0787024,0.267643,0.0576951,0.124324,0.00473923,0.0569557,0.0454033,0.337604,0.0915625,0.0713566,0.0653907,0.334743,0.621991,0.186994,0.0148853,0.403929,0.0232246,0.041027,0.0453381,0.441132,0.200471
-66.0257,0.866167,0.214158,4,15,0,77.2483,0.285615,0.172153,1.01127,0.0545306,0.0649666,0.184763,0.0267489,0.0158689,0.163083,0.119635,0.377666,0.109907,0.216464,0.029298,0.0720423,0.0504281,0.00921577,0.124264,0.100347,0.0450281,0.0828258,0.566363,0.189193,0.432613,0.15681,0.0567871,0.344078,0.563592,0.101574,0.227888
-58.0459,1,0.214158,4,15,0,74.8914,0.285497,0.193373,0.70016,0.0597584,0.177252,0.280743,0.103539,0.143783,0.0321537,0.112874,0.270602,0.0676062,0.173113,0.0202938,0.059934,0.131175,0.0840039,0.13362,0.0907708,0.0478855,0.0415502,0.772236,0.306902,0.0254994,0.328121,0.0953033,0.0492498,0.0766598,0.451483,0.227794
-56.4658,0.951847,0.214158,4,15,0,66.4242,0.212896,0.150582,0.695135,0.042768,0.130506,0.120349,0.162545,0.00409625,0.351123,0.08041,0.331127,0.210674,0.189048,0.170627,0.080192,0.0126915,0.519941,0.135312,0.086645,0.1305,0.378999,0.444567,0.140823,0.0454836,0.201425,0.210383,0.0798166,0.298747,0.105791,0.169867
-57.9324,0.900165,0.214158,4,15,0,69.6004,0.218356,0.148706,0.714629,0.0455942,0.136191,0.15685,0.141598,0.00609741,0.504101,0.096709,0.325849,0.269292,0.166122,0.165981,0.0725831,0.0147209,0.528329,0.154695,0.0819918,0.169805,0.282439,0.397083,0.132801,0.0629773,0.222623,0.177872,0.0919987,0.361871,0.0814696,0.174223
-61.1977,0.923477,0.214158,4,15,0,74.6889,0.344346,0.136694,0.840387,0.0261512,0.212659,0.0687315,0.107942,0.00686591,0.0149634,0.13968,0.296096,0.0630728,0.188276,0.00842912,0.065258,0.168926,0.14228,0.011492,0.13758,0.0186867,0.420936,0.84251,0.368808,0.286092,0.231563,0.053558,0.0955475,0.148014,0.194949,0.274749
-59.8282,0.952084,0.214158,4,15,0,74.0338,0.286641,0.214596,0.788734,0.0633302,0.125446,0.0364543,0.0611416,0.00313549,0.0285,0.18333,0.499514,0.238769,0.275523,0.0752875,0.113948,0.16267,0.240868,0.0907732,0.179185,0.00584186,0.397848,0.78271,0.142598,0.150271,0.403816,0.0465834,0.0966965,0.424696,0.117645,0.228707
-50.4208,0.996468,0.214158,4,15,0,67.8849,0.279827,0.155831,0.893367,0.132291,0.172098,0.0584277,0.0891117,0.0239814,0.0478012,0.0708522,0.316147,0.177883,0.149204,0.10819,0.0585181,0.0769531,0.19622,0.156227,0.155476,0.0218681,0.371234,0.612295,0.152325,0.154722,0.240369,0.189907,0.186422,0.329705,0.244454,0.22327
-53.1443,0.835367,0.214158,4,15,0,66.9482,0.227943,0.145911,0.746523,0.17177,0.183001,0.0931059,0.16778,0.0348777,0.0478487,0.0793156,0.288214,0.215044,0.163859,0.110989,0.0697896,0.0736374,0.237499,0.0865911,0.204164,0.0796969,0.533012,0.731853,0.137788,0.114364,0.225001,0.217515,0.227482,0.315709,0.484421,0.181872
-55.2006,0.817585,0.214158,4,15,0,67.6394,0.310343,0.0891595,0.937346,0.0233812,0.144271,0.117793,0.0580631,0.091283,0.0708097,0.101149,0.165723,0.264807,0.119974,0.0419136,0.0571496,0.030794,0.356756,0.109899,0.031005,0.057658,0.0908349,0.822191,0.0909279,0.104021,0.225627,0.196139,0.193858,0.147583,0.214515,0.247618
-55.0735,0.989539,0.214158,4,15,0,68.8767,0.271781,0.263457,0.635425,0.0853818,0.217974,0.315552,0.0977875,0.0200872,0.197639,0.0931818,0.264004,0.068487,0.0606557,0.0810659,0.084614,0.0190741,0.10505,0.112682,0.208935,0.129616,0.204927,0.43669,0.0665667,0.101987,0.319902,0.0952957,0.129623,0.337329,0.326358,0.21685
-62.0984,0.941606,0.214158,4,15,0,72.2669,0.291564,0.0792272,0.885162,0.00793183,0.103127,0.175869,0.0386474,0.00526423,0.0928348,0.0262903,0.183783,0.0118383,0.011232,0.0485231,0.0543592,0.162075,0.446946,0.0765017,0.0152137,0.0468228,0.308579,0.693617,0.435651,0.27197,0.232869,0.110432,0.204138,0.189085,0.225252,0.232635
-68.6047,0.97864,0.214158,4,15,0,81.5466,0.287692,0.0381257,0.705499,0.138145,0.099323,0.271688,0.0706256,0.000178717,0.0394828,0.179422,0.463291,0.490401,0.04923,0.0405818,0.0794703,0.0554535,0.219319,0.0682446,0.00832695,0.125196,0.198153,0.639112,0.0840146,0.0700193,0.110018,0.231115,0.157696,0.192605,0.259949,0.229545
-65.4999,0.979487,0.214158,4,15,0,86.0467,0.209263,0.192758,0.768869,0.00357868,0.168916,0.134684,0.138599,0.00116642,0.114287,0.0691052,0.140314,0.0086153,0.0314568,0.0831811,0.0322468,0.156325,0.362954,0.0408938,0.0555583,0.0185419,0.251012,0.405555,0.101982,0.269442,0.467938,0.0977785,0.0410797,0.186026,0.190424,0.166968
