# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=7
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_7.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0570672
# Diagonal elements of inverse mass matrix:
# 0.181957, 0.23807, 0.781602, 0.552423, 0.516904, 0.790906, 0.510159, 0.562928, 0.509453, 0.889285, 94.427
-8.31525,0.894039,0.0570672,5,63,0,15.6496,0.568334,0.5543,-1.69042,-0.259371,-1.27516,-0.0363083,-0.561767,-0.376597,-0.630373,-1.3454,-6.80439,-0.368665,0.424565,-0.138485,0.548208,0.256946,0.359586,0.218918,-0.177422,0.130766
-7.99225,0.891761,0.0570672,4,31,0,14.4151,0.489097,0.478876,-0.916825,-0.961915,-0.089118,-0.263127,-0.569892,-0.264039,-0.608972,-1.1432,-15.2342,0.050051,0.0284585,0.44642,0.363092,0.216189,0.362655,0.197474,-0.0583556,0.107829
-5.11662,0.996921,0.0570672,5,31,0,12.7214,0.645517,0.657471,-1.13609,-0.213986,-0.764281,-0.00620591,-0.728386,-0.352752,-0.783385,-1.72815,-16.7352,-0.101431,0.504828,0.143025,0.641437,0.166625,0.413593,0.130464,-0.49069,0.121865
-1.75754,0.994717,0.0570672,4,15,0,7.12502,0.529273,0.787913,-1.2559,-0.643901,-0.47935,-0.326289,-0.455791,-0.154689,-0.522873,-1.63845,-18.7026,-0.46027,0.0219353,0.151587,0.272186,0.170149,0.407391,0.117295,-0.761683,-0.0984942
1.7177,0.996724,0.0570672,6,63,0,3.06113,0.828514,1.48177,-0.604352,-0.499662,-0.44065,-0.0410974,-0.474132,-0.31096,-0.502753,-1.16973,-5.0591,-0.0669957,0.0881306,0.175573,0.767618,0.125961,0.367744,0.0835515,-0.904754,-0.331325
0.511027,0.868414,0.0570672,5,63,0,3.30956,1.3303,1.78543,-0.985744,-0.979078,-0.645913,-0.251117,-0.730138,-0.517684,-0.701852,-0.348567,-12.2843,-0.429673,-0.417771,0.177071,0.881952,0.026694,0.406017,0.077197,0.707962,-0.0895662
