# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=8
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_8.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0581702
# Diagonal elements of inverse mass matrix:
# 0.173813, 0.232871, 0.84953, 0.641495, 0.600046, 0.879036, 0.575437, 0.671507, 0.586329, 0.971845, 103.442
-7.95458,0.961334,0.0581702,6,63,0,11.6066,0.00903197,0.248252,-0.0808103,0.101181,0.264861,2.02966,0.100288,1.54396,-0.123327,1.44166,1.88627,-0.0110293,0.0341503,0.0747842,0.512899,0.0339288,0.392324,-0.0215842,0.366928,0.184036
-7.59173,0.846191,0.0581702,5,63,0,16.448,-0.292447,0.342574,0.312161,1.12562,0.468335,2.17451,0.817429,1.99826,1.27483,1.58142,5.43923,-0.185509,0.0931612,-0.132008,0.452484,-0.0124176,0.392104,0.144276,0.249304,-0.0236185
-3.93617,0.971846,0.0581702,5,31,0,15.619,-0.305526,0.590703,0.115091,1.3065,0.730083,1.28648,0.552174,1.32898,0.682441,0.802863,4.29041,-0.237541,0.466226,0.125736,0.454404,0.020644,0.479503,0.0975936,0.168727,0.153483
-4.61802,0.981527,0.0581702,3,7,0,6.58254,-0.303142,0.613838,0.000818219,1.19358,0.699369,1.27206,0.858583,1.06337,0.562467,0.745997,1.72032,-0.30264,0.429522,0.126157,0.477697,0.223889,0.349595,0.0421217,0.15478,0.12029
-5.96028,0.97145,0.0581702,4,15,0,8.6862,-0.287756,0.605222,-0.388044,1.02596,0.622797,1.23516,0.584149,1.2703,0.850471,0.811088,2.98864,-0.522608,0.333178,0.0891742,0.459791,0.065784,0.481058,0.226968,0.203132,0.170186
-8.33614,0.981491,0.0581702,5,47,0,13.7079,-0.431695,0.529069,0.698321,0.563264,0.902199,1.19861,1.07012,1.87811,0.790028,1.02914,10.668,-0.0622351,-0.13369,0.0456306,0.202451,0.134473,0.561957,-0.0137156,0.11279,-0.0114012
