# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=6
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/mid-upper arm circumference (cm) - 6a_skewnormal_uni - draws_6.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.067342
# Diagonal elements of inverse mass matrix:
# 0.165322, 0.232094, 0.8569, 0.646108, 0.596124, 0.879465, 0.590171, 0.681163, 0.59098, 0.969956, 98.0638
-0.0346004,1,0.067342,3,15,0,3.65189,-0.266763,0.935337,0.236535,0.222586,0.343154,0.922503,0.312918,0.640402,0.380087,1.10344,5.61517,-0.0455226,-0.0585701,0.0542014,0.596088,0.0259207,0.332228,0.0887465,0.765328,0.467968
-0.640302,0.989942,0.067342,4,31,0,4.02274,-0.190785,0.600615,0.0836718,0.392541,0.638184,1.08232,0.367763,0.87702,0.453842,1.23746,4.67112,-0.140531,0.0449807,0.192518,0.459272,0.0300988,0.335966,0.0817989,0.552449,0.277818
-2.37022,0.918418,0.067342,5,31,0,5.72246,-0.33147,0.761269,-0.208159,0.140554,0.773676,1.18629,0.465173,0.947756,0.438881,1.17422,1.79362,-0.489935,-0.22447,0.257506,0.571619,0.0226522,0.390028,0.00263646,0.562425,0.199052
-3.1024,0.973314,0.067342,4,15,0,7.74557,-0.173667,0.484642,-0.0641313,0.41248,0.441752,1.26474,0.381923,1.22458,0.371089,0.961806,14.0607,-0.204748,0.0262378,0.0404244,0.439277,0.0114286,0.419814,0.00617804,0.292464,0.212047
-2.63831,0.98476,0.067342,5,63,0,7.09825,-0.579499,1.13174,0.446473,0.220394,0.588549,1.16102,0.524557,0.948891,0.626647,0.943118,13.3608,-0.0742053,-0.330069,0.0865886,0.734481,0.0141651,0.494403,0.129706,0.487869,0.320984
-2.85828,0.99406,0.067342,5,31,0,7.00448,-0.340658,1.05359,-0.140154,0.627071,0.52318,0.775532,0.324783,0.727894,0.423487,0.310244,11.468,-0.488323,0.320017,0.210559,0.476435,0.00153053,0.426243,0.105523,-0.0137883,0.496807
-1.27082,0.93419,0.067342,5,31,0,10.5351,-0.104615,0.418612,-0.00738535,0.453801,0.481241,1.69604,0.572983,1.31954,0.374263,0.316716,8.37937,-0.107706,0.085352,0.0968388,0.605367,0.135243,0.447762,0.0520565,0.0279663,0.227036
-5.57572,0.7912,0.067342,4,23,0,9.05707,-0.164383,0.408898,0.0758429,0.772689,0.47115,1.61702,0.402366,1.48671,0.177145,0.439071,9.04226,-0.133371,0.151568,0.0282697,0.496815,0.000144231,0.443531,-0.0919484,0.0151525,0.159894
-7.99063,0.945747,0.067342,5,31,0,11.3272,-0.160746,0.416699,0.198882,1.00724,0.296777,1.19308,0.647476,0.808718,0.418163,0.726962,8.28863,-0.0778725,0.25897,-0.0370796,0.336409,0.109056,0.176246,0.0135016,0.142178,0.169338
-7.26112,1,0.067342,4,31,0,11.5741,-0.185147,0.392236,-0.0304878,0.580317,1.11799,0.853918,0.637067,1.94187,0.759252,0.63295,7.28537,-0.197106,0.0424735,0.253367,0.14979,0.0647332,0.576522,0.112658,0.0631181,0.124904
-6.17938,0.993937,0.067342,4,15,0,8.39608,-0.201418,0.385598,0.412227,0.385822,0.916346,0.918752,1.07809,1.31598,0.838769,0.520351,2.51127,-0.0424646,-0.0526462,0.151923,0.15285,0.21429,0.306019,0.122009,-0.000772404,0.0844158
-4.16622,0.925664,0.067342,5,31,0,13.6155,-0.303398,0.435149,-0.0822911,0.987404,0.97439,2.09726,0.883808,1.8054,0.957065,-0.131397,1.96921,-0.339207,0.12627,0.120607,0.609224,0.0811902,0.48222,0.113068,-0.360575,0.006172
-6.03739,0.962005,0.067342,5,31,0,9.91728,-0.373382,0.390342,0.355984,0.927761,0.868536,1.93067,1.41114,1.79464,1.36529,1.11674,3.59286,-0.234427,-0.011239,-0.0343569,0.380238,0.177444,0.327141,0.159546,0.0625257,-0.0733399
-2.60798,0.967964,0.067342,5,31,0,8.09803,-0.140524,0.530113,-0.00781226,0.106642,0.514125,1.38776,0.574147,0.811901,0.2448,0.0316126,7.8236,-0.144666,-0.0839921,0.13202,0.595146,0.163838,0.289875,-0.0107528,-0.123766,0.279032
-3.20281,0.969685,0.067342,3,7,0,5.08466,-0.106063,0.582179,0.157635,0.154843,0.491093,1.21943,0.222206,1.028,0.507972,0.096063,7.37418,-0.0142909,-0.0159162,0.179841,0.603866,0.023301,0.492419,0.189668,-0.0501368,0.354236
-5.51471,0.984316,0.067342,5,31,0,10.6232,-0.190121,0.350713,-0.117399,0.959229,1.03532,1.32967,0.707002,1.91988,1.01756,1.02511,1.75177,-0.231294,0.146294,0.172981,0.276212,0.0578341,0.483205,0.16675,0.169399,0.0528992
-9.25841,0.977878,0.067342,5,31,0,11.9926,-0.184341,0.301332,0.0215801,1.32522,1.03535,1.86107,1.0424,2.29575,0.768919,1.99151,13.1515,-0.177838,0.214989,0.127644,0.376459,0.129767,0.507441,0.0473585,0.415765,0.0553948
-9.0662,0.987445,0.067342,4,15,0,17.8918,-0.300912,0.292777,0.55531,0.651932,1.12363,2.07841,1.58953,2.23185,1.37456,0.531585,20.5198,-0.13833,-0.110041,0.0280612,0.307599,0.164465,0.352522,0.101528,-0.145276,-0.0675864
-1.9761,0.99089,0.067342,5,31,0,11.8696,-0.465161,0.769825,0.00216776,0.692316,0.842023,1.61058,0.858302,1.02072,0.77564,0.233747,11.5816,-0.463492,0.0678011,0.183049,0.774701,0.195582,0.320614,0.131946,-0.285217,0.146794
-1.69675,0.975757,0.067342,3,15,0,8.01513,-0.39997,0.761347,0.111435,0.775316,0.917888,1.43551,0.651651,0.895997,0.749756,0.327715,11.0361,-0.315129,0.190314,0.298861,0.692955,0.0961619,0.282195,0.170854,-0.150466,0.205018
0.0854772,0.997192,0.067342,4,31,0,2.92403,-0.419271,0.776714,0.177895,0.772118,0.892367,1.31964,0.696926,0.951874,0.699053,0.345375,9.89639,-0.281097,0.180444,0.273843,0.60571,0.122042,0.320063,0.123693,-0.151013,0.197318
-3.66898,0.942339,0.067342,4,15,0,6.80081,-0.617126,0.729475,0.398362,0.767717,0.469327,1.94845,1.02433,1.37669,1.03191,0.199463,19.9077,-0.326531,-0.0570952,-0.274764,0.804218,0.130094,0.387138,0.135626,-0.471623,-0.0358216
-3.39953,0.977377,0.067342,6,63,0,6.70665,-0.61581,0.748668,0.474877,0.812187,0.483718,1.95922,1.01333,1.35988,0.944139,0.249477,20.0684,-0.260285,-0.00775192,-0.253666,0.850995,0.142839,0.402285,0.0910366,-0.429035,-0.0191997
-3.97046,0.910414,0.067342,5,31,0,10.8701,-0.83146,0.940872,0.604001,0.771333,1.20027,1.12998,0.99766,1.38238,0.937718,0.923518,20.93,-0.263172,-0.105734,0.297842,0.23171,0.10721,0.469185,0.0508133,0.0374529,-0.0816075
-2.12193,0.786781,0.067342,5,39,0,10.4785,-0.0253903,0.538936,-0.023823,0.20915,0.439386,1.64842,0.15761,0.84851,0.236062,0.0545298,15.2575,-0.0382294,0.0873282,0.211411,0.863005,0.0595517,0.431902,0.101832,0.00399782,0.403698
-3.66414,0.941702,0.067342,5,31,0,6.67411,-0.153646,0.41906,0.00124763,0.440805,0.449352,1.33607,0.478112,1.35407,0.572833,1.28792,22.1637,-0.153124,0.0310772,0.034659,0.406248,0.0467113,0.413791,0.0864052,0.386069,0.180376
-4.14437,0.684189,0.067342,5,31,0,8.19069,-0.210898,0.621414,-0.655396,0.540494,0.729136,1.39194,0.552255,1.08923,0.396065,0.129613,2.45634,-0.61817,0.124973,0.242197,0.654075,0.132281,0.465968,0.0352223,-0.130354,0.248322
-1.13303,0.980813,0.067342,4,15,0,9.64729,-0.0818575,0.577461,-0.0631716,0.194402,0.201628,1.66234,0.302395,0.684118,0.277697,0.0629782,4.09079,-0.118337,0.0304021,0.0345751,0.87808,0.092764,0.313194,0.0785019,-0.04549,0.365712
-1.27294,0.935427,0.067342,5,63,0,6.3424,-0.217604,0.421498,0.0332594,0.249808,0.585623,1.47963,0.636789,1.46181,0.524697,0.357557,6.41437,-0.203585,-0.11231,0.0292353,0.406056,0.0508016,0.398548,0.00355492,-0.0668943,0.114689
0.536085,0.996013,0.067342,5,31,0,2.52649,-0.134921,0.626861,0.0957338,0.386677,0.411511,1.23941,0.427899,0.827241,0.445208,0.244585,6.73141,-0.0749096,0.107471,0.123039,0.642014,0.133312,0.383643,0.144162,0.0183992,0.359812
