# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=8
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/weight (kg) - 5a_halfnormal_uni - draws_8.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta_new,mean_effect
-58.5506,0.908719,0.234907,4,15,0,70.7673,0.240893,0.131671,0.602339,0.0233254,0.03094,0.269861,0.0521033,0.0163878,0.0532101,0.0317107,0.0124522,0.0701065,0.125277,0.114438,0.0547393,0.0298382,0.257257,0.0975955,0.092266,0.0580553,0.319671,0.527913,0.248833,0.157053,0.288424,0.156415,0.170048,0.320537,0.16813,0.192205
-64.091,0.854059,0.234907,4,15,0,80.9103,0.187321,0.225732,0.618895,0.0282011,0.0140737,0.163268,0.337078,0.0757624,0.130303,0.095439,0.0488052,0.142468,0.100841,0.0477163,0.132945,0.0618331,0.414197,0.121303,0.14076,0.0121868,0.28358,0.670209,0.258518,0.0691822,0.289461,0.169233,0.236325,0.219273,0.364283,0.149461
-70.9246,0.749126,0.234907,4,15,0,83.9201,0.335947,0.121239,0.564294,0.0383981,0.0322418,0.251127,0.00574847,0.000295422,0.192261,0.123006,0.125196,0.128365,0.293944,0.053852,0.024278,0.099299,0.150091,0.102251,0.0157809,0.00104009,0.219486,0.540627,0.213951,0.317809,0.299325,0.144636,0.119649,0.247939,0.048579,0.268047
-64.5929,0.972725,0.234907,4,31,0,81.1067,0.218286,0.249815,0.814903,0.016727,0.0593123,0.0831358,0.0563562,5.82871e-05,0.147215,0.132572,0.178445,0.202442,0.0348552,0.118295,0.0082295,0.123398,0.360963,0.175864,0.0512247,0.00784324,0.351813,0.709078,0.294909,0.093776,0.352771,0.126656,0.265201,0.22946,0.23968,0.174167
-65.4604,0.88263,0.234907,4,15,0,78.0196,0.293445,0.125889,0.732213,0.042028,0.20706,0.374342,0.206845,2.48658e-05,0.172035,0.1077,0.481367,0.0767781,0.349504,0.00622095,0.146772,0.0923412,0.323577,0.0208854,0.04054,0.0016683,0.22625,0.57794,0.159859,0.26782,0.213976,0.212297,0.105902,0.243343,0.265537,0.234135
-55.505,0.931198,0.234907,4,15,0,75.1571,0.218101,0.225294,0.803451,0.0361937,0.122956,0.0902222,0.0523069,0.0941851,0.169698,0.16677,0.194989,0.224545,0.0451992,0.023196,0.0116954,0.131326,0.373438,0.023339,0.154028,0.115157,0.0965842,0.721083,0.288299,0.125916,0.270134,0.130975,0.12239,0.209667,0.168838,0.17402
-54.9163,0.963292,0.234907,4,15,0,65.2246,0.231036,0.220185,0.643739,0.0253645,0.184175,0.134704,0.0585592,0.00939333,0.121941,0.132309,0.196534,0.12401,0.342766,0.0283667,0.13822,0.122511,0.299828,0.294756,0.0682841,0.0670286,0.182834,0.450658,0.294383,0.151177,0.273482,0.280893,0.187194,0.0394224,0.302909,0.18434
-59.7336,0.852436,0.234907,4,15,0,71.5907,0.299514,0.153338,0.709771,0.120951,0.162854,0.124577,0.00867047,0.0015063,0.0314372,0.0871042,0.189559,0.253334,0.0681714,0.0351889,0.0290111,0.178375,0.334172,0.0434813,0.14974,0.0897928,0.384448,0.85825,0.246332,0.0259349,0.331606,0.103032,0.212479,0.0714631,0.31465,0.238978
-57.9425,0.859693,0.234907,4,15,0,73.2378,0.216014,0.194127,0.768091,0.00260753,0.197058,0.196819,0.0156437,0.00954893,0.0593458,0.0971807,0.146008,0.0695909,0.245817,0.148332,0.0217854,0.0414265,0.167668,0.03966,0.0616866,0.0607118,0.12669,0.374981,0.155987,0.182599,0.177546,0.157304,0.147915,0.320781,0.177458,0.172354
-58.5333,0.846795,0.234907,4,15,0,72.4856,0.217535,0.183278,0.805007,0.00314344,0.190704,0.239314,0.0213738,0.0109812,0.0490463,0.0893878,0.126466,0.0513257,0.234037,0.110697,0.0259798,0.0551595,0.182968,0.0333033,0.0650567,0.0418406,0.125461,0.35244,0.163724,0.152348,0.17686,0.156509,0.176957,0.250295,0.485164,0.173568
-55.0293,0.874996,0.234907,4,15,0,71.1216,0.312124,0.185959,0.727205,0.0545052,0.152946,0.209608,0.0955872,0.00322232,0.417084,0.110435,0.274853,0.29489,0.0846541,0.0190915,0.0703485,0.0568306,0.136784,0.172652,0.148006,0.130121,0.359276,0.755596,0.295807,0.103773,0.383445,0.0918709,0.156992,0.266212,0.0200384,0.249039
-58.2806,0.793557,0.234907,4,15,0,67.1639,0.303877,0.177496,0.842363,0.0531844,0.220515,0.143407,0.15926,0.00445773,0.0106161,0.139882,0.414467,0.0611213,0.325109,0.0145031,0.00716026,0.0984386,0.623525,0.089173,0.062363,0.0329776,0.23022,0.702309,0.193423,0.270494,0.232731,0.216528,0.189516,0.272317,0.735524,0.242459
-61.5585,0.912014,0.234907,4,15,0,76.4742,0.320208,0.113875,0.843578,0.040053,0.151195,0.210138,0.0580891,0.00859554,0.153428,0.113009,0.29248,0.190298,0.0274586,0.138223,0.00415664,0.127643,0.170936,0.0268186,0.0178894,0.000738242,0.279326,0.831178,0.325553,0.0941452,0.352062,0.128693,0.176957,0.216184,0.0421135,0.255489
-62.1489,0.952923,0.234907,4,15,0,75.4244,0.20719,0.255055,0.593594,0.0690209,0.185825,0.12382,0.217155,0.0370037,0.1879,0.0173971,0.340789,0.0571871,0.0217766,0.0535034,0.0888881,0.0246358,0.414583,0.0449796,0.185459,0.00136532,0.127837,0.389586,0.169807,0.122286,0.145325,0.18719,0.0373949,0.144582,0.0581558,0.165314
-60.4029,0.986708,0.234907,4,15,0,73.2619,0.236246,0.11311,0.751887,0.0355972,0.175373,0.237005,0.0398154,0.0490437,0.185545,0.037196,0.351633,0.104827,0.0794031,0.152787,0.0536446,0.066723,0.193851,0.101467,0.0714963,0.00071356,0.0533993,0.723643,0.132347,0.189067,0.0555121,0.173886,0.164076,0.0949956,0.0680032,0.188497
-60.805,0.86177,0.234907,4,15,0,71.3486,0.186292,0.221064,0.496617,0.0288143,0.172768,0.16614,0.229535,0.0512386,0.116945,0.158869,0.192818,0.12736,0.246057,0.00690231,0.0310429,0.081162,0.0395798,0.0631528,0.0880389,0.0186873,0.437146,0.274509,0.2892,0.0845299,0.100167,0.113836,0.126676,0.170712,0.152555,0.14864
-60.6234,0.87133,0.234907,4,15,0,76.2924,0.353445,0.0838491,0.701034,0.0649148,0.15518,0.262213,0.0351558,0.0360255,0.210582,0.0231691,0.344466,0.16198,0.080349,0.134325,0.0209628,0.0903611,0.642269,0.102812,0.0072378,0.0971128,0.0156429,0.666246,0.146537,0.201849,0.412793,0.180406,0.111009,0.0524941,0.284844,0.282009
-68.4821,0.971423,0.234907,3,7,0,81.6882,0.393797,0.351896,1.0572,0.0204327,0.0970889,0.200577,0.323438,0.0273977,0.252902,0.444482,0.289237,0.214795,0.453032,0.0650738,0.0560339,0.124776,0.224377,0.182618,0.00411682,0.0346262,0.0933705,0.918398,0.066596,0.232254,0.292712,0.0893914,0.328588,0.460026,0.202028,0.314205
-59.1744,0.524486,0.234907,4,15,0,79.9085,0.349689,0.0861088,0.89163,0.0236672,0.199108,0.146209,0.0598959,0.0479613,0.277329,0.00361578,0.295062,0.170813,0.0858573,0.121979,0.0701675,0.0286998,0.107498,0.126792,0.00842076,0.00894541,0.54888,0.589442,0.175981,0.156671,0.350212,0.278674,0.107519,0.285654,0.101786,0.279012
-59.3534,0.918488,0.234907,4,15,0,75.0939,0.342928,0.0657945,0.629235,0.0464582,0.23334,0.267521,0.113155,0.00880905,0.236629,0.0317292,0.27877,0.204193,0.101607,0.0606146,0.0617949,0.014578,0.378197,0.0742709,0.0116054,0.0160253,0.388933,0.901452,0.409588,0.189307,0.365727,0.0699861,0.284772,0.237668,0.845873,0.273617
-59.9218,0.96046,0.234907,4,15,0,73.8628,0.236478,0.329633,0.760742,0.0785194,0.157273,0.0629793,0.126171,0.0104669,0.16154,0.0776349,0.375675,0.132229,0.306518,0.055221,0.0206144,0.372841,0.310523,0.183935,0.0117798,0.0294456,0.308065,0.480412,0.0727319,0.174969,0.271582,0.0718351,0.0855844,0.313649,0.0543,0.188682
-54.7748,0.985764,0.234907,4,15,0,71.096,0.299911,0.183939,0.876022,0.0550787,0.26548,0.0698967,0.119427,0.0229124,0.112571,0.0833112,0.43173,0.184666,0.183224,0.0306892,0.0440798,0.0782956,0.29286,0.221897,0.0532099,0.0316,0.310883,0.472869,0.0821855,0.102366,0.194247,0.0799527,0.123423,0.10524,0.190094,0.239294
-67.035,0.874048,0.234907,4,15,0,80.6584,0.253709,0.107224,0.645473,0.0250624,0.0784298,0.135628,0.180588,0.00166545,0.248413,0.000899366,0.230167,0.0624991,0.209931,0.0134989,0.0142352,0.135394,0.291707,0.0240214,0.13605,0.090154,0.0280935,0.780896,0.152336,0.204057,0.316834,0.0477568,0.0824726,0.0201209,0.378334,0.20243
-67.6318,0.777759,0.234907,3,7,0,85.4175,0.217794,0.105297,0.903894,0.0597828,0.1063,0.330058,0.102532,0.00341825,0.202585,0.000484979,0.400956,0.0636155,0.186456,0.0352111,0.0200453,0.00291656,0.436239,0.0466051,0.0161211,0.0979492,0.0537754,0.559384,0.164812,0.123879,0.165523,0.0752622,0.0778807,0.0347714,0.162974,0.173775
-67.1437,0.985689,0.234907,4,15,0,82.1841,0.247651,0.152622,0.829181,0.117586,0.114464,0.295289,0.0655186,0.00449799,0.190082,0.00079734,0.399061,0.125909,0.127176,0.0781007,0.0106124,0.00221652,0.429745,0.0958822,0.0148488,0.0933964,0.0454705,0.476985,0.117811,0.256553,0.150987,0.146618,0.090794,0.0225156,0.063709,0.197597
-63.9934,0.977768,0.234907,4,15,0,78.2917,0.218317,0.199606,0.540252,0.0126765,0.144572,0.149138,0.165503,0.149108,0.0219505,0.000346188,0.247435,0.164626,0.115278,0.0603902,0.151837,0.00291022,0.165115,0.160894,0.0401375,0.0784981,0.0493379,0.643529,0.32565,0.093853,0.230234,0.166667,0.0857446,0.156369,0.0887603,0.174192
-65.3927,0.924639,0.234907,4,15,0,78.888,0.186171,0.135252,0.525421,0.116817,0.156049,0.14492,0.0263757,0.0212084,0.0160276,0.000796319,0.168946,0.0691591,0.135768,0.0764413,0.0108639,0.0451026,0.0442311,0.0831249,0.162381,0.114257,0.443874,0.391761,0.13654,0.0891207,0.378171,0.103759,0.142304,0.0525738,0.369645,0.148543
-62.9482,0.996741,0.234907,4,15,0,77.1514,0.244252,0.0967046,0.645428,0.00960911,0.11231,0.168354,0.0221267,0.000163415,0.2121,0.39591,0.223702,0.116719,0.22584,0.0908499,0.102754,0.0608134,0.481969,0.103677,0.0501739,0.0736225,0.11429,0.664098,0.137393,0.0799258,0.153012,0.135923,0.138907,0.15172,0.0358857,0.194885
-62.3958,0.993537,0.234907,4,15,0,76.7457,0.36673,0.13765,0.665397,0.00782342,0.133126,0.354473,0.0201079,3.4473e-05,0.232455,0.0153036,0.539321,0.268017,0.235716,0.105041,0.0431771,0.23693,0.259918,0.196181,0.134468,0.086271,0.26971,0.716629,0.353366,0.0532528,0.2885,0.229945,0.219838,0.344354,0.287465,0.292608
-58.2564,0.922589,0.234907,4,15,0,71.0613,0.238521,0.095334,0.971269,0.0755922,0.208609,0.0944652,0.242874,0.000567506,0.167623,0.139666,0.123411,0.0466853,0.158932,0.0676774,0.101125,0.0412787,0.356451,0.0377533,0.0566269,0.0480665,0.428993,0.57261,0.150583,0.31376,0.304278,0.0646977,0.150909,0.220898,0.173857,0.190312
-59.2184,0.95198,0.234907,4,15,0,74.7986,0.283338,0.0651431,0.543014,0.003607,0.128856,0.270006,0.0476123,0.0900366,0.0885009,0.019711,0.460365,0.0732026,0.178764,0.102289,0.0452247,0.0403749,0.347346,0.141853,0.00458881,0.131014,0.257828,0.55634,0.335849,0.0541253,0.270296,0.245979,0.138515,0.0996446,0.080299,0.226071
-58.9898,0.954927,0.234907,4,15,0,71.8012,0.243417,0.287851,0.854296,0.104791,0.212859,0.0897127,0.0611975,0.0236014,0.0197655,0.239784,0.160609,0.1581,0.0401347,0.0179876,0.0381837,0.103952,0.101628,0.100597,0.268712,0.0397723,0.120163,0.577495,0.138506,0.134318,0.280995,0.0919759,0.199059,0.152439,0.173267,0.194218
-58.2087,0.894578,0.234907,4,15,0,71.5933,0.226398,0.081974,0.72737,0.0107363,0.166542,0.166921,0.12653,0.131463,0.142224,0.0235947,0.203899,0.137942,0.0398337,0.00866029,0.0995887,0.0843852,0.0558364,0.0403455,0.025683,0.0701878,0.503172,0.428008,0.181933,0.153997,0.248103,0.196057,0.0876898,0.313081,0.298514,0.180639
-56.7954,0.946926,0.234907,4,15,0,69.8653,0.35416,0.275749,0.910482,0.110606,0.198677,0.266053,0.141952,0.016231,0.239428,0.0229595,0.167201,0.112622,0.404517,0.010555,0.0184769,0.145116,0.423718,0.20646,0.110837,0.116316,0.166923,0.946186,0.290459,0.146754,0.345734,0.103872,0.11957,0.136656,0.220453,0.282579
-63.544,0.603209,0.234907,4,15,0,77.3753,0.211297,0.0530036,0.712979,0.0122898,0.131736,0.163784,0.122892,0.0602095,0.187159,0.0349704,0.489485,0.126683,0.0044351,0.0881047,0.087315,0.00315484,0.41076,0.0996364,0.0783379,0.0512539,0.134973,0.486163,0.0819833,0.0665146,0.256018,0.266467,0.24267,0.0974838,0.00796495,0.168591
-63.5863,0.961264,0.234907,4,15,0,78.6186,0.427093,0.0466639,0.933257,0.111717,0.227064,0.298928,0.104327,0.0456059,0.160594,0.22263,0.154069,0.082597,0.00341107,0.0266856,0.0574902,0.16038,0.292316,0.0944978,0.0932797,0.0377466,0.175628,0.9268,0.376191,0.25111,0.235318,0.0535498,0.111685,0.554444,0.0532471,0.340771
-57.6955,0.980345,0.234907,4,15,0,75.5067,0.22106,0.0635926,0.72761,0.0136516,0.142739,0.233862,0.0579469,0.0645363,0.15518,0.0727995,0.162273,0.26013,0.320684,0.0101338,0.0434699,0.0207209,0.282389,0.0484931,0.125276,0.164346,0.348662,0.644029,0.152012,0.176863,0.293525,0.275317,0.104486,0.205407,0.0161578,0.17638
-58.0015,0.975056,0.234907,4,15,0,70.3644,0.276419,0.261448,0.693631,0.0393358,0.201396,0.0476315,0.0163729,0.0435987,0.049696,0.172402,0.165784,0.0362429,0.0592666,0.0835395,0.0556574,0.0259485,0.393764,0.14127,0.042054,0.0312157,0.319801,0.597591,0.276154,0.0580476,0.272494,0.0604356,0.136981,0.293036,0.759761,0.220551
-57.2759,0.975325,0.234907,4,15,0,67.7567,0.276177,0.141362,0.741749,0.03597,0.14768,0.440923,0.0171494,0.0173097,0.395154,0.0699662,0.366234,0.0306618,0.107536,0.0293345,0.0575683,0.254722,0.239208,0.149677,0.0676124,0.141154,0.229993,0.696116,0.25318,0.327989,0.296754,0.249908,0.149918,0.176743,0.00967409,0.220357
-60.2466,0.92025,0.234907,4,15,0,70.4664,0.304519,0.16995,0.927421,0.00754308,0.248834,0.0832833,0.411205,0.0884412,0.0752119,0.189604,0.31415,0.0178014,0.271073,0.177042,0.0566859,0.0545619,0.186556,0.10265,0.145482,0.0680539,0.0389472,0.740948,0.249847,0.0592064,0.355674,0.110649,0.230407,0.390357,0.163103,0.242971
-57.1978,0.915015,0.234907,4,15,0,74.6296,0.337044,0.113836,0.837311,0.0171039,0.20708,0.0839748,0.138986,0.12696,0.119264,0.177516,0.374452,0.0107228,0.292877,0.180059,0.0953759,0.102772,0.313485,0.0949123,0.0450646,0.0413767,0.0335201,0.751836,0.199615,0.0629579,0.397041,0.13722,0.121839,0.288679,0.124262,0.268923
-60.4465,0.926684,0.234907,4,15,0,72.022,0.275644,0.176665,0.711194,0.0952999,0.146068,0.168973,0.112083,0.018525,0.320435,0.144637,0.252574,0.0131126,0.231368,0.0482132,0.0339721,0.037627,0.0946369,0.0858026,0.0221048,0.022623,0.065182,0.953433,0.199101,0.0284737,0.392648,0.21817,0.0979468,0.14732,0.0496925,0.219932
-57.8449,0.967217,0.234907,4,15,0,72.9093,0.238592,0.0904153,0.706377,0.048712,0.207458,0.232975,0.0872949,0.00375248,0.223232,0.286028,0.274187,0.0160634,0.382572,0.0849997,0.0588206,0.0254938,0.126455,0.101913,0.0331254,0.0483901,0.0572514,0.698258,0.268978,0.0534287,0.276017,0.210109,0.197269,0.0577001,0.123382,0.190369
-59.5975,0.990304,0.234907,4,15,0,72.1859,0.194927,0.030237,0.598716,0.0174151,0.151898,0.148248,0.177055,0.0684476,0.115108,0.0218297,0.32675,0.0999475,0.0291281,0.0241558,0.0708808,0.143774,0.342323,0.0859525,0.0221855,0.0574958,0.019849,0.406905,0.182522,0.283605,0.20983,0.0272282,0.151871,0.162322,0.313405,0.155529
-65.4385,0.811693,0.234907,4,15,0,80.793,0.219437,0.0214173,0.545231,0.0318794,0.182402,0.107911,0.0909855,0.0171134,0.18006,0.221361,0.231972,0.0907781,0.00195032,0.115823,0.066968,0.000762899,0.257941,0.044837,0.0449735,0.0860842,0.174325,0.633056,0.212676,0.00913583,0.146826,0.058051,0.204242,0.108598,0.111509,0.175085
-66.4151,0.856497,0.234907,4,15,0,84.3973,0.324725,0.321105,0.852193,0.0648235,0.169584,0.338675,0.0543941,0.0953708,0.14391,0.00933958,0.221208,0.203548,0.077585,0.0605704,0.0615539,0.00475056,0.282673,0.00732233,0.169016,0.0891255,0.0475045,0.353914,0.149034,0.410762,0.396578,0.12117,0.0589797,0.0689351,0.198832,0.259094
-65.5875,0.974566,0.234907,4,15,0,81.0925,0.240982,0.0647164,0.811792,0.0047566,0.206159,0.11209,0.074116,0.0329853,0.135484,0.153336,0.422787,0.108595,0.205601,0.0608306,0.0641891,0.0460519,0.241518,0.378005,0.0225205,0.0886829,0.0283254,0.895622,0.348815,0.0353748,0.149002,0.0706443,0.0498803,0.0254123,0.358759,0.192276
-60.9428,0.982961,0.234907,4,15,0,77.4255,0.239094,0.0989495,0.769809,0.183783,0.146672,0.301264,0.133776,0.0594515,0.199176,0.0324604,0.0909873,0.0173573,0.164483,0.118587,0.036535,0.146174,0.238293,0.00559374,0.0625281,0.0983871,0.321387,0.357145,0.139259,0.170177,0.192037,0.0655376,0.190733,0.378739,0.0423322,0.190769
-60.0318,0.973698,0.234907,4,15,0,73.793,0.210011,0.230191,0.601064,0.00378355,0.0905613,0.106401,0.0667633,0.0547144,0.131645,0.197587,0.183045,0.0165237,0.121158,0.0389974,0.071903,0.0597397,0.319205,0.0113437,0.138549,0.0707622,0.107169,0.646939,0.278758,0.0949555,0.342836,0.254546,0.142931,0.0123716,0.0562134,0.167565
-60.3316,0.961069,0.234907,4,15,0,72.3848,0.222146,0.227283,0.582717,0.0025952,0.101103,0.0741949,0.0489984,0.0692043,0.112941,0.233037,0.170346,0.0163113,0.16677,0.0417061,0.0758412,0.0862951,0.298695,0.0122786,0.130431,0.0687858,0.103436,0.573267,0.330166,0.117383,0.305094,0.243009,0.144533,0.0142259,0.0855664,0.177247
-57.7397,0.955511,0.234907,4,15,0,71.0858,0.225523,0.0902131,0.453354,0.00845911,0.24737,0.222107,0.152576,0.0384263,0.165064,0.0308052,0.415555,0.045695,0.068962,0.106878,0.0244778,0.116365,0.149821,0.0750071,0.0505872,0.10798,0.415318,0.541454,0.128811,0.178494,0.243373,0.057348,0.184318,0.575067,0.236843,0.179941
-60.9344,0.681304,0.234907,4,15,0,72.1955,0.22083,0.119572,0.852079,0.0111316,0.0811821,0.137661,0.0823483,0.0684206,0.0709418,0.240145,0.201848,0.104303,0.139695,0.0460567,0.0255115,0.0408202,0.408001,0.144935,0.164754,0.0104587,0.0412327,0.493742,0.348012,0.0685917,0.155714,0.256404,0.152607,0.0155065,0.225732,0.176197
-62.0389,0.824951,0.234907,4,15,0,78.3236,0.27148,0.0855582,0.63297,0.00445472,0.221709,0.277324,0.0471874,0.0936745,0.180957,0.0643348,0.454439,0.0101306,0.245017,0.0165526,0.149752,0.0212411,0.152938,0.1404,0.102161,0.0265809,0.169316,0.817812,0.157812,0.050687,0.205047,0.0875269,0.138082,0.0393715,0.26692,0.21661
-60.8038,0.980987,0.234907,4,15,0,75.215,0.272513,0.160794,0.886444,0.0807488,0.112131,0.166504,0.0134327,0.0259471,0.0367819,0.0961025,0.173456,0.407593,0.0725413,0.128692,0.00792198,0.121274,0.406678,0.0536932,0.0964963,0.0210641,0.123856,0.416413,0.180332,0.313852,0.29712,0.197236,0.180217,0.569648,0.110949,0.217434
-65.3952,0.901701,0.234907,4,15,0,79.653,0.386782,0.0328684,0.85541,0.0227063,0.220869,0.316069,0.380896,0.0273754,0.318782,0.137203,0.541795,0.0200622,0.111179,0.0346961,0.126843,0.0436473,0.0710231,0.205684,0.075221,0.0150288,0.104601,0.916853,0.272893,0.0447923,0.304022,0.15017,0.194167,0.0812383,0.739818,0.308607
-61.2361,0.790727,0.234907,4,15,0,78.7857,0.179355,0.208368,0.634691,0.0282833,0.14463,0.156847,0.0028374,0.0994021,0.0860575,0.0823286,0.0306622,0.0986083,0.0934599,0.0450801,0.0397786,0.0857948,0.0665569,0.0390275,0.0425985,0.0870221,0.029424,0.433171,0.263974,0.120669,0.270284,0.134621,0.125867,0.271944,0.0507355,0.143105
-62.4607,0.822753,0.234907,4,15,0,83.2491,0.367272,0.0631938,0.658123,0.072508,0.0921499,0.142473,0.0358603,0.00790354,0.0257246,0.113756,0.147178,0.0635746,0.283976,0.109427,0.0251215,0.0809626,0.244778,0.0620642,0.0225441,0.0499728,0.85737,0.653948,0.126818,0.135651,0.203448,0.180848,0.204356,0.0549427,0.195266,0.293041
-54.0415,1,0.234907,4,15,0,72.5456,0.2409,0.0653484,0.806159,0.0262524,0.148742,0.0361216,0.0757829,0.0865627,0.319528,0.0687294,0.380222,0.0758649,0.0975978,0.0631995,0.103697,0.105213,0.271845,0.11259,0.0661139,0.128683,0.0668681,0.52401,0.338305,0.0897314,0.251858,0.16455,0.14479,0.240711,0.0364802,0.19221
-62.7978,0.935889,0.234907,4,15,0,71.7376,0.312333,0.315561,0.534843,0.00897469,0.199852,0.513405,0.178954,0.0337483,0.0852821,0.185208,0.233366,0.141443,0.195649,0.0995045,0.0342523,0.1206,0.259339,0.0449299,0.071444,0.0596054,0.0155098,0.810855,0.145952,0.189452,0.07444,0.118243,0.22077,0.215961,0.120579,0.249206
-55.4922,0.935508,0.234907,4,15,0,73.8721,0.189337,0.0321429,0.724653,0.112949,0.154258,0.0199265,0.0663524,0.0695175,0.274813,0.0688724,0.200142,0.135956,0.0511736,0.0479292,0.105299,0.0431756,0.330017,0.0859676,0.0946317,0.0950925,0.122828,0.463984,0.247215,0.150615,0.252396,0.166924,0.136113,0.112777,0.114455,0.151069
