# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=4
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 6a_skewnormal_uni - draws_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_raw.1,theta_raw.2,theta_raw.3,theta_raw.4,theta_raw.5,theta_raw.6,theta_raw.7,theta_raw.8,theta_raw.9,theta_raw.10,theta_raw.11,theta_raw.12,theta_raw.13,theta_raw.14,theta_raw.15,theta_raw.16,theta_raw.17,theta_raw.18,theta_raw.19,theta_raw.20,theta_raw.21,theta_raw.22,theta_new_raw,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.0790476
# Diagonal elements of inverse mass matrix:
# 0.00733888, 1.29669, 0.685925, 0.706296, 0.613456, 0.662143, 0.654659, 0.767949, 0.67445, 0.711127, 0.673149, 0.689763, 0.53068, 0.628815, 0.620842, 0.564487, 0.754759, 0.706143, 0.662784, 0.679308, 0.623844, 0.607994, 0.566019, 0.689243, 0.682218, 67.4208
-14.0282,0.99367,0.0790476,5,31,0,35.8449,0.047198,0.0189215,-1.70196,0.0382931,-1.13511,-0.912193,-1.14345,-1.43961,-0.652214,-0.0780685,-0.514462,-0.171092,-0.172142,-0.637652,0.018797,-0.103896,-1.90107,-0.534526,-1.41135,-0.371791,0.0252257,0.00385975,-1.06227,-0.976686,-0.782811,-4.63852,0.0149943,0.0479226,0.0257199,0.0299379,0.0255622,0.0199583,0.0348571,0.0457208,0.0374636,0.0439607,0.0439408,0.0351327,0.0475537,0.0452321,0.0112268,0.037084,0.0204932,0.0401632,0.0476753,0.047271,0.0270982,0.0287176,0.032386,0.0324399
-12.7886,0.994515,0.0790476,5,31,0,23.5163,0.119595,0.0525955,-0.849553,-1.06795,-0.938277,-0.870146,-1.80431,-0.538234,-0.977834,-0.864418,-0.0909649,-1.03098,-0.518338,-0.459818,-0.952289,-0.520217,-1.97704,-1.71508,-0.563192,-1.04057,-0.8223,-1.05581,-1.12299,-1.597,-0.478576,-15.7778,0.0749124,0.0634255,0.0702459,0.0738293,0.0246967,0.0912864,0.0681654,0.0741306,0.114811,0.06537,0.0923328,0.0954107,0.0695089,0.092234,0.0156115,0.0293894,0.0899737,0.0648657,0.0763458,0.0640643,0.0605311,0.0355998,0.0944241,0.0777139
-12.4974,0.947666,0.0790476,5,31,0,31.207,0.182755,0.234084,-2.78843,-0.865073,-0.134104,-0.222996,-0.325188,-1.51607,-0.629089,-0.141012,-1.98297,-0.26242,-0.289436,-0.359428,-0.0900992,-0.898195,-0.0661621,-2.0574,-1.04625,-0.269415,-0.478492,-0.340048,-0.353011,-0.600773,-1.3417,-6.01545,-0.469974,-0.0197454,0.151363,0.130555,0.106633,-0.172133,0.0354946,0.149746,-0.281427,0.121326,0.115002,0.0986182,0.161664,-0.0274988,0.167267,-0.298851,-0.0621569,0.119689,0.0707472,0.103155,0.10012,0.042123,-0.131317,-0.0014893
-11.6947,0.986099,0.0790476,5,31,0,22.2697,0.181478,0.127394,0.122663,-0.678344,-0.689538,-1.34713,-1.04466,-0.216788,-0.162128,-1.05827,-0.0065434,-0.484867,-0.547523,-1.34318,-1.22846,-0.677104,-1.29667,-0.685417,0.0690088,-1.70055,-0.460302,-1.70503,-0.956743,-0.53957,-1.15687,-11.4174,0.197105,0.0950615,0.0936355,0.0098617,0.0483955,0.153861,0.160824,0.0466617,0.180645,0.119709,0.111727,0.0103652,0.0249803,0.0952196,0.016291,0.0941605,0.19027,-0.0351609,0.122839,-0.0357319,0.0595952,0.11274,0.0341008,0.0802204
-8.50762,1,0.0790476,5,31,0,19.766,0.215391,0.242943,-2.03254,-0.98126,-0.809878,-1.05583,-1.13772,-2.39841,-0.614658,-0.8517,-1.16097,-0.379102,-0.547957,-1.28071,-0.318688,-0.14762,-1.1722,-0.3749,-1.29345,-0.688872,-0.227188,-0.221793,-0.512692,-0.274048,-0.686317,-6.09912,-0.278399,-0.0229993,0.0186368,-0.0411163,-0.0610096,-0.367285,0.0660641,0.00847634,-0.066658,0.123291,0.0822687,-0.0957483,0.137968,0.179528,-0.0693867,0.124312,-0.0988427,0.0480343,0.160197,0.161508,0.0908361,0.148813,0.048655,0.0241045
-16.8036,0.96889,0.0790476,5,31,0,26.6287,0.221123,0.114819,0.351323,-1.99591,0.0261898,-0.265804,-1.76071,-0.685407,-0.153518,-1.21609,-1.6565,-2.73765,-1.09858,-0.106849,-0.552392,-0.586252,-0.460638,-0.963116,-0.554053,-1.43935,-0.728418,-1.76897,-0.885436,-0.815529,-0.584206,-4.3229,0.261462,-0.00804609,0.22413,0.190604,0.0189599,0.142425,0.203496,0.0814919,0.0309246,-0.093212,0.0949848,0.208855,0.157698,0.15381,0.168233,0.110539,0.157507,0.0558583,0.137487,0.0180115,0.119458,0.127485,0.154045,0.131867
-15.9737,0.996237,0.0790476,5,31,0,28.6289,0.238336,0.196522,-1.48493,-1.42457,-1.06243,-1.21051,-2.57218,-0.947012,-0.667568,0.29055,-1.37064,-1.66017,-0.918029,-1.68571,-0.132312,-0.678184,-0.339767,-0.954209,-1.26979,-0.540531,0.0648938,-1.33882,-0.453505,-0.606432,-0.121605,-3.15759,-0.0534855,-0.0416227,0.0295462,0.00044396,-0.267153,0.0522278,0.107145,0.295436,-0.0310252,-0.0879237,0.0579235,-0.0929431,0.212334,0.105058,0.171565,0.0508135,-0.0112046,0.13211,0.25109,-0.024772,0.149213,0.119159,0.214438,0.0888519
-16.6456,0.985681,0.0790476,5,31,0,29.0285,0.0997673,0.108154,-1.0739,-0.583777,0.428036,-1.3585,-0.896168,-0.803489,-1.11064,-1.1949,-2.07425,0.111371,-0.229562,0.490864,-0.313028,-1.20991,-1.04858,-0.144547,-1.17472,-0.787027,-0.394796,-0.901208,-1.04238,0.01231,-1.56048,-1.22401,-0.0163785,0.0366297,0.146061,-0.0471591,0.00284347,0.012867,-0.020352,-0.0294656,-0.124571,0.111812,0.0749393,0.152856,0.0659122,-0.0310888,-0.0136403,0.084134,-0.0272825,0.0146475,0.0570687,0.00229845,-0.0129695,0.101099,-0.0690044,0.0329401
-13.6441,0.996106,0.0790476,5,31,0,27.7109,0.188751,0.159028,-0.223916,-1.32633,-1.53664,-2.02856,-1.97955,-0.272947,0.00167562,-1.07563,-0.977196,-1.23888,-1.05645,-2.18872,-0.636274,0.0332459,-0.351905,-1.06059,-0.225724,-0.775151,-0.105091,-0.608779,-0.333076,-1.13893,-0.345033,-12.2968,0.153142,-0.0221729,-0.0556172,-0.133847,-0.126052,0.145345,0.189017,0.0176955,0.0333494,-0.00826617,0.0207463,-0.159317,0.0875655,0.194038,0.132788,0.0200871,0.152854,0.0654803,0.172038,0.0919379,0.135782,0.00762882,0.133881,0.0622824
-17.8667,0.990418,0.0790476,5,31,0,28.8949,0.0608195,0.0498851,-0.21458,-1.29787,0.218046,-2.36523,-0.995259,-0.791829,-0.757927,-0.768929,-1.65917,-1.30249,0.130877,-0.722954,-0.828102,-0.805378,-0.984519,-1.94622,-0.183466,-0.322294,-0.393876,-1.61902,-0.215607,-1.85631,-0.436741,-7.39546,0.0501152,-0.00392503,0.0716968,-0.0571701,0.0111709,0.0213191,0.0230103,0.0224614,-0.0219486,-0.00415548,0.0673483,0.0247549,0.0195096,0.0206432,0.0117067,-0.0362678,0.0516673,0.0447419,0.041171,-0.0199452,0.050064,-0.0317826,0.0390327,0.0213759
-15.2296,0.981311,0.0790476,5,31,0,34.7575,0.108352,0.0608432,-1.95875,-0.0771396,-2.39265,-0.323264,-0.178787,-0.630409,-0.588429,-0.23598,-0.0828492,-0.599196,-1.97511,-0.74803,-0.646091,-0.767663,-0.143421,-1.01603,-1.03267,-1.42818,-0.242407,-0.0312551,-0.773949,-1.75835,-0.908435,-5.11307,-0.0108246,0.103659,-0.0372241,0.0886838,0.0974743,0.0699961,0.0725503,0.0939944,0.103311,0.0718952,-0.0118201,0.0628396,0.0690419,0.0616451,0.099626,0.0465338,0.0455212,0.0214571,0.0936034,0.106451,0.0612626,0.00136844,0.0530801,0.060709
-18.3676,0.979331,0.0790476,5,31,0,33.7685,0.10432,0.0731128,-2.24538,0.0424885,-2.51538,-0.325628,-0.210406,-0.882336,-0.740359,-0.179137,-0.0319968,-0.711633,-1.92882,-0.978142,-0.813743,-0.510585,0.0165731,-1.0352,-0.864426,-1.34504,-0.166459,-0.100207,-0.918013,-1.81528,-1.15683,-3.93564,-0.0598463,0.107426,-0.0795863,0.0805124,0.0889366,0.0398099,0.0501902,0.0912228,0.101981,0.0522905,-0.0367018,0.0328053,0.0448249,0.0669897,0.105532,0.0286334,0.0411193,0.00598053,0.0921497,0.0969935,0.0372014,-0.0284,0.0197406,0.0477809
-11.6553,0.985838,0.0790476,5,31,0,25.9056,0.0816521,0.101881,-0.0316379,-1.60381,-1.22583,-0.6205,-0.750207,-1.41312,-1.3732,-1.20657,-1.38669,-0.418371,-0.335202,-0.0524642,-0.494377,-0.36793,-1.0718,-0.0782745,-0.662538,-0.311532,-0.138118,-2.27337,-0.221795,0.0347987,-0.0648551,-13.1778,0.0784288,-0.0817454,-0.0432363,0.0184351,0.00522043,-0.0623173,-0.0582506,-0.0412745,-0.0596247,0.0390281,0.0475014,0.076307,0.0312846,0.0441671,-0.0275442,0.0736774,0.0141522,0.049913,0.0675805,-0.149961,0.0590554,0.0851974,0.0750446,0.000595979
