# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=25849600
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=0
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=output/stan/height (cm) - 5a_halfnormal_uni - draws_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta_new,mean_effect
# Adaptation terminated
# Step size = 0.170459
# Diagonal elements of inverse mass matrix:
# 0.38296, 1.50701, 1.46937, 1.71084, 1.57069, 1.43361, 1.56994, 1.36396, 1.64839, 1.57576, 1.62602, 1.12453, 1.5429, 1.50197, 1.35388, 1.6329, 1.45876, 1.57887, 1.63932, 1.03587, 1.27076, 1.4194, 1.53621, 1.42386
-49.1988,0.929228,0.170459,4,31,0,66.7566,0.0559322,0.00243001,0.0663904,0.0801453,0.0467002,0.0846259,0.0388388,0.0210653,0.0334189,0.000137832,0.0487083,0.0181933,0.0047869,0.0164157,0.0127627,0.0786788,0.00884188,0.0093455,0.0474603,0.00441155,0.0309102,0.0129851,0.124948,0.0694646,0.0446275
-42.9384,0.958803,0.170459,4,15,0,59.5185,0.0414474,0.107336,0.0117421,0.0249654,0.0280719,0.0167966,0.0289766,0.0251121,0.0126312,0.00230845,0.0110657,0.0715486,0.0150775,0.0195738,0.0271461,0.0220034,0.0782066,0.0824806,0.0237004,0.146721,0.018094,0.0198381,0.00701492,0.024491,0.0330702
-38.7948,1,0.170459,5,47,0,51.4637,0.0249897,0.0128599,0.069453,0.0217572,0.0229987,0.0254936,0.027732,0.0527731,0.00716794,0.00131473,0.012982,0.0270735,0.0133473,0.00545139,0.0156143,0.0145605,0.0184332,0.0258892,0.0408098,0.0131,0.0372383,0.0144667,0.0208989,0.030155,0.0199389
-44.0753,0.958299,0.170459,4,15,0,53.3866,0.0409287,0.052371,0.00623361,0.0064327,0.0213232,0.031445,0.0434631,0.0255594,0.00264646,0.0328602,0.0112471,0.0660401,0.0381794,0.0066258,0.0017047,0.0797201,0.0664655,0.0553157,0.0181976,0.0195773,0.00744657,0.0846316,0.00507092,0.050405,0.0326564
-42.1316,0.816185,0.170459,4,31,0,57.3704,0.0962647,0.0579584,0.0676184,0.171676,0.0938342,0.0145812,0.0128776,0.0811799,0.0514007,0.0196573,0.0403431,0.0536458,0.0708236,0.111527,0.206952,0.0188411,0.0307223,0.0594577,0.0203215,0.122458,0.130398,0.00186436,0.0041256,0.0239312,0.0768081
-43.4615,1,0.170459,4,15,0,53.0624,0.0899716,0.0493121,0.0523212,0.044984,0.051421,0.0012312,0.100042,0.050878,0.0591245,0.000780146,0.120763,0.0667932,0.039528,0.0606205,0.0197928,0.132001,0.0140044,0.127514,0.0399818,0.0330154,0.0165859,0.00866456,0.116188,0.159189,0.071787
