,R,,,
,c1,c2,c3,c4
r1,.1544873,.1981166,.0866922,.0688963
r2,3.142857,3.5,3.1875,2.454545
r3,.0983101,.1132095,.0543951,.0561377
r4,144.5737,166.4845,79.99279,82.55543
r5,258.7108,297.9197,143.145,147.7308
r6,63.83772,73.51265,35.32149,36.45305
,R,,,
,c1,c2,c3,c4
r1,.1725541,.1981166,.0949195,.0444213
r2,3.25,3.5,3.363636,2
r3,.1061872,.1132095,.0564386,.0444213
r4,156.1576,166.4845,82.998,65.32538
r5,279.4399,297.9197,148.5227,116.8981
r6,68.9527,73.51265,36.64847,28.84497
