,R,,,,,
,c1,c2,c3,c4,c5,c6
r1,.0488019,.061338,.0455283,.0441826,.2503307,.1232966
r2,.0339187,.0274803,.0266661,.0210671,.0723852,.0351037
r3,.1502102,.0256102,.0877576,.0359733,.0005436,.0004442
r4,11,14,15,14,13,28
r5,.,.,.,.,.,.
r6,.0306283,.0262772,.0436063,.0544896,.180468,.0944594
r7,.0269252,.0212004,.0227685,.0299386,.0786706,.0362399
r8,.2553165,.215172,.0554663,.0687516,.0217922,.0091473
r9,9,10,13,10,11,23
